序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
297,#四川九寨沟7.0级地震# 灯火通明、夜以继日，不知疲倦的交通人，只为灾区的道路更通畅、受灾群众出行更安全。,8月11日 21:50,2,1,15,iPhone 6s Plus,FgEbEaT8w,1
298,【刷卡坐公交 泸州公交出新招】#交通民生#以后刷金融IC卡可以坐公交了！金融IC卡是指以智能芯片为介质的银行卡，凡卡上印有银联“闪付quickpass”标志的银行卡都带有一个小额电子现金账户，市民只需在使用前到银行ATM机上为卡上的电子现金小额账户充值即可。充值完成后，四川省内所有完成公交改造 ????...展开全文c,8月11日 17:30,2,3,1,微博 weibo.com,FgCtQeGVX,0
299,【四川高速公路服务区创“星”星巴克或将进成南高速】#交通动态#截至目前，全省高速公路共建成4对全国百佳示范服务区、19对全国优秀服务区，以及12对五星级、16对四星级、39对三星级服务区，高速公路服务区功能设施进一步完善，服务环境进一步优化，服务质量进一步提升，得到了广大司乘人员认可 ????...展开全文c,8月11日 15:00,5,4,3,微博 weibo.com,FgBuXnztT,0
300,【我省高速公路服务区基本实现免费WiFi全覆盖】#交通动态#当前全省高速公路服务取已建成残疾人专用通道84个、母婴室41间，同时，全省所有高速路服务区已基本建成健全，出行信息查询系统和免费W-iFi服务全覆盖。据省交通运输厅高管局局长刘洁梅介绍，今年我省还将努力建成6对全国百佳示范服务区、 ????...展开全文c,8月11日 13:30,1,1,2,微博 weibo.com,FgAUqpMtR,0
301,#四川九寨沟7.0级地震#8月11日凌晨2:30，随着两台应急客车33名乘客安全抵达成都东站汽车客运站，全省调集应急运力大规模疏运灾区游客和群众的任务圆满完成。一、疏散九寨沟灾区旅客情况。全省应急调用620辆客车，开行1164辆次，采用接驳方式累计疏散出九寨沟灾区2万余人（主要为散客和外来务工人员） ????...展开全文c,8月11日 12:03,2,1,5,360安全浏览器,FgAlovFoJ,1
302,【即时路况信息】#四川九寨沟7.0级地震#截至8月11日12时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流；达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行；岳池收费站进行封站扩建；巴广渝高速K95+890（广安至巴中方 ????...展开全文c,8月11日 12:00,转发,评论,6,360安全浏览器,FgAjZEYPT,1
303,已核实4名登车乘客信息，一名为河南籍，三名为四川籍。分别为：河南籍乘客郝某登，河南济源市坡头镇人；四川籍乘客汤某林，四川省仁寿中岗乡人；四川籍乘客张某，自贡荣县人；四川籍乘客尤某良，四川内江市人。（封面新闻）,8月11日 11:12,4,评论,3,360安全浏览器,FgA0xtqWB,0
304,【汪洋：加快已抢通路段清方拓宽工作，提高通行能力】#四川九寨沟7.0级地震#在参加省抗震救灾指挥部第四次会议后，10日晚7时，厅党组书记、厅长汪洋在九寨沟县连夜主持召开交通抗震救灾指挥部现场会，传达省抗震救灾指挥部会议精神，研究部署下步工作。汪洋强调，省委、省政府对交通抗震救灾工作成效 ????...展开全文c,8月11日 10:25,转发,评论,3,360安全浏览器,FgzHGw6tD,1
305,【目前震区国省干线公路已全部抢通！社会车辆尽量不要前往！】#四川九寨沟7.0级地震# 一、九环东线绵阳至九寨沟县城畅通，沿线没有垮方。实施交通管制，只出不进，车流量不大。二、九环西线国道213线：茂县境内K769+700(石大关旧关楼）处山体高位垮塌已抢通便道，可通行应急车辆，实施交通管制，除 ????...展开全文c,8月11日 08:59,7,3,1,iPhone 6s Plus,Fgz8wlR1m,1
306,【西汉高速陕西段发生重大交通事故 已造成36死13伤】10日23时，西汉高速陕西段发生一起交通事故，目前已造成36人死亡13人受伤。初步了解，事故车辆为一辆客运车，从成都发往洛阳，在途经西汉高速秦岭隧道时，因撞到隧道墙壁发生事故，伤者已被紧急送医。（新华社）,8月11日 08:43,9,3,3,iPhone 6s Plus,Fgz27bccc,0
307,【即时路况信息】#四川九寨沟7.0级地震# 截至8月10日晚12时，为保障救援车辆通行全省高速路网： 广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流； 达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行； 岳池收费站进行封站扩建；巴广渝高速K95+890（广安至巴 ????...展开全文c,8月11日 00:03,1,2,6,iPhone 6s Plus,FgvDb1QPM,1
308,【我省交通运输部门快速有序疏散受阻人员】#四川九寨沟7.0级地震# 交通部门把散客和外来务工人员作为重点，紧急调集应急运力，配合地方及时疏散受灾人员，转运救灾物资。截至8月10日，全省调用应急运力620辆、开行820余辆次，首先最快速度将人员撤离灾区，疏散至平武、文县、川主寺等地，然后采用接驳 ????...展开全文c,8月10日 23:29,转发,1,3,专业版微博,FgvpmpXpP,1
309,【我厅全力做好保通保畅工作】#四川九寨沟7.0级地震# 受震灾破坏和余震影响，灾区道路发生次生灾害风险大，部分已抢通路段目前还只能供越野车通行，保通压力巨大。我厅科学制定保通方案：一是继续开展隐患排查，厅3个技术小组目前排查出41个隐患点，并分类确定排险除危措施。对飞石严重的G544九倒拐段 ????...展开全文c,8月10日 23:24,7,1,2,专业版微博,FgvnpeHZK,1
310,【即时路况信息】#四川九寨沟7.0级地震# #截至8月10日晚10时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流；达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行；岳池收费站进行封站扩建；巴广渝高速K95+890（广安至巴 ????...展开全文c,8月10日 22:05,1,2,4,专业版微博,FguRboY5E,1
311,【即时路况信息】#四川九寨沟7.0级地震# 截至8月10日晚8时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流；达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行；岳池收费站进行封站扩建；巴广渝高速K95+890（广安至巴中 ????...展开全文c,8月10日 20:08,1,评论,赞,专业版微博,Fgu5Psfti,1
312,【即时路况信息】#四川九寨沟7.0级地震#截至8月10日下午6时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流；达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行；岳池收费站进行封站扩建；巴广渝高速K95+890（广安至巴 ????...展开全文c,8月10日 18:04,4,3,1,360安全浏览器,FgthjucKV,1
313,#四川九寨沟7.0级地震#“8.8”九寨沟地震灾区及周边应急储备力量分布图↓↓,8月10日 17:10,3,1,4,360安全浏览器,FgsVvizq4,1
314,【争分夺秒抢抢抢 ——四川交通九寨沟地震抗震救灾首日纪实】#四川九寨沟7.0级地震#8月8日21时19分，四川省阿坝州九寨沟县发生7.0级地震。天撼地摇之后，四川交通人感震而起，闻警而动。首日，四川交通用不到20小时，疏散了近5万游客，打通了灾区主干线！首日，四川交通齐心合力，众志成城!(中国交 ????...展开全文c,8月10日 17:03,3,2,5,360安全浏览器,FgsSDsGJ0,1
315,【即时路况信息】#四川九寨沟7.0级地震#截至8月10日下午4时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川车辆正常通行，前往九寨沟车辆在木鱼站出站实行分流；广陕高速，剑门关站、朝天站，入口，所有货车实行间断放行；成彭高速，成彭枢纽（往成绵复线高速方向）一类客车正常通 ????...展开全文c,8月10日 16:23,10,1,2,360安全浏览器,FgsCqrMEv,1
316,【“8.8”九寨沟地震道路运输抢险救灾信息快报】#四川九寨沟7.0级地震#按照厅“8.8”九寨沟地震救灾交通运输应急指挥部指令，厅运管局组织应急运力及时疏散受灾人员，转运救灾物资。截止8月10日12:00：??一、疏散九寨沟灾区旅客情况。全省应急调用620辆（其中阿坝州调集270辆，绵阳调集190辆、 ????...展开全文c,8月10日 14:51,4,4,4,360安全浏览器,Fgs0Ob12R,1
317,【即时路况信息】#四川九寨沟7.0级地震#截至8月10日下午2时，为保障救援车辆通行全省高速路网：绕城，成绵匝道（内、外环）；禁止所有货车通行；广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流；广陕高速，剑门关站、朝天站，入口，所有货车间断放行；成彭高速， ????...展开全文c,8月10日 14:02,7,评论,3,360安全浏览器,FgrHe0ACZ,1
318,#四川九寨沟7.0级地震#道路抢通保通、旅客运送、高速公路保障……四川交通灾后救援最新消息都在这里了！O道路抢通保通、旅客运送、高速公路保障……四川...,8月10日 13:25,转发,评论,1,360安全浏览器,Fgrs9lSQq,1
319,【即时路况信息】#四川九寨沟7.0级地震#截至8月10日上午12时，为保障救援车辆通行全省高速路网：绕城，成绵匝道（内、外环）；禁止所有货车通行；广甘高速，广元至甘肃方向出川车辆正常通行，前往九寨沟车辆在木鱼站出站实行分流；广陕高速，剑门关站、朝天站，入口，所有货车实行间断放行；成彭高 ????...展开全文c,8月10日 12:03,10,6,4,360安全浏览器,FgqUJlNpa,1
320,截至10日7时，最新的九寨沟震区路网运行情况，应急处置和绕行路线图出炉,8月10日 10:40,1,评论,7,360安全浏览器,Fgqn8avJv,1
321,【九寨沟松潘川主寺 客运班车暂停 全额退票】#四川九寨沟7.0级地震#暂停发往阿坝州及途经阿坝州的旅游包车，同时暂停经国道213线进出阿坝州的客运班车。从茶店子客运站了解到，9日~11日前往九寨沟、松潘、川主寺的客运班线暂停，预售票全额退款；新南门旅游集散中心的九寨沟班线则从9日暂停至13日，也 ????...展开全文c,8月10日 10:32,5,2,5,360安全浏览器,FgqjHmsgo,1
322,【即时路况信息】#四川九寨沟7.0级地震#截止2017年8月10日10时10分：达陕高速狮子寨隧道因施工，陕西至达州方向实行单洞双向通行；岳池收费站进行封站扩建；巴广渝高速K95+890（广安-巴中）、龙顶观隧道K107+300（广安-巴中）、煤炭垭隧道K123+170（巴中-广安）均因施工半幅双向通行；巴广渝K5+900（广 ????...展开全文c,8月10日 10:22,9,评论,2,360安全浏览器,FgqfYAtsl,1
323,【即时路况信息】#四川九寨沟7.0级地震#2017年8月10日，截止10点，为保障救援车辆通行：成绵复线高速，全线，入口；绕城成绵匝道（内、外环）；禁止所有货车通行；广陕高速，剑门关站、朝天站，入口，所有货车间断放行；二绕东，成绵匝道，双向，黄牌货车禁止通行；广甘高速，广元至甘肃方向出川的 ????...展开全文c,8月10日 10:06,转发,1,2,360安全浏览器,Fgq9of3dG,1
324,【最新九寨沟地震交通管制措施】#四川九寨沟7.0级地震#目前，九寨沟震区及沿线道路交通管制情况维持不变，共设置16个交通管控点、管制2条重点高速；松潘经川主寺至九寨一线仍然双向中断；绵阳平武经双河至九寨、甘肃文县经双河至九寨全线依然保持畅通。@四川公安,8月10日 09:24,4,1,2,360安全浏览器,FgpSniUtV,1
325,【出行提示】#交通动态#8月10日8时40分，G4201绕城高速西段路况信息：1、内环西服务区—成灌车流量大。2、外环成温邛—成新蒲车流量大。3、外环双流—机场车流量大。4、各收费站救灾应急车道畅通。,8月10日 09:18,1,评论,赞,微博 weibo.com,FgpPYofBN,0
326,"【注意！交通管制陆续解除】#四川九寨沟县7.0级地震#绕东高速：现绕城高速内、外环上成绵匝道交通管制解除，其余路段交通正常。成绵全线新都至金山站入口解除对货车管制,入口恢复正常通行，目前成绵全线双向车辆通行顺畅。G5京昆高速绵广段，绵阳南至江油收费站入口货车解除交通管制。G5京 ????...展开全文c",8月9日 23:16,2,1,1,360安全浏览器,FglTEj4xp,1
327,【即时路况信息】#四川九寨沟县7.0级地震#截至晚上23时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流。成绵复线全线、绵遂仙海站、松垭站入口（遂宁至绵阳方向）、绵遂张家坪枢纽（遂宁至成都方向匝道）、广南卫子站、荞子坝 ????...展开全文c,8月9日 23:12,转发,评论,2,360安全浏览器,FglRP5G7H,1
328,我们一起加油 //@四川发布: 我们一起加油,8月9日 22:41,1,评论,83,微博 weibo.com,FglFe7qUY,1
329,【即时路况信息】#四川九寨沟县7.0级地震#截至晚上22时，为保障救援车辆通行全省高速路网：广甘高速，广元至甘肃方向出川的车辆正常通行，前往九寨沟的车辆在木鱼站出站分流。成绵、绵广（鲜活车除外）、成绵复线全线、城北、广巴（鲜活车除外）、绵遂仙海站、松垭站入口（遂宁至绵阳方向）、张家 ????...展开全文c,8月9日 22:37,25,3,12,微博 weibo.com,FglDwEIOR,1
330,【现场视频来啦！】#四川九寨沟7.0级地震#近20小时连续奋战！川九路受损路段全线抢通！可供救援机械、越野车单车道通行↓↓via四川发布 L四川交通的秒拍视频,8月9日 19:48,2,2,10,360安全浏览器,Fgkx5jRsx,1
331,【即时路况信息】#四川九寨沟7.0级地震#截至晚上19时，为保障救援车辆通行全省高速路网：广甘高速，广元往甘肃出川的车辆正常通行，进川前往九寨沟的车辆在木鱼站出站分流；成绵、绵广、成绵复线全线、绕城高速转成绵匝道双向，禁止货车通行（鲜活车辆正常放行）；二绕东成绵匝道双向，黄牌货车禁 ????...展开全文c,8月9日 19:43,转发,评论,5,360安全浏览器,Fgkv71hr4,1
332,#四川九寨沟7.0级地震#截至8月9日下午17:30，经过近20小时的连续奋战，川九路上四寨至九倒拐因灾断道处已抢通，标志着川九路受损路段全线抢通，供抢险救援机械、越野车辆单车道应急通行。,8月9日 18:51,2,评论,11,360安全浏览器,Fgk9ZnFG2,1
333,【即时路况信息】#四川九寨沟7.0级地震#截至下午18时，为保障救援车辆通行全省高速路网：广甘高速，广元往甘肃出川的车辆正常通行，进川前往九寨沟的车辆在木鱼站出站分流；成绵、绵广、成绵复线全线、绕城高速转成绵匝道双向，禁止货车通行（鲜活车辆正常放行）；二绕东成绵匝道双向，黄牌货车禁 ????...展开全文c,8月9日 18:11,8,2,3,360安全浏览器,FgjTKoUB3,1
334,【即时路况信息】#四川九寨沟7.0级地震#截至下午17时，为保障救援车辆通行全省高速路网：广甘高速，广元往甘肃出川的车辆正常通行，进川前往九寨沟的车辆在木鱼站出站分流；成绵、绵广、成绵复线全线、绕城高速转成绵匝道双向，禁止货车通行（鲜活车辆正常放行）；二绕东成绵匝道双向，黄牌货车禁 ????...展开全文c,8月9日 17:07,3,3,2,360安全浏览器,FgjtF9PdO,1
335,#四川九寨沟7.0级地震#“8.8”九寨沟地震灾区人员疏散方案图（2017年8月9日14时）↓↓,8月9日 17:03,转发,评论,3,360安全浏览器,Fgjs3i4SM,1
336,第一批乘坐长途客运大巴从九寨沟灾区返回成都的旅客安全到达成都东站汽车客运站。,8月9日 16:54,1,评论,42,360安全浏览器,FgjohxGkv,1
337,【地震已致19人死亡 247人受伤】#四川九寨沟7.0级地震#从四川省政府新闻办获悉，接九寨沟县应急办书面报告，截至8月9日13时10分，经初步核查，“8·8”九寨沟地震已致19人死亡，247人受伤（40人重伤；其中7人已转院，4人转至绵阳中心医院，3人转至四川大学华西医院，其余已全部转移到九寨沟县人民医院和 ????...展开全文c,8月9日 15:39,4,2,8,360安全浏览器,FgiU24iHv,1
338,【地震灾区九寨沟共有7000余人需动用应急运力转运】##四川九寨沟7.0级地震##在省指挥部的统一指挥下，交通运输厅运管局及有关道路运输部门积极开展地震灾区人员转运工作。据阿坝州目前掌握的情况，地震灾区九寨沟共有7000余人需动用应急运力转运。一是有6000余人需从九寨沟口转运出阿坝州。截止8 ????...展开全文c,8月9日 15:26,4,1,3,360安全浏览器,FgiOTfZXB,1
339,【即时路况信息】#四川九寨沟7.0级地震# 截至上午13时，为保障救援车辆通行全省高速路网：绵遂仙海站入口（遂宁至绵阳方向），张家坪枢纽（遂宁至成都方向）；城北、成绵、绵广（鲜活车辆正常放行）、广巴（包括广元东站）、成 绵复线、全线，广南卫子站、荞子坝站，广陕剑门关、朝天站入口，绕城高速 ????...展开全文c,8月9日 13:10,7,1,3,专业版微博,FghVGvUet,1
340,#四川九寨沟7.0级地震#厅公路局：G353线凉山州会东县车拉河村发生边坡塌方处已恢复通行。,8月9日 11:15,2,评论,7,360安全浏览器,FghaKuvu5,1
341,【九寨沟县7.0级地震四川交通运输抢险救灾情况】#四川九寨沟7.0级地震#一、投入机具人员情况截止8月9日10时，现场投入抢险机具近40台，抢险人员近200名。抢险队伍包括：阿坝州县交通和公路部门、成兰铁路中铁一局、四川路桥集团、绵九高速施工力量。同时，还从汶马高速、华川集团调集了一批应急救援 ????...展开全文c,8月9日 11:10,8,评论,5,360安全浏览器,Fgh8SpE4a,1
342,#四川九寨沟7.0级地震#四川九寨沟7.0级地震路网运行情况应急处置和绕行线路图,8月9日 10:19,5,1,4,360安全浏览器,FggO90SJS,1
343,#四川九寨沟7.0级地震#截至8月9日9时25分，经初步核查，九寨沟县漳扎镇M7.0级地震已造成13人死亡、175人受伤（28人重伤）。相关情况续报。via阿坝州人民政府应急管理办公室,8月9日 09:45,转发,评论,4,360安全浏览器,FggA8ibKj,1
344,#四川九寨沟7.0级地震#接九寨沟县应急办书面报告，截至8月9日凌晨5时00分，经初步核查，九寨沟县漳扎镇M7.0级地震已造成9人死亡、164人受伤。目前各项工作开展情况如下：????一、道路情况????一是九寨沟县交通部门投入14台装载机、10辆小车、2辆运料车、90名工作人员开展道路抢险工作；二是九寨沟县 ????...展开全文c,8月9日 08:54,11,评论,4,微博 weibo.com,FggfoiByQ,1
345,【交通部门手绘地图 全力抢通塌方路段】#四川九寨沟7.0级地震#8月9日早7点半，九寨沟7.0级地震导致省道301线九黄机场至漳扎镇6处塌方，交通中断。截至目前，四川省交通运输部门正全力组织道路抢通工作，现场共有9台装载机、2台挖掘机从两头向中间推进，施工作业人员70余人。同时，另外2台挖掘机正从绵 ????...展开全文c,8月9日 08:44,9,6,7,360安全浏览器,FggbpevVg,1
346,#四川九寨沟7.0级地震#据阿坝州公路局最新路况：G544九黄机场至九寨天堂段畅通。九寨天堂至沟口段K79（中波站）垮方约200米，K83处边坡仍在垮塌，正在组织人员机具努力抢通；K98孤石断道，已抢通简易便道。沟口段到九寨沟县畅通。九寨沟县至双河畅通。G247甘肃文县至四川双河畅通，双河至黄土梁段已抢 ????...展开全文c,8月9日 03:10,12,6,16,360安全浏览器,Fge05AZKN,1
347,#四川九寨沟7.0级地震#截至9日02:00：G544机场至弓杠岭畅通，弓杠岭至九寨天堂段有多处巨石阻断，九寨天堂至沟口段多处断道 正在组织人员机具抢通，沟口段到九寨沟县畅通。九寨沟县至双河畅通。G247甘肃文县至四川双河畅通，双河至黄土梁段已抢通，黄土梁至江油段畅通。,8月9日 02:46,1,评论,4,360安全浏览器,FgdQd5iH8,1
348,"#四川九寨沟7.0级地震#接九寨沟县应急办书面报告，截止8月9日1:30，初步统计九寨沟县漳扎镇M7.0级地震造成该县17个乡镇及景区7人死亡、88人受伤（其中重伤21人、轻伤67人）,九寨沟县已组织各方救援力量536人、大型机械46台，积极开展抢险救援工作。 目前，交通方面松潘方向省道301线有断道、落石阻路， ????...展开全文c",8月9日 02:38,2,9,3,360安全浏览器,FgdMNdG3v,1
349,【司机朋友注意！绕城往成绵高速路口已不允许社会车辆通行】#四川九寨沟7.0级地震#今（9）日凌晨两点左右，成都绕城高速前往成绵高速路口已开通救援抢险绿色通道，该路口不允许社会车辆通行，请司机注意！via四川发布,8月9日 02:24,4,4,10,360安全浏览器,FgdHifODj,1
350,#四川九寨沟7.0级地震#【四川省交通运输厅紧急部署九寨沟地震应急抢险救援工作】8月8日晚，交通运输厅党组书记、厅长汪洋主持召开紧急会议，传达省委、省政府关于九寨沟地震应急抢险救援的部署，研究安排交通运输抢险救援工作。会议决定：一是迅速启动交通运输I级应急响应，按照《四川省交通运输 ????...展开全文c,8月9日 01:54,2,评论,6,微博 weibo.com,Fgdv2vEHa,1
351,【?国家主席习近平对四川九寨沟7.0级地震作出重要指示】国家主席习近平对#四川九寨沟7.0级地震#作出重要指示，要求迅速组织力量救灾，全力以赴抢救伤员，最大限度减少人员伤亡。国务院总理李克强对四川九寨沟7.0级地震作批示，要求国家减灾委、国务院救灾指挥部即派联合工作组赶赴灾区，指导帮 ????...展开全文c,8月9日 01:44,转发,评论,5,微博 weibo.com,Fgdr22Iug,1
352,【九寨沟管理局公布应急电话 24小时值守】#四川九寨沟7.0级地震#据九寨沟管理局消息，地震发生后，全体在岗领导全部进入九寨沟景区内进行安全排查工作，并对外公布应急电话应急电话0837-7739529，24小时值守。,8月9日 00:44,1,评论,6,微博 weibo.com,Fgd2Ry1jY,1
353,#四川九寨沟7.0级地震#转发扩散！请社会车辆让出救援通道！,8月9日 00:11,29,9,62,360安全浏览器,FgcPrreiU,1
354,【阿坝州九寨沟县漳扎镇发生7.0级地震续报】#四川九寨沟7.0级地震#2017年8月8日21时19分49秒，阿坝州九寨沟县（东经103.82、北纬33.20）发生7.0级地震，震源深度约20公里。截至8月8日22时58分，九寨沟县漳扎镇有5人死亡，60余人受伤，其中30人重伤。九寨沟景区内树正社区暂无伤亡报告；黑河、双河、安 ????...展开全文c,8月8日 23:50,12,19,21,微博 weibo.com,FgcGUx9aP,1
355,#四川九寨沟7.0级地震#厅公路局：G247线（原S205）绵阳至九寨沟公路九寨沟境内双河镇下甘座村16 300处，目前小车可以通行。,8月8日 23:49,转发,2,9,微博 weibo.com,FgcGpcuuy,1
356,【九寨沟地震交通管制！只允许政府救援车辆进入灾区】#四川九寨沟7.0级地震#一、因九寨沟县发生地震，对九黄环线实行全线交通管制，只允许政府救援车辆进入灾区，其他社会车辆一律不得进入。二、对G213甘南入川方向、G212陇南入川方向车辆进行劝返。请务必服从现场公安交警的指挥管理。三、对 ????...展开全文c,8月8日 23:38,30,12,31,微博 weibo.com,FgcBQ7mNY,1
357,【省委书记王东明对九寨沟7.0级地震抢险救援工作作出指示】#四川九寨沟7.0级地震#灾情发生后，省委书记王东明第一时间作出指示，要求立即启动应急响应，派出省委省政府工作组赶赴现场指导救灾工作，强调首先要全力开展抢险救援，千方百计减少人员伤亡；要迅速把群众和游客转移到安全地带；要尽快 ????...展开全文c,8月8日 23:27,4,2,16,专业版微博,FgcxrpLEw,1
358,【救援保畅！都汶、绵广、广甘高速公路目前通行正常已预留救援车道】#四川九寨沟7.0级地震#8月8日22时45分，因九寨沟地震，都汶高速、广甘高速、二绕西段、成灌高速、成彭高速、绵广高速、绕城高速全线收费站实行救援车辆“保通保畅“应急预案；都汶高速，每个收费站都有一根车道保证救援车辆顺利通行 ????...展开全文c,8月8日 23:24,9,11,45,微博 weibo.com,FgcwkgQTJ,1
359,#地震快讯#中国地震台网正式测定：08月08日21时19分在四川阿坝州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20千米。,8月8日 21:54,9,9,6,专业版微博,FgbVCCfji,1
360,【暖心！小女孩独自乘车迷失方向，公交司机接力送她回家[爱心]】7月23日上午9点过，家住成都驷马桥附近的小雅独自出门一人玩耍，公交车坐反方向迷路，公交司机刘让兵与司机同事“点对点”接力护送，历经3小时送小雅回家。,8月8日 17:00,转发,评论,10,微博 weibo.com,Fga0b0wcI,0
361,【“刷”手机坐地铁，成都地铁“新姿势”】#交通动态#8月7日，成都轨道交通集团发出了《成都地铁手机过闸投资及运维项目招标公告》，启动成都地铁手机过闸投资及运维项目，可“刷”进站的线路包括了1号线全线（含1号线三期），2号线全线，3号线一期，4号线全线，10号线一期，7号线。改造闸机数量约 ????...展开全文c,8月8日 15:30,7,1,4,微博 weibo.com,Fg9pE5A6L,0
362,【今年乐山还将开行多条公交线】#交通民生#按照《乐山市公共交通规划修编（2014—2020）》的规划，乐山正在建立以快速公交为骨架，以常规公交为主体，以旅游公交、城乡公交为补充，以综合换乘枢纽为衔接，多模式协调融合的公共交通体系。构建具有乐山特色的“高效公交”、“畅达公交”、“便捷公 ????...展开全文c,8月8日 13:30,4,评论,2,微博 weibo.com,Fg8CWbIU8,0
363,【今年下半年 四川将新开工宜宾新市至攀枝花、乐西高速等5个项目】#交通动态#今年下半年，我省将加快续建高速公路项目建设，建成雅康高速草坝至泸定段等5个项目，确保新通车里程超过300公里，全省高速公路通车总里程超过6800公里。将举行三季度交通重点项目集中开工，再新开工宜宾新市至攀枝花、 ????...展开全文c,8月8日 11:30,7,6,1,微博 weibo.com,Fg7Qee4FY,0
364,【上半年全省公路水路交通建设完成投资717亿元】#交通动态#1-6月，全省公路水路交通建设完成投资717亿元，同比增长16%，高于全省固定资产投资增速3.5个百分点，完成交通运输部下达年度目标的62%。预计全年公路水路建设完成投资将超过1300亿元，实现连续第七年破千亿元。,8月8日 09:30,3,1,2,微博 weibo.com,Fg73vEKYG,0
365,#四川早安#我无论生活在哪里，遇到任何意外都要保持自我平衡，面对黑夜，风暴，饥饿，嘲弄，事故，挫败，都要像树木和动物那样坚韧。——《草叶集》 ????,8月8日 08:30,1,1,1,微博 weibo.com,Fg6FakFh8,0
366,#四川晚安#每一个优秀的人，都有一段沉默的时光。那一段时光，是付出了很多努力，忍受了很多的孤独和寂寞，不抱怨不诉苦，只有自己知道。而当日后说起时，连自己都能被感动的日子。晚安！ ????,8月7日 23:00,5,2,5,微博 weibo.com,Fg2VNFw0x,0
367,【内江城市过境高速公路将于明年底建成通车】#交通动态#内江城市过境高速公路总投资超过46亿元，全线约65.6公里，新建约48公里，双向四车道，采用BOT方式投资建设。全线成环形布设于内江主城区四周，西接内威荣、内宜高速公路，南接成渝高速，北接内遂高速、成渝高速，东与国道G321毗邻。,8月7日 17:36,转发,评论,1,360安全浏览器,Fg0OE0YuL,0
368,【抢工期 G245线仪陇段升级改造工程加快推进】#交通动态#该项目是连接新政镇与马鞍镇的交通要道。建成后，两地车程将缩短至40分钟，能极大地改善当地的交通条件，促进朱德故里景区红色旅游发展。该工程全长68公里，估算投资15.8亿元，2017年计划完成投资7亿元。,8月7日 16:18,3,2,2,360安全浏览器,Fg0iCAHzd,0
369,【仅剩最后1% 雅康二郎山隧道九月将贯通】#交通动态#雅康高速二郎山隧道仅剩280米未打通，整体工程开挖量仅剩总量的1%，预计9月底就能实现贯通。雅康高速二郎山隧道全长13.4公里，为全国在建第四长公路隧道，建成后行车翻越二郎山将由一个半小时缩短至不到二十分钟。,8月7日 14:41,4,2,6,360安全浏览器,FfZFgrX4v,0
370,【京昆高速绵阳经广元至川陕界段将新建复线】#交通动态#G5京昆高速公路绵广段现有的道路条件已不能满足日益增加的车流量需要，亟待扩容改造。目前，我厅决定对G5京昆高速公路成都经绵阳、广元至川陕界段采用新建复线的方式进行扩容，确保G5京昆高速公路川陕段提速。,8月7日 11:30,10,3,6,微博 weibo.com,FfYpJo4y8,0
371,【雅康高速泸康段累计完成投资61%】#交通动态#雅康高速泸定至康定段今年上半共完成概算投资8.7亿元。该路段已累计完成投资55.8亿元，占概算总投资的61%。同时，康新高速（康定至新都桥）康定过境试验段建设项目的设计施工总承包招标工作预计在8月完成，有望最迟10月进场施工。,8月7日 09:30,3,1,2,微博 weibo.com,FfXD1pSFu,0
372,#四川早安#你在遇到挫折或暂时的失败时，你的解释方式将决定你会变得多无助或多斗志昂扬。早安！ ????,8月7日 08:30,1,3,1,微博 weibo.com,FfXeFv4G9,0
373,由于目前仍在持续垮塌机械暂无法进入施工，建议过往车辆绕行该路段:1、成都—汶川—茂县—黑水—红原—松潘；2、松潘—平武—绵阳—成都；3、成都—汶川—理县—红原—松潘,8月6日 19:13,转发,2,3,360安全浏览器,FfS1iCFO4,0
374,【茂县又发山体高位塌方 交通中断！】#交通动态# 今天下午三点半左右，国道213线茂县石大关境内发生山体高位塌方，导致交通中断，塌方量初步估计7000方左右，现场暂无人员伤亡情况。当地政府相关部门十分重视，接到消息后立即派出交警人员对现场交通进行疏导，另外大型抢通机具也已赶往现场，预 ????...展开全文c,8月6日 17:41,3,1,3,iPhone 6s Plus,FfRq3EHVM,0
