序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
11,"
                                                                                                    【摘牌乱停车 拖车并处罚】最近，不少车主想出歪招应对交警及电子眼对违法停车的处罚。车主违法停车后，摘下号牌才离开办事。今后，凡是未悬挂号牌车辆违法停车的，不仅会被拖车，还会被按规定对涉牌涉证和违法停车行为进行合并处理。对使用伪造、变造机动车号牌的，除依法处罚外还要予以拘留。 ????????                                            ", 2012-8-31 15:25,114,44,赞,政府版微博,yzI2Wzeqi
12,"
                                                                                                    【市交管对外业务停办一天】#聚焦北京#因全国公安交通管理综合应用平台升级，北京市交管局将于今天晚上8点起至明天晚上8点，对交通管理综合应用系统进行升级。在升级期间，暂停办理全部对外业务。要查看所涉及的具体的部门、单位和各类业务，请点击下面的图片。 ????????                                            ", 2012-8-31 14:48,18,1,赞,政府版微博,yzHNM1mIv
13,"
                                                                                                    【10月26日陈道明、何冰再度联袂奉上《喜剧的忧伤》】#北京进行时#10月26日至11月15日《喜剧的忧伤》将再度登上首都剧场的舞台。剧中陈道明将饰演一个文化机构的审查官，与何冰饰演的编剧进行一场延续多日的争论。两人深厚的舞台功底和精湛的演出想必一定能带给大家巨大的期待~ ????????                                            ", 2012-8-31 14:10,1364,191,1,政府版微博,yzHy9nh5K
14,"
                                                                                                    【四元桥即将展开全面大修】#聚焦北京#四元桥即将展开全面大修。本次大修范围为四环路1号桥、四环路2号桥、四环路4号桥、辅路2号跨河桥、辅路6号跨河桥、5号匝道桥、10号匝道桥、12号匝道桥及全桥检修道栏杆和部分接顺路。为尽量减小对大家的出行影响，施工将在夜间进行。 ????????                                            ", 2012-8-31 13:40,45,21,赞,政府版微博,yzHmci7GC
15,"
                                                                                                    让座者、七旬老太、十几岁的大男孩……这事可以说道说道。                                            ", 2012-8-31 11:48,90,66,2,政府版微博,yzGCzfziS
16,"
                                                                                                    【北京四条地铁新线12月28日同步开通】#聚焦北京#6号线一期、9号线北段、10号线二期、8号线二期南段四条地铁新线已确定12月28日同步开通。昨天，9号线北段已经启动全线动车调试，其他三条新线计划9月15日开始全线动调，到9月20日，四条新线都将具备空载试运行的条件。 ????????                                            ", 2012-8-31 11:10,531,126,赞,政府版微博,yzGnnv45R
17,"
                                                                                                    【首届世界旅游城市博览会】#聚焦北京#9月14日至16日王府井步行街将举办世界旅游城市博览会。参展的国际会员城市将携带城市宣传片、旅游书籍、旅游风光图片和纪念品参展，部分参展城市还会邀请城市形象大使、带领特色演出团队在现场与观众互动。 ????????                                            ", 2012-8-31 10:38,37,4,赞,政府版微博,yzGabhTE2
18,"
                                                                                                    【城镇居民医保参保手续明起办理】9月1日至11月30日，本市城镇居民可办理2013年基本医疗保险参保缴费手续。此次缴费标准与去年一样，城镇老年人个人缴费金额每人每年300元；学生儿童个人缴费金额每人每年100元；城镇无业居民个人缴费金额每人每年600元，残疾无业居民个人缴费金额每人每年300元。 ????????                                            ", 2012-8-31 10:28,46,15,赞,政府版微博,yzG6h0PoP
19,"
                                                                                                    别样的美丽与坚持。 //@北京残联:精彩!                                            ", 2012-8-31 10:28,35,16,5,政府版微博,yzG62eR1I
20,"
                                                                                                    【发布厅昨日热点】@北京12333 解答领取失业保险金的相关规定；@平安北京 称自9月4日起全市将有50条道路调整交通管控措施；其中46条道路由部分时段单行禁行改为全天单向禁行;4条道路新调整为全天单行禁行。@宜居密云 推介古北口香草艺术庄园、石城千亩油菜花园以及太师屯镇生态观光园。                                            ", 2012-8-31 08:30,26,2,赞,皮皮时光机,yzFk9qJ6L
21,"
                                                                                                    【时光如贼 8月再见】#北京你好#今日限行6和1，最高气温31℃，白天雾转阴有雷阵雨[xb雨]。昨晚气象局发布了大雾黄色预警，目前还没有解除，能见度差，上班的同学多多留意。8月的最后一天了，这一年转眼三分之二没有了，好像还什么都没做，是谁将日子从手中偷走了？今天的原创图片——润。 ????????                                            ", 2012-8-31 06:55,111,44,赞,微博 weibo.com,yzEHFztae
22,"
                                                                                                    未来十二小时大雾，开车的同学注意。提示：首先，别忘了打开雾灯，第二车速一定要降低。第三，如果前面有车你就跟着他吧。同学，家里还有人在外面吗？电话提醒他一下，顺便问一下他知道不知道雾灯在哪里。                                            ", 2012-8-30 22:42,133,29,2,微博 weibo.com,yzBtK0D3u
23,"
                                                                                                    【晚安北京】8月31日升旗时间05:41，降旗时间18:48。今天夜间晴间多云22℃，明日继续晴热33℃，到了周六才有冷空气光临，带来雷阵雨，周六最高气温也会下降到29℃。所以，今明两天的高温很有可能是这个夏天最后的炎热了。各位同学再忍忍，秋天的清凉离我们越来越近了~晚安~ ????????                                            ", 2012-8-30 21:59,89,23,赞,政府版微博,yzBch3GdD
24,"
                                                                                                    【来京创业者才艺大赛启动】同学，你怀揣着梦想远离家乡来到北京奋斗打拼；你能歌善舞却总是找不到可以展现自己的舞台；你不是常说青春无悔、人生不能留白吗？那就别等了，赶紧来参加“绚丽北京 多彩怀柔”第四届来京创业者才艺风采大赛吧！报名已经开始，在各区县文化馆都可以呦！ ????????                                            ", 2012-8-30 19:49,13,11,赞,政府版微博,yzAlnmvIb
25,"
                                                                                                    #转发发布厅#9月4日是下周二，各位司机千万要记好调整后交通管控措施，以免给自己造成不必要的麻烦，影响出行计划。                                            ", 2012-8-30 19:42,73,15,1,微博 weibo.com,yzAiEC30I
26,"
                                                                                                    【本市首次为百年学校授牌】昨天，本市首次为百年学校授牌。据初步调查，目前本市有百年历史的学校约有100所。此次评选经学校报名、区县教委推荐、初审、专家论证、市教委批准，共有33所学校首批获得“百年学校”称号。这其中有没有你的母校呢？祝贺呦~ ????????                                            ", 2012-8-30 19:20,1175,120,1,政府版微博,yzA9I0LSL
27,"
                                                                                                    【面人】#最IN北京#面人是一种艺术性很高的民间工艺品。主材料是面团，但小布悄悄告诉大家，这可不是普通的面哦，它是用面粉和糯米粉，加色彩、石蜡、蜂蜜等成分制成的，所以面人才能不发霉、不干裂。不论是衣裙飘飘的仙女，还是无所不能的孙悟空，那五颜六色的小面人，应该是很多人童年时的期盼吧。 ????????                                            ", 2012-8-30 19:08,92,28,赞,政府版微博,yzA4P92L1
28,"
                                                                                                    【大客大货驾考增十道“坎”】今后重点车型驾驶员场地考试增十个项目：模拟高速、湿滑路面与紧急制动、模拟雨天雾天驾驶、模拟连续急转弯驾驶、模拟隧道驾驶、突发情况处置、模拟无人看守道口、模拟临水临崖道路、模拟积水路面、模拟窄路掉头。10月1日前，驾校须增模拟考试场地，方能招重点车型学员。 ????????                                            ", 2012-8-30 18:54,34,15,赞,政府版微博,yzzZ8AmX9
29,"
                                                                                                    【盒饭售卖机亮相北海】昨天上午，一台全自动中式快餐盒饭的售卖机在北海公园北门外亮相。这台“盒饭机器人” 一次可容纳约300盒快餐，饭菜45℃恒温，3.5小时限时售卖，每餐有十余种菜品可供顾客选择，价格15元到25元不等。该种“盒饭机器人”今后将在火车站、景区等人员密集地区安装。 ????????                                            ", 2012-8-30 18:42,191,58,赞,政府版微博,yzzUdmT9J
30,"
                                                                                                    【出租车地铁下月启用新发票】9月1日起，乘坐出租车、地铁或公交出行时所获取的发票不一样了，加盖的红色印章将不再是“北京市地方税务局监制”字样，取而代之的是“北京市国家税务局监制”字样。目前，新版出租车及燃油附加费专用发票已分发到各出租车公司，地铁发票昨天也已下发到180多个地铁站。 ????????                                            ", 2012-8-30 18:34,89,35,赞,政府版微博,yzzQVbcKO
31,"
                                                                                                    【轻微脑震荡·答案】这道题的答案是：先开一盏灯，过几分种关掉。然后，再开另外一盏灯。这会，进房间。摸下两盏不亮灯的灯泡，哪个灯泡热就是你开的第一盏灯，灯泡亮的是你开的第二盏灯。最先回答对的是@捕风者2009 小红花一朵。                                            ", 2012-8-30 18:00,21,22,赞,政府版微博,yzzD8AYz4
32,"
                                                                                                    【轻微脑震荡】下班时间轻松一下，请听题：有一个房间里面有3盏灯，在房间外面有3个开关分别控制3盏灯。你只能进入房间一次，如何判断三盏灯分别由哪个开关控制？那个……百度不是好孩子！ ????????                                            ", 2012-8-30 17:26,85,77,赞,政府版微博,yzzpzmImW
33,"
                                                                                                    【出境要关掉3G网络和蜂窝数据】出境8小时欠费1万4，这是前天一部智能手机的悲剧。智能手机中多个软件是自动更新的，即使没有主动上网也会产生流量而境外产生的流量费由当地运营商定价并全额收取的，且上不封顶！小布提醒：出境时最一定要关掉3G和蜂窝数据。或是联系自己的运营商选择一些套餐服务。 ????????                                            ", 2012-8-30 17:18,454,119,赞,微博 weibo.com,yzzlYdcqI
34,"
                                                                                                    【伦敦残奥会开幕 中国282人参赛】伦敦残奥会开幕式今日凌晨在“伦敦碗”上演，自此伦敦残奥会正式拉开大幕。中国代表团共有282名运动员参加本届残奥会。他们将参加包括田径、游泳、射击等残奥会15个大项的比赛，其中，举重、乒乓球、田径和游泳等项目都有望夺取金牌。让我们一起为他们加油！ ????????                                            ", 2012-8-30 17:05,48,20,赞,政府版微博,yzzgN3VYn
35,"
                                                                                                    【西城区七个街道居民可就近办理事务】从9月份开始，西城区的居民在办理老年证、残疾人生活补助、志愿者申请等事务时，不用再回户籍地所在的街道办理了。西城区在德胜、什刹海等7个街道已试点全区通办。居住在这7个试点街道的居民，只要户口在西城区，大小30项行政事务可在家门口完成办理。 ????????                                            ", 2012-8-30 16:41,24,5,赞,政府版微博,yzz7aa1iv
36,"
                                                                                                    #转发发布厅#在发生火灾时，能迅速组织学生有秩序地从疏散通道快速撤离非常重要！                                            ", 2012-8-30 16:00,13,6,赞,微博 weibo.com,yzyQrw1hK
37,"
                                                                                                    【北京成立脑重大疾病研究院】今天上午，北京脑重大疾病研究院正式成立。脑重大疾病，特别是脑卒中、帕金森病、脑肿瘤、抑郁症和神经分裂症等疾病，已经构成我国中老年人致死致残的主要原因。研究院将通过天坛医院、宣武医院等首都医科大学的附属医院，将科研成果尽快用于临床实践，服务市民健康。 ????????                                            ", 2012-8-30 15:38,74,20,赞,政府版微博,yzyHEoePS
38,"
                                                                                                    【社区老人获赠爱心联系卡】老人出行时，万一中途走失或者突发急病，是不少家庭担心的问题。前天，丰台区石榴园南里第二社区为辖区内老人及弱势群体制作了“爱心联系卡”。 小小的卡片上，“姓名”、“住址”、“联系电话”以及老人的身体状况等信息一目了然。让出行安全多了份保障。 ????????                                            ", 2012-8-30 15:00,22,9,赞,政府版微博,yzysfEqqD
39,"
                                                                                                    【香山买卖街年底动工改造】香山地区将启动环境整治、交通疏堵、文物保护等多项重点工程。其中，香山脚下两条著名的古街——煤厂街和买卖街有望在今年启动整体改造。买卖街将在不大拆大建的基础上，实施整体的修缮整治和业态调整。民居和商铺外立面，修缮后将体现清代建筑风格，恢复石板路。 ????????                                            ", 2012-8-30 14:32,38,18,赞,政府版微博,yzygVgJiq
40,"
                                                                                                    【景山合唱节9月3日起报名】9月3日至10日，“2012年北京景山合唱节”接受报名。本届合唱节采取各区县文化馆推荐和面向全市群众合唱团接受报名两种报名方式，对于社会报名的合唱团队，组委会在进行初选（报送光盘）后，筛选出优秀团队进入复赛，并与北京市其他区县推荐的优秀群众合唱团同场竞技。 ????????                                            ", 2012-8-30 14:09,14,2,赞,政府版微博,yzy7lk4bT
41,"
                                                                                                    【11大区域开通公益性WiFi】王府井、西单、奥运公园、朝阳公园、蓝色港湾、三里屯、中关村步行街、金融街、北京站、北京南站和北京西站的部分区域已开通“My Beijing”免费无线网络。点击进入在“用户登录”区输入手机号，点击“短信获取密码”，密码就会通过短信发至手机，填写密码进行登录即可上网。 ????????                                            ", 2012-8-30 11:38,1130,211,4,政府版微博,yzx8i6A4X
42,"
                                                                                                    【北京公布19家婚检机构名单】昨天，北京市卫生局公布19家可以进行婚检的医疗机构名单，鼓励二级及以上医疗机构开展此项服务。从朝阳区妇幼保健院获悉，免费婚检时间为每周二至周六上午八点至十点半。夫妻双方中有一方是朝阳区户口，即可持两人身份证免费婚检。以下是19家婚检医疗机构名单~ ????????                                            ", 2012-8-30 11:06,68,43,赞,政府版微博,yzwVgd9nD
43,"
                                                                                                    公交加车加运力， 乘坐方便请选择。 私家车辆送学生， 学校门口成堵点。 高年级生停即走， 低年级生稍远停。 家长守序行方便， 孩子从小知公德。                                            ", 2012-8-30 10:47,18,13,赞,微博 weibo.com,yzwNoALWD
44,"
                                                                                                    【发布厅昨日热点】@平安北京 发布#非京户籍人员在京办理出入境证件提示#信息；@北京市教委 称9月丰台将新添4所新建中小学;@京西门头沟 推荐军庄京白梨，采摘季可一直持续到10月中旬，采摘季期间还将不定期举办军庄锣鼓、歌舞表演和电影放映活动,让您感受军庄古镇风情，体验山区生活乐趣。                                            ", 2012-8-30 08:30,24,10,赞,皮皮时光机,yzvTHvHqt
45,"
                                                                                                    【还是34℃！】#北京你好#今日限行5和0，最高气温34℃。如果说还在三伏，这样的天气我们也无所谓，但经过上周的飒飒秋意，这夏天的回马枪就格外的难耐。昨天有位朋友一天都在抱着冷饮，到了下午：心烦，恶心，肚子里一漾一漾的“烦闷”。小布提醒大家，爱护健康，远离饮料！原创图片——夏天的梦。 ????????                                            ", 2012-8-30 07:37,94,31,赞,微博 weibo.com,yzvye1mO9
46,"
                                                                                                    【晚安北京】8月30日升旗时间05:40，降旗时间18:49。夜间晴转多云，22℃，明天白天晴，33℃，光照强烈，中午前后最好减少户外活动，但从周六气温就会有小幅下降啦，周日白天可能还会出现雷阵雨天气，“秋老虎”走下坡路喽~小布提醒大家，在季节转换之际，要生活规律，多做运动，保持心情愉快哦~晚安~ ????????                                            ", 2012-8-29 21:15,20,6,赞,Weico.iPhone,yzrtXAyYc
47,"
                                                                                                    【4条新地铁建44处自行车停车场】今年年底，本市将开通4条轨道新线，分别是6号线一期、8号线二期南段、9号线北段和10号线二期。为了配合新线开通，将设立44处自行车停车设施、39处出租车停靠位及P+R停车场。同时，4条新线与周边21条城市道路将进行改扩建，方便公交车接驳。 ????????                                            ", 2012-8-29 19:52,50,24,赞,政府版微博,yzqW3uUMO
48,"
                                                                                                    【中国百姓家庭照片展今起亮相北京图博会】“百年中国 百年传情——中国百姓家庭照片展”从今天起亮相北京图博会，现场展出的近300张老照片，是从上万张照片中遴选出来的。这里的每一张照片都是一段记忆、一段历史、一段时光，感兴趣的朋友不妨去看一看。地址：北京中国国际展览中心(新馆) ????????                                            ", 2012-8-29 19:39,19,12,赞,微博 weibo.com,yzqQZnrxT
49,"
                                                                                                    【阜石路BRT配车100部】#聚焦北京#阜石路快速公交线西起门头沟，东至二环路阜成门，全长约25公里，设中途站20对。二环至双峪环岛，利用公交专用道，其余路段与社会车辆混行。该工程将配18米长公交车100辆，采用站下检票的方式。预计年内开通。 ????????                                            ", 2012-8-29 19:24,62,24,赞,政府版微博,yzqKMDNgn
50,"
                                                                                                    【北京种子大会】第20届北京种子大会将于9月10日至13日在丰台区举办。本届北京种子大会突出了市民的参与性，大家可通过网站报名参加高品质鲜食果蔬品尝会，鲜食品尝会上还有讲座、互动游戏、抽奖等环节。另外，大家还可参加千龙网北京种子大会专题“最美阳台”和“最具创意绿植”评选活动。 ????????                                            ", 2012-8-29 19:03,51,18,赞,微博 weibo.com,yzqC5CYup
51,"
                                                                                                    【全国红十字应急救护大赛下月在京举行】第二届全国“红十字应急救护大赛”将于下月在京举行。届时，将有来自全国33支参赛队的230余名社区急救员参加。决赛中的现场模拟环节共有6组场景题，主要包括地震灾害现场、火灾事故现场、水灾现场、特殊突发事件、交通事故和触电事故现场。 ????????                                            ", 2012-8-29 18:53,24,12,赞,微博 weibo.com,yzqy07OpX
52,"
                                                                                                    【绢花】#最IN北京#什么是绢花？它是指用各种颜色的丝织品仿制的花卉。北京绢花，起源于唐代女子头上的饰花。后来，绢花作为饰花也在民间盛行，逐渐发展成独具特色的传统工艺品“京花”。既然有“京花”，北京自然也就有了“花市”。现在的崇文门外花市大街，就是当时“京花”生产和销售的聚集地。 ????????                                            ", 2012-8-29 18:30,20,8,赞,微博 weibo.com,yzqoTqpNV
53,"
                                                                                                    现在公布正确答案，A。从左图中看出，规律是小图形位置分别是内含、相交、在外；而且小图形要顺时针旋转90度。恭喜第一个答对的朋友@corbie                                            ", 2012-8-29 18:16,7,6,赞,微博 weibo.com,yzqj1FyNu
54,"
                                                                                                    【夏日余热】#下班提醒#这会的北京依然艳阳高照，气温还在33℃左右。而且阳光威力不减，下班路上的朋友们注意防晒。做个游戏题，换换脑子，轻松下吧~ ????????                                            ", 2012-8-29 17:35,27,18,赞,微博 weibo.com,yzq2E5rwo
55,"
                                                                                                    【北京推出“出版销售排行榜”】#聚焦北京#“北京图书音像制品及电子出版物销售排行榜”首发式日前举行。该排行榜采集自53家实体书店和网上书店，同时涵盖新华书店、中国书店和外文书店三大体系，保证了排行榜的权威性、代表性。读者每买走一本书、一张光盘，在结款扫码的时候，就会自动统计销售册数。 ????????                                            ", 2012-8-29 16:49,21,5,赞,微博 weibo.com,yzpJXaB3E
56,"
                                                                                                    【非京籍者办护照先网上预约】#聚焦北京#9月1日起，非京户籍人员可在本市办理出入境证件。符合条件的非京籍人士办理时需提前网上预约，以提前完成审核工作，减少申请人等候时间。申请人可登录首都之窗网站（O网页链接）或拨打出入境管理总队咨询电话（84020101）了解相关信息。 ????????                                            ", 2012-8-29 16:23,156,49,赞,微博 weibo.com,yzpz9A3nE
57,"
                                                                                                    【2012世界旅游城市电影展映活动即将开始】#聚焦北京#9月13至14日世界旅游城市电影展映活动即将举行。20部以反映不同城市特色为主的电影将在北京影院联盟的10多家影院同时上映，电影展映将走“亲民路线”，电影票价仅为20元。大家到时不妨去电影院一睹为快啊~ ????????                                            ", 2012-8-29 15:51,32,9,赞,微博 weibo.com,yzpm7oBhQ
58,"
                                                                                                    【伊莲??佩姬、费翔11月2日北京开唱】一曲《Memory》让音乐剧《猫》家喻户晓，也让很多人认识了伊莲??佩姬。11月2日，伊莲??佩姬将带着《Memory》、《阿根廷别为我哭泣》等名曲登上奥体中心体育馆舞台。费翔担任演唱会嘉宾，两人将共同演绎多首世界名曲。这也是两位艺术家在国内首次合作，值得期待！ ????????                                            ", 2012-8-29 15:23,13,11,赞,微博 weibo.com,yzpaSm2rM
59,"
                                                                                                    【三裂叶豚草现怀柔】有着“植物杀手”之称，对人体、水质、作物都有害的外来物种三裂叶豚草，近日，在怀柔水库等饮用水源保护地周边现身。目前，蔓延趋势也已被控制，预计一个月内可将其全部连根儿拔掉。小布提醒大家，该植物花粉与人接触后，轻则引起咳嗽、哮喘，重则肺气肿。所以，开花的千万别碰！ ????????                                            ", 2012-8-29 14:55,1239,145,赞,微博 weibo.com,yzoZvA2yo
60,"
                                                                                                    【仿古候车亭为乘客遮阳】#聚焦北京#近日，海淀区青龙桥街道八个仿古式候车亭正式亮相。以前颐和园北宫门车站是露天的，遇到雨雪、暴晒天气，行人无处躲避，青龙桥街道最终确定在颐和园北宫门至香山沿线修建候车亭。在古香古色的候车亭下候车，是不是别有一番兴致呢？ ????????                                            ", 2012-8-29 14:39,46,28,赞,微博 weibo.com,yzoTc3O0n
61,"
                                                                                                    #转发发布厅#路过这里的朋友，不妨停下脚步，进来测试一下呀~                                            ", 2012-8-29 14:23,26,12,赞,微博 weibo.com,yzoMFxHIq
62,"
                                                                                                    【四条高速将开建】京台、京秦、京密和密涿高速公路，预计“十二五”到“十三五”建成。京台高速前期规划方案已批复完成。京秦高速河北段已基本修完，北京段分六环内外两期，六环外为高速路。京密高速初定从五环到六环。密涿高速一段从密云到平谷，然后上河北三河又进北京从通州到大兴，最后出北京。 ????????                                            ", 2012-8-29 13:34,67,30,赞,微博 weibo.com,yzosDi8SU
63,"
                                                                                                    【丰台新学期添四所新学校】#聚焦北京#9月，丰台将新添4所新建中小学：北京丰台二中附属新教育实验小学、北京丰台二中附属新教育实验中学、北京丰台第五小学鸿业校区、北京教育科学院丰台实验小学。下面是学校具体地址和招生情况~ ????????                                            ", 2012-8-29 11:56,64,11,赞,微博 weibo.com,yznOKBEFZ
64,"
                                                                                                    【中小学生开学首课学文明交通】#聚焦北京#今年9月是全国第9个“弘扬和培育民族精神月”，也是本市“文明交通出行引导月”。整个9月，本市中小学将以文明交通为重点内容，推动文明礼仪教育实践活动，引导学生遵守交通规则、有序排队候车、不闯红灯、走人行横道、主动让座。 ????????                                            ", 2012-8-29 11:27,13,9,1,微博 weibo.com,yznDepRNL
65,"
                                                                                                    玩痛快了，留一地垃圾，下次来的时候要没清理就大骂这是谁干的缺德事……//@环保北京: 珍惜美景，自律旅游。京西门头沟也是很多骑行和烧烤爱好者的心头爱，但时常会有烧烤者面对一片美景，留下遍地垃圾。                                            ", 2012-8-29 10:49,58,22,赞,微博 weibo.com,yznnFjHHh
66,"
                                                                                                    【“秀美怀柔”展亮相首博】“这里是北京”系列展“锦山丽水秀美怀柔”图片展正在首都博物馆一层大厅展出。展览共分“山川揽胜”、“人文古韵”、“产业发展”、“城乡新姿”四个部分，通过100余幅摄影作品，多角度展示了怀柔悠久的历史和灿烂的文化。这个展览将持续到9月12日。 ????????                                            ", 2012-8-29 10:39,15,5,赞,微博 weibo.com,yznjHbyx5
67,"
                                                                                                    【丰台区大面积启动老旧小区改造】#聚焦北京#老旧小区中的各种问题一直困扰着居民，比如：路面坑洼有积水、楼道满墙面小广告……目前，丰台区已经开始大面积启动老旧小区改造。今年内丰台区将计划完成20个老旧小区、112.78万平方米节能改造，5.35万平方米抗震加固，实施11栋简易楼改造工程。 ????????                                            ", 2012-8-29 09:57,19,17,1,微博 weibo.com,yzn2rcy57
68,"
                                                                                                    【发布厅昨日热点】@北京消防 发布【儿童游泳注意事项】安全提示；@首都健康 称北京市作为首批“城市癌症早诊早治项目”9个试点省市之一，今年将在5万高危人群中免费开展肺癌、乳腺癌、大肠癌、上消化道癌和肝癌筛查。@宜居密云 称2012CBSA密云天合成杯美式9球国际公开赛将于9月17日至24日在密云举行。                                            ", 2012-8-29 08:30,9,3,赞,皮皮时光机,yzmte8MBT
69,"
                                                                                                    【高温到周末】#北京你好#今日限行4和9，最高气温34℃。亲爱的夏天：忙碌了三个月，你太累了，快去歇歇吧，为嘛还要加这一周的班呢？早上出门发现天像一盆温吞水，树上的叶子纹丝不动，看来今天的高温是来者不善啊。大家切不可调以轻心，小清新+太阳伞+墨镜最流行。原创图片：有人告诉我这叫格桑花。 ????????                                            ", 2012-8-29 06:24,119,78,1,微博 weibo.com,yzlEadGn7
70,"
                                                                                                    【晚安北京】8月29日升旗时间05:39，降旗时间18:51。夜间多云转晴，22℃，而明天就将迎来34℃的高温，“秋老虎”的威力还不容小觑。秋季干燥，要少食辛辣食物，多吃苹果、橘子、山楂、猕猴桃，以收敛肺气，银耳、豆腐、百合、蜂蜜、糯米、豆芽也有润肺作用哦~送上张原创的优雅天鹅，温和静心，大家晚安 ????????                                            ", 2012-8-28 21:03,66,19,赞,微博 weibo.com,yzhYh0Mqa
71,"
                                                                                                    【东城公租自行车将增40站点】#聚焦北京#东城第二批网点已经建完40个。目前，这些网点正在进行系统调试，在调试完成后将尽快投入使用。网点建好后将开一批，不会等到十一前统一启用。这批40个网点与第一批33个网点多在东城区南片不同，这批网点更多分布在东城区的北片。 ????????                                            ", 2012-8-28 20:49,37,27,赞,微博 weibo.com,yzhSMzTrc
72,"
                                                                                                    【北海团城修缮 兽吻琉璃归位】近日，随着北海公园团城景区木结构修缮工程接近尾声，团城承光殿正脊的最后一块兽吻琉璃构件归位。木结构修缮完毕之后，将开始油漆彩绘工程。团城此次修缮是新中国成立以来团城最大的一个“动作”，预计于年底竣工。 ????????                                            ", 2012-8-28 19:56,34,31,赞,微博 weibo.com,yzhxrCJAy
73,"
                                                                                                    【“感念师恩”活动邀你参加】教师节临近，教育部主办的第三届“感念师恩”活动近日启动。本次活动采取网络、电视、报纸、手机报等媒体相配合，线上、线下活动相结合的方式进行。参与者在9月11日前，登录相关网站参与活动。活动结束后，组委会还将评选出50名获奖者。心动者，快来参加吧~ ????????                                            ", 2012-8-28 19:41,22,11,赞,微博 weibo.com,yzhrd9Iq4
