序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
30,"
                                                                                                    【一个帕金森病人，写了一首打动所有人的诗】帕金森病已成为继“心脑血管疾病”和“老年痴呆症”之后严重威胁老年人身心健康的第三大杀手。你或许不能体会帕金森病人的世界是怎样的，但请给予他们爱与尊重 ????????                                            ", 2016-4-26 20:25,17,8,14,政务直通車,DsMPcj2Qp
31,"
                                                                                                    【支气管痉挛夺走大师生命，权威专家告诉你，怎么才能远离它】昨天，梅葆玖先生辞世的消息被各大网站、微信朋友圈转载。支气管痉挛是一种什么疾病？容易和哪些疾病混淆？如何预防？中日医院专家为您详解↓by健康报 ????????                                            ", 2016-4-26 14:45,15,4,3,政务直通車,DsKBeoUB7
32,"
                                                                                                    河南警察鸣枪震慑""医闹""，你怎么看？                                            ", 2016-4-26 12:03,281,196,133,360安全浏览器,DsJxoy0ah
33,"
                                                                                                    【高龄孕产妇更有保障】母婴安全是妇女儿童健康的前提和基础，全面两孩政策实施后，高龄孕产妇比例增高，发生孕产期合并症、并发症风险增加，保障母婴安全面临新的挑战。国家卫生计生委发布《关于切实做好高龄孕产妇管理服务和临床救治的意见》，保障妈妈宝宝的安全与健康。O网页链接 ????????                                            ", 2016-4-26 10:55,14,2,3,政务直通車,DsJ5NzLPJ
34,"
                                                                                                    输液治疗到底存在哪些风险与危害？人们常常陷入哪些误区？超萌科普漫画告诉你by超有才的湘雅研究生团队                                            ", 2016-4-26 10:32,31,4,22,360安全浏览器,DsIWK9JPU
35,"
                                                                                                    加油！                                            ", 2016-4-26 09:27,13,5,69,360安全浏览器,DsIwrm0Zt
36,"
                                                                                                    【疫苗条例修改，三部委负责人答记者问】国务院于日前公布并施行了《国务院关于修改〈疫苗流通和预防接种管理条例〉的决定》。围绕决定的有关热点问题，国务院法制办、食品药品监管总局、国家卫生计生委的负责人回答了记者提问。 ????????                                            ", 2016-4-26 09:21,18,评论,1,政务直通車,DsItBuT9C
37,"
                                                                                                    “过度输液”的现象饱受诟病。如何守护“针尖上的安全”？湘雅专家建言献策                                            ", 2016-4-25 18:08,14,5,4,360安全浏览器,DsCvna82v
38,"
                                                                                                    #全国儿童预防接种日#【最全疫苗接种Ｑ＆Ａ】免疫接种是传染病预防控制策略中最经济、最有效、最方便的手段。每个小生命都承载着希望的种子，按时接种疫苗，让生命健康成长 ????????                                            ", 2016-4-25 15:19,19,7,6,政务直通車,DsBornP62
39,"
                                                                                                                                                ", 2016-4-25 14:04,10,9,1749,微博 weibo.com,DsAUm2ast
40,"
                                                                                                    支持公共场所禁烟不抽烟帅帅帅                                            ", 2016-4-25 14:02,13,8,15,微博 weibo.com,DsATnFMSX
41,"
                                                                                                    【艺术与医学 ：山水画和解剖图】有这样一位艺术大师、国画家——尤无曲先生，他把艺术与医学完美结合在一起，为我们呈现了人体的奥秘和科普的艺术。这项工作容不得一丝马虎，画人体解剖图要在一张5尺长的纸上，将人体的各个器官，科学精确地绘制出来，图上的注解，他都用毛笔写出。 ????????                                            ", 2016-4-25 13:36,31,6,35,政务直通車,DsAILj6xS
42,"
                                                                                                    #全国儿童预防接种日#接种疫苗，宝宝安康～各位宝爸宝妈，接种疫苗时有哪些注意事项？视频告诉您↓O网页链接 ????????                                            ", 2016-4-25 12:41,16,4,4,微博 weibo.com,DsAmnrVjE
43,"
                                                                                                    #全国儿童预防接种日#我国预防接种管理，你了解多少？快来做做小测试，看你得几分　O网页链接 ????????                                            ", 2016-4-25 10:59,6,3,3,政务直通車,DszGXzppT
44,"
                                                                                                    #全国儿童预防接种日#打针什么最讨厌了？漫画图解预防接种对宝宝有多重要！by@全国卫生12320 ????????                                            ", 2016-4-25 10:31,18,1,2,政务直通車,DszvDcYGC
45,"
                                                                                                    今天是第30个#全国儿童预防接种日#                                            ", 2016-4-25 08:53,22,3,5,微博 weibo.com,DsyS4mobg
46,"
                                                                                                    坚决打击“医闹”，维护医院良好秩序！为这个警察蜀黍点赞 °河南民警鸣枪示警制止医闹.现场视频 ????????                                            ", 2016-4-24 21:12,22,52,62,360安全浏览器,Dsuhrf6Ht
47,"
                                                                                                    满满4页的温暖与爱                                            ", 2016-4-24 09:07,6,17,4994,360安全浏览器,Dspxk9NTN
48,"
                                                                                                    #世界读书日#【这两本书，带你认识疾病、了解生命历程】当独立、自助的生活不能再维持时，我们该怎么办？在生命临近终点的时刻，我们该和医生谈些什么？应该如何优雅地跨越生命的终点？4月23日世界读书日，对于这些问题，有两本书向您推荐。by北医三院 ????????                                            ", 2016-4-23 09:23,18,16,7,政务直通車,Dsgd2hvVN
49,"
                                                                                                    想让自己的笑脸出现在鸟巢上？赶紧拿起手机自拍吧                                            ", 2016-4-22 17:26,3,9,52,微博 weibo.com,Ds9Wzn9n4
50,"
                                                                                                    2016年4月25日是“全国儿童预防接种日”。现有的疫苗可以预防多种严重的传染病，这些疾病总称为疫苗可预防疾病，包括脊髓灰质炎（又称“小儿麻痹症”）、百日咳、白喉、破伤风、麻疹、流行性乙型脑炎等，健康中国会陆续给大家一一介绍。戳图↓ ????????                                            ", 2016-4-22 16:35,62,10,13,政务直通車,Ds9C7DCNU
51,"
                                                                                                                                                ", 2016-4-22 12:29,9,评论,828,360安全浏览器,Ds7ZX3oOD
52,"
                                                                                                                                                ", 2016-4-22 12:16,3,1,440,360安全浏览器,Ds7UTuUJF
53,"
                                                                                                    生命可贵，医护与病友们一起抗击病魔，坚强面对                                            ", 2016-4-22 11:37,9,11,21,微博 weibo.com,Ds7EQ1SMN
54,"
                                                                                                    为了孩子，每个父母都要看这30秒//@卫生计生委控烟传播活动: //@随手拍支持控烟: #无烟生活健康中国# #支持公共场所禁烟#//@中国控烟协会许桂华: 二手烟同样致病。//@中国控制吸烟协会: 二手烟，无形的杀手。不要将家人、爱人、朋友置于危险中。                                            ", 2016-4-22 09:52,34,4,18,微博 weibo.com,Ds6YoEM9V
55,"
                                                                                                    无影灯下的“隐身侠”，手术室中的“守护者”                                            ", 2016-4-22 09:49,11,4,9,微博 weibo.com,Ds6Xd7lJz
56,"
                                                                                                    【春光明媚，关于防晒的那些事！】春和景明，万物复苏，正是外出游玩的好时节。可是，你有没有觉得阳光变刺眼了？虽不像夏日炎炎，四月份的紫外线照射强度却很高！晒黑、晒伤、长色斑，想买防晒霜，却不会选？如何根据防晒需要选择SPF、PA值？晒伤了该怎么办？…戳图↓告诉你关于防晒的那些事儿 ????????                                            ", 2016-4-21 16:44,52,16,9,政务直通車,Ds0f84eue
57,"
                                                                                                                                                ", 2016-4-21 15:49,16,7,赞,360安全浏览器,DrZSS4wy9
58,"
                                                                                                    2016年4月25日是“全国儿童预防接种日”。家长担心提早接种了某一种疫苗，是否会对孩子身体有伤害？为什么接种疫苗后要留观至少30分钟？两种疫苗是否可以同时接种？戳图↓了解大家最关心的疫苗接种问题（续）。 ????????                                            ", 2016-4-21 15:00,101,12,11,政务直通車,DrZyJzUXD
59,"
                                                                                                                                                ", 2016-4-21 14:07,14,8,71,360安全浏览器,DrZditHOx
60,"
                                                                                                                                                ", 2016-4-21 12:37,8,1,53,微博 weibo.com,DrYCPEvmW
61,"
                                                                                                    【中美科学家揭示寨卡病毒基因进化史】中美科学家在美国《细胞宿主与寄生体》杂志刊文指出，自1947年首次发现寨卡病毒以来，此病毒基因已发生重大变化。美国加州大学洛杉矶分校、中国医科院和协和医学院的研究人员比较分析了41株寨卡病毒毒株，有助了解为何寨卡病毒会导致新生儿小头症与其他出生缺陷。 ????????                                            ", 2016-4-21 11:41,5,评论,5,政务直通車,DrYg7lGpV
62,"
                                                                                                    【脑血栓是怎么取出来的？】让萌萌的二师兄告诉你答案↓by@小大夫漫画 ????????                                            ", 2016-4-21 10:24,36,5,16,政务直通車,DrXKXrR45
63,"
                                                                                                    转发微博                                            ", 2016-4-21 09:38,-1,1,3,微博 weibo.com,DrXsk6Q3g
64,"
                                                                                                    【癌从口入！送你健康饮食指南[推荐]】吃，是每个人字典中不可缺少的一个字。但你知道吗？吃不对可能引发多种癌症！①肠癌：吃菜少吃肉多；②口腔癌：烟酒不离口；③食道癌：喜欢趁热吃…怎么吃有助防病？哪些食物背了致癌黑锅？4月15日—21日，全国肿瘤防治宣传周，学习健康饮食↓@人民日报 ????????                                            ", 2016-4-21 08:55,85,11,15,政务直通車,DrXaHkYf0
65,"
                                                                                                    #政策发布#【改善医疗服务，今年有这10大任务】日前，国家卫生计生委发布《2016年深入落实进一步改善医疗服务行动计划重点工作方案》。提升医疗服务水平，改善人民群众看病就医感受，今年有这10项重点工作↓（ O网页链接 ） ????????                                            ", 2016-4-20 16:04,31,38,13,政务直通車,DrQyoqGWf
66,"
                                                                                                    【妈妈们快收藏！最全“宝宝预防接种表”】担心宝宝漏打疫苗？不知道何时接种何种疫苗？妈妈们别担心，最全的“宝宝预防接种表”来啦~你要知道的都在这里~by中国疾控中心 ????????                                            ", 2016-4-20 15:05,57,4,10,政务直通車,DrQarg2vB
67,"
                                                                                                    【“健康促进模式”在甘肃】甘肃医改主要经验之一，是在我国目前医疗资源匮乏且发展极不均衡的现状下，通过健康促进模式改革提高群众健康素养，让老百姓不得病、少得病、不得大病，把有限的医疗资源和资金让给切实需要医疗救治的病人，逐步缓解群众“看病难、看病贵”就医现状。O网页链接 ????????                                            ", 2016-4-20 12:10,11,28,4,政务直通車,DrP1jDM0s
68,"
                                                                                                                                                ", 2016-4-20 09:54,11,3,15,微博 weibo.com,DrO866Dz8
69,"
                                                                                                    暖心一幕                                            ", 2016-4-20 09:16,15,9,965,微博 weibo.com,DrNSF1f0J
70,"
                                                                                                    【推进家庭医生签约服务，中央全面深化改革领导小组发话啦】 ????????                                            ", 2016-4-20 09:09,12,10,5,政务直通車,DrNQ6ioKj
71,"
                                                                                                    要想防晒效果好，不仅要从“外”保护，还要从“内”入手，管住自己的嘴！人生真是太艰难了                                            ", 2016-4-19 15:15,12,19,14,微博 weibo.com,DrGNSw40F
72,"
                                                                                                    #信任预防接种，享受健康生活#2016年4月25日是“全国儿童预防接种日”。我们到底需不需要疫苗？婴幼儿及儿童应不应该及时接种？疫苗接种是否安全？戳图↓了解大家最关心的疫苗接种问题。 ????????                                            ", 2016-4-19 14:26,57,5,4,政务直通車,DrGtYvMG7
73,"
                                                                                                    #医患故事#“从咱们药房调剂室的一角走到另一角总共要40步。”每日无数来回这40步，李爷爷走了几十年，直到如今迈入花甲，所有的步伐里都回响着说不出的告别。by北京市卫生宣传中心 °这40步，从黑发走到白发 ????????                                            ", 2016-4-19 11:16,5,5,21,微博 weibo.com,DrFeY2p8N
74,"
                                                                                                    教你如何正确拨打120                                            ", 2016-4-19 10:57,17,5,4,360安全浏览器,DrF7p2pS6
75,"
                                                                                                    #全国肿瘤防治宣传周#【哪些人应定期做肠镜筛查癌症？】                                            ", 2016-4-19 10:31,11,评论,10,微博 weibo.com,DrEWytrWO
76,"
                                                                                                    不要让你爱和爱你的人为你吸烟付出不该有的代价！                                            ", 2016-4-19 09:54,-1,6,1,360安全浏览器,DrEHKnxe9
77,"
                                                                                                    【推进家庭医生签约服务】中央全面深化改革领导小组第二十三次会议强调，推进家庭医生签约服务，对促进医疗卫生工作重心下移、资源下沉，实现人人享有基本医疗卫生服务的目标具有积极意义。要重点在签约服务方式、内容、收付费、考核、激励机制、技术支撑等方面实现突破，优先覆盖老年人、慢性病患者、 ????????...展开全文c                                            ", 2016-4-19 09:15,17,10,6,微博 weibo.com,DrErKql2d
78,"
                                                                                                    4月18日，国务院办公厅发布《2016年政务公开工作要点》，要求国家卫生计生委、国家食品药品监督管理总局负责牵头落实，推进卫生和食品药品安全信息公开。                                            ", 2016-4-19 09:09,8,4,29,微博 weibo.com,DrEprqHXg
79,"
                                                                                                    【送给晨练的你】晨练前吃早餐吗？吃了，饭后剧烈运动怕得阑尾炎；不吃，饿得难受，容易低血糖。晨练前吃还是不吃?对！就是这么纠结！到底吃不吃，戳图找答案↓ by北医三院 ????????                                            ", 2016-4-19 08:03,30,5,9,政务直通車,DrDYCEF9Y
80,"
                                                                                                    【产前检查最易被忽视的5大误区，准妈妈一定要记住】每一位准妈咪都要和肚子里的小家伙度过一段甜蜜又奇妙的时光，为了宝宝的健康发育，产检就成为了孕妈妈生活的重要组成部分。然而，有些孕妈妈们普遍对产检存在误区，也因此导致一些问题出现，甚至影响自身和胎儿的健康。by中国妇幼健康 ????????                                            ", 2016-4-18 19:23,22,11,8,政务直通車,Drz05EMTy
81,"
                                                                                                    【#9张图教你看懂化验单# 】三大常规化验：血常规、尿常规、便常规，都是我们经常需要检查的，而面对一整张密密麻麻的数字感觉根本无从下手。做完血常规的化验，不妨先看看几项比较关键的指标，再去找医生询问也能做到心中有数~↓↓戳图学习一下~[推荐] ????????                                            ", 2016-4-18 15:52,99,13,17,政务直通車,DrxCH6MRN
82,"
                                                                                                    【挤痘导致高烧昏迷！脑膜炎究竟是种什么病】你有过青春痘的烦恼吗？有没有挤痘痘的习惯？如果有的话，要注意了：不要轻易去挤面部危险三角区！日前，一位22岁的小伙因未洗手直接去挤嘴边的痘痘，竟然引发脑膜炎，高烧昏迷。脑膜炎究竟为何物？该如何预防呢？@新华视点 ????????                                            ", 2016-4-18 14:43,36,12,8,政务直通車,Drxat9DsU
83,"
                                                                                                    #全国肿瘤防治宣传周#【你离乳腺癌有多远】关于乳腺癌，你了解多少？①乳腺癌是我国女性发病率最高癌症，多在40岁到50岁间；②不运动的人，乳腺癌发病率是常运动者的3倍；③男性也会患乳腺癌；④比标准体重每重10公斤，乳腺癌发病风险增加60%…关注乳腺癌，转给身边的TA！ ????????                                            ", 2016-4-18 11:00,46,13,12,政务直通車,DrvI1jjWF
84,"
                                                                                                    #医患故事#——“小朋友，仔细听听，这是什么声音？”——“咚，咚，咚，像我在幼儿园敲鼓的声音。真好玩！”4月15日，武汉大学人民医院手术室门口。麻醉医生王鄂友副教授，正把手中的听诊器当玩具，消除一位拟接受腺样体切除患儿的术前恐惧。手术前的紧张恐惧是人的本能，尤其是儿童患者，更容 ????????...展开全文c                                            ", 2016-4-18 09:57,13,8,36,360安全浏览器,Drvipl9cH
85,"
                                                                                                                                                ", 2016-4-18 09:28,14,2,192,360安全浏览器,Drv6Mkxb4
86,"
                                                                                                    【#关爱玻璃人#】受一点小伤就血流不止，换颗牙齿都可能致命，想奔跑却只能静静站在窗前……他们是血友病患者，因凝血功能障碍被称为“玻璃人”。血友病是罕见病中的“大病种”，我国预计有10万左右患者。“世界血友病日”，今年的主题是“人人享有治疗”。关注，让“玻璃人”的生命不脆弱！ ????????                                            ", 2016-4-18 09:17,23,2,10,政务直通車,Drv24EGmE
87,"
                                                                                                    【黄花菜能治中医的“抑郁”吗？】中医强筋壮骨，重要的是培植中医发展的沃土，培养懂得中医、认同中医的社会土壤。by人民日报 ( O黄花菜能治中医的“抑郁”吗？(人民时评) )@甘肃刘维忠 ????????                                            ", 2016-4-18 09:00,97,56,10,360安全浏览器,DruVtqYtu
88,"
                                                                                                    #科学抗癌#【关注癌症的这些提醒 转给忙碌的TA！】今年4月15日至21日为全国肿瘤宣传周，今年主题是“科学抗癌，关爱生命”，“癌症防治，我们在行动”。你知道吗？30%癌症源自5种危险因素：高体重指数、水果蔬菜摄入量低、缺乏运动、吸烟及饮酒。其实改变生活方式，可能预防癌症！戳图↓@央视新闻 ????????                                            ", 2016-4-16 16:30,56,26,6,政务直通車,Drf12gyRH
89,"
                                                                                                    【世界嗓音日：你的嗓子还好吗？】嗓子总有异物感？时常觉得喉咙干？说话稍多就声音嘶哑？当心！这些都是嗓子发出的警报！经常吸烟、长时间大声讲话、喝水少熬夜多…这些习惯最伤嗓子！别小看嗓音病，如不及时治疗，轻则声音粗糙，重则失声。今天是世界嗓音日，九图教你保护嗓子↓↓@人民日报 ????????                                            ", 2016-4-16 15:50,36,5,8,政务直通車,DreKMkkbC
90,"
                                                                                                    【清理血管垃圾，多吃这8道菜】看着白发鬓鬓、步履蹒跚的父母，忍不住想抓住时间，让它慢点走。陪伴才是最好的孝顺，推荐8道清理血管的健康菜，周末了，好好吃顿养生大餐。@生命时报 ????????                                            ", 2016-4-15 16:44,57,16,15,政务直通車,Dr5G8lGV8
91,"
                                                                                                    【国家卫生计生委相关部门负责人回应眼用全氟丙烷气体事件】 ????????                                            ", 2016-4-15 16:44,58,90,46,政务直通車,Dr5G3z8CB
92,"
                                                                                                                                                ", 2016-4-15 15:49,7,6,279,360安全浏览器,Dr5jQl2tP
93,"
                                                                                                    妈妈们注意啦                                            ", 2016-4-15 15:47,13,1,1,360安全浏览器,Dr5iXlhGn
94,"
                                                                                                    据统计，每个人平均每年要打3—5次嗝。偶然性的打嗝虽然不是病，但止不住却可能令打嗝者当众出丑，让人十分烦恼。戳图↓↓教大家几个止住打嗝的小方法。 ????????                                            ", 2016-4-15 15:29,78,6,12,政务直通車,Dr5bHzOnC
95,"
                                                                                                    小编属于正常范围哦，快来测一测                                            ", 2016-4-15 15:00,7,3,53,微博 weibo.com,Dr500efGw
96,"
                                                                                                    【无偿献血证换新装啦，增加二维码】献血者会获得国务院卫生行政部门制作的无偿献血证书，1998年原卫生部设计制作无偿献血证，并沿用至今。为提升服务水平，国家卫生计生委设计、制作、发放了新版无偿献血证，增加了二维码等身份识别信息，今年5月1日前全部启用。拿到新版献血证了吗？快来晒一晒 ????????                                            ", 2016-4-15 14:10,51,12,14,政务直通車,Dr4FButQm
97,"
                                                                                                    #最美医生#他是当代神农，以身试药尝百草，只为护佑当地村民。他通过二十多年的努力，潜心研究地方病，形成了独具特色的中医治疗体系。用医术救人、用爱心济困，是他二十多年来当乡村医生的最好写照。 ????????                                            ", 2016-4-15 13:05,8,17,9,政务直通車,Dr4fn6ad3
98,"
                                                                                                    【只要符合其中一条，就属于食管癌高风险人群】食管癌的发病率在我国恶性肿瘤中位于第5位，死亡率居第4位。食管早期癌因其侵犯范围浅，很多患者无临床症状或仅有轻微不适，往往容易忽视。对于高风险人群和家族史不详人群，应在40岁开始筛查。赶快戳图对照一下是否属于食管癌高风险人群↓????by健康报 ????????                                            ", 2016-4-15 11:23,27,3,11,政务直通車,Dr3zIrJMF
99,"
                                                                                                    【流言终结者：低钠高钾盐成高钾血症罪魁祸首？】最近微信里热传一个帖子，说低钠高钾盐是“送命盐”。帖子中说，买错盐巴会丧命：急诊室里高钾血症患者越来越多，追问病史就是因为用了低钠盐。真相是什么？健康中国带您找答案 ????????                                            ", 2016-4-15 10:03,32,20,2,政务直通車,Dr33k0jcG
100,"
                                                                                                    【做到这十点，让癌症远离你的生活！】4月15日至21日是第22届全国肿瘤防治宣传周。癌症最喜欢找哪些人？如何将患癌风险降至最低？戳图了解↓↓远离肿瘤君！@人民日报 ????????                                            ", 2016-4-15 09:20,157,22,24,政务直通車,Dr2M14fAs
101,"
                                                                                                    【你为什么被蚊子叮？】平日里，即使一群人聚在有蚊子的地方，蚊子选择叮咬的对象也有它的喜好。有的人被蚊子咬成了红脸包公，而有的人仍然白得像一道闪电，这其中有什么奥秘吗？防蚊知识之叮咬篇↓ ????????                                            ", 2016-4-14 17:37,28,7,8,政务直通車,DqWB3p5aj
102,"
                                                                                                    肾最害怕六件事                                            ", 2016-4-14 16:33,19,4,34,360安全浏览器,DqWbp657B
103,"
                                                                                                    8种可怕疾病全因一颗牙                                            ", 2016-4-14 16:01,23,4,赞,360安全浏览器,DqVY6mdZi
104,"
                                                                                                    五花八门益生菌 服用方法各不同                                            ", 2016-4-14 15:58,7,评论,赞,360安全浏览器,DqVX6lufS
105,"
                                                                                                    看到熟人想不起名字、不记得东西放在哪里了……想必这些现象大家都不会陌生。虽然几乎所有人都有健忘的小毛病，但通过一些小训练，可以减少健忘的出现次数。这里给大家介绍一些改善记忆力的妙招，坚持练习，增强大脑的认知功能。戳图学起来吧↓@生命时报 ????????                                            ", 2016-4-14 14:23,18,2,4,政务直通車,DqVks8NnU
