ID,微博内容
58,#泉城关注# 【卫生部门：寨卡病毒无特效药物但可预防】公众如近期到疫情发生国家和地区旅行，要注意做好个人防护，一旦出现发热、皮疹、肌肉关节疼痛等症状，应及时就诊，并主动告知医务人员相关旅行史。目前该病虽尚无疫苗，没有特效药物，但可通过预防蚊虫叮咬来预防。
59,国务院成立山东济南非法经营疫苗系列案件工作督查组及批准组织部门联合调查组???? O网页链接 ????????
60,什么是疫苗挑战性试验：O网页链接 ????????
61,国家食品药品监督管理总局、卫生计生委、公安部联合通报非法经营疫苗案调查处置进展情况O网页链接 ????????
62,世界卫生组织回应中国疫苗事件：O网页链接 ????????
63,食品药品监管总局 公安部 国家卫生计生委发布《关于共同做好非法经营疫苗案件查处工作的通知 》O网页链接 ????????
64,【食药监总局：拟吊销41家非法经营疫苗企业《药品经营许可证》】截至4月25日，已查实45家涉案药品经营企业存在编造药品销售记录、向无资质的单位和个人销售疫苗等生物制品、出租出借证照、挂靠走票等行为，严重违反了相关法律法规及规章，有关地方食品药品监管部门正在对这些企业依法予以查处。 ????????...展开全文c
65,【服务丨关于孩子接种疫苗的超全知识】今天，全国儿童预防接种日。按时接种疫苗，是预防传染病的重要途径。目前，我国有多种免费疫苗，可预防乙肝、结核病、脊髓灰质炎、百日咳、破伤风等。如何安全接种？可随意选择不接种吗？不同年龄段如何选择？接种有何禁忌？…戳图了解↓转给新手爸妈！@人民日报 ????????
66,【卫计委、食药监总局：建立更加规范的疫苗流通和预防接种管理长效机制】卫计委、食药监总局新闻发言人昨日表示，两部委正在会同相关部门，按照国务院关于修订《疫苗流通和预防接种管理条例》的决定，研究建立进一步加强疫苗流通和预防接种管理的长效机制。O部门 | 卫计委、食药监总局：建立更加规范的... ????????
67,【国务院星期三 | 总理力督：疫苗案办了！五险一金降了！】李克强总理近一个时期以来反复强调，现代政府要及时回应社会关切。他主持召开的国务院常务会议，堪称此方面表率。4月13日的常务会，即回应了群众和企业两大关切。一是舆论高度关注的“疫苗案”，二是呼声越来越强的降低企业“五险一金”问题。 ????????...展开全文c
68,"【李克强：疫苗质量安全是不可触碰的""红线""】“山东济南非法经营疫苗系列案件性质恶劣，教训及其深刻。人民群众的生命健康重于泰山，必须本着对人民、对国家高度负责的态度，严肃彻查处理，绝不姑息！”李克强总理在4月13日的国务院常务会议上说。当天会议听取山东济南非法经营疫苗系列案件调查处理和 ????????...展开全文c"
69,【问责山东疫苗案，严格疫苗流通管理，国务院决定这么做！】4月13日，国务院总理李克强主持召开国务院常务会议，听取山东济南非法经营疫苗系列案件调查处理情况汇报，决定先行对一批责任人实施问责；通过《国务院关于修改〈疫苗流通和预防接种管理条例〉的决定》，强化制度监管。山东疫苗案发生后，国 ????????...展开全文c
70,#国务院常务会议#【李克强主持召开国务院常务会议】国务院总理李克强4月13日主持召开国务院常务会议，听取山东济南非法经营疫苗系列案件调查处理情况汇报，决定先行对一批责任人实施问责；通过《国务院关于修改〈疫苗流通和预防接种管理条例〉的决定》，强化制度监管；决定阶段性降低企业社保缴费费率 ????????...展开全文c
71,【山东济南非法经营疫苗系列案件部门联合调查组赴山东开展案件调查处理工作】3月28日，国务院批准组织山东济南非法经营疫苗系列案件部门联合调查组。当晚调查组即赶赴山东，全面开展案件调查、处理工作。国务院工作督查组派专人参加，全程督查指导调查工作。 O山东济南非法经营疫苗系列案件部门联合调查组... ????????
72,【国务院成立山东济南非法经营疫苗系列案件工作督查组及批准组织部门联合调查组】 ????????
73,【食药监总局发布疫苗科普知识回应社会关切】食药监总局指出，从法律层面讲，疫苗必须在冷链条件下运输储存，脱离冷链条件进行运输储存，是严重的违法行为，行为本身是不可容忍的。从科学层面讲，疫苗短期内脱离冷链一般不会产生安全性和有效性的问题。 O网页链接 ????????
74,【科技部：我国自主研制儿童手足口病疫苗上市】由中国医学科学院医学生物学研究所自主研发的全球首个肠道病毒71型（EV71）灭活疫苗（人二倍体细胞）近日获批上市。该疫苗是唯一采用人源性细胞基质生产的EV71疫苗产品，预防由EV71引起的重症手足口病的保护率为100.0%。O科技部：我国自主研制儿童手足口病疫苗上市 ????????
75,"【疫苗接种记录可追溯】23日国家卫计委邀请部分专家就疫苗问题举行媒体吹风会。据介绍,疫苗进入疾控系统,有个签收制度。在使用过程中儿童什么时间打的疫苗,疫苗是哪个企业的,批号是什么都有记录。一份记录在家长手里,一份在电子信息系统。疫苗储存温度都有监测记录,可以追溯。 O疫苗接种记录可追溯 ????????"
76,【非法经营疫苗系列案涉案药企新增4家 目前增至13家】国家食药监总局今日公布涉案药企新增4家：①山东鲁越生物制品有限公司②保定市保北医药药材有限责任公司③南阳致远生物医药有限公司④四川恒达生物制品有限公司。目前确定13家企业可能是造成涉案药品流入非法渠道的主要责任单位，名单↓（央视） ????????
77,【国家卫计委：未发现疑似预防接种异常反应增多】国家卫生计生委新闻发言人23日回应非法经营疫苗案件时表示，从目前的研判分析看，未发现疑似预防接种异常反应增多的情况。@新华视点 O国家卫计委回应非法经营疫苗案：未发现疑似预...
78,【关于疫苗，这些问题应该了解】山东非法疫苗案，让不少家长内心惶惶。对涉案人员及监管漏洞，必须彻查；同时，更要回应社会关切：这批疫苗到底是什么问题？有何危害？具体流向？如果接种过该怎么办？还能放心地给孩子打疫苗吗？你关心的问题，答案在这里！ ????????
79,【食药监总局关于对山东济南非法经营疫苗案有关线索开展调查的通知】22日下午，食药监总局听取了涉案药企关于产品流向自查情况的汇报，未发现涉案药品从药品生产企业直接流入非法渠道。根据提供的信息，进一步确认一些线索。详细↓ ????????
80,【李克强对非法经营疫苗系列案件作出重要批示】近日，国务院总理李克强对非法经营疫苗系列案件作出重要批示。批示指出：此次疫苗安全事件引发社会高度关注，暴露出监管方面存在诸多漏洞。食药监总局、卫生计生委、公安部要切实加强协同配合，彻查“问题疫苗”的流向和使用情况，及时回应社会关切，依法 ????????...展开全文c
81,三部委联合发布的通知要求，地方各级食品药品监管、公安和卫生计生部门要立即成立联合工作组，统一指挥、密切配合，切实落实落地查人责任，共同做好非法经营疫苗案件涉案产品处置和案件查办工作。
82,【三部委：尽快查清非法经营疫苗案产品来源去向】国家食品药品监督管理总局、公安部、国家卫计委联合发布通知，要求加强部门协作，尽快查清济南非法经营疫苗涉案产品来源去向，严惩违法犯罪行为，保障公众健康。 O食品药品监管总局 公安部 国家卫生计生委关于... ????????
83,【山东省食药监局公布非法经营疫苗案查封疫苗品种名单】3月20日，山东食品药品监管部门经对警方提供的，关于庞某非法经营疫苗案查封疫苗品种的清单进行核实，发现实有疫苗12种、免疫球蛋白2种、治疗性生物制品1种。具体名单如下↓ @央视新闻 ????????
