ID,微博内容
46,转发微博
47,"【全市追赶超越二季度点评视频会召开】8月30日,全市追赶超越二季度点评视频会议召开。二季度，全市上下深入贯彻省第十三次党代会精神，紧紧围绕追赶超越目标，全面落实“五个扎实”要求，聚力打好“三场”攻坚战，经济社会发展实现了时间和任务、速度和效益“双过半、双增长”。O网页链接 ????????"
48,【安康市“互联网+政务服务”平台暨公共资源交易平台正式上线运行】8月30日，安康市“互联网+政务服务”平台暨公共资源交易平台上线启动仪式在市公共资源交易中心举行。十县区子平台也于当日同步上线。O网页链接 ????????
49,【我市连阴雨天气将持续到9月5日】据气象部门预测，8月31日—9月5日我市持续连阴雨天气过程，其中31日全市中雨，西南部大到暴雨；9月1日到2日全市大部分地区大到暴雨，南部部分镇办大暴雨。请相关部门做好强降雨应对防范工作。O网页链接 ????????
50,转发微博
51,【二季度全市追赶超越考核排序出炉】日前，全市各县（区）市直各部门追赶超越2017年第二季度考核排序结果正式发布，石泉县位列县（区）追赶超越综合排序第一位，市财政局位列市直部门社会评价第二季度排序第一位。O网页链接 ????????
52,【我市14户企业被认定为2017年度陕西省民营经济转型升级示范企业】近日，陕西省中小企业局印发通知（陕中企非公发〔2017〕125号），认定了一批2017年度陕西省民营经济转型升级示范企业，安康市14户企业榜上有名。O网页链接 ????????
53,"【市委召开常委（扩大）会议 传达学习省委有关文件精神 研究部署环保督察整改工作】8月29日,市委召开常委（扩大）会议，传达学习《中共陕西省委关于深刻汲取魏民洲案教训开展警示教育的通知》文件精神，研究部署省委第三环保督察组反馈意见整改落实工作。O网页链接 ????????"
54,【省委第三环境保护督察组向我市反馈督察情况】4月6日至5月6日，省委第三环境保护督察组对我市开展了环境保护督察工作。督察组于8月28日向我市反馈督察情况。督察组进驻期间，我市对督察组交办的410件投诉举报案件均已办结并向社会公布，责令整改403家，立案处罚62家，罚款87.6万元，约谈202人，问责11 ????????...展开全文c
55,【“共建丝茶之路??同品安康硒茶”暨平利女娲茶（绞股蓝）推介活动在乌鲁木齐成功举行】8月25日，“共建丝茶之路??同品安康硒茶”暨平利女娲茶（绞股蓝）推介活动在乌鲁木齐成功举行。现场签订了茶光（农光）互补光伏扶贫、生物科技产品综合开发等项目和女娲茶（绞股蓝）购销协议总计9.8亿元。 ????????...展开全文c
56,【我市出台公共投资审计实施办法】为规范公共投资项目市场，2017年8月，市政府制定了《安康市公共投资项目审计实施办法》，从2017年9月1日实施。新办法着眼安康市经济发展全局，顺应市场对审计监督的客观需求。O网页链接 ????????
57,转发微博
58,转发微博
59,【我市加快推进巴山路和解放路综合改造工程】巴山路综合改造项目主要包括电力架空线路入地、人行道提升、路灯更换、绿化亮化、增加市政配套设施等，预计2018年5月全面竣工。解放路综合改造项目目前已完成道路全段通讯、雨水管道及强电管沟建设，正在实施路床开挖施工，计划国庆节前完工。 ????????...展开全文c
60,【市四届人大常委会举行第五次会议 决定任命赵璟为市政府副市长】8月24日至25日，市四届人大常委会举行第五次会议。会议决定任命赵璟为市人民政府副市长。O网页链接 ????????
61,【我市启动“教师结对帮扶贫困学生”专项行动】日前，市教育局在全市教育系统启动“教师结对帮扶贫困学生”专项行动。在帮扶活动组织方式上，由县区教育行政部门统筹组织，以中小学校为基本单位开展，在县区域内全体教师与所属学校内全体贫困学生间建立互助帮扶关系。O网页链接 ????????
62,【赵俊民率我市党政代表团赴福建省南平市学习考察并签订经济交流合作框架协议】8月22日至23日，市委副书记、市长赵俊民带领我市党政代表团赴福建省南平市，学习考察南平经济社会发展经验，对接战略合作事宜，并与南平市政府签订了经济交流战略合作框架协议。O网页链接 ????????
63,转发微博
64,【赵俊民带队在深圳走访考察华为、中兴、恒大等企业】8月21日，市委副书记、市长赵俊民带队走访考察华为、中兴、恒大、华侨城等知名企业，就深化合作交流，对接落实项目等进行座谈，盛情邀请广大企业家到安康投资兴业、拓展合作、创新发展、实现共赢。O网页链接 ????????
65,【2017年第二轮巡察信访举报方式公布】经市委研究同意，从2017年8月下旬开始，利用3个月左右时间，对市委办等10个单位实施巡察。目前，市委三个巡察组将进驻各被巡察单位。巡察期间，巡察组受理反映被巡察单位领导班子和重要岗位党员干部问题的来信来电来访，欢迎广大干部群众举报和反映。 ????????...展开全文c
66,【市政府办公室印发《2017年全市食品安全重点工作安排》】2017年，全市食品安全工作将切实做好加强食品安全法治建设、完善食品安全标准、强化种养环节源头监管、加强食品安全风险监测等12大项60小项重点工作。O网页链接 ????????
67,"【市政府党组召开2017年第8次集中学习会议】近日, 市政府党组书记、市长赵俊民主持召开市政府党组学习会，集中学习习近平总书记7月26日重要讲话、中共中央政治局7月24日会议、中央深改组第36、37次会议、国务院扶贫开发领导小组第19次全体会议、7月24日全省领导干部大会讲话精神以及《陕西省脱贫攻坚责 ????????...展开全文c"
68,转发微博
69,【赵俊民调研发展与改革工作】8月16日，市长赵俊民到市发改委调研时强调，要坚持“发展为要、生态立市、开放兴市、产业强市”的发展路径，以“一流的干事氛围、一流的团队素质、一流的工作作风、一流的发展成效”， 敢想敢干、善作善成，为追赶超越提供坚实保障。O网页链接 ????????
70,【我市部署开展“减证便民”专项行动】日前，市编委办（审改办）牵头在全市统一部署开展“减证便民”专项行动，通过此举，着力打通服务群众“最后一公里”，最大限度方便企业和群众办事创业。O网页链接 ????????
71,【赵俊民在岚皋调研时强调：明晰发展路径 保持发展定力 实现发展新跨越】8月17日，市长赵俊民赴岚皋县调研时强调，要按照“发展为要、生态立市、开放兴市、产业强市”的实施路径，保持发展定力，实现县域经济社会发展新跨越。O网页链接 ????????
72,【我市131名贫困学子将获建行“成长计划”资助】近日，中国建设银行通过建设银行安康分行在我市启动今年的“建设未来——中国建设银行资助贫困高中生成长计划”项目，本次资助总金额为39.3万元，我市131名贫困学子将获得资助。O网页链接 ????????
73,【赵俊民看望慰问“双创”一线工作人员】8月16日，市长赵俊民看望慰问“双创”工作一线的交警、城管、环卫工作人员，要求市区一体，攻坚克难，再下绣花功夫，以一贯之地抓好各项创建工作，用实际行动迎接国卫复审，擦亮“秦巴明珠”。O网页链接 ????????
74,【南环干道香溪洞路口地下通道建成并向市民开放通行】8月15日下午18时，安康中心城区南环干道提升改造项目香溪洞路口地下通道工程建成并正式对市民开放通行。通道共有四个出入口，合计总长约148M。O网页链接 ????????
75,【我市“河长制”工作获国家水利部表扬】近日，国家水利部编发“简报”，刊发《陕西省安康市推进河长制工作有力有序有效》介绍我市推进“河长制”工作亮点，并将我市推进“河长制”工作的好做法、好经验、好举措与其他省市共享，供各地学习、交流、借鉴。O网页链接 ????????
76,【市政府召开全体（扩大）会议安排部署重点工作】市长赵俊民强调，全面落实“五新”发展战略，需要聚焦“追赶超越、绿色崛起”发展总纲，明晰重点实施路径，敢想敢干，善作善成，奋力实现全年“四个确保”目标，加快建设西北生态经济强市。O网页链接 ????????
77,【中共安康市委四届四次全体会议召开】8月14日，中国共产党安康市第四届委员会第四次全体会议召开。会议全面落实省第十三次党代会确定的“五新”战略任务，总结上半年成绩，部署下半年工作，动员全市上下紧盯追赶超越目标，奋力实现“四个确保”。O网页链接 ????????
78,【安康中心城市规划区征收集体土地房屋补偿安置办法公开征求意见】公众可通过以下途径和方式提出反馈意见：联系人及电子邮箱：宋勇军??1125408360@qq.com；传真：3189680；地址：安康市汉滨区黄沟路3号。意见反馈截止时间为2017年9月10日。O网页链接 ????????
79,【我市举行2017年度政府励志奖颁奖座谈会】8月10日下午，我市召开2017 年度政府励志奖颁奖座谈会。吴昊展等11名学生获得政府励志奖，安康中学、旬阳中学、白河高中、岚皋中学、平利中学、安康高新中学获得高中教育质量突出贡献奖。O网页链接 ????????
80,【市委召开常委（扩大）会议】8月9日至10日，市委召开常委（扩大）会议，传达学习习近平总书记在省部级主要领导干部专题研讨班开班式上的重要讲话和全省旅游发展暨全域旅游示范省创建大会精神，部署推进中央巡视“回头看”反馈意见整改落实工作，听取市人大常委会、市政府、市政协、市中级法院、市检察 ????????...展开全文c
81,【我市18所学校入选全国青少年校园足球特色学校之列】日前，陕西省教育厅公布我省入选2017年全国青少年校园足球特色学校及试点县(区)名单。我市共有18所中小学校被教育部认定并命名为“全国青少年校园足球特色学校”。O网页链接 ????????
82,【我市“创森”各项规划建设任务全面完成】目前，我市创建国家森林城市的各项规划建设任务全面完成，19项创森量化指标和21项定性指标已全部达标。今年4月，顺利通过了省林业厅组织的省级综合评定，并被国家林业局确定为今年的验收城市。O网页链接 ????????
83,【中国农科院 中国富硒产业研究院科研创新工作会在安康召开】近日，中国农业科学院、中国富硒产业研究院科研创新工作会在安康国家高新区召开，标志着部省市共建“国家级富硒科技协同创新联盟平台”进入新的阶段。O网页链接 ????????
84,【安康市级“互联网+政务服务”平台正式上线 426项事项全部上网】8月10日，安康市市级“互联网+政务服务”平台正式上线。426项审批服务事项将全部纳入网上办事大厅，75项事项实现办事“最多跑一次”，21项事项办理实现“零跑路”。O网页链接 ????????
85,转发微博
86,【香港长江实业集团来安考察并举办高峰论坛】8月7日至8日，香港长江实业集团执行董事赵国雄、江苏省政协副主席范燕青、中国药科大学校长来茂德、常州方圆制药董事长葛啸虎等来我市考察，并参加由市政府和中国药科大学举办的“中药配方颗粒标准化及产业化发展”高峰论坛。市委书记郭青、市长赵俊民等会 ????????...展开全文c
87,【胡和平会见出席中药配方颗粒标准化及产业化发展高峰论坛的嘉宾】8月8日下午，省长胡和平在西安会见来安康市出席中药配方颗粒标准化及产业化发展高峰论坛的香港长江实业集团执行董事赵国雄、江苏省政协副主席范燕青、中国药科大学校长来茂德、常州方圆制药董事长葛啸虎等嘉宾。O网页链接 ????????
88,【我市11名高考学子获政府励志奖】市政府决定授予吴昊展等11名学生2017年度政府励志奖，各颁发励志奖学金1万元。同时对旬阳中学、白河高中、岚皋中学、安康中学、平利中学、安康高新中学6所学校授予安康市高中教育质量突出贡献奖荣誉称号。O网页链接 ????????
89,【安康务实推进企业创新 促进产业转型升级】我市将从今年开始利用三年时间，在全市实施科技型企业创新能力提升行动计划。力争通过三年提升行动，使全市科技型中小企业总量达到250家，高新技术企业超过30家，年主营业务收入超过亿元的科技型企业达到30家。O网页链接 ????????
90,转发微博
91,【我市加快平镇安岚宁石三条高速公路及西康高铁建设】为进一步加快平镇、安岚、宁石三条高速公路及西康高铁等重点项目建设，8月4日，市政府召开全市重点交通项目协调保障工作会议，要求全市上下一定要统一认识、抓住机遇，以交通大建设促进经济社会、民生事业和思想观念的全方位飞跃。 ????????...展开全文c
92,【赵俊民在旬阳调研工业经济和脱贫攻坚工作】8月3日，市长赵俊民在旬阳调研工业经济和脱贫攻坚工作时强调，要集中精力推动产业项目建设，要夯实精准脱贫和精准扶贫的产业基础，带动更多的群众就地增收脱贫。O网页链接 ????????
93,转发微博
94,【赵俊民调研中心城市项目建设】8月3日，市长赵俊民调研中心城市项目建设情况时强调，要集中力量破解难题，下硬茬、出实招，全力加快项目建设进度，深入推进“湖城一体、疏解江南、重心北移”城市发展战略，加快建设区域中心城市和生态宜居品质城市，将安康打造成名符其实的“秦巴明珠”。 ????????...展开全文c
95,【赵俊民调研我市工业经济】8月2日，市长赵俊民在汉阴、恒口示范区、汉滨、高新区调研时强调，要牢固树立发展为要、生态立市、开放兴市、产业强市的理念，把发展作为第一要务，抓好招商引资，做大做强产业，助推脱贫攻坚，建设西北生态经济强市。O网页链接 ????????
96,【赵俊民看望慰问机场一线建设者】8月1日，市长赵俊民到安康机场迁建工程施工现场，调研项目进展情况并看望慰问项目一线建设者。O网页链接 ????????
97,【安康市工商登记全程电子化于8月1日全面启动】8月1日，安康市工商登记全程电子化工作在全市全面启动，随着工商登记全程电子化的运行，将使工商登记门槛更低、效率更高、服务更优、行政更廉，对于加快转变政府职能，进一步激发市场活力和社会创造力具有重要意义。O网页链接 ????????
98,【市政府党组会学习贯彻全省领导干部大会精神】8月1日，市长赵俊民主持召开市政府党组会议，传达学习省委书记娄勤俭、省长胡和平7月24日在全省领导干部大会上的重要讲话精神。O网页链接 ????????
99,【市政府常务会议分析研究全市经济运行情况】8月1日，市长赵俊民主持召开市政府2017年第8次常务会议，专题研究全市经济运行及脱贫攻坚就业扶贫、城市规划建设管控、企业创新能力提升等问题。O网页链接 ????????
100,【市委召开常委会议 传达贯彻全省领导干部大会精神】7月31日下午，市委召开常委会议，传达学习全省领导干部大会、就业扶贫推进工作电视电话会议、党委（党组）理论学习中心组学习经验交流和工作推进会精神，研究我市贯彻落实意见。O网页链接 ????????
101,转发微博
102,【赵俊民当选安康市人民政府市长】7月31日上午9时，安康市第四届人民代表大会第二次会议举行第二次全体会议，选举安康市人民政府市长。经过投票选举，赵俊民当选安康市人民政府市长。O网页链接 ????????
103,【安康队在2017陕西省青少年武术散打锦标赛斩获两枚金牌】在近日举行的2017陕西省青少年武术散打锦标赛暨省第十六届运动会资格赛中，安康市代表队斩获金牌2枚、银牌1枚、铜牌4枚，获得“体育道德风尚奖”和“乙组团体第二名”，29名队员拿到省第十六届运动会入场券。O网页链接 ????????
104,转发微博
105,【安康市第四届人民代表大会第二次会议开幕】7月30日上午9时，安康市第四届人民代表大会第二次会议开幕。O网页链接 ????????
106,转发微博
107,【国际机构纷纷上调我国经济增速预期 彰显经济发展底气】新华社北京7月28日电（新华社记者）国家统计局日前发布上半年宏观经济数据，主要指标好于预期，宏观经济稳定性增强。基于此，国际货币基金组织、亚洲开发银行、摩根大通等国际组织和机构纷纷上调2017年中国经济增速预期。O网页链接 ????????
108,【财经观察：中国将继续发挥全球经济“稳定器”作用】新华社北京7月27日电（新华社记者）中国国家统计局近日公布的数据显示，上半年中国经济增长6.9%，延续了稳中有进、稳中向好的发展态势。多家国际机构随即纷纷上调对今年中国经济增长预期。O网页链接 ????????
109,【全市上半年共计查处食品药品违法案件281件】上半年全市共查处食品药品违法案件281件，涉案货值101.12万元，有力保障了全市人民饮食用药安全。O网页链接 ????????
110,【我市发布雷电黄色预警信号】安康市气象台2017年7月28日6时55分发布雷电黄色预警信号：预计未来6小时内我市汉滨北部、旬阳北部、白河北部、石泉北部、汉阴北部和宁陕的东部南部可能发生雷电活动，并伴有20-40mm短时强降水、阵性大风、冰雹等局地强对流天气，请注意防范。（安康气象????????） ????????
111,【我市“七长”联动切实落实义务教育控辍保学工作】日前，市政府教育督导室、市教育局牵头建立县(区)长、县(区)教育局长、镇(街道办)长(主任)、村长(村委会主任)、校长、家长、师长控辍保学工作“七长”责任制，并就做好控辍保学重点工作做出安排部署。O网页链接 ????????
112,【陕南三市生态旅游推介会在京举行】7月26日，陕南三市（安康、汉中、商洛）生态旅游推介会在首都北京举办。推介会旨在“共叙饮水之缘，共商旅游合作”，推介陕南三市特色旅游产品线路和优惠政策，密切与北京旅游界、新闻界的合作，携手推动陕南旅游加快发展。O网页链接 ????????
113,【第五届陕南绿色循环经济项目合作交流在京举行】7月25至27日，第五届陕南绿色循环经济项目合作交流活动在北京举行。本届活动由安康市承办，活动主题为“饮水思源，共促循环发展”。安康市签约项目12个，总投资89.9亿元。O网页链接 ????????
114,【我市发出首张微信版电子营业执照】7月24日，安康市石泉县市场监督管理局发出了我市首张微信版电子营业执照，标志着工商登记全程电子化在我市全面正式启动。O网页链接 ????????
115,【我市富硒食品暨包装饮用水产业招商推介会在北京举行】7月25日，“陕西安康富硒食品暨包装饮用水产业北京招商推介会”在北京国际饭店举行。我市56户企业110多个品种参展，洽谈会现场签订总计2.38亿元的产品购销和产品加工协议。O网页链接 ????????
116,【市脱贫攻坚指挥部召开第四次扩大会议】7月23日，市脱贫攻坚指挥部召开第四次扩大会议。会议传达了全省扶贫办主任座谈会议主要精神，听取了各县区上半年脱贫攻坚工作情况汇报，并对下半年脱贫攻坚工作进行安排部署。O网页链接 ????????
117,【市政府表彰奖励第七届文学艺术精品创作奖获奖作品】为进一步激发广大文艺工作者的积极性和创造性，市政府决定，对2012年—2015年度28件造型艺术作品予以表彰奖励。O网页链接 ????????
118,"【市政府党组召开2017年第7次集中学习会议】7月22日, 市政府党组书记、代市长赵俊民主持召开市政府党组学习会，集中学习全国金融工作会、中央财经领导小组会、中省“放管服”改革会议精神、李克强总理在陕视察重要指示、习近平总书记对信访工作重要批示、扶贫领域监督执纪问责、西安地铁“问题电缆”事 ????????...展开全文c"
119,【我市与中兴通讯股份有限公司签订战略合作协议】7月20日，中兴通讯股份有限公司副总裁宋文中来我市考察，将在安康高新区打造中兴西北“互联网+健康”产业基地，以健康物联网终端生产基地和区域健康管理服务中心为落地实体。双方就该项目建设达成共识，并签订了战略合作协议。O网页链接 ????????
120,【上半年我市发放公积金贷款3.6亿元】上半年，受公积金使用政策进一步放宽的利好影响，我市房地产市场继续趋于平稳健康发展，共发放公积金贷款3.64亿元，贷款余额达到31.63亿元，完成年度目标任务96%，个贷率81.04%，居全省前列。O网页链接 ????????
121,【国务院发展研究中心副主任张军扩一行来安调研】7月20日至22日，国务院发展研究中心副主任张军扩一行来我市调研指导欠发达地区经济转型与城镇化发展工作，并于21日上午在市政府召开安康经济转型和城镇化发展情况座谈会。O网页链接 ????????
122,【安康市政府任免一批国家工作人员】日前，安康市政府发布通知，任免一批国家工作人员。O网页链接 ????????
123,【安康多措并举加快非公经济发展成效显著】1至6月份，全市非公经济完成增加值259.57亿元，占GDP比重达到57.6%，同比提高2.3个百分点，超省考指标1.9个百分点，继续位居全省各市、区首位。O网页链接 ????????
124,【我市实现国家卫生县城全覆盖】日前，我市的岚皋、紫阳、旬阳、镇坪和石泉县池河镇被全国爱国卫生运动委员会命名为国家卫生县城（乡镇）；宁陕、石泉、汉阴、白河、平利和宁陕县皇冠镇被重新确认为国家卫生县城（乡镇）。至此，我市全部实现了国家卫生城市、卫生县城全覆盖。O网页链接 ????????
125,【6月安康空气质量排名全省第一 上半年优良天数领跑全省】6月，陕西13个市（区）空气质量由好到差依次是安康、商洛、汉中、宝鸡、杨凌、铜川、榆林、西咸、延安、西安、渭南、韩城、咸阳。同时，安康还分别以上半年优良天数157天、6月份优良天数29天的成绩排名全省首位。O网页链接 ????????
