序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
140,"
                                                                                                    【阿坝州2万余册非遗教材丛书送进农家书屋和农民夜校】7月17日，阿坝州在马尔康市举行非物质文化遗产职业技能培训教材丛书进农家赠书仪式，将2万余册教材丛书分批次免费发送到全州1362个村的农家书屋和农民夜校。13本非遗技能培训教材丛书涵盖民族传统技艺、文化习俗、特色美食三大类，包括《唐卡》《 ????????...展开全文c                                            ", 7月19日 09:28,2,评论,1,360安全浏览器,Fd4uTDaQX,0
141,"
                                                                                                    【7月阿坝州地表水环境质量达标率100%】阿坝州岷江、嘉陵江、黄河水系共设置国控及省控地表水监测断面7个。其中，国控监测断面5个，省控监测断面2个。7月监测结果表明，岷江、嘉陵江、黄河水系阿坝州段地表水水质优，Ⅰ类水质断面1个，Ⅱ类水质断面6个，达标率100%。 ????????                                            ", 7月19日 09:27,转发,评论,1,360安全浏览器,Fd4uFcklZ,0
142,"
                                                                                                    【截至6月底 汶马高速累计完成投资137.9亿元】截至6月底，汶马高速公路本年度累计完成投资28.2亿元，占交通运输厅下达的年度投资目标的47%，自开工累计完成投资137.9亿元，占项目概算总投资的48%。 ????????                                            ", 7月19日 09:27,转发,评论,赞,360安全浏览器,Fd4urylly,0
143,"
                                                                                                    【上半年阿坝州建筑业总产值增长49.1%】2017年上半年，阿坝州有资质的总承包和专业承包建筑业企业共完成建筑业总产值7.93亿元，同比增长49.1%，增速比去年同期回升48.8个百分点。 ????????                                            ", 7月19日 09:26,转发,评论,1,360安全浏览器,Fd4ucb6KT,0
144,"
                                                                                                    【中国阿坝州网站“”在线访谈“”栏目访谈预告】阿坝州是地震多发区，生活在这片土地上的我们，应当怎样做才能最大限度地减轻地震灾害损失，才能让我们少损失、少流泪、少流血呢？7月20日上午，我们将请到阿坝州防震减灾局副局长郭健康同志为我们讲解如何预防和科学减灾，欢迎广大网民积极留言提问， ????????...展开全文c                                            ", 7月18日 16:57,1,1,2,360安全浏览器,FcY0QwJ0D,0
145,"
                                                                                                    截至2017年7月14 日，四姑娘山景区共接待海内外游客200367人次，同比增长364.56%。较去年提前4个月突破20万游客接待量，创历史新高。四姑娘山管理局制定了高峰期应急预案，确保旅游秩序良好，无重特大安全事故和旅游投诉发生。 ????????                                            ", 7月18日 10:31,转发,评论,1,360安全浏览器,FcVtVs5ts,0
146,"
                                                                                                    【上半年阿坝州住房公积金中心发放贷款突破5亿元】阿坝州住房公积金中心始终按照“稳中求进、稳健运营”的工作主基调，着力实现缴存职工“住有所居、安居乐业”的目标，在严防贷款风险、确保资金安全的前提下，不断创新服务方式，优化办理流程，多措并举，不断扩大住房公积金受益面。1-6月，共向全州13 ????????...展开全文c                                            ", 7月18日 10:30,转发,评论,赞,360安全浏览器,FcVtPfoJ3,0
147,"
                                                                                                    【阿坝州汽车贸易产业发展形势强劲】阿坝州汶川县威州镇沙窝子汽车产业园区，现已形成集汽车销售、二手车交易、报废汽车回收，以及汽车维修、装饰美容、保险理赔、汽车金融等为一体的汽车产业服务链。2017年上半年，该汽车产业园区实现汽车销售131辆，实现交易金额1113.35万元；实现二手车交易2607辆， ????????...展开全文c                                            ", 7月18日 10:30,转发,评论,赞,360安全浏览器,FcVtwmbx9,0
148,"
                                                                                                    1—6月，阿坝州共有续约项目155个，到位资金46.77亿元，完成全年目标的60%。其中，到位国内省外资金27.12亿元,完成全年目标任务的77%。 ????????                                            ", 7月18日 10:29,转发,评论,赞,360安全浏览器,FcVtat1M3,0
149,"
                                                                                                    1—6月，阿坝州限上企业完成社会消费品零售总额17.26亿元，同比增长2.6%，较上月回升1.6个百分点。 ????????                                            ", 7月17日 09:49,转发,评论,赞,360安全浏览器,FcLMjd5yX,0
150,"
                                                                                                    经四川省统计局核定：上半年，阿坝州规模以上工业增加值同比增长10.0%（含“飞地”园区：成阿园区和德阿园区）。全州规模以上工业经济呈快速增长态势，增速明显好于同期、远超预期。比上年同期6.2%的增速，回升3.8个百分点，明显好于同期；比上半年全州预期目标7%，高3.0个百分点，远远超过预期。 ????????                                            ", 7月17日 09:48,1,1,赞,360安全浏览器,FcLLWpVtO,0
151,"
                                                                                                    经省统计局核定，2017年1-6月，阿坝州社会消费品零售总额完成40.08亿元，同比增长10.2%。其中，城镇完成31.77亿元，同比增长10.2%；乡村完成8.31亿元，同比增长9.9%。 ????????                                            ", 7月17日 09:47,转发,评论,赞,360安全浏览器,FcLLRFI6c,0
