序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
11,"
                                                                                                    #监督动态#【怀柔圆满完成中国汽车拉力赛保障工作】8月24日至26日，2012年中国汽车拉力锦标赛在怀柔举行，来自全国的30余支车队竞逐高低。怀柔卫生监督所成立保障小组， 并于16日至26日期间对各接待单位进行预查和驻会监督工作，与接待单位签订《卫生安全保障责任书》，确保了赛事期间的食品卫生安全。 ????????                                            ",是,无, 2012-8-28 10:54,转发,评论,赞,微博 weibo.com,yzdZdfu4F
12,"
                                                                                                    #卫生安全提示#【谨防织纹螺食物中毒】怀柔区卫生监督所温馨提示：食品生产经营单位不得采购、加工和销售织纹螺；消费者不购买和食用织纹螺，误食织纹螺后，如发生口唇麻木等类似神经系统中毒症状，立即就医；消费者若发现食品生产经营单位采购、加工和销售织纹螺，及时向当地卫生行政部门举报。 ????????                                            ",是,无, 2012-8-28 10:49,63,12,赞,微博 weibo.com,yzdXrCs2Z
13,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【北京严禁幼儿园违规收取赞助和兴趣班费用】北京２２日出台文件禁止幼儿园违规收取赞助费、兴趣班费等费用。公办幼儿园保教费上限标准：一、二、三级园和无级园每生每月分别为７５０元、６００元、４５０元和２５０元。住宿费标准每生每月不超过３００元。９月１日开始实施。（记者王思海） ????????                                                            ", 2012-8-22 20:38,转发,评论,赞,微博 weibo.com,yynfhlrFu
14,"
                                                                                                    哪些人不宜吃火锅                                            ",否,"
                                                                                                    【哪些人不宜吃火锅】1、川味火锅：口腔疾病、胃病、溃疡、皮肤病、痔疮、常流鼻血要少吃。2、海鲜火锅：糖尿病、高血压、高血脂、痛风少吃。3、羊肉火锅：感冒初期、服用泻药、急性扁桃体炎、咽炎、鼻炎、急性支气管炎者少吃。4、菌类火锅：对菌类过敏者，痛风、慢性胃炎忌食。O网页链接 ????????                                                            ", 2012-8-22 20:37,1,评论,赞,微博 weibo.com,yynf43I3r
15,"
                                                                                                    //@北京延庆卫生监督: 转发微博                                            ",否,"
                                                                                                    近日，延庆县妇幼保健院与首都儿科研究所签订”定向预约挂号合作协议”，正式实现“点对点”对接。今后，在县妇幼保健院就诊的疑难重症患儿可通过接诊医师向首儿所预约挂号，就诊当日患者持“定向预约挂号单”，在首儿所附属儿童医院门诊楼一层预约挂号中心取号就诊即可。 ????????                                                            ", 2012-8-22 09:37,转发,评论,赞,微博 weibo.com,yyiUTigxn
16,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #卫生监督在行动#加强监管保障学生军训饮食卫生安全！8月8日至9月30日，顺义区龙湾屯镇民兵训练基地承担12所学校8140名学生的军训工作，每日就餐人数高达1800人，历时50天。@北京顺义卫生监督 对该民兵训练基地食堂、学生宿舍及学生饮用水等公共卫生安全工作进行监督检查，详情：O网页链接 ????????                                                            ", 2012-8-22 09:35,转发,评论,赞,微博 weibo.com,yyiUmbLwH
17,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #炭疽可防可控可治#近日，辽宁省沈阳等地发生人感染皮肤炭疽传染病疫情，北京市疾控中心提示大家：卫生部门会及时通报炭疽疫情，公众不必恐慌；炭疽病例并不罕见，发病有明显的地区分布；牧区及特殊职业有传染，传播途径主要是皮肤接触；得了炭疽不可怕，治疗起来不困难。@首都健康 @新浪健康。 ????????                                                            ", 2012-8-20 21:43,2,评论,赞,微博 weibo.com,yy4OStXQr
18,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #卫生监督系统文化建设#卫生监督工作的法制属性要求监督员必须弘扬法律至上精神,维护法律尊严,依法维护人民群众健康权益。弘扬卫生监督文化的法治精神，就是要在日常执法办案中做到有法必依，执法必严，违法必究，杜绝执法腐败等问题,努力使监督机构办理的每一起案件,都办成铁案，经得起人民的检验。 ????????                                                            ", 2012-8-20 21:38,1,评论,赞,微博 weibo.com,yy4MNkRzx
19,"
                                                                                                    //@北京卫生监督: //@全国卫生监督技能竞赛: #卫生监督提醒您#【生活饮用水卫生知识】北京朝阳区卫生局卫生监督所提醒广大群众：防止非饮用水（中水）管线连接导致水污染。                                            ",否,"
                                                                                                    #生活饮用水卫生知识#朝阳区卫生局卫生监督所提醒广大群众：防止非饮用水（中水）管线连接导致水污染。 O网页链接 ????????                                                            ", 2012-8-20 21:35,1,1,赞,微博 weibo.com,yy4Llf8QS
20,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    近日，@北京东城卫生监督 联合区质监局、公安局、工商局、城管部门等对天坛南里地区制作酿皮、羊肉串的小黑作坊联合执法。未取得食品生产许可证擅自从事食品生产的行为是违法行为，卫生监督员张贴通告近70份，并责令其立即停止非法食品生产活动。详情：O网页链接 ????????                                                            ", 2012-8-19 22:31,转发,评论,赞,政府版微博,yxVHGofO9
21,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【从小事做起，让你健康长寿】 ①改变饮食模式。多喝水；避免暴饮暴食；饭吃七分饱。②常规锻炼，规律睡眠。③蹲姿排便。减少肠癌和痔疮的发病。④摄入抗氧化剂。如绿茶、黑巧克力、红葡萄酒。⑤减少压力。感觉压力大时做深呼吸；尽可能地消除恐惧感；生活有目标。⑥常用脑。 ????????                                                            ", 2012-8-19 22:28,1,评论,赞,微博 weibo.com,yxVGj080w
22,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #健康知识#【饮食补钙注意】1、高钙饮食：含高钙的食物还有：虾米皮、海带、紫菜、酥鱼、牡蛎、海藻、芝麻酱等 2、适量蛋白质：过量蛋白质在体内代谢中产生酸性物质，增加尿钙的排出量 3、多食含维生素C丰富的食物：如新鲜蔬菜和水果，能促进钙的吸收4、低磷饮食 5、低盐低糖饮食。 ????????                                                            ", 2012-8-19 22:26,2,评论,赞,微博 weibo.com,yxVFAEeYz
23,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【别让冷饮抢走孩子的健康】贪食的危害：1.胃肠不适，2.营养不良，3.肥胖；科学食用冷饮的方法：1.一天不能食用太多，一次不能食用太多，2.饭前不宜大量食用冷饮，3.选择质量可靠的产品，不食用街头卫生无保证的冷饮食品，4.家中冰柜中保存的冰棍或冰淇淋，最好不超过3天，饮料也应注意食用期。 ????????                                                            ", 2012-8-19 22:25,1,1,赞,微博 weibo.com,yxVFruFgH
24,"
                                                                                                    #监督动态#【选餐馆看“笑脸”】6月1日起，怀柔区卫生监督所对餐饮服务单位食品安全检查结果用大笑、微笑、平脸三种卡通形象在餐厅公示。目前，怀柔区已完成城区学校食堂、集体用餐配送单位、中央厨房、供餐人数500人以上的机关及企事业单位食堂的监督量化分级管理。 ????????                                            ",是,无, 2012-8-17 11:29,10,1,赞,微博 weibo.com,yxyvP5x7S
25,"
                                                                                                    #监督动态#【怀柔区卫生局夜查大排档】为确保夏季食品安全，8月14日，怀柔区卫生局对城镇地区的部分大排档食品安全情况进行了专项监督检查。卫生监督人员对于检查中发现的问题当场提出了整改意见，要求经营者立即整改，落实各项卫生制度，按规范加工制作、存放和销售食品，严格进行餐饮具清洗消毒。 ????????                                            ",是,无, 2012-8-17 10:54,2,2,赞,微博 weibo.com,yxyhI9pQ0
26,"
                                                                                                    //@全国卫生监督技能竞赛: #卫生监督提醒您#防止洁厕剂导致生活饮用水污染 //@北京怀柔卫生监督: //@北京卫生监督:转给身边的朋友都关注下洁厕剂的问题哦！                                            ",否,"
                                                                                                    朝阳区卫生局卫生监督所提醒广大群众：防止洁厕剂导致生活饮用水污染 O网页链接 ????????                                                            ", 2012-8-17 10:51,转发,评论,赞,微博 weibo.com,yxygKa8YS
27,"
                                                                                                    #监督动态#【黑诊所行医 取缔没商量】近日，怀柔区卫生监督所接到举报称县城南大街有一“黑诊所”，立即派人进行跟踪摸排，掌握该诊所基本情况，于8月15日，会同区公安分局联合行动。经现场查实，该诊所既无《医疗机构执业许可证》，从业人员又无执业医师资格，执法人员当场对该诊所进行了查抄取缔。 ????????                                            ",是,无, 2012-8-17 10:50,1,1,赞,微博 weibo.com,yxyg9ugjT
28,"
                                                                                                    //@北京卫生监督:转给身边的朋友都关注下洁厕剂的问题哦！                                            ",否,"
                                                                                                    朝阳区卫生局卫生监督所提醒广大群众：防止洁厕剂导致生活饮用水污染 O网页链接 ????????                                                            ", 2012-8-17 10:13,1,评论,赞,政府版微博,yxy16FC88
29,"
                                                                                                    咱们非专业人士还是别模仿高难度动作了为运动健儿加油的同时，今天你喝彩了吗？今天你运动了吗？[hold住]                                            ",否,"
                                                                                                    看完游泳比赛，杭州一市民模仿奥运冠军跳水，结果被池底撞得头破血流。非专业人员落水时身体容易打横，直接拍在水面上，对人体的冲击很大；而如果对泳池情况、深度不了解，直挺挺跳下去，直插水底，也很容易受伤；再有对眼部冲击，也可能使眼球挫伤，造成视网膜水肿、变形或出血坏死。by新华网 ????????                                                            ", 2012-8-1 14:45,转发,评论,赞,微博 weibo.com,yv8XMjsFE
30,"
                                                                                                    环卫工人辛苦了，让我们一起努力保护美好的生活环境                                            ",否,"
                                                                                                    #暴雨过后# 连日来，怀柔的环卫工人奋战在区内的大街小巷，对路面的淤泥进行清洗~环卫的城市美容师们，你们辛苦啦~ ????????                                                            ", 2012-8-1 14:43,转发,评论,赞,微博 weibo.com,yv8WN7Xma
31,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    #监督动态#【怀柔区卫生监督所快速部署安全隐患排查工作】“7??21”暴雨过后，怀柔区卫生监督所于7月24日即部署了卫生安全隐患专项排查，检查落实全区饮用水、自备水井、食品及环境卫生的安全措施，对雨量较大的琉璃庙镇、北房镇进行重点排查，以确保公共卫生安全。 ????????                                                            ", 2012-8-1 14:26,转发,评论,赞,政府版微博,yv8PWwsY3
32,"
                                                                                                    //@北京房山卫生监督:转发微博                                            ",否,"
                                                                                                    #卫生信息# 水灾后个人健康指南：洪涝灾害给我们的工作、学习、生活带来一定的困难和影响，但是，我们要以积极的态度面对困难，用科学技术指导自己战胜灾害，讲科学、不迷信，一定会重建家园。 ????????                                                            ", 2012-7-27 08:58,转发,评论,赞,政府版微博,yulyo7xJ5
33,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    全区市民你们好：????????????????????为有效预防和控制暴雨洪涝后食物中毒及生活饮用水污染事件的发生，保障灾后全体居民身体健康，请广大市民要特别注意食品安全和饮水卫生安全，并注意做到以下基几点： ????????                                                            ", 2012-7-27 08:15,转发,评论,赞,政府版微博,yulgJ32yz
34,"
                                                                                                    #卫生健康提示#怀柔卫生监督所温馨提示各餐饮单位：请及时对经营场所进行清洗、消毒。严禁采购水淹死亡的牲畜禽类和发霉变质的食品原料；禁止采摘使用山野菜、野生蘑菇等菌类。 ????????                                            ",是,无, 2012-7-26 10:33,1,1,赞,微博 weibo.com,yucKf5IRc
35,"
                                                                                                    #卫生健康提示#“7??21”特大自然灾害给人们的生命和财产造成了重大损失。为防患于未然，怀柔区卫生监督所温馨提示各医疗机构：要全力做好传染病疫情报告、预检分诊、消毒隔离、疫情监测、医疗废物等各项防控措施的落实，防止灾后传染病疫情的发生和蔓延。 ????????                                            ",是,无, 2012-7-26 10:26,1,2,赞,微博 weibo.com,yucHEDcnn
36,"
                                                                                                    目前正值雨季，易发生水污染事故。怀柔区卫生监督所提示各供水单位：必须做好供水设备设施的检查，当出现自然灾害时，保证消毒设备能够正常运转、井房卫生防护设施安全有效、水源周围环境清洁无污染，避免饮用水污染事件的发生。若发现水污染应及时向有关部门报告，并采取有效控制措施。 ????????                                            ",是,无, 2012-7-26 10:23,15,5,赞,微博 weibo.com,yucGglSvU
37,"
                                                                                                    防病防灾，祝大家健康快乐                                            ",否,"
                                                                                                    #温馨提示#疾控中心提醒【灾害后居民饮食“十不”】@北京市疾病预防控制中心 ????????                                                            ", 2012-7-26 10:07,转发,评论,赞,微博 weibo.com,yuczT1hcp
38,"
                                                                                                    及时消毒，防止灾后疫情                                            ",否,"
                                                                                                    灾区常用的消毒方法????????一般用具0.2%过氧乙酸，或2%漂白粉上清液，或0.5%新洁尔灭或洗必泰溶液，浸泡或擦拭，作用30分钟。????◆食具????首选蒸煮15分钟，在无燃料条件时也可用含氯消毒剂(有效氯250毫克/升)作用15分钟，然...(使用@太长了工具 发布 O网页链接 ) ????????                                                            ", 2012-7-26 10:06,转发,评论,赞,微博 weibo.com,yuczdBrFt
39,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #紧急备战#针对近期极端天气频发这一情况，25日，怀柔区卫生局要求全区20家医疗机构、120分中心、7家急救站，加强应急值守，储备相应医疗物资；严把饮用水“入口关”，组成应急检验小分队，对全区263个单村供水井、8个市政供水、46个自备井、4个二次供水井全天候监测，并开展拉网式排查。@北京发布 ????????                                                            ", 2012-7-26 09:07,转发,1,赞,微博 weibo.com,yucbmoggM
40,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #灾害后居民饮食“十不”#1 注意饮水卫生，不喝生水。2 不吃未洗净的瓜果蔬菜。3 不吃凉拌菜，不吃卤菜。4 不吃馊饭菜。5 不吃毒死、病死、淹死和死因不明的家禽、家畜、鱼虾。6 不吃过期食品。7 不吃发芽的土豆，腐烂的瓜果。8 不吃霉米面。9 不购买制作、销售不卫生的食品。10 不举办大型聚餐。 ????????                                                            ", 2012-7-26 09:01,转发,2,赞,微博 weibo.com,yuc92uFZy
41,"
                                                                                                    #监督动态#【监督所召开科级干部半年工作总结会】7月19日，怀柔区卫生监督所召开了科级干部半年工作总结会。科队长总结了上半年工作情况，主管所长做了补充发言，区卫生局副局长、监督所所长杜秉利肯定了上半年的工作成绩，提出下半年要加大执法力度、提升群众满意度的工作重点。 ????????                                            ",是,无, 2012-7-25 17:52,转发,评论,赞,微博 weibo.com,yu6c68ZSF
42,"
                                                                                                    #监督动态#【怀柔区卫生监督所快速部署安全隐患排查工作】“7??21”暴雨过后，怀柔区卫生监督所于7月24日即部署了卫生安全隐患专项排查，检查落实全区饮用水、自备水井、食品及环境卫生的安全措施，对雨量较大的琉璃庙镇、北房镇进行重点排查，以确保公共卫生安全。 ????????                                            ",是,无, 2012-7-25 17:45,3,1,赞,微博 weibo.com,yu69b2s5N
43,"
                                                                                                    【共同监督 打击非法开展医疗美容活动】怀柔区卫生监督所温馨提示：选择医疗美容要谨慎，查看是否具有《医疗机构执业许可证》，发现擅自开展医疗美容服务的违法行为，及时投诉举报。投诉方式：邮箱jdwk123@163.com;电话：69621713（24小时） ，69685644（工作日）。 ????????                                            ",是,无, 2012-7-25 16:55,转发,1,赞,微博 weibo.com,yu5OZi9LG
44,"
                                                                                                    怀柔区卫生监督所温馨提示：选择医疗美容要查看其是否具有《医疗机构执业许可证》，医疗美容医师是否持有《医师执业证书》和《医疗美容主诊医师资格证书》上岗，并观察美容手术场所中的卫生环境、消毒设备等情况，谨慎做出选择。 ????????                                            ",是,无, 2012-7-25 16:53,1,1,赞,微博 weibo.com,yu5OibwLD
45,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    via@北京怀柔卫生监督????一旦出现自然灾害，受灾地区市民要特别注意饮水卫生，应饮用开水或瓶装水，不要饮用生水或地表水，避免因水源水被污染造成疾病传播；不吃被雨水浸泡过的食品，不吃霉变米面。同时，要注意及时清理居室周边雨水、垃圾，减少蚊虫滋生，注意防蚊和灭蝇。O网页链接 ????????                                                            ", 2012-7-25 16:49,转发,评论,赞,微博 weibo.com,yu5MnEDCc
46,"
                                                                                                    注意防雷雨，安全是第一。                                            ",否,"
                                                                                                    【今夜起华北东北又将出现中到大雨】今夜起，北方将陆续出现降雨。明天，山西北部、河北、京津部分地区有雷雨，以中到大雨为主；北京东部、天津等地可能有暴雨，局地大暴雨。后天，降雨范围扩大。小编提醒大家：注意防雨安全，结束工作后尽量早回家，尽量选择公共交通出行，注意绕开积水地段。 ????????                                                            ", 2012-7-24 13:57,转发,评论,赞,微博 weibo.com,ytVek8O6R
47,"
                                                                                                    防暑更防雨，进山游玩要谨慎，安全第一不可忘祝大家平安愉快度盛夏                                            ",否,"
                                                                                                    【阴天为主 南部东部有小阵雨】7月24日11时北京气象信息：今天下午阴天间多云，南部、东部有小阵雨，风力二三级，最高气温30℃，湿度较大，闷热感明显，注意解暑祛湿。夜间以阴为主，最低气温24℃。未来几天本市多降雨天气，尽量不要到山区游玩，注意大暴雨过后衍生的次生灾害影响。 ????????                                                            ", 2012-7-24 11:22,转发,评论,赞,微博 weibo.com,ytUd8bcGC
48,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #风雨中的温暖#【积极应对暴雨考验】7月21日，北京地区出现自1951年有完整气象记录以来最大暴雨，暴雨导致怀柔地区部分供电线路受损，部分客户用电受到影响。灾情发生后，怀柔供电公司及时启动应急响应预案，出动抢修人员，迅速恢复供电...(使用@太长了工具 发布 O网页链接 ) ????????                                                            ", 2012-7-24 11:19,转发,评论,赞,微博 weibo.com,ytUbXuwhg
49,"
                                                                                                    转发微博                                            ",否,微博已被原作者删除, 2012-7-24 11:09,-1,评论,赞,微博 weibo.com,ytU7Vd5sH
50,"
                                                                                                    #监督动态#【怀柔区卫生监督所开展“7??15”民主日活动】7月13日，怀柔区卫生监督所开展民主日活动，副书记于永明主持本次活动，副所长田福生和钟桂普分别做了《2012年上半年卫生监督执法工作报告》和《2012年上半年财务收支情况的报告》,区卫生局副局长、卫生监督所所长杜秉利对下半年工作做了部署。 ????????                                            ",是,无, 2012-7-24 11:07,转发,1,赞,微博 weibo.com,ytU7hjrqq
51,"
                                                                                                    #监督动态#【集中评查 提高案卷制作水平】2012年7月6日，怀柔区卫生监督所对2012年1月1日起立案到6月30日结案的34起行政处罚案卷以分组、集中、互评的方式进行了评查。评查内容涉及了食品安全、生活饮用水卫生、医疗卫生、餐饮具集中消毒等卫生行政处罚领域。 ????????                                            ",是,无, 2012-7-18 13:56,转发,1,赞,微博 weibo.com,yt0EBv5pO
52,"
                                                                                                    #监督动态#【怀柔区召开民营医疗机构管理培训会】2012年7月12日，怀柔区卫生监督所召开了全区民营医疗机构管理培训会，邀请市卫生监督李扬副所长对全体民营医疗机构负责人进行了培训，在鼓励民营医疗机构科学发展的同时，也重申了规范从业要求，要确保患者健康权益不受侵害。 ????????                                            ",是,无, 2012-7-18 11:42,转发,1,赞,微博 weibo.com,ysZMdDZVb
53,"
                                                                                                    #监督动态#【开展农村自备水源井检查 确保农民用上放心水】自2012年7月起，怀柔区卫生监督所会同区水务局联合对全区农村自备水源井开展为期3个月的集中监督检查，检查内容主要包括：自备水源井周围是否存在污染源、泵房卫生防护措施是否到位，内部结构是否符合要求、清洗消毒设备能否正常运转等情况。 ????????                                            ",是,无, 2012-7-18 11:39,4,2,赞,微博 weibo.com,ysZLa5fIh
54,"
                                                                                                    #监督动态#【创新工作模式 为重点项目保驾护航】2012年，怀柔区卫生监督所创新工作模式，为北京住总集团总项目部等20家单位提供优质高效审批服务，办理工地食堂餐饮服务许可证，受到了企业的高度评价。 ????????                                            ",是,无, 2012-7-10 11:24,1,评论,赞,微博 weibo.com,yrMeZpjxp
55,"
                                                                                                    简单小动作，放松好心情。大家积极来给自己做做按摩吧//@房山区卫生局: 穴位按摩提神醒脑                                            ",否,"
                                                                                                    【穴位按摩提神醒脑】炎热夏季，困倦给上班族带来不少困扰。试试按摩疗法吧。双手拇指叠按于百会穴，缓缓用力，有酸胀感为宜；分别置于两侧太阳穴，轻柔缓和环形转动。分别置于两侧风池穴，头后仰，环形转动按揉，反复5次。此法适用于各种人群，但注意不可用力过度，感觉酸胀即可。 ????????                                                            ", 2012-7-3 08:36,3,1,赞,微博 weibo.com,yqH9spuIZ
56,"
                                                                                                    【行红色之旅 敦艰苦奋斗之风】在建党七十一周年之即，我所组织全体监督员赴河南林县红旗渠参观学习，亲眼目睹了林县人民在党的领导下，发扬艰苦奋斗和无私奉献精神修筑了红旗渠，取得了举世瞩目的成就，全体监督员深受教育，一致表示要发扬奉献精神、战斗精神，在卫生监督工作中取得更大成绩。 ????????                                            ",是,无, 2012-6-29 18:05,转发,1,赞,微博 weibo.com,yq9aiAT4X
57,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【102名医务工作者获优秀医师奖】第八届中国医师奖颁奖大会在北京人民大会堂举行，102位长期工作在临床一线的优秀医师获奖。全国人大常委会副委员长韩启德出席颁奖大会。 中国医师奖于2003年设立，自2010年开始，由原来的1年评选1次调整为2年评选1次。该奖设立以来，全国共有523名优秀医师获奖。 ????????                                                            ", 2012-6-27 12:37,转发,评论,赞,微博 weibo.com,ypOak5Ni9
58,"
                                                                                                    #监督动态#【满乡民俗风情节 卫生监督保安全】6月22日至6月24日是怀柔汤河川满族民俗风情节，又恰逢端午佳节，怀柔区卫生监督所积极采取有力措施，加大对长哨营乡项栅子等民俗村及其周边餐饮单位的食品安全监督检查力度，确保了满族民俗风情节和端午节期间的餐饮食品安全。 ????????                                            ",是,无, 2012-6-27 11:32,转发,评论,赞,微博 weibo.com,ypNK1hsbr
59,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    #食品安全宣传周#食品添加剂可以是化学合成的也可以是天然存在的物质。只有经过安全性评价不会给消费者的健康造成危害，并且在食品生产加工过程中有必要使用的物质才能作为食品添加剂。《食品添加剂使用标准》（GB2760）及卫生部公告允许使用的食品添加剂名单之外的物质都不是食品添加剂 ????????                                                            ", 2012-6-21 19:49,1,评论,赞,政府版微博,yoWqBar6r
60,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    热烈祝贺北京市卫生监督所李亚京所长、第七党支部荣获北京市卫生局创先争优优秀共产党员和先进基层党组织! ????????                                                            ", 2012-6-21 19:48,转发,评论,赞,政府版微博,yoWqpjSMo
61,"
                                                                                                    #监督动态#【怀柔卫生监督所开展“共建诚信家园，同铸食品安全”宣传咨询活动】6月19日是餐饮服务食品安全主题宣传日，这天，监督所向全区四千余家餐饮负责人发送了餐饮安全提示手机短信；在京客隆广场，发放食品安全手册、挂图、折页、图片、手提袋等宣传材料23000余份，现场解答群众咨询300余人次。 ????????                                            ",是,无, 2012-6-21 08:41,转发,评论,赞,政府版微博,yoS3s2chD
62,"
                                                                                                    #监督动态#【健康讲座进乡村 食品安全广宣传】2012年6月8日，怀柔区卫生监督所为怀柔镇东四村村民举办了健康大讲堂，为村民讲解了如何保证食品安全、培养良好的卫生习惯、建立合理的膳食结构等内容，将食品卫生安全知识送到了百姓家门口儿。 ????????                                            ",是,无, 2012-6-18 08:01,1,1,赞,政府版微博,yopvYoV9f
63,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #全国卫生监督技能竞赛#今天上午,北京市首届卫生监督技能竞赛预赛(海淀赛区)成功举行. ????????                                                            ", 2012-6-17 22:30,转发,评论,赞,微博 weibo.com,yolM1kQI2
64,"
                                                                                                    普及点卫生监督的知识                                            ",否,"
                                                                                                    #全国卫生监督技能竞赛#周末了，普及点卫生监督的知识吧。【历史沿革】1953年，经政务院批准，全国各省、市、区、县普遍建立卫生防疫站，在各级卫生行政部门领导下开展预防性、经常性卫生监督和传染病管理工作，标志着卫生监督工作进入起步阶段。 ????????                                                            ", 2012-6-17 22:29,转发,评论,赞,微博 weibo.com,yolLDoFkJ
65,"
                                                                                                    #监督动态#【怀柔区卫生监督所积极推进区重点工程建设】怀柔区卫生监督所制定重点企业绿色审批程序，积极推进中科院下属机构北京电子力学研究所200人职工食堂建设。6月6日，审批人员接到申请当天即到现场在其布局、卫生设施设备等方面再次进行检查指导，确保食堂一次性建设成功，并符合相关卫生标准。 ????????                                            ",是,无, 2012-6-16 21:59,转发,评论,赞,微博 weibo.com,yoc8WnALi
