序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
11,"
                                                                                                    加油                                            ",否,"
                                                                                                    #残奥会#【残奥会开幕式10个精彩瞬间】北京时间今晨3时30分，名为“启蒙”的第14届残奥会在“伦敦碗”开幕。“宇宙之王”科学家霍金首先出场，引发轰动，随后是4个小时的开场表演……未来11天，全世界的4200名残疾人运动员将向梦想和503枚金牌发起冲击。[伦敦奥火] 关注他们的努力，为他们加油！ ????????                                                            ", 2012-8-30 16:47,1,评论,赞,专业版微博,yzz9rEb3Q
12,"
                                                                                                    蘑菇文化节，感兴趣的童鞋去看看呀[呵呵]                                            ",否,"
                                                                                                    #北京首届蘑菇文化节——金秋又逢菌#粉蘑菇金蘑菇穿着白毛衣的黑木耳、还有传说中白娘子费心九二虎之力才采到的灵芝仙草，在蘑菇园里都能找到，只要您高兴一个转身就能采到最中意的那朵。蘑菇文化节期间，通州区永乐店镇孔庄村的食用菌产业园可供大家采摘蘑菇，体验休闲乐趣。 O网页链接 ????????                                                            ", 2012-8-30 16:12,5,3,赞,微话题-北京首届...,yzyVhtGWf
13,"
                                                                                                    转给有需要的童鞋[呵呵]                                            ",否,"
                                                                                                    由北京经济技术开发区人事劳动局、北京市人才服务中心主办的“北京??亦庄中高级人才招聘会电子信息、软件专场”将于2012年 9月2日（周日9:30-14:00）在北京市海淀区德胜门西大街甲五号举办。参会联系电话：61198812、61198813、61198815、61198850。希望有需要的朋友们积极参加~~~ ????????                                                            ", 2012-8-30 10:58,转发,评论,赞,微博 weibo.com,yzwRVjzPZ
14,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【养生十伤十多十少】十伤：久视伤眼、久行伤筋、久坐伤腰、久卧伤气、忧极伤心、多食伤胃、久立伤骨、遇悲伤肺、暴怒伤肝、久听伤神。十多十少： 少肉多菜、少说多做、少盐多醋、少糖多果、少衣多浴、少酒多水、少食多嚼、少车多行、少虑多笑、少药多练。 ????????                                                            ", 2012-8-30 10:57,8,1,赞,微博 weibo.com,yzwRwu9Fy
15,"
                                                                                                    #顺义新闻#顺义档案局将举办第四届“档案馆日”活动为让广大市民进一步了解档案工作，感受档案文化，增强档案意识，顺义区档案局（馆）将于2012年9月5日至6日上午9:30在区档案馆举办第四届“档案馆日”活动，感兴趣的童鞋看一下吧[呵呵]O网页链接 ????????                                            ",是,无, 2012-8-30 09:20,转发,评论,赞,微博 weibo.com,yzwe23fwa
16,"
                                                                                                    感兴趣的童鞋关注一下[呵呵]                                            ",否,"
                                                                                                    #我是徒步达人#【召集令】8月18日至9月30日，@京西门头沟????发起#我是徒步达人#活动，除丰厚奖品外，还有机会免费提前探寻“京煤杯第三届北京国际山地徒步大会”线路、游览门头沟山水美景。没有报上名的童鞋，有机会直接参赛哦~活动页面O网页链接 ????????                                                            ", 2012-8-30 09:13,1,评论,赞,政府版微博,yzwbacR3K
17,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【夏季最养生的8种食物】①鸭蛋补夏，使人在夏天劲头足。②莲子养心，可以安神、壮肠胃。③章鱼补血，适合体质虚弱的人。④草莓解毒，能排除胆固醇和有害重金属。⑤莴苣通气，能促进肠壁蠕动。⑥草菇抗癌，能加强肝肾的活力。⑦豌豆富含粗纤维，能清洁肠道。⑧茄子抗老，紫皮中含有丰富的维生素。 ????????                                                            ", 2012-8-28 11:05,2,评论,赞,小米手机,yze3CzMWQ
18,"
                                                                                                    人间花海[呵呵]                                            ",否,"
                                                                                                    #密云人间花海#人间花海观光园位于密云县太师屯镇车道峪村，村西距101国道3.5公里，距北京市区约110公里，车程约1.5小时。该观光园建设的主题是“展示花卉产业、传播香薰文化、体验农村风情、释怀乡土情结”；观光园的两大核心资源是“鲜花农业”和“旅游资源”；观光园内种植的花卉主要是玫瑰和薰衣草 ????????                                                            ", 2012-8-28 11:02,4,2,1,小米手机,yze2u16DP
19,"
                                                                                                    感兴趣的童鞋关注一下[呵呵]                                            ",否,"
                                                                                                    #旅游开放日#8月28日，旅游开放日暑期活动之“科普游”带您走进汽车博物馆，走进汽车的世界。您将了解到世界汽车工业百年发展历程所带来的科技文明进步，为您讲述中国汽车工业的发展历程。团体及个人均可以报名，机会难得，快快报名吧！ 报名电话：63262473、87550019、65157584。 ????????                                                            ", 2012-8-27 17:52,转发,评论,赞,小米手机,yz7ilzYGq
20,"
                                                                                                    出行提示[呵呵]                                            ",否,"
                                                                                                    #出行提示#8月27日起，顺义区顺平南线（机场东路—铁东路）占道施工。施工期间半幅封闭半幅双向通行。预计9月22日解除，施工期间给您的出行带来的不便请多谅解。 ????????                                                            ", 2012-8-27 17:51,3,评论,赞,小米手机,yz7hRsrZK
21,"
                                                                                                    转给需要的童鞋[呵呵]                                            ",否,"
                                                                                                    #成招信息#今年，北京理工大学成人高招在京将适当扩招，计划招生2000人。专业涵盖机械电子工程、计算机科学与技术、人力资源管理、网络工程、会计学、工商管理等适用性强、就业面宽的热门专业，另外还开设有数字媒体艺术等新兴专业。招生咨询电话：68918283。 ????????                                                            ", 2012-8-27 15:42,5,14,赞,小米手机,yz6rJ5q2h
22,"
                                                                                                    出行提示[呵呵]//@交通北京:#转发微博#公交870路有调整，配合其调整，新开公交856路，详情您请看：[推荐]                                            ",否,"
                                                                                                    #出行提示#【公交调整】自8月26日首车起,870路调整为:南口西站－兴寿站.运营时间:南口西站4:30-19:00,兴寿站6:00-21:30,票制不变.配合870路调整,新开856路,由兴寿站开往顺义南彩汽车站,中途站位按照870路现有站位设置.运营时间为:兴寿站5:00-20:30,顺义南彩汽车站5:00-20:00.执行分段计价票制,起价2元 ????????                                                            ", 2012-8-27 14:41,2,评论,赞,小米手机,yz635DGIk
23,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【5款健康零食任你选】上班时间饿了肿么办？小美为你精心推荐5款健康零食。1、快乐食物：黑巧克力富含多种营养素；2、排毒谷物：燕麦片、糙米；3、抗衰老饮品：绿茶；4、营养坚果：花生、核桃、杏仁，补充有益脂肪酸；5、护眼食物：枸杞、菊花。 ????????                                                            ", 2012-8-27 14:38,3,1,1,小米手机,yz61FhtIN
24,"
                                                                                                    感兴趣的童鞋来看看[呵呵]                                            ",否,"
                                                                                                    #漫游怀柔#雁栖湖是怀柔这个百花园里一朵绽放异彩的美丽夏花。金秋9月，雁栖湖推出优惠月活动：凡应届中、高考生持准考证可享受免费入园，购买98元、78元联票可享受10元优惠；同时，8月25日至30日登陆雁栖湖旅游区官方网站，预订雁栖湖景区98元联票的网民朋友可以享受10元优惠。赶快行动吧~ 　 ????????                                                            ", 2012-8-27 14:37,转发,评论,赞,小米手机,yz61aixT4
25,"
                                                                                                    北京现代第三工厂生产的首款车型——朗动轿车上市。朗动轿车是继ix35、瑞纳、索纳塔八之后，第四款采用“流体雕塑”理念的国产车型。 ????????                                            ",是,无, 2012-8-24 17:58,2,1,赞,政府版微博,yyF3erTKU
26,"
                                                                                                    8月24日17时发布天气预报：今天夜间：晴间多云，南转北风1、2级，最低气温18℃，最大相对湿度80%；明天白天：晴间多云，北转南风2、3级，最高气温30℃，最小相对湿度30%。 ????????                                            ",是,无, 2012-8-24 17:54,1,评论,赞,政府版微博,yyF1P118w
27,"
                                                                                                    顺义城区停车诱导系统10月启用。遍布城区的25块电子显示屏将实时发布城区8个大型停车场3148个车位的使用情况。车主可根据信息自行选择停车场。目前整个停车诱导系统建设已完成80％，剩余部分将随着城区光明街、新顺街的改造完成随时安装。 ????????                                            ",是,无, 2012-8-24 17:52,9,3,赞,政府版微博,yyF14A3bU
28,"
                                                                                                    目前，顺义区木林镇水安全隐患村排水工程、南彩镇水安全隐患村蓄排水工程和杨镇水安全隐患村改造及雨洪利用工程三个项目获得区发改委批复，将于近日组织开展招投标工作。三项工程内容包括实施河道清淤、护坡等。工程实施后，将消除南彩镇前俸伯村、杨镇破罗口村等9个村的度汛隐患。 ????????                                            ",是,无, 2012-8-23 17:41,4,5,赞,政府版微博,yyvw0myAE
29,"
                                                                                                    8月23日17时发布天气预报：今天夜间：晴间多云，南转北风1、2级，最低气温18℃，最大相对湿度80%；明天白天：晴间多云，北转南风2、3级，最高气温29℃，最小相对湿度30%。 ????????                                            ",是,无, 2012-8-23 17:39,转发,评论,赞,政府版微博,yyvvkpNY2
30,"
                                                                                                    8月22日17时发布天气预报：今天夜间：晴，南转北风1、2级，最低气温15℃，最大相对湿度60%；明天白天：晴间多云，北转南风2、3级，最高气温30℃，最小相对湿度25%。 ????????                                            ",是,无, 2012-8-22 17:44,1,评论,赞,政府版微博,yym6Gcmd9
31,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    明天就是中国的传统节日""七夕""节了,曾有商贩向年轻情侣卖力兜售孔明灯,并美其名曰""许愿灯"",声称可帮助燃放者实现心愿。实际上,孔明灯属于明火,燃放后很难控制,一旦被吹落到房顶上,或者其他易燃物上,很容易引发火灾,甚至还有可能影响民航客机的安全。为此提醒,燃放孔明灯隐患重重,追求浪漫时勿忘危险。 ????????                                                            ", 2012-8-22 15:03,1,评论,赞,微博 weibo.com,yyl3li7od
32,"
                                                                                                    在人民大会堂召开的2010-2012年全国创先争优表彰大会上，顺义区胜利街道怡馨一离退休党支部被中共中央组织部授予“全国创先争优活动先进基层党组织”荣誉称号。 ????????                                            ",是,无, 2012-8-22 14:58,转发,评论,1,政府版微博,yyl1ah6dt
33,"
                                                                                                    顺义区新增5家北京市农业产业化重点龙头企业。近日，北京鑫竺绿园食品有限责任公司、北京燕京中发生物技术有限公司等5家企业被评为第二批北京市农业产业化重点龙头企业。截至目前，全区共有国家级龙头企业6家，北京市级龙头企业16家；全区农产品加工企业销售收入突破90亿元，同比增长20%。 ????????                                            ",是,无, 2012-8-22 14:56,转发,评论,赞,政府版微博,yyl0nvuT3
34,"
                                                                                                    2012年8月21日17时发布t天气预报：今天夜间：晴间多云，偏北风3、4级转1、2级，最低气温16℃，最大相对湿度60%；明天白天：晴间多云，北转南风2、3级，最高气温29℃，最小相对湿度20%。 ????????                                            ",是,无, 2012-8-21 17:53,转发,1,赞,政府版微博,yycJYjAyV
35,"
                                                                                                    顺义区湿地保护协会经区民政局批准成立。协会以“加强湿地保护，倡导绿色生活，珍爱生态环境”为宗旨，主要业务是开展宣传、贯彻、落实国家有关湿地保护的方针政策；接受区政府委托，结合全区实际情况，提出加强湿地保护的意见、建议，协助区政府对湿地保护进行动态管理等。 ????????                                            ",是,无, 2012-8-21 14:14,2,评论,赞,政府版微博,yybjbhGXL
36,"
                                                                                                    2012年8月17日至19日，国家农业部休闲农业创意精品华北东北区展示推介会在北京举办，顺义区推选了烙画葫芦、景泰蓝、砖雕等5大类共200件农村创新创意成果参加了展示推介活动。经网上投票、现场实物展示等环节，顺义区龙湾屯镇烙画葫芦“天行健”获得“产品创意金奖”。 ????????                                            ",是,无, 2012-8-21 14:13,2,评论,赞,政府版微博,yybix7ikO
37,"
                                                                                                    位于顺义区赵全营镇的北汽自主品牌项目下月即将投产。项目涵盖轿车整车冲压、车身、涂装、总装四大工艺。产品包括中高端公务用车C80K和C70G轿车；面向中等及一般收入消费者的C60F和C50E轿车。到2015年实现年产30万台生产能力，力争成为国内自主品牌中高端乘用车的标杆企业。 ????????                                            ",是,无, 2012-8-21 14:11,3,2,赞,政府版微博,yybhC4Zb8
38,"
                                                                                                    8月20日17时发布天气预报：今天夜间：阴有阵雨转多云，南转北风3、4级，最低气温21℃，最大相对湿度90%；明天白天：多云转晴，偏北风3、4级，最高气温29℃，最小相对湿度30%。 ????????                                            ",是,无, 2012-8-20 16:33,1,评论,赞,政府版微博,yy2MZol7N
39,"
                                                                                                    今年上半年，共有28家金融机构入驻顺义，注册资本金共20.24亿元。其中，担保公司4家、小额贷款公司3家、融资租赁公司2家、基金类公司13家、投资公司6家，全区金融服务体系日趋完善。此外，顺义区还正在与社会养老产业投资基金管理有限公司等11家金融企业洽谈入驻事宜。 ????????                                            ",是,无, 2012-8-20 08:24,2,3,赞,政府版微博,yxZAxFrsd
40,"
                                                                                                    日前，“光耀香江”香港回归15周年大型评选颁奖典礼在香港举行，北京、成都等城市荣获“荣耀城市”殊荣。此外，北京市东城区、西城区、昌平区、顺义区获得“香港内地投资热点奖”。 ????????                                            ",是,无, 2012-8-20 08:00,转发,评论,赞,政府版微博,yxZqPbMEE
41,"
                                                                                                    顺义国家气象观测站16日17时发布天气预报：今天夜间：多云，南转北风1、2级，最低气温22℃，最大相对湿度85%；明天白天：多云转阴有阵雨，北转南风2、3级，最高气温29℃，最小相对湿度50%。 ????????                                            ",是,无, 2012-8-16 17:44,1,评论,赞,政府版微博,yxrxFn1q2
42,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #2012北京“各地商品大集”# “山西商品大集”正在新奥购物中心地下一层火热举办，山西特色商品吸引了来自京城各地的市民前往活动现场“赶大集”。杂粮系列、老陈醋、浑源凉粉、太谷饼、荞面碗团、枣系列等特色产品备受首都市民欢迎。5天销售额达482.1万元，达成洽谈意向金额2504.8万元。 ????????                                                            ", 2012-8-16 16:02,2,1,赞,微博 weibo.com,yxqSg600F
43,"
                                                                                                    山西商品大集,感兴趣的童鞋去看看吧[呵呵]                                            ",否,"
                                                                                                    #2012北京“各地商品大集”# “山西商品大集”正在新奥购物中心地下一层火热举办，山西特色商品吸引了来自京城各地的市民前往活动现场“赶大集”。杂粮系列、老陈醋、浑源凉粉、太谷饼、荞面碗团、枣系列等特色产品备受首都市民欢迎。5天销售额达482.1万元，达成洽谈意向金额2504.8万元。 ????????                                                            ", 2012-8-16 10:25,3,评论,赞,微博 weibo.com,yxoFDwKPj
44,"
                                                                                                    三招倒车入位的旷世绝学                                            ",否,"
                                                                                                    【三招倒车入位的旷世绝学】不管是非字型的停车位，还是一字型，还是斜线型的，只要三步，通通只要三步，三步就能倒车入位，赶紧学。绝对值得收藏! O网页链接 via@交通安全网 ????????                                                            ", 2012-8-15 16:00,8,10,1,微博 weibo.com,yxhrcF5Uu
45,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #安全课#学校即将开学，请同学们在乘车过程中保护好个人信息。同学们在乘车途中难免和同行的陌生人聊天，但要保持一定的戒备心理。同学们在乘车时经常用手机上网、玩游戏，易造成手机没电关机。骗子抓住这点，通过攀谈套取学生信息，然后给学生家长打电话谎称学生出了事故或有违法行为，趁机骗取钱财。 ????????                                                            ", 2012-8-15 15:16,转发,评论,赞,微博 weibo.com,yxh95vCmM
46,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【唱歌养生】常吃一点蒜，消毒又保健；多食一点醋，不用上药铺；多吃一点姜，益寿保安康；乱吃一顿伤，会吃千顿香；干净一身轻，不净百病生；饭前一碗汤，不用开药方；每天一只果，老汉赛小伙；饭后一支烟，伤肝得胃病；多练一身功，老来少一病；练出一身汗，小病不用看；晨起一杯水，到老不后悔。 ????????                                                            ", 2012-8-15 14:40,2,评论,1,微博 weibo.com,yxgUmrrw5
47,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #小贴士#[叶子]虽然已经立秋，但也别小瞧太阳的威力。有那么几种小物件是不宜放置在车里的[不要]，您知道是哪几类吗？下面视频中提到的物品，请别放置在车内呦！您仔细看好哟！[同意] O网页链接 ????????                                                            ", 2012-8-15 09:14,转发,评论,赞,微博 weibo.com,yxeMim0X8
48,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【京郊赏菊 延庆四季花海自助游玩攻略】恐怕京郊没有哪片花海像延庆的四季花海那样令人过目难忘了。当我们乘了两个小时的车、昏昏欲睡时突然发现了这么一个世外幽谷，数千亩橙色的万寿菊被群山环抱，每一块菊田明亮得就像是画家的油画笔肆意涂抹上的痕迹，带着醉人的艺术感。O网页链接 ????????                                                            ", 2012-8-14 17:32,2,2,赞,微博 weibo.com,yx8BGgXwD
49,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    #趣味相投#各种“豆”的神奇功效~ ????????                                                            ", 2012-8-14 17:30,2,1,赞,政府版微博,yx8Bcad3W
50,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【6部门联合发布消防安全常识20条】#聚焦北京#为增强全民消防意识，提高全民防火、灭火和自我保护能力，根据现阶段我国火灾特点，公安部、教育部、民政部、文化部、广电总局、安监总局联合制定了《消防安全常识二十条》，近日正式对外发布。 ????????                                                            ", 2012-8-14 17:26,转发,评论,赞,政府版微博,yx8zrpfgV
51,"
                                                                                                    #“潮白风采看今朝”摄影大赛征稿启事#日前，北京摄影家协会联合顺义区摄影家协会及密云县摄影家协会等单位共同举办“潮白风采看今朝”摄影大赛活动，现向广大摄影工作者和摄影爱好者征集稿件O网页链接，欢迎各位爱好摄影的童鞋踊跃参与，有奖品的呀 ????????                                            ",是,无, 2012-8-14 17:12,4,2,赞,微博 weibo.com,yx8tNw6Y1
52,"
                                                                                                    转给有需要的童鞋[呵呵]                                            ",否,"
                                                                                                    #网络招聘#人社部将于8月20日至26日组织开展的“2012年高校毕业生就业服务网络招聘周”活动，由各地省级和市级公共就业人才服务机构与全国招聘信息公共服务网（www.cjob.gov.cn）联网，统一向高校毕业生免费提供及时、有效的招聘岗位信息。 ????????                                                            ", 2012-8-13 16:13,2,评论,赞,政府版微博,ywYFoeNt7
53,"
                                                                                                    所有的运动员都是好样的//@微群小助手: 此刻与金牌无关！                                            ",否,"
                                                                                                    【致伦敦中国奥运健儿】请熟悉每一张面孔，此刻和金牌无关，与内心相连！@新浪湖北 ——>O网页链接 ????????                                                            ", 2012-8-13 15:55,转发,评论,赞,微博 weibo.com,ywYy4AYe1
54,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【6招减压抗疲劳】1、吃对早餐，富含蛋白质、碳水化合物以及纤维的早餐；2、打败焦虑，喝薄荷茶和洋甘菊茶；3、下午茶，水果和不含盐坚果最好；4、听音乐，选节奏明快、悦耳动听的音乐；5、当志愿者；6、芳香疗法，柠檬，柚子、橘子的味道会使人感到轻松无比。 ????????                                                            ", 2012-8-13 15:00,3,1,赞,微博 weibo.com,ywYbGFEEY
55,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【绝美高清图带你重温伦敦奥运】伦敦奥运落幕，新浪体育精选国内外图片社最佳图片，让您从一张张酷图中重温伦敦奥运的一幕幕经典。法新社最佳图片精选：O网页链接 美联社：O网页链接 路透社：O网页链接 Getty：O网页链接 Osports：O网页链接 ????????                                                            ", 2012-8-13 14:14,转发,评论,32,专业版微博,ywXTcrXow
56,"
                                                                                                    #夏日乐悠悠（二）#伴着空气中弥漫的丝丝荷香，游人泛舟湖上，一家人沿堤漫步，老者在凉亭中自娱自乐，大爷阔步健身于垂柳小道间……偶有白鹭掠过水面，又平添了几许生趣。处处散发出一份闲适和欢乐。 置身于这样一幅画卷，怎能不令人陶醉？[呵呵] ????????                                            ",是,无, 2012-8-13 09:41,转发,2,赞,微博 weibo.com,ywW6aEYYm
57,"
                                                                                                    #夏日乐悠悠（一）#此时此刻，当热浪蔓延至每个角落，让人无处躲藏时，我区各大公园里却保留了一份难得的清凉。 这里草木葱茏、鲜花盛开、湖水尽碧，如诗如画。[呵呵] ????????                                            ",是,无, 2012-8-13 09:38,转发,评论,赞,微博 weibo.com,ywW59qMAE
58,"
                                                                                                    #顺义新闻#木林镇砖雕技能大赛获奖[呵呵]近日，北京市第三届职业技能大赛手工技能大赛雕刻工艺初赛在丰台区举行。顺义区木林镇陀头庙村砖雕第六代传承人张彦的作品——砖雕《松鹤延年》，获本次比赛的“最佳手工艺奖”。 ????????                                            ",是,无, 2012-8-13 09:02,8,2,赞,微博 weibo.com,ywVQozOjl
59,"
                                                                                                    #温馨提示#今天天气：晴间多云，北转南风2、3级，最高气温30℃，最小相对湿度30%，今日限行尾号是2和7。今天虽然高温30℃，但体感会比较舒适，早起晨练时只有21℃，已经有一丝丝凉意，童鞋们早晚出门要注意带一件薄外衣了[呵呵] ????????                                            ",是,无, 2012-8-13 07:55,1,评论,赞,微博 weibo.com,ywVpjkuoH
60,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #微关注# 【奥运看点】伦敦奥运会闭幕式刚刚在""伦敦碗""落下帷幕.东道主用一场英国音乐盛宴,为本届奥运会画上了圆满的句号.中国体育代表团在本届奥运会上共获得金牌[奥运金牌]38枚、银牌[奥运银牌]27枚、铜牌[奥运铜牌]22枚，并打破了6项世界纪录,奖牌数排名第二。再见伦敦,里约再见。 ????????                                                            ", 2012-8-13 07:48,转发,评论,赞,微博 weibo.com,ywVmsBLTx
61,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【黑豆雪梨饮祛黑眼圈】取黑豆30克，雪梨1～2个，将梨去皮切片，加适量水和黑豆一起放在锅内，先用大火煮开，再用小火煮烂。吃梨喝汤，连吃1个月后，可改善面色晦暗无光泽、易生色斑、黑眼圈及面部油腻潮红、易生痤疮等皮肤问题，同时可治疗肺阴亏虚所致的毛发柔弱、色白等症。 ????????                                                            ", 2012-8-12 06:24,4,评论,赞,微博 weibo.com,ywLnHbefp
62,"
                                                                                                    [奥运金牌]【男子拳击49公斤级邹市明成功卫冕】伦敦奥运会男子拳击49公斤级决赛，邹市明以13比10击败了泰国拳手庞普里亚杨，成功卫冕。这是中国体育代表团在伦敦奥运会上夺得的第38金！ ????????                                            ",是,无, 2012-8-12 06:14,1,1,赞,微博 weibo.com,ywLjHyRHW
63,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【明天宜出行 防暑莫忽视】10日17时北京气象信息：今天夜间多云间晴，最低气温24℃，明天白天多云转阴，最高气温30℃，适宜出行，但湿度较大，天气依然闷热，防暑莫忽视，运动量不能太大。另外，明天夜间南部地区可能出现雷阵雨，周日阵雨转多云，请关注临近天气预报。 ????????                                                            ", 2012-8-10 18:02,转发,评论,赞,微博 weibo.com,ywx60FSH9
64,"
                                                                                                    大家周末时可以考虑去转转[呵呵]                                            ",否,"
                                                                                                    #创意点亮北京#第三届“创意点亮北京”文化艺术节将于8月10日在地坛公园精彩亮相！届时，国际灯光艺术节、“无限星空”音乐节、云中剧场、创意市集、视频创意互动秀、文化创意产业综合展以及创意之旅、建设城市灯光设计软实力高峰论坛、中国原创设计时装展和雍和放映等活动，将用创意点亮北京的盛夏！ ????????                                                            ", 2012-8-10 16:06,转发,评论,1,微博 weibo.com,ywwkYv7KL
65,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #安居提醒#又到周末了，安居北京祝您愉快。今晚7点30分五棵松万事达中心有林忆莲的演唱会，凭林姐姐的人气预计会造成小范围的交通拥堵，特别是西翠路，有急事的朋友不妨绕着走。另外，明晚8时，尤文图斯和那不勒斯在鸟巢激战“超级杯”，去现场加油助威的“意粉”记得要在人多的地方注意安全啊 ????????                                                            ", 2012-8-10 14:20,1,评论,赞,微博 weibo.com,ywvE9cZlU
66,"
                                                                                                    各位童鞋有空去转一下[呵呵]                                            ",否,"
                                                                                                    【千亩菊花黄】#聚焦北京#今年延庆县结合北京市平原绿化工程，打造的“九曲花溪，多彩森林”景观，正直菊花盛开。延庆县在蔡家河沿线新增林木3000亩，林下新栽植3000亩万寿菊，不仅能形成景观，菊花作为经济作物还能促进农民增收。同学们不妨信步花间，聆听虫鸣，享受一份自然和宁静。 ????????                                                            ", 2012-8-10 14:06,转发,评论,赞,政府版微博,ywvykpkyv
