序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
12,"
                                                                                                    #母婴健康#怎么知道母乳不足？（1）喂奶前目前没有乳房胀的感觉，喂养前后乳房变化不明显。（2）孩子吃奶时间较长，用力吸吮乳头，却听不到连续吞咽声。（3）喂完奶后孩子仍哭闹，活不久又哭闹，孩子吃完奶后睡眠时间短，往往少于一个小时。（4）孩子大小便量少，次数也少。（5）孩子体质增减缓慢。 ????????                                            ",是,无, 2012-8-29 10:21,1,评论,赞,微博 weibo.com,yzncqhrxg
13,"
                                                                                                    控制体重，从娃娃抓起。                                            ",否,微博已被原作者删除, 2012-8-29 09:21,-1,评论,赞,微博 weibo.com,yzmO9B8vg
14,"
                                                                                                    猝死也许可以避免....                                            ",否,微博已被原作者删除, 2012-8-29 08:50,-1,评论,赞,微博 weibo.com,yzmBBzLN7
15,"
                                                                                                    碳酸饮料，少喝为好！                                            ",否,"
                                                                                                    临床上连续遇到两例喝可乐导致牙齿广泛龋坏的病例，每天喝可乐5听~5大瓶，持续5年以上。 ????????                                                            ", 2012-8-28 20:59,1,评论,22,微博 weibo.com,yzhWK8xWm
16,"
                                                                                                    ""罐装碳酸饮料千万不要放冰箱冷冻室"",这个一定要注意！                                            ",否,微博已被原作者删除, 2012-8-28 17:47,-1,评论,赞,微博 weibo.com,yzgGViVDF
17,"
                                                                                                    #孕婴健康#哺乳初乳有什么好处? 初乳含蛋白质、脂溶性维生素、无机物高。初乳中的免疫球蛋白，是新生儿所需的最佳食物，能保护孩子免受细菌和病毒的感染。初乳中含有大量抗体和白细胞是新生儿抵抗各种疾病的保护伞。初乳中含有铁、铜、锌等微量元素，对新生儿的营养和健康成长十分有益。 ????????                                            ",是,无, 2012-8-28 15:51,转发,评论,赞,微博 weibo.com,yzfVNv8Rk
18,"
                                                                                                    #孕婴健康#产后应节制和禁忌的食物有哪些? ????????                                            ",是,无, 2012-8-28 15:25,转发,评论,赞,微博 weibo.com,yzfLkhFnQ
19,"
                                                                                                    #孕婴健康#产后运动及其注意事项 ????????                                            ",是,无, 2012-8-28 15:25,转发,评论,赞,微博 weibo.com,yzfLcksQg
20,"
                                                                                                    #孕婴健康# 产褥期的注意事项(什么是产褥期、产褥期保健的“三要”是什么、产褥期保健的“三忌”是什么） ????????                                            ",是,无, 2012-8-28 15:24,转发,评论,赞,微博 weibo.com,yzfKIax0b
21,"
                                                                                                    疾病预防控制，其实是有小窍门的。                                            ",否,"
                                                                                                    【脑血栓：早晚记住两个200ml】对于脑血管病患者来说，水不光要喝足，还要喝对。睡前喝200ml水，早晨血黏度不仅不上升，反而有所下降。不用喝太多，晚上频繁上厕所，不利于休息。早晨起床前空腹喝200ml水，也能稀释血液。但要提醒：喝对水只是辅助功效，不能代替药物治疗。via空军总医院干部病房刘美琳 ????????                                                            ", 2012-8-28 13:58,转发,1,赞,微博 weibo.com,yzfc0poV0
22,"
                                                                                                    恶性肿瘤，早诊早治很关键，但是也要做好一级预防。我们每个人都要注意合理健康的生活方式。                                            ",否,"
                                                                                                    北京市作为首批“城市癌症早诊早治项目”9个试点省市之一，今年将在5万高危人群中免费开展肺癌、乳腺癌、大肠癌、上消化道癌和肝癌筛查。5万个免费筛查指标将平均分配给每一种癌症，即各筛查一万人，同时将根据每个区县不同癌症高发的情况来指定区县。详见O网页链接 ????????                                                            ", 2012-8-28 11:35,1,评论,赞,微博 weibo.com,yzefTrXWV
23,"
                                                                                                    #孕婴健康# 丈夫在分娩中如何分担妻子的疼痛？ ????????                                            ",是,无, 2012-8-28 09:59,转发,评论,赞,微博 weibo.com,yzdCRmYQ6
24,"
                                                                                                    #孕婴健康# 分娩过程中如何合理饮食？ 分娩过程是一个高能消耗的过程，如能量不足，可引起产妇衰竭、胎儿窘迫、子宫收缩乏力。由于子宫收缩引起的疼痛会影响产妇进食，所以饮食保证高热量、高水分、易消化吸收，如巧克力、软体、液体饮料，进食应少量多次。试产观察可能要行剖宫产者，仅进食体液饮食。 ????????                                            ",是,无, 2012-8-28 09:30,转发,评论,赞,微博 weibo.com,yzdr43d4e
25,"
                                                                                                    #孕婴健康#什么情况下必须施行剖宫产? ????????                                            ",是,无, 2012-8-24 14:41,转发,1,赞,微博 weibo.com,yyDLypywY
26,"
                                                                                                    #孕婴健康#为什么孕晚期手指关节疼？妊娠晚期，尤其是孕32周以后，由于血容量的增加、身体负荷的加重，可能导致血液渗出到血管外，导致手指关节的不适，通常在低垂部位或晨醒时更加明显，一般不适常因缺钙引起，举高或活动后会有所改善。 ????????                                            ",是,无, 2012-8-24 14:40,1,评论,赞,微博 weibo.com,yyDL88oN6
27,"
                                                                                                    #顺义区召开健康促进工作会#8.24上午，顺义区健促委组织召开2012年健康促进工作会，区政府主管区长、健促委成员单位主管副职，各医疗机构一把手共计100余人参会。 ????????                                            ",是,无, 2012-8-24 11:02,转发,评论,赞,微博 weibo.com,yyCktECHQ
28,"
                                                                                                    #孕婴健康#为什么孕妇要补钙? ????????                                            ",是,无, 2012-8-22 15:12,转发,评论,赞,微博 weibo.com,yyl7222Pr
29,"
                                                                                                    #孕婴健康#孕早期能吃螃蟹、海鲜类食物吗？ ????????                                            ",是,无, 2012-8-22 15:11,转发,评论,赞,微博 weibo.com,yyl6M40jG
30,"
                                                                                                    转发微博                                            ",否,微博已被原作者删除, 2012-8-20 22:50,-1,评论,赞,微博 weibo.com,yy5fJAzKY
31,"
                                                                                                    #孕婴健康#为什么孕妇不适宜穿高跟鞋? ????????                                            ",是,无, 2012-8-20 15:18,转发,评论,赞,微博 weibo.com,yy2iBANkz
32,"
                                                                                                    #孕婴健康#为什么孕妇要补钙？ ????????                                            ",是,无, 2012-8-20 15:17,转发,评论,赞,微博 weibo.com,yy2ig2K7M
33,"
                                                                                                    这些有益于健康的生活小细节，很值得我们注意。                                            ",否,"
                                                                                                    【如何正确清洗筷子】许多中国家庭洗筷子都很“豪爽”，整把的筷子放在水龙头下搓，之后往筷子筒里一插就算洗好了。这样筷子很容易滋生细菌，并随食物进入人体危害健康。正确的洗法：用洗洁精仔细搓洗筷子，沥干水后，再放进筷子筒。而且，筷子筒应该选择镂空、底部不积水的，并做到经常清洗、消毒。 ????????                                                            ", 2012-8-20 10:07,转发,评论,赞,微博 weibo.com,yy0gbnewF
34,"
                                                                                                    #孕婴健康#风疹病的危害及预防 ????????                                            ",是,无, 2012-8-17 17:12,转发,评论,赞,微博 weibo.com,yxALa5T2N
35,"
                                                                                                    #孕婴健康#弓形虫对孕妇的危害 ????????                                            ",是,无, 2012-8-17 17:01,转发,评论,赞,微博 weibo.com,yxAGGkawS
36,"
                                                                                                    #孕婴健康#哪些孕妇需要接受产前诊断? ????????                                            ",是,无, 2012-8-16 15:22,1,评论,赞,微博 weibo.com,yxqCdtVk6
37,"
                                                                                                    我市无炭疽疫情 市民不必恐慌                                            ",否,"
                                                                                                    发表了博文 《我市无炭疽疫情 市民不必恐慌》 - “近日，辽宁省沈阳等地发生人感染皮肤炭疽传染病疫情，目前确认7人发病，其中沈阳辽中县3例，于洪区1例，其他地区3例，暂无死亡病例。”针对上述新闻，热心 O网页链接 ????????                                                            ", 2012-8-14 14:01,1,评论,赞,微博 weibo.com,yx7e945aa
38,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【四种常见伤口如何处理】1.擦伤：伤口有肮脏物先以清水及肥皂液洗，用无菌纱布及药水盖好伤口；2.刺伤：出血不要马上按住，流血可带出脏异物，应打破伤风；3.割伤：出血较多时用手指或手掌隔着消毒纱布直接压住伤口，注意异物；4.烧伤与烫伤:水疱不要擅自刺破，以免造成感染。 ????????                                                            ", 2012-8-10 09:22,转发,评论,赞,微博 weibo.com,ywtGS7Ekv
39,"
                                                                                                    #孕婴健康# 产前检查应多长时间进行一次？ ????????                                            ",是,无, 2012-8-7 15:08,1,评论,赞,微博 weibo.com,yw3FMaL4z
40,"
                                                                                                                                                ",否,"
                                                                                                    山西晚报：中华戒烟“双钟”落户北京大钟寺（这个老人家真的很不容易，为了控烟自己付出了很多，致敬。）O网页链接 ????????                                                            ", 2012-8-7 08:10,2,1,赞,微博 weibo.com,yw0WkeWFl
41,"
                                                                                                    #孕婴健康# 孕妇为何要补充叶酸？ ????????                                            ",是,无, 2012-8-6 11:11,1,评论,赞,微博 weibo.com,yvSHrxQ6y
42,"
                                                                                                    顺义区疾控中心送出第二批队员支援房山灾后防疫工作。 8月2日，顺义区疾控中心派出毕业于吉林大学的研究生吕金昌同志随市卫生局第二批防疫队赶赴房山区，参与灾后水质监测、消毒指导等工作。至此，顺义区已先后派出2人支援房山区灾后防疫工作。 ????????                                            ",是,无, 2012-8-6 09:39,转发,评论,1,微博 weibo.com,yvS5IqWVs
43,"
                                                                                                    爸爸们要注意了                                            ",否,"
                                                                                                    #爱抽烟的爸爸别抱孩子#爱抽烟的爸爸的皮肤、毛发、衣服上残留着烟中的有害物质，经常抱宝宝会伤害宝宝稚嫩的呼吸系统。为了宝宝的健康,爸爸最好自觉戒烟。如果烟瘾比较大，没有毅力戒烟，又实在想抱宝宝，就必须脱掉抽烟时穿的衣服、鞋子，然后洗干净自己的脸和手，再抱宝宝玩。粑粑们要自觉戒烟喔！ ????????                                                            ", 2012-8-3 22:38,转发,评论,赞,微博 weibo.com,yvuUrftg1
44,"
                                                                                                    #孕婴健康#哪些饮料对孕产妇有不良影响? ????????                                            ",是,无, 2012-8-3 16:12,转发,评论,赞,微博 weibo.com,yvsnYuSB0
45,"
                                                                                                    #孕婴健康#妊娠期用药的原则是什么? ????????                                            ",是,无, 2012-8-3 15:24,转发,评论,赞,微博 weibo.com,yvs4xuh3a
46,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    7.21特大暴雨后，市卫生局要求全市13条心理援助热线保持畅通，并向16区县的各级各类精神科医院紧急发文要求，对有相关心理咨询或到精神科就诊情况病例“零报告”制度，及时掌握并解决有需求者的心理问题。 ????????                                                            ", 2012-8-3 09:26,转发,评论,赞,微博 weibo.com,yvpJg0Ai9
47,"
                                                                                                    @北京西城南健康教育:                                            ",否,"
                                                                                                    市卫生局相关负责人介绍，心理危机干预应急预案，分为重大事件、较大事件、一般事件3级心理危机干预。7.21暴雨后，本市启动最高级别预案，对暴雨引发的心理危机进行综合评估，提出处置意见和建议供政府参考，并根据需要及时派出干预专家和心理危机救援队伍，支援事发地，进行心理危机紧急干预。 ????????                                                            ", 2012-8-3 09:26,转发,评论,赞,微博 weibo.com,yvpJ0kJDq
48,"
                                                                                                    食品安全，与每个人都息息相关。作为普通消费者，我们能做的就是擦亮眼睛，选择合格产品。                                            ",否,"
                                                                                                    【部份袋装海带丝 使用有毒铬染色】北京食品安全办通报，在全市范围内停售8种不合格食品，其中""古福""袋装海带丝内检出含有金属铬，不排除不法商贩在加工中使用毒性工业染料""铅铬绿""染色。此外，北京青龙湖饮用水厂生产的""青龙湖""桶装饮用水，菌落总数实测值达到标准值的100多倍。O网页链接 ????????                                                            ", 2012-8-2 17:28,1,1,1,微博 weibo.com,yvjsmr69A
49,"
                                                                                                    #暴雨天气 平安应对# 之 遭遇火灾如何正确脱险？ ????????                                            ",是,无, 2012-8-2 13:06,2,1,赞,微博 weibo.com,yvhJXhNLn
50,"
                                                                                                    #暴雨天气 平安应对# 之如何防御冰雹，高温天气防御措施有哪些？ ????????                                            ",是,无, 2012-8-2 13:05,转发,评论,赞,微博 weibo.com,yvhJBoIQE
51,"
                                                                                                    面对“健康”问题，神马都是浮云。                                            ",否,"
                                                                                                    健康就像一个空心的玻璃球，一旦掉下去就会粉碎；工作如同一个球，掉下去还能再弹起来。。。所以，工作固然重要，但是失去了健康就等于失去了一切。 ????????                                                            ", 2012-8-1 13:57,1,1,赞,微博 weibo.com,yv8DXm4hU
52,"
                                                                                                    许多慢性病，已经呈现年轻化趋势。建议大家在繁忙的工作之余，多注意休息、饮食、运动，经常性进行健康体检，毕竟健康才是第一位的。关注生命，关爱健康要趁早！                                            ",否,"
                                                                                                    沉痛讣告：我们的好同事、主持人郭梦秋于7月31日晚在家中突发心肌梗塞，经急送新华医院抢救无效辞世。年仅25岁。音乐是她的梦想，愿梦秋在天堂听见歌声。 ????????                                                            ", 2012-8-1 13:55,转发,评论,877,微博 weibo.com,yv8De7SCq
53,"
                                                                                                    #暴雨天气 平安应对# 之 如何防御雷雨大风,强降雨天气下如何避免火灾的发生? ????????                                            ",是,无, 2012-8-1 09:20,2,评论,赞,微博 weibo.com,yv6PyaD8K
54,"
                                                                                                    #暴雨天气 平安应对# 之 行车遇险如何自救 ????????                                            ",是,无, 2012-8-1 09:16,转发,评论,赞,微博 weibo.com,yv6Oe1WVF
55,"
                                                                                                    #暴雨天气 平安应对# 之 当你沿山谷徒步,发现可能遭遇泥石流,你该怎么办? ????????                                            ",是,无, 2012-8-1 09:16,转发,评论,赞,微博 weibo.com,yv6NWAIVw
56,"
                                                                                                    #暴雨天气 平安应对#之 怎么样抢救被雷击的人,当突遇洪水时,如何避嫌? ????????                                            ",是,无, 2012-8-1 09:14,2,评论,赞,微博 weibo.com,yv6Ni6yfj
57,"
                                                                                                    #暴雨天气 平安应对#之室外如何防御防雷电 ????????                                            ",是,无, 2012-8-1 09:12,转发,评论,赞,微博 weibo.com,yv6MEvSIX
58,"
                                                                                                    #暴雨天气 平安应对#：面对自然灾害，每个人应冷静沉着、果断应对。在防止和延缓险情、灾情扩大的情况下，及时向110、119、12319等电话寻求帮助，说明事发的详细地点，险情程度，被困人数，联系电话，施救要求等，以便及时派人派车携带器材实施紧急援救。 ????????                                            ",是,无, 2012-8-1 09:11,转发,评论,赞,微博 weibo.com,yv6M2EZao
59,"
                                                                                                    请大家注意交通北京发布的易积水路段，平安出行。                                            ",否,"
                                                                                                    为了您的健康和安全，请大家注意交通北京发布的易积水路段 ????????                                                            ", 2012-7-31 18:14,转发,评论,赞,微博 weibo.com,yv0TVmIii
60,"
                                                                                                    多雨季节，开车的朋友一定要注意，小心使得万年船。                                            ",否,"
                                                                                                    雨天行车的16项安全提示。 ????????                                                            ", 2012-7-31 15:49,1,1,赞,微博 weibo.com,yuZWWEjSA
61,"
                                                                                                    #健康科普演讲能力培训#学员在现场进行健康科普演讲 ????????                                            ",是,无, 2012-7-31 15:45,转发,评论,赞,微博 weibo.com,yuZVxvJJx
62,"
                                                                                                    #健康科普演讲能力培训#培训专家合影 ????????                                            ",是,无, 2012-7-31 15:40,转发,评论,赞,微博 weibo.com,yuZTEbgtj
63,"
                                                                                                    #健康科普演讲能力培训#刘玄重教授在授课 ????????                                            ",是,无, 2012-7-31 15:39,转发,评论,赞,微博 weibo.com,yuZTaDO0q
64,"
                                                                                                    #健康科普演讲能力培训#北京大学医学部常春教授在授课 ????????                                            ",是,无, 2012-7-31 15:37,转发,评论,赞,微博 weibo.com,yuZSjaRN5
65,"
                                                                                                    #健康科普演讲能力培训#为提高我区健康教育人员健康科普演讲能力和技巧，7月25日至27日，顺义区举办了社区卫生服务机构健康科普演讲能力培训班。 ????????                                            ",是,无, 2012-7-31 15:35,1,1,赞,微博 weibo.com,yuZRrnT3t
66,"
                                                                                                    水灾后注意预防肠道传染病                                            ",否,"
                                                                                                    #汛期预防传染病温馨提示#请收看西城疾控中心健康教育所@北京西城健康教育 制作的视频《水灾过后防病小提示》O网页链接 ????????                                                            ", 2012-7-31 10:48,1,评论,赞,微博 weibo.com,yuXYWmHWo
67,"
                                                                                                    夏季，要做好个人卫生防护和食品安全保护措施预防肠道传染病                                            ",否,"
                                                                                                    做好个人卫生防护和食品安全保护措施预防肠道传染病：1、注意饮用水卫生。饮用水煮沸后再饮用，可杀灭致病微生物。????2、讲究食品卫生：????① 食物要生熟分开，避免交叉污染；????② 吃剩的食物应及... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                                            ", 2012-7-31 10:47,转发,评论,赞,微博 weibo.com,yuXYG86lg
68,"
                                                                                                    辛苦                                            ",否,"
                                                                                                    健康教育所在龙泉镇龙泉务村给当地村民发放饮水消毒及预防虫媒传染病的宣传材料。 ????????                                                            ", 2012-7-29 12:19,转发,评论,赞,微博 weibo.com,yuFJ1l8yq
69,"
                                                                                                    北京市疾控中心提醒大家，特大自然灾害后特别要注重消毒和环境卫生的清理，以免引起污染和传染病的发生。 //@北京健康教育://@北京市疾病预防控制中心: 视频演示版的#水灾后消毒原则、方法和注意事项#                                            ",否,"
                                                                                                    最近北京地区遭遇强暴雨，水灾后家庭如何消毒防疫？我的同事来为大家介绍消毒方法及注意事项。视频：水灾后家庭如何消毒防疫 O网页链接????（分享自 @新浪视频） ????????                                                            ", 2012-7-29 08:48,转发,评论,赞,政府版微博,yuEli0XBM
70,"
                                                                                                    很贴切。                                            ",否,"
                                                                                                    分享图片  请注意看图片的影子。。。在孩子面前吸烟的父亲，自己吸烟带给孩子的伤害，你想到过吗？ ????????                                                            ", 2012-7-28 11:17,转发,评论,赞,微博 weibo.com,yuvTiaRsl
71,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【阴云密布大雨将要降临】28日7时北京气象信息：昨夜京城经历了新一轮较强降雨，目前雷雨暂歇，小雨飘散，今天白天阵雨转大雨，东部暴雨并伴有雷电，夜间雷雨转多云。建议市民尽量减少出行，请勿去山区游玩，如室内进水，应立即切断电源；车辆遇积水过深时，避免强行通过，防范于未然。气温27至23℃。 ????????                                                            ", 2012-7-28 10:56,1,1,2,微博 weibo.com,yuvKQfMwN
72,"
                                                                                                    咱顺义的朋友们注意了，大雨经过这些路段更要格外小心。                                            ",否,"
                                                                                                    #出行提示#顺义区容易积水的路段：卧龙环岛至西辛南区南门、光明北街顺义八中红绿灯至双兴桥、老干部局路、拥军路、顺和路与石园南大街十字路口处、站前北街义宾西门至老步行街、站前北街火车站至供电局门口、新顺北大街幸福西街西口至便民街西口、新顺南大街国泰商场门口处、金汉餐饮一条街。 ????????                                                            ", 2012-7-28 10:52,2,2,赞,微博 weibo.com,yuvIUyfIy
73,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    水灾后“十要十不要”： 1、 要喝开水 ,不要喝生水。洪水后饮用水容易被污染，煮沸消毒最简便有效。2、食物要煮熟煮透，不要吃生冷食物。生冷食物容易繁殖细菌，食后易致病。 3、要吃新鲜的食物，不要吃腐败变质的食物和采食野生的蘑菇。雨后菇，常有毒，不要采食。 ????????                                                            ", 2012-7-28 09:04,2,2,赞,微博 weibo.com,yuv1pC6yj
74,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    灾害后饮用什么水？灾害后应饮用纯净水、矿泉水、瓶装水、开水。对出汗较多的，应饮用淡盐开水。不提倡喝生水，因为生水可能含有大量致病微生物，饮用后容易导致腹泻等疾病。饮用开水是灾害期间最简便易行的卫生用水，应该大力提倡。 ????????                                                            ", 2012-7-28 09:04,转发,评论,赞,微博 weibo.com,yuv1f04Cb
75,"
                                                                                                    据气象部门发布信息：今天午后开始，北京还将出现强降雨天气。如果饮用水受到污染，要及时处理。                                            ",否,"
                                                                                                    【如何处理浑浊水？】对于浑浊水，取水装入缸（桶）中，可选用明矾、硫酸铝、三氯化铁、碱氏氯化铝等混凝剂，按要求比例加入水中，充分搅匀，将水中的泥沙或有机物混凝，静置沉淀约1小时取出上面澄清液倒入另外缸（桶）进行消毒才能饮用。 ????????                                                            ", 2012-7-28 09:04,转发,评论,赞,微博 weibo.com,yuv17zdsj
76,"
                                                                                                    健康教育，任重而道远。                                            ",否,"
                                                                                                    #中国健康研究院#中国工程院院士@王陇德 我们国家慢性非传染性疾病造成的死亡人数已经占到了总死亡人数的85％，而大部分慢性病是可以提前预防的，但是我们国家具备健康素养的人还不足7％。健康科普教育知识的极度匮乏，需要我们一起努力。 ????????                                                            ", 2012-7-27 10:27,转发,评论,赞,微博 weibo.com,yum8ilwhP
77,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    意外伤害总是突如其来，没有什么比生命的健康与安全更重要！提高意识，掌握技能，防患于未然，中国人，你的车里应该配备安全救援装置，就像你的家中应该准备急救箱一样。【视频：北京120车辆救援破拆车窗演示】 O网页链接????（分享自 @优酷网）@mark ????????                                                            ", 2012-7-27 09:54,1,评论,赞,微博 weibo.com,yulURnbF5
78,"
                                                                                                    洪水过后我们应该注意什么？                                            ",否,"
                                                                                                    灾后最重要的是什么？消毒防疫和饮水安全--北京市卫生局和北京市疾病预防控制中心特别提醒市民，特大自然灾害后特别要注重消毒及杀虫、灭鼠，注意环境卫生的清理，一面引起污染和传染病的发生。而市民也要注重自己的饮食，特别是在饮水时一定切忌喝生水，最好能饮用 纯净水、矿泉水、瓶装水、开水。 ????????                                                            ", 2012-7-27 09:18,1,评论,赞,微博 weibo.com,yulGh9Tsl
79,"
                                                                                                    暴雨天气，如何避险？                                            ",否,"
                                                                                                    暴雨天气平安避险全攻略： 1.如何防御暴雨？（1）特别关注天气变化，采取防御措施。（2）暂停户外作业，人员应停留室内或安全场所避雨；学校、幼儿园等单位应采取专门保护措施。（3）山区和地质... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                                            ", 2012-7-26 10:17,2,1,赞,微博 weibo.com,yucDGv24F
80,"
                                                                                                    被洪水淹没的厕所，要注意消毒。                                            ",否,"
                                                                                                    被洪水淹没的厕所消毒方法：粪便按照粪便量的1/10加漂白粉，搅匀作用12～24小时。肠道传染病人的粪便，稀薄便按每1000ml加漂白粉50g，搅匀放置2～4小时，成形便用50000mg／L有效氯含氯消毒剂溶液2份加于1份粪便中，混匀作用2小时。 ????????                                                            ", 2012-7-26 09:16,转发,评论,赞,微博 weibo.com,yucf1CJQT
81,"
                                                                                                    洪水过后，注意防病                                            ",否,"
                                                                                                    #灾害后居民饮食“十不”#1 注意饮水卫生，不喝生水。2 不吃未洗净的瓜果蔬菜。3 不吃凉拌菜，不吃卤菜。4 不吃馊饭菜。5 不吃毒死、病死、淹死和死因不明的家禽、家畜、鱼虾。6 不吃过期食品。7 不吃发芽的土豆，腐烂的瓜果。8 不吃霉米面。9 不购买制作、销售不卫生的食品。10 不举办大型聚餐。 ????????                                                            ", 2012-7-26 09:14,转发,1,赞,微博 weibo.com,yucegm195
82,"
                                                                                                    雨天室内也要注意避雷                                            ",否,"
                                                                                                    雨天室内避雷方法：首先，要关好门窗，尽量远离门窗、阳台和外墙壁。其次，不要靠近、更不要触摸任何金属管线，包括水管、暖气管等。再有，不要使用家用电器和通讯设备，包括电视机、电脑、电话、收音机、电冰箱、洗衣机、微波炉等，还要拔掉所有电源插头。最后记住，雷雨天气里不要使用太阳能热水器。 ????????                                                            ", 2012-7-26 09:13,转发,评论,赞,微博 weibo.com,yucdYktPH
83,"
                                                                                                    慢性病，防治工作已经刻不容缓。慢性病，快防治！                                            ",否,"
                                                                                                    分享图片 ????????                                                            ", 2012-7-23 13:43,1,评论,赞,微博 weibo.com,ytLHZ1CHw
84,"
                                                                                                    大雨过后，注意预防传染病[下]。                                            ",否,"
                                                                                                    北京市疾控中心在此提醒广大市民朋友，注意预防传染病，特提出以下八点建议。【下】 ????????                                                            ", 2012-7-23 13:30,1,评论,赞,微博 weibo.com,ytLCH0clV
85,"
                                                                                                    大雨过后，注意预防传染病[上]。                                            ",否,"
                                                                                                    7月21日本市遭遇几十年以来罕见的持续一天的强降雨过程，部分地区先后发生了不同程度的暴雨。一旦发生暴雨、泥石流等自然灾害，也很有可能会出现次生的水污染、食物中毒和传染病暴发事件。因此北京市疾控中心在此提醒广大市民朋友，注意预防传染病，特提出以下八点建议。【上】 ????????                                                            ", 2012-7-23 13:30,1,评论,赞,微博 weibo.com,ytLCw49ar
86,"
                                                                                                    防汛别忘了防病                                            ",否,"
                                                                                                    发表了博文 《北京市疾控中心温馨提示：汛期别忘防病》 - 今年入夏以来，我市天气潮湿闷热、气候异常，7月21日更是遭遇几十年以来罕见的持续一天的强降雨过程。部分地区先后发生了不同程度的暴雨引发的房屋进 O网页链接 ????????                                                            ", 2012-7-23 09:06,转发,评论,赞,微博 weibo.com,ytJTEfSCY
87,"
                                                                                                    刚从单位回来，一中门口水比较深！我看几辆车或停车打双闪，或停在路中央。怕涉水？我没管那么多，飞驰而过，水花飞溅，洗车了！感觉很爽 ????????                                            ",是,无, 2012-7-21 23:01,转发,4,赞,微博 weibo.com,ytwvzl1V4
88,"
                                                                                                    //@北京平谷健康教育: 宝宝睡多久才够？//@首都儿科研究所: 转发微博                                            ",否,微博已被原作者删除, 2012-7-18 09:11,-1,评论,赞,微博 weibo.com,ysYNgjfTf
