序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
13,"
                                                                                                    #“冒牌”手机辨别法#之五 看入网许可证：入网许可证上应有水印，表面颜色不均匀，有深有浅，打印的数字清晰，仔细看有针打的凹痕。如果你看不出的话，还可以用验钞机照一下入网许可证，真的里面有防伪图案，呈现红色的“CMII”的图案。另外还可以上网查询来检验入网许可证的真伪。 ????????                                            ",是,无, 2012-8-27 11:23,11,2,赞,微博 weibo.com,yz4KE2phS
14,"
                                                                                                    #“冒牌”手机辨别法#之四 看主板串号：在手机的待机状态下输人*#06#，显示的一串数字即为主板串号，将其记下；取下机子电池，看机身后面的两个标签中的白色标签上的串号（机壳串号），是否和手机里显示的数字一致；再看手机包装盒上的IMEI号，看是否一致。三个都一致，基本上就是正品啦。[lt羞] ????????                                            ",是,无, 2012-8-27 10:27,26,4,赞,微博 weibo.com,yz4nDmQlD
15,"
                                                                                                    酱紫啊！                                            ",否,"
                                                                                                    #温馨提示#最近网传“1008600”是诈骗电话号码，称拨打此号码或向这个号码发信息会被扣费。此类微博存在误导广大消费者、以偏概全的情况，特发微博进行说明。@平安北京 @12321举报中心 @新浪科技 @付亮的竞争情报应用 @平安常州 ????????                                                            ", 2012-8-25 19:12,7,5,4,政府版微博,yyOXK2pkt
16,"
                                                                                                    #“冒牌”手机辨别法#之三 看手机配件：正规厂家的新机有全套的原厂配件，至少有一电一充。翻新手机的配件一般都不齐全或不是原厂的，购机之前最好先去相关的网站了解一下标配的原厂配件，以防被克扣配件。另外，看配套的充电器和耳机的插头上有无划痕也很重要，还可看手机耳塞是否发黑判断新旧。 ????????                                            ",是,无, 2012-8-24 16:47,5,3,赞,微博 weibo.com,yyEAIwEva
17,"
                                                                                                    #“冒牌”手机辨别法#之二 看手机外观：打开新机时会很明显看到浑然一体、没有气泡的全新屏幕贴纸，而且在机子内屏、外屏，摄像头等“关键部位”都有贴膜做重点防护，这些部位只要接触就会留下指纹，咱小心拿、留心看。手机的各种缝隙中的灰尘也是辨别的重要依据，而缝隙过大则可能是被处理过的。 ????????                                            ",是,无, 2012-8-24 16:22,6,1,赞,微博 weibo.com,yyEqm7gl4
18,"
                                                                                                    #“冒牌”手机辨别法#之一 看机子外包装和说明书：正规新机子的包装和说明书印刷精美，字体和图像十分清晰、有层次感，假冒的包装盒上的字体和图像都比较模糊，不少假冒的说明书明显看出是复印的。还有些翻新机用的是正品包装盒和说明书，但一定有蛛丝马迹，购买时多加留意就能发现。 ????????                                            ",是,无, 2012-8-24 15:19,3,2,赞,微博 weibo.com,yyE0TitfR
19,"
                                                                                                    #“冒牌”手机辨别法# 之前介绍过“冒牌”手机的四种形式：“翻新机”、“组装、改装机”、“高仿机”、“水货”。下面我们就通过“九看一闻”，来看看如何鉴别正品与“冒牌”，成为挑选手机的“行家”[ala嘿嘿嘿]。(数量较多，小博徐徐发，大家慢慢看[bobo抛媚眼]) ????????                                            ",是,无, 2012-8-24 15:05,3,评论,赞,微博 weibo.com,yyDUZtm5b
20,"
                                                                                                    有志加入特警队伍的童鞋们，快来报名！                                            ",否,"
                                                                                                    市公安局2012年公务员特警专场考试招录启动啦！有志加入特警队伍的童鞋们，快来报名！【现场报名及资格审核时间】 2012年8月27日至2012年8月29日(三天)上午 9:30-11:30 下午13:00-16:00 【现场报名及资格审核地点】中国音乐学院音乐厅(朝阳区安翔路1号)具体事宜详见链接：O网页链接 ????????                                                            ", 2012-8-24 11:18,15,15,2,政府版微博,yyCqYq3mt
21,"
                                                                                                    #“冒牌”手机要当心# 之四 “水货”水货，是走私物品及非正常渠道销售产品的统称。产品基本没有受国内厂商保修许可，一旦有损坏和问题，没办法通过正规渠道修理。虽然价格比行货便宜一些，但是没有良好的售后，并不是长远之计。总结的可能有不足，欢迎补充！[lxhx喵] ????????                                            ",是,无, 2012-8-23 11:43,8,1,赞,微博 weibo.com,yytaGdYtv
22,"
                                                                                                    #“冒牌”手机要当心# 之三 “高仿机” 也称""山寨机""，顾名思义，以次充好欺骗消费者，仿造名牌手机的外观，但是系统和使用手感绝对不可能一样。虽然价格便宜，但是质量相当差，尤其是高端手机，正品与仿冒品差距更是非常大。 ????????                                            ",是,无, 2012-8-23 11:12,13,4,赞,微博 weibo.com,yysXYrSJE
23,"
                                                                                                    #“冒牌”手机要当心# 之二 “组装、改装机”组装手机大部分是用原装机的主板，套壳上键，刷机后成为“新机”，更有甚者以沿海水货市场买回假冒名牌手机的机壳，换上旧的主板，当新机出售。因违反手机公司的规定，手机不能实行保修。待使用者将手机软件升级后，会出现字符乱码、死机等现象。[cai落叶] ????????                                            ",是,无, 2012-8-23 10:47,4,3,赞,微博 weibo.com,yysO0yDPT
24,"
                                                                                                    #“冒牌”手机要当心# 之一 “翻新机”有很多种，一般是把旧机用化学液体清理干净，换新外壳，配假的新配件；或直接把旧机换新壳出售。这些手机有很多问题，一是电路板有问题的旧机性能最不稳定；二是旧机的使用寿命短；三是非正规渠道机器通过软件刷新后，稳定性有欠缺。[cai啊]（图片来自网络） ????????                                            ",是,无, 2012-8-23 10:29,5,评论,赞,微博 weibo.com,yysGuhfpq
25,"
                                                                                                    #“冒牌”手机要当心# 如今手机已经成为大家必不可少的“日用品”，不光功能越来越全，价格也越来越贵[bed凌乱]。有些人“懂行”的人就打起了手机的主意，以次充好，欺骗消费者[怒火]。今天小博就给大家讲讲这“冒牌”手机中的奥妙与玄机，希望大家能买的开心，用的愉快。[cc开心][xb坏笑] ????????                                            ",是,无, 2012-8-23 10:21,8,4,赞,微博 weibo.com,yysDn1FGD
26,"
                                                                                                    这得有多达耐心啊[群体围观]                                            ",否,"
                                                                                                    10万根牙签的艺术 （转）????????????                                                            ", 2012-8-22 15:52,10,4,赞,微博 weibo.com,yylnjq9GK
27,"
                                                                                                    神马情况？！[bed凌乱] 遗弃宠物的童鞋，您脸红不？                                            ",否,"
                                                                                                    近日,北京一小区公共水池内发现鳄鱼,市水生野生动物救治中心工作人员很快赶到该水域,确认物业人员发现的动物为暹罗鳄。这只暹罗鳄体长0.4米,体重2.4公斤,已经具备相当强的攻击能力,如因为饥饿攻击附近玩耍的儿童将造成严重后果。在此提醒不要随意遗弃动物,可以及时与动物保护单位联系,避免其造成危害。 ????????                                                            ", 2012-8-22 09:44,7,6,10,政府版微博,yyiXTaFFK
28,"
                                                                                                    在电影《神探亨特张》中，有一个叫张发财的贼王，总是和“亨特张”叫板，最终被机智的神探抓获。[xb坏笑]最近，“亨特张”的原型——海淀双榆树派出所便衣民警老张，抓住了现实版的“张发财”，此人使用镊子专门在早市扒窃，被抓十进宫中有三次栽在老张手中。[好棒] ????????                                            ",是,无, 2012-8-21 14:47,4,12,赞,微博 weibo.com,yybwtoeUI
29,"
                                                                                                    明星脸？！话说侧脸还是有些些像的[群体围观][lt羞]                                            ",否,"
                                                                                                    #随手拍最帅小警察#走着走着迷路了。惊见路边停着辆警车，遂扑过去。一看，哇！一位美少年警察哥哥正站在车下。羞涩地问路之后，我颤抖着手迅速敏捷地偷拍了三张照片，其中一张被发现，挡脸了。侧颜是不是有点儿像霆锋[花心]？@平安北京 @海淀公安分局 ????????                                                            ", 2012-8-21 09:15,8,16,赞,微博 weibo.com,yy9lMbIp6
30,"
                                                                                                    好吃的                                            ",否,"
                                                                                                    【迎七夕 [ali扑倒]“巧果”火热上市】虽然距离中国传统的“七夕节”还有一段时间，可从8月8号起，七夕节的应节食品“巧果”已悄然上市，“巧果”呈现鲤鱼、窗棂、葫芦、叶子、灯笼、如意锁、贝壳等7种造型，馅料则有蓝莓和荔枝两种健康食材，并配以蜂蜜掺杂其中……[din亲亲]O网页链接 ????????                                                            ", 2012-8-20 14:46,1,4,赞,政府版微博,yy25k69kK
31,"
                                                                                                     好事                                            ",否,"
                                                                                                    #民生海淀#跨清河高架桥工程主体部分基本完工，工人正在进行引桥的施工。据了解，清河高架桥预计今年年底建成通车，清河地区居民由此进入城区可以避开京藏高速的拥堵，从高架桥通过连接八家东西线路直通五道口的双清路，沿双清路直达中关村。这条跨清河和五环的高架桥全长400米，为双向4车道。 ????????                                                            ", 2012-8-20 09:30,5,2,赞,政府版微博,yy015i3ID
32,"
                                                                                                    #开学倒计时#调整好生物钟，与上学节奏合拍。暑假期间有可能通宵玩耍或很晚睡觉，这时很有必要调整好自己的生物钟，按平日上学的时间起床、睡觉、学习、活动，尤其注意多参加户外体育锻炼，保持充沛的体力，适应学期初紧张的学习生活，争取新学期有一个良好的开端。 ????????                                            ",是,无, 2012-8-19 11:16,5,3,赞,微博 weibo.com,yxRhIjE9J
33,"
                                                                                                    #开学倒计时#每天拿出一定时间完成作业复习功课。很多中小学生常常到了暑假最后几天才开始狂补作业，质量当然无法保证。这个时候，每天拿出一定时间完成假期作业，复习新书内容，温故知新，为开学做准备。但是家长朋友也要记住，别给孩子太多压力哦，想想自己当年暑假的感受，都是过来人，理解万岁！ ????????                                            ",是,无, 2012-8-19 10:57,4,4,赞,微博 weibo.com,yxRa4lu0G
34,"
                                                                                                    #开学倒计时#暑假马上就要结束了，同学们该如何调整呢？狂补作业？疯玩儿几天？猛睡猛吃？……在即将开学的时候，每个学生的心里都不舍得，面露难色、早上不愿起床、恐惧上学，上课不认真听讲，不停打瞌睡……这些“暑假后遗症”该如何调整呢？在此，我们为家长们提供了一些帮助孩子“收心”的小技巧。 ????????                                            ",是,无, 2012-8-19 10:43,5,3,赞,微博 weibo.com,yxR4vvkBh
35,"
                                                                                                    哎呦，海淀区周末天气不错哦 ????????                                            ",是,无, 2012-8-17 17:38,4,9,赞,微博 weibo.com,yxAVP7hzF
36,"
                                                                                                     懒人首选 //@海淀区政府网站:这位设计师的化学成绩一定不错~                                            ",否,"
                                                                                                    Burning Cup 是由设计师Ryan Jongwoo Choi 设计的一款杯子，将错酸钠内嵌于咖啡杯内，利用醋酸钠遇热时会形成液态，遇冷时会变成固态的原理，只需按下黄色按钮，醋酸钠就会生成加热的作用，凉了的咖啡就会自行加热，非常方便。 ????????                                                            ", 2012-8-16 17:16,7,1,赞,政府版微博,yxrmn5iYX
37,"
                                                                                                    #二手电脑骗子防范6法#之六 “索要发票和收据凭证”如果一切都没有问题，咱也需索要发票和收据，[同意]因为发票和收据是电脑保修的唯一凭证，一般的用户是不可能丢失的。如果卖家提供不了这些，那此人就很有可能是商贩。[lt阴险] ????????                                            ",是,无, 2012-8-15 16:26,14,4,赞,微博 weibo.com,yxhBH5pwK
38,"
                                                                                                    #二手电脑骗子防范6法#之五 “带上测试软件”如果还是不放心，那就拿出我们的测试软件。测试软件可是不留情面的，一运行，是龙是蛇，一览无遗。[din拍手]这些软件一般可以在相关的网站上下载，或者在网上进行搜索也可以找到。只要放到U盘里带去就可以了。推荐使用“鲁大师”。 ????????                                            ",是,无, 2012-8-15 16:11,58,14,赞,微博 weibo.com,yxhvsfyuF
39,"
                                                                                                    #二手电脑骗子防范6法#之四 “带上系统盘”骗子通过WINDOWS主题包功能，使用特制的主题包或软件修改“我的电脑”的硬件信息显示,包括内存、显卡等，显示的信息并不真实。消费者带上自己的系统盘，亲自给电脑做一遍系统，然后再查看电脑属性，看看是否有变化。这招虽然麻烦，但是很管用。 ????????                                            ",是,无, 2012-8-15 15:13,14,3,赞,微博 weibo.com,yxh7T4UO5
40,"
                                                                                                    #二手电脑骗子防范6法#之三 “注意避免返修货”要注意检查配件是否有修理过的痕迹，否则就有可能买到返修货。其实鉴别返修货很简单，睁大眼睛细心检查，注意观察硬件上是否有补焊、虚焊的情况，以及芯片型号是否和介绍不符等。[lxhx喵喵] ????????                                            ",是,无, 2012-8-15 11:03,37,5,赞,微博 weibo.com,yxfuzuiYu
41,"
                                                                                                    #二手电脑骗子防范6法#之二 “认真辨别配件新旧程度”从配件的新旧程度能估出配件的大概使用寿命。商家在收购二手产品之后，一般会进行简单翻新，希望通过此方法来获得更多的利润，因此消费者更要注意检查硬件的新旧程度。通过观察电容缝隙中的灰尘多少、板卡插脚的磨损情况等，都可估出它的使用时间。 ????????                                            ",是,无, 2012-8-15 10:44,14,1,赞,微博 weibo.com,yxfmIvccD
42,"
                                                                                                    #二手电脑骗子防范6法#之一 购买前要了解机器配置、确定购买目标、市场行情和产品主要性能。最简便的方法就是在网上找到购买目标的相关配件，看看评价和价位，结合购买目标已使用的时间，大概估算价格。[抛钱]如果咱自己估算出来的价格与目标商品的价格出入太大，那就走为上策。[印迹] ????????                                            ",是,无, 2012-8-15 10:31,28,4,赞,微博 weibo.com,yxfhBaLbG
43,"
                                                                                                    #二手电脑骗子防范6法# 昨天介绍了卖假二手电脑骗子们的骗人招数，今天就要慧眼辨真伪了[呵呵]，让我们看看如何识别、防范二手电脑的骗子，知己知彼，买到好货。 ????????                                            ",是,无, 2012-8-15 10:14,2,3,赞,微博 weibo.com,yxfauiblU
44,"
                                                                                                    #假二手电脑6大骗人招数#之六 “网上二手交易欺诈”网上二手笔记本交易打破了时空限制，产品种类也非常丰富，一般档次较高，价格也很诱人，但出售者往往在另外的城市，难以验货，购买时风险较大。[非常汗] ????????                                            ",是,无, 2012-8-14 15:27,4,3,赞,微博 weibo.com,yx7N1ckKc
45,"
                                                                                                    #假二手电脑6大骗人招数#之五 “回收旧电脑出售”这些骗子通常都骑个三轮车，上边放有两台电脑，谎称刚刚以很低的价格回收，马上要卖到二手市场。如果你打开电脑看到里边比较新就买下来，就被骗了。因为没有电源无法试机器，你就只能看外观，其实里边的硬件都是坏了以后拼凑到一起的。[霹雳][bed凌乱] ????????                                            ",是,无, 2012-8-14 15:19,8,4,赞,微博 weibo.com,yx7JOA83V
46,"
                                                                                                    #假二手电脑6大骗人招数#之四 “故意搞乱价格”成色及配置差不多的二手笔记本电脑有很大差价，让很多人感到疑惑。骗子会以“超低价”为饵吸引消费者注意，再“无意间”透露自家有性价比更高的机器，然而消费者最终买到的“主打机”却比市场价高很多，或者质量有问题。[toto狂汗] ????????                                            ",是,无, 2012-8-14 15:09,9,8,赞,微博 weibo.com,yx7G0eDrD
47,"
                                                                                                    #假二手电脑6大骗人招数#之三 “混淆型号参数”二手笔记本的型号配置非常复杂，同一系列的产品配置往往相差很多，价格差异也很大，骗子往往会利用型号的复杂、长相的相似，以次充好，欺骗一些不太懂行的消费者。 ????????                                            ",是,无, 2012-8-14 14:59,4,1,赞,微博 weibo.com,yx7BKD9nT
48,"
                                                                                                    #假二手电脑6大骗人招数#之二 “翻新机”通常笔记本成色越新，说明使用时间越少，价格也就越高，于是很多奸商就卖翻新机，这样可以获取最大利润。[bed扯]目前，市场上所谓的低配置样机和库存机大部分都是翻新的笔记本电脑，但只要仔细检查外壳连接处等部位，基本可以把那些“美容”过李鬼给揪出来。 ????????                                            ",是,无, 2012-8-14 14:51,10,2,赞,微博 weibo.com,yx7yrygwM
49,"
                                                                                                    #假二手电脑6大骗人招数#之一 “修改硬件信息显示”通过WINDOWS主题包功能，使用特制的主题包或软件修改“我的电脑”的硬件信息显示,包括内存、CPU、显卡等（如实际内存128M，改后显示为1G或2G等），只有在更换了主题后才能看出真正的硬件信息。[lb惊] ????????                                            ",是,无, 2012-8-14 14:40,5,2,赞,微博 weibo.com,yx7ubnBEV
50,"
                                                                                                    #假二手电脑6大骗人招数# 你是否在网上见过特别便宜的电脑出售？你是否被说客拉去一个不认识的小店买电脑？你是否因为价钱低，其他跟新电脑差不多而买过二手电脑？这些看似平常的情况，其实都隐藏着风险[好囧]，今天小博就为您剖析一下“二手电脑6大骗人招数”。[din变脸] ????????                                            ",是,无, 2012-8-14 14:35,43,12,赞,微博 weibo.com,yx7rQzL05
51,"
                                                                                                    重庆持枪抢劫案嫌犯周克华今晨被击毙。                                            ",否,"
                                                                                                    【突发新闻：重庆持枪抢劫案嫌犯周克华被击毙】据央视今晨消息，8.10暨苏湘渝系列持枪抢劫案犯罪嫌疑人周克华已于今日6时许在重庆被击毙，嫌犯曾作案8起致9人死亡。O网页链接 ????????                                                            ", 2012-8-14 09:56,14,6,1,政府版微博,yx5CDwRZ5
52,"
                                                                                                    电信诈骗再变花招，多了邮政局这一层“糖衣”。冒充邮政局打电话，告知寄给事主的挂号信多次投递失败，引事主说出个人信息后，再骗事主说银行卡被盗用需转入“安全帐户”。日前，家住海淀区的孟大爷险些被花样翻新的电信诈骗骗走90万元巨款，多亏银行工作人员及时发现、海淀派出所民警成功劝阻。 ????????                                            ",是,无, 2012-8-13 14:56,14,5,赞,微博 weibo.com,ywY9ThyIT
53,"
                                                                                                    紧急扩散。 //@平安北京:紧急扩散。                                            ",否,"
                                                                                                    #紧急扩散#【重庆警方发布持枪抢劫杀人案疑犯照片】经重庆警方调查，上午在重庆沙坪坝区凤鸣山康居苑中国银行储蓄所门前发生的持枪抢劫杀人案案犯案犯系周克华，男，1970年2月6日出生。2004年以来，周克华在江苏、湖南、重庆等地多次作案，杀死杀伤多人，抢劫巨额现金。O重庆市公安局公众信息网 ????????                                                            ", 2012-8-12 14:15,16,5,3,政府版微博,ywOsZ5nCZ
54,"
                                                                                                    阴天？呃……虽然海淀现在算是晴天，但保不准傍晚下雨，出去玩儿的童鞋还是要注意，别忘了带雨具啊。 //@平安北京:今天傍晚有雨，没事儿的早点回家吧。                                            ",否,"
                                                                                                    8月12日07时北京气象信息：昨天中午开始的降雨持续到今天早晨，目前城区大部分地区降雨已经停了，但南部地区比如通州、大兴等地还在下雨，外出注意安全。白天以阴为主，最高气温28℃，大部分时间适宜户外活动。预计傍晚前后还会有阵雨，并持续到前半夜，最低气温22℃。 ????????                                                            ", 2012-8-12 13:45,3,5,赞,政府版微博,ywOgxxmjq
55,"
                                                                                                     有用，快学！                                            ",否,"
                                                                                                    #微广播#银行卡遭盗刷后，保存第一时间的报警记录；保存能够证明取款发生时，真卡（或存折）在其本人手中的证据。可以迅速到最近的银行柜台或ATM机进行一次存、取款交易，并保留凭证；迅速向发卡银行提出止付要求。 ????????                                                            ", 2012-8-11 16:08,23,7,赞,政府版微博,ywFMc18rg
56,"
                                                                                                    #支援进行时#为更好地为灾民服务，周一开始，海淀巡警支队派出6名民警支援房山灾区，4名队长主动请缨，带领民警在阎村山区人口安置小区，分两组与房山分局的战友们一同开展巡逻。每天民警全副武装骑摩托车巡逻在各个安置点，虽然帅气，但是这周一直以来的响晴薄日，让捂得严实的民警们吃了不少苦头。 ????????                                            ",是,无, 2012-8-10 16:58,4,4,赞,微博 weibo.com,ywwGgrHHz
57,"
                                                                                                    #支援进行时#每天住宿地点到居民安置房，民警们都要先经过很远的山路，回来亦如此。早出晚归、匆匆赶路的民警虽然劳累，但毫无怨言。一方有难八方支援，海淀与房山、民警与灾区群众手拉手、心连心，共度难关。[拍手][好棒] ????????                                            ",是,无, 2012-8-10 15:28,2,11,赞,微博 weibo.com,yww5ruyp3
58,"
                                                                                                    #支援进行时# 36度高温下带着钢盔、手套；穿着高腰警靴；长袖防风服；外加荧光救生衣会是什么感觉？一旁拍照的同志都已经大汗淋漓，真担心一个大男人这样穿会被热晕。据李警官说，自己一周不到已经瘦了4斤，每天出的汗都可以以盆计算，从里面的内衣内裤，到警服就从来没干过。[非常汗] ????????                                            ",是,无, 2012-8-10 15:24,5,10,赞,微博 weibo.com,yww3Kz9Cc
59,"
                                                                                                    #招招可防入室盗#美人卷珠帘，深坐蹙娥眉[bed凌乱]。最受美女们喜欢的防盗小窍门：在窗户上挂一幕珠帘，或者垂一束风铃，既浪漫，又能起到很好的防盗作用。 ????????                                            ",是,无, 2012-8-9 16:37,15,15,赞,微博 weibo.com,ywn73qA5E
60,"
                                                                                                    #招招可防入室盗#最受宅男喜欢的防盗小窍门:据说有个外国小伙做了个变形金刚放家里，没想到吓走了小偷。其实不一定那么复杂，胆儿大的可以在窗户台上养点儿长相狰狞实则温顺的小宠物，胆儿小的可以买一些另类玩具。看到下面那个门把手了吗？介绍上说，当你握上的时候，那门把“手”也会紧紧回握哦！ ????????                                            ",是,无, 2012-8-9 16:27,16,13,赞,微博 weibo.com,ywn2VfIUY
61,"
                                                                                                    #招招可防入室盗#最受爸爸妈妈们喜欢的防盗小窍门:锅碗瓢盆,酒瓶搓板儿全上!只要是带响儿的[圣诞铃铛],易碎的[酒],全给他码上.小偷一来,先摔一交响曲,再踩一脚玻璃茬子.您还别乐,我们这是变相削弱战斗力啊! ????????                                            ",是,无, 2012-8-9 15:52,118,31,赞,微博 weibo.com,ywmOTkSRw
62,"
                                                                                                    #招招可防入室盗#最被爷爷奶奶们喜欢的防盗小窍门：养盆刺头[打针]！那真是经热又经晒[阳光]、经渴又经坏[落叶]。不仅皮实好养活，还能净化空气，而且更能让小偷无法下手下脚！不信，您看下面这位，把仙人掌都养管子上了！缺德孩子,我让你再爬[不要]! ????????                                            ",是,无, 2012-8-9 15:28,173,22,赞,微博 weibo.com,ywmF14Udi
63,"
                                                                                                    #招招可防入室盗#点盏驱蚊小夜灯[星]，既可以驱蚊，又可以吓跑小偷，还能晚上上厕所、喝水时不至于磕碰到。节能问题也大可放心，据说现在已经有小夜灯每天开12小时，一年也用不了一度电。貌似还出现了人体感应小夜灯，夜晚在探测范围内有人活动时，就会自动亮灯，人走后会自动关闭。 ????????                                            ",是,无, 2012-8-9 14:59,22,15,赞,微博 weibo.com,ywmt6kxFS
64,"
                                                                                                    游野泳不仅不文明，而且十分危险。                                            ",否,"
                                                                                                    你知道吗？很多溺水的人都是自认为游泳技术很好的人，在游泳过程中因不小心吸入气管少量水而引发咳嗽，在头沉入水下的过程中呛咳，引起的大量水引入肺部，溺水时大量水液被吸入肺内，随即引起人体缺氧窒息，一般4~6分钟即可致死！ O网页链接 ????????                                                            ", 2012-8-9 11:53,9,9,赞,政府版微博,ywlfF3Bxb
65,"
                                                                                                    #受骗心理# 还有一些像中奖信息、预测彩票、投资理财、买考题找枪手这些诈骗，比较有针对性。事主只要认真推敲就能发现骗局，但有些人却愿意相信谎言，希望能“一夜暴富”、“一举成名”的心理害了自己。 ????????                                            ",是,无, 2012-8-8 15:41,11,12,赞,微博 weibo.com,ywdjOd1kA
66,"
                                                                                                    #受骗心理# 在这些电信诈骗案件中，有一个最容易导致被骗的一个心理，认为电信诈骗肯定不会摊在自己身上，就算发生也能被自己及时识破。在收到电信宣传单时不会认真阅读，也是因为这种盲目的自信，导致事发之时并未与亲有朋友沟通联系，从而被骗。 ????????                                            ",是,无, 2012-8-8 15:09,1,3,赞,微博 weibo.com,ywd6YsFmz
67,"
                                                                                                    #受骗心理# 在网络购物时，很多人图方便、图便宜、不愿多想，抱有侥幸心理，结果就被不法分子钻了空子。被骗事主大多是网购经验比较少或者十分信赖购物网站，也未曾考虑过支付方式的安全性。有些钓鱼网站做的十分逼真，不了解的人很容易上当。 ????????                                            ",是,无, 2012-8-8 14:47,5,2,赞,微博 weibo.com,ywcXOeBxN
