序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
23,"
                                                                                                                                                ",否,"
                                                                                                    太NB了。。。田径预选赛撑杆跳高古巴选手的竿子直接断成三节棍啊啊！ 果断送出动图。。。 BBC解说在那说。。 “呃。。这种事情。。还算正常啦。。 任何东西都有使用寿命啊啊 ” “恩。。。这下终于让我不那么困了。。。“ （我可以说这是我从小看撑杆跳看到那棍棍弯成那样都在幻想的场景么。） ????????                                                            ", 2012-8-9 09:04,16,2,420,微博 weibo.com,ywk9m2lZj
24,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【中国最美十大宗教名山】1、武当山；2、峨眉山；3、五台山；4、普陀山；5、天台山；6、龙虎山；7、九华山；8、崆峒山；9、三清山；10、绵山。@世界旅行资讯 ????????                                                            ", 2012-8-8 17:33,7,2,1,微博 weibo.com,ywe3ftBnp
25,"
                                                                                                    各位雷锋同学帮忙。                                            ",否,"
                                                                                                    家里断水了，万能的微博啊，告我通州哪些银行能交水费啊？@北京市通州 ????????                                                            ", 2012-8-8 14:31,转发,6,赞,微博 weibo.com,ywcRrd6kO
26,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #北京市住房保障信息周报#【保障性住房政策答疑解惑】（1）都有哪些家庭能申请公共租赁住房呢？ ????????                                                            ", 2012-8-8 09:57,4,6,赞,微博 weibo.com,ywb42lQUK
27,"
                                                                                                    #开心一刻#你冲锋枪的抛壳机是不是装了红外线瞄准镜，并且指向了我的脑袋。 ????????                                            ",是,无, 2012-8-7 17:53,14,1,赞,微博 weibo.com,yw4L2tPFX
28,"
                                                                                                    让我们拭目以待。                                            ",否,"
                                                                                                    #刘翔加油#110米栏预赛第一枪已经打响，刘翔被分在第六小组第4道，将在17:45分出战，刘翔，请自由飞“翔”！ ????????                                                            ", 2012-8-7 17:19,2,1,赞,微博 weibo.com,yw4wX1k3k
29,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【政策解答】#社保卡#因个人原因造成社保卡污损、残缺无法辨认卡面信息及不能在读卡机上使用的，持卡人需持原卡和本人的居民身份证到社会保障卡服务网点办理换卡手续。15个工作日后，申请换卡人持本人的居民身份证和领卡证明到社会保障卡服务网点领取社会保障卡。 ????????                                                            ", 2012-8-7 11:57,转发,评论,赞,微博 weibo.com,yw2qf8k7E
30,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【郭金龙：城市建设要更加尊重自然规律】8月6日，在房山慰问安置房建设者的北京市委书记郭金龙表示，“7??21”特大自然灾害后，受灾群众期盼着能有一个稳定的安置，尽快重建家园。我们已经兑现了让群众如期住进安置房的承诺，还要在今后的建设中更加尊重自然规律，让大灾之后的房山实现更好地发展。 ????????                                                            ", 2012-8-7 11:56,转发,评论,赞,微博 weibo.com,yw2qbjPUX
31,"
                                                                                                    这个？                                            ",否,"
                                                                                                    女子七项全能又出裁判问题：德国一名女选手获得银牌，结果在终点被告知取消成绩，原因是她跑错跑道了。德国电视台全体动员，把全程的录像来回放了几遍，找不到任何证据。15分钟以后，裁判终于发现犯规的是隔壁跑道的那一位。(@笑傲伦敦V)PS:去伦敦没被耍过的都不好意思说自己参加过奥运会~ ????????                                                            ", 2012-8-6 18:34,12,5,31,微博 weibo.com,yvVBbtmmg
32,"
                                                                                                    #开心一刻#等等我，等等我，我也想去火星，我只是堵了一会车....... ????????                                            ",是,无, 2012-8-6 18:31,3,2,赞,微博 weibo.com,yvVzQrRBJ
33,"
                                                                                                    #通州发布#为了进一步做好水文化遗产传承和保护工作，通州现诚向社会各界征集我区范围内现存的水文化遗产线索。线索一经采用，将对其进行专家评议，并对获奖者颁发荣誉证书和奖金。感兴趣的朋友们关注下。 ????????                                            ",是,无, 2012-8-6 17:32,7,2,赞,微博 weibo.com,yvVc58u9p
34,"
                                                                                                    #通州发布#近日，通州区潞城镇与北京高占祥文化艺术基金会签订合作协议，将在潞城镇通胡大街北侧，紧邻六环路建造占祥文化公园。该公园占地面积150亩，将打造成一个集文化、绿色、休闲于一体的艺术公园。 ????????                                            ",是,无, 2012-8-6 17:08,12,7,赞,微博 weibo.com,yvV21CyBS
35,"
                                                                                                                                                ",否,"
                                                                                                    【终老】终身未娶的杨老伯在和平公园门口修表为生，去世后无户籍无档案。是任由他孤独离去，还是找寻他的亲人来送行？社区民警董晓峰选择了后者，他一家一家地问，终于找来愿意送老人一程的亲戚。董晓峰说：“如果把他看成我的父辈，我会怎么做？我总觉得，还能为这个老人做些什么。”via@VestAquarius ????????                                                            ", 2012-8-6 13:50,3,评论,赞,微博 weibo.com,yvTJGxmbT
36,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #惠说北京#暴雨后市交通委、防汛办对下凹式立交桥等路段积水情况进行了分析，准备在下凹式立交桥安装积水监测设备，京港澳高速深槽路段会作为首批安装试点。监测仪会将测到的水面深度数据传到市防汛办，以便控制中心为过往车辆和行人提示积水深度，采取禁行、绕行等措施。 ????????                                                            ", 2012-8-6 09:18,转发,1,赞,微博 weibo.com,yvRXc8GV7
37,"
                                                                                                    爱上冰激凌的盆友们，看到这个，嘴馋了木有？谨以此图祝亲们周末愉快。                                            ",否,"
                                                                                                    老老老老板~来一杯抹茶冰激凌不要冰激凌！谢谢[羞羞] ????????                                                            ", 2012-8-3 18:16,4,评论,赞,微博 weibo.com,yvtc7q01e
38,"
                                                                                                    童鞋们，不可效仿。                                            ",否,"
                                                                                                    #看图说话#【蛋定三口之家观“苏拉”？ 】“苏拉”直逼温州，洞头海岸惊现蛋定三口之家。PS：安全第一啊！这事不可取！ （图By 温州新闻网摄影记者????@孙新尖） Via@平安温州 ????????                                                            ", 2012-8-3 10:46,3,2,赞,微博 weibo.com,yvqfIDooJ
39,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #数据发布#【上半年北京金融业对经济增长的贡献率为25%】上半年北京金融业实现增加值1265.3亿元，同比增长12.7%，占地区生产总值的比重为15.2%，对经济增长的贡献率为25%，增速及占比在第三产业中均排名第一。 ????????                                                            ", 2012-8-2 15:44,1,评论,赞,微博 weibo.com,yviMfdxVi
40,"
                                                                                                    【重大节假日免收小型客车通行费】国务院规定，免费通行的时间范围为春节、清明节、劳动节、国庆节等四个国家法定节假日，以及当年国务院办公厅文件确定的上述法定节假日连休日。免费时段从节假日第一天00∶00开始，节假日最后一天24∶00结束。免费通行的车辆为7座以下(含7座)载客车辆，包括摩托车。 ????????                                            ",是,无, 2012-8-2 15:11,7,2,赞,微博 weibo.com,yviyCFRGE
41,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    燕京八景有玉泉垂虹，今@北京市通州 现玉桥垂虹！玉带河桥下运河水流淌，美丽的现代通州新城！ ????????                                                            ", 2012-8-2 09:17,14,9,赞,微博 weibo.com,yvgeXFKva
42,"
                                                                                                    感兴趣的朋友们，看下。                                            ",否,"
                                                                                                    #镇域风采#【大兴区庞各庄镇区道路网名称有奖征集】（一）最终被采用的名称将给予作者每条道路奖金人民币叁仟呦！ ????????                                                            ", 2012-7-31 16:08,转发,评论,赞,微博 weibo.com,yv052a58A
43,"
                                                                                                    感兴趣的盆友看下。                                            ",否,"
                                                                                                    #镇域风采#【大兴区庞各庄镇区道路网名称有奖征集】（二）最终被采用的名称将给予作者每条道路奖金人民币叁仟呦！ ????????                                                            ", 2012-7-31 16:08,转发,评论,赞,微博 weibo.com,yv04LAT9T
44,"
                                                                                                    有宝宝的盆友，转一下。                                            ",否,"
                                                                                                    【四招让宝宝吃饭香】1.改善胃口加点醋:生津开胃、增强胃肠蠕动、促进食物消化，从而增强孩子的食欲。2.别宠别吼，换个喂养方式:可以试试捧着饭自己吃两口，假装很美味很享受的样子。3.换个饭碗，装少点饭：让宝宝从心理上先接受这个分量，而后逐渐增加饭量。4.拒绝油炸品。 ????????                                                            ", 2012-7-31 13:03,4,评论,1,微博 weibo.com,yuYRMBIKc
45,"
                                                                                                    童鞋们，对号入座哦。                                            ",否,"
                                                                                                    #cntv午安#据说，语文好的人普遍文艺，历史好的人普遍博学，地理好的人普遍谨慎，英语好的人普遍开朗，生物好的人普遍灵巧，物理好的人普遍聪慧，化学好的人普遍乐观，体育好的人普遍果敢，政治好的人普遍执着，微机好的人普遍时尚，数学好的人普遍变态…请对号入座吧~ ????????                                                            ", 2012-7-31 13:02,2,评论,1,微博 weibo.com,yuYRooRBA
46,"
                                                                                                                                                ",否,"
                                                                                                    【一只在森林大火中获救的考拉】自从被带回医院治疗后，小家伙就不再迷恋桉树了，而是抱住医生寸步不离，可爱到不行。 ????????                                                            ", 2012-7-31 12:57,11,评论,赞,微博 weibo.com,yuYPgjCjA
47,"
                                                                                                    #开心一刻#格格，真的那么痛吗？ ????????                                            ",是,无, 2012-7-31 11:17,6,2,赞,微博 weibo.com,yuYaP4Aag
48,"
                                                                                                    转发微博                                            ",否,微博已被原作者删除, 2012-7-30 18:10,-1,1,赞,微博 weibo.com,yuRrUjo7G
49,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【北京傍晚到明天有大雨 市气象局启动三级应急】预计本次降水，东南部的大兴、通州、城区东南部雨量较大，为30-50mm，城区、昌平、顺义、房山、门头沟雨量为20-40mm，较强降水时段将出现在今天半夜到明天上午，降雨将持续到明天夜间。北京气象局已于下午16：30启动三级应急响应。O网页链接 ????????                                                            ", 2012-7-30 17:24,15,5,3,微博 weibo.com,yuR9jjgLB
50,"
                                                                                                    转下。                                            ",否,"
                                                                                                    【建议收藏——本市下凹式立交桥】从交通北京微博中看到的信息，交通北京的小编为了大家看着不眼晕分了几条发布，小布整理成一条长微博，建议大家收藏。以后再有比较大的雨情时您先查看一下自己回家路上是否要经过这些桥区，看看能否找到更好的绕行路线。感谢交通北京小编辛苦整理。 ????????                                                            ", 2012-7-30 16:05,11,3,3,微博 weibo.com,yuQD5tgLF
51,"
                                                                                                    暴雨预警级别，您晓得吗？                                            ",否,"
                                                                                                    暴雨预警信号分四级，分别以蓝色、黄色、橙色、红色表示。O网页链接 ????????                                                            ", 2012-7-30 15:58,2,3,赞,政府版微博,yuQAjuckL
52,"
                                                                                                    #通州发布#通州区与中环水务投资有限公司签署合作框架协议，在十二五期间，中环水务将在通州投资50亿元，用于污水治理、再生水利用、农业节水、水生态治理、提升质量居民饮用水等多领域建设。 ????????                                            ",是,无, 2012-7-30 12:41,6,6,赞,微博 weibo.com,yuPieEiXQ
53,"
                                                                                                    文明礼仪，这个有必要                                            ",否,"
                                                                                                    #微警示#【车辆灯光喇叭车语解析—灯光篇】灯光和喇叭是日常驾驶车辆间互相交流最直接的方式。合理使用可以起到提示和交流的作用，但滥用就会造成其他驾驶员情绪上的波动、甚至埋下安全隐患。临朐公安与您一起学习灯光的文明用法，助您行车平安。@潍坊公安 @平安中原 @南京交警 @湖北交警 @日照交警 ????????                                                            ", 2012-7-30 11:36,6,1,1,微博 weibo.com,yuORLueK8
54,"
                                                                                                    坐火车出行的童鞋们转下。                                            ",否,"
                                                                                                    【睡觉莫大意、旅途要当心】近日，某大学生在火车站里坐着睡着了，醒来后发现笔记本电脑和手机都不见了。民警经多日侦查，终于将欲再次盗窃的犯罪嫌疑人抓获，并找回了其被盗物品。@蚌埠铁路公安在线 提醒各位亲们 #睡觉莫大意、旅途要当心# ????????                                                            ", 2012-7-30 11:33,2,评论,赞,微博 weibo.com,yuOQRCLRt
55,"
                                                                                                    房山，加油。                                            ",否,"
                                                                                                    #北京加油*十天灾民进房倒计时#房山受灾乡镇过渡性安置房建设已全面展开，“工人三班倒，机械不停歇，施工全天候”是安置房建设现场的真实写照，施工人员中，有很多是参与过2008年四川抗震救灾搭建板房的老工人，大爱无疆，让我们用图片记住这些默默奉献的建设者！ ????????                                                            ", 2012-7-27 17:59,1,4,赞,微博 weibo.com,yup5UdmRL
56,"
                                                                                                    【高山流水遇知音】祝童鞋们周末开心。 ????????                                            ",是,无, 2012-7-27 17:59,6,3,赞,微博 weibo.com,yup5NqOhq
57,"
                                                                                                    转发微博                                            ",否,"
                                                                                                     搜集整理了一些应急救援的电话和大家分享，希望需要时能给您帮上忙。 ????????                                                            ", 2012-7-27 16:46,8,评论,2,微博 weibo.com,yuoCa4t6i
58,"
                                                                                                    防汛报修电话。                                            ",否,"
                                                                                                    【房屋防汛报修值班电话开通】即使大雨已经结束，但经过雨水冲刷的房屋，仍有可能出现漏雨、渗水、需要加固等状况。在此，给大家提供市住建委公布的各区县房屋防汛昼夜值班电话，市民可以通过电话报修求助。 ????????                                                            ", 2012-7-27 16:45,5,3,赞,微博 weibo.com,yuoBKEj2f
59,"
                                                                                                                                                ",否,"
                                                                                                    【已确认身份的遇难者名单】北京市防汛抗旱指挥部刚刚公布了“7??21”特大自然灾害已确认遇难者身份名单。 ????????                                                            ", 2012-7-27 16:43,3,2,156,微博 weibo.com,yuoB6bajy
60,"
                                                                                                    大雨中应对桥下积水法则。【不冲动法则】不要以为车子好，技术过硬，加把油就能冲过去。【舍得法则】不要舍不得爱车。车子熄火，要第一时间弃车逃生。不要舍不得爱车，不然的话，爱车就会舍不得你。【自力更生法则】如果困在车里，坚决明确一个理念，我得靠自己，要想尽一切办法破窗逃生。 ????????                                            ",是,无, 2012-7-27 10:14,8,5,赞,微博 weibo.com,yum38EpLT
61,"
                                                                                                    #开心一刻#麻麻，太酸了.... ????????                                            ",是,无, 2012-7-26 18:28,9,1,赞,微博 weibo.com,yufReckfD
62,"
                                                                                                    改善肩痛的方法，长期伏案工作的盆友们，试一下。                                            ",否,"
                                                                                                    【OL改善颈肩痛的3个方法】1、时常将头部转向不同的方向。2、将两肩向后打转，甚至伸个“大懒腰”。3、下班回家后也可以用热敷，或在淋浴时用暖水喷射酸痛的部位，也有一定的舒解作用。 ????????                                                            ", 2012-7-26 18:12,6,1,赞,微博 weibo.com,yufKydZSv
63,"
                                                                                                    #通州发布#【救灾进行时】通州区慈善协会向受灾最严重的张家湾镇捐款100万元。 ????????                                            ",是,无, 2012-7-26 14:58,19,7,赞,微博 weibo.com,yuetXfYGW
64,"
                                                                                                    【听说成熟的人都这样】①有主见，不埋怨，少是非 ②欣赏自己，但不追求完美 ③面带微笑、宽容别人 ④事情并不是非黑则白，还有很多中间状态 ⑤不与别人比较 ⑥沟通最难但还要多沟通 ⑦知道好动机未必好结果 ⑧永远要有梦想，有梦想就有希望 ⑨做个好人很难，但仍要做好人。中午好，各位朋友。 ????????                                            ",是,无, 2012-7-26 13:15,10,3,赞,微博 weibo.com,yudNYxNyT
65,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    石景山区“未雨绸缪”，提前做好应对雨情和汛情的各项准备工作。紧急召开全区“7.25防汛工作紧急部署会”，要求各单位严格执行24小时领导带班值班制度，根据各自职责全面排查安全隐患，对重点设施、部位和主要道路积水点提前部署力量，死看死守，危旧房屋提前组织人员疏散，确保人民群众生命财产安全。 ????????                                                            ", 2012-7-25 14:42,2,3,赞,微博 weibo.com,yu4X1tDez
66,"
                                                                                                    #通州发布#通州区积极采取措施应对今天强降雨。区应急办、区防汛办将应对强降雨工作要求下发到全区各单位。区政府召开了全区各单位主要领导参加的防汛会议，部署应对强降雨工作。各重要点位、区域、河流都已经部署人员，实行24小时值守制度。区主要领导将亲临一线指挥，随时应对突发应急事件。 ????????                                            ",是,无, 2012-7-25 13:52,21,9,赞,微博 weibo.com,yu4CzeI3V
67,"
                                                                                                    #通州发布#这个或许有用，童鞋们，转一下。 ????????                                            ",是,无, 2012-7-25 13:40,167,25,赞,微博 weibo.com,yu4xR0CKo
68,"
                                                                                                    童鞋们注意啦，童鞋们注意啦，暴雨时间与下班高峰重叠，请各位朋友们提前规划出行。                                            ",否,"
                                                                                                    【北京市气象台发布暴雨蓝色预警信号】北京市气象台今天11时50分发布暴雨蓝色预警信号：预计今天傍晚至夜间，本市东部（大兴、通州、平谷、密云）将有暴雨，雨量将达到50毫米以上。其它大部分地区有大雨到暴雨，累积雨量在30-50毫米。请注意防范山洪泥石流及城市积涝。O网页链接 ????????                                                            ", 2012-7-25 13:15,16,5,15,微博 weibo.com,yu4nz359A
69,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    求助万能微博：有位孙先生，丢了身份证驾驶证行驶证银行卡等，家住北京昌平区东小口镇蓝各庄，现在联系不上他。一位好心的郑女士捡到，十分着急！@北京城市热点 @北京潮流情报 @平安北京 @北京市通州 @北京城市热点 ????????                                                            ", 2012-7-25 13:12,4,评论,赞,微博 weibo.com,yu4mhgdGe
70,"
                                                                                                    人生1条路：走自己的路；人生2件宝：身体好、心不老；人生3种朋友：肯借钱给你、参加你的婚礼、落难时陪伴你；人生有4苦：看不透、舍不得、输不起、放不下。人生5句话：再难也要坚持，再好也要淡泊，再差也要自信，再多也要节省，再冷也要热情。人生6财富：身体、知识、梦想、信念、自信、骨气。早上好 ????????                                            ",是,无, 2012-7-25 07:57,31,6,赞,微博 weibo.com,yu2iEybiI
71,"
                                                                                                    #灾后重建进行时#【恢复供电】截止昨晚，经电力部门数十个小时连续奋战，受灾乡镇全部恢复供电。 ????????                                            ",是,无, 2012-7-24 14:20,转发,2,赞,微博 weibo.com,ytVnHFvQz
72,"
                                                                                                    #灾后重建进行时#【清理后道路】 ????????                                            ",是,无, 2012-7-24 14:17,转发,1,赞,微博 weibo.com,ytVmo7DKh
73,"
                                                                                                    #灾后重建进行时#【准备物资】 ????????                                            ",是,无, 2012-7-24 14:15,3,1,赞,微博 weibo.com,ytVlAcEXi
74,"
                                                                                                    #灾后重建进行时#【紧急供水】 ????????                                            ",是,无, 2012-7-24 14:14,2,1,赞,微博 weibo.com,ytVlb5rtm
75,"
                                                                                                    #灾后重建进行时#【互帮互助】 ????????                                            ",是,无, 2012-7-24 14:14,2,评论,赞,微博 weibo.com,ytVkTCjKU
76,"
                                                                                                    #灾后重建进行时#【抢修电力】 ????????                                            ",是,无, 2012-7-24 14:13,2,2,赞,微博 weibo.com,ytVkCe2vw
77,"
                                                                                                                                                ",否,"
                                                                                                    良乡供水告急！全城30万人面临断水，急需调用长阳第三水厂水源进行调配，已经抢险一天一夜的长阳供水厂抢险队队长郭云峰带领全队同志奔赴供水管线，“我是队长我来，你们谁都别下去”，他熟练的找到阀门打开，而他却再也没有能上来。“阀门已经打开，水供上了”成为了这位80后供水战士的最后一句话。 ????????                                                            ", 2012-7-24 09:09,18,8,17,微博 weibo.com,ytTls6R8G
78,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    应急要点：1.突然遭遇洪水袭击，要沉着冷静，快速转移。2.当洪水迅猛，来不及撤离时，迅速向屋顶、大树、高墙等高处转移，并想办法发出求救信号，可利用漂浮物转移。3.在不了解水情时，不要冒险涉水，尤其是急流，要在安全地带等待救援。4.发现高压线铁塔倾倒、电线低垂或断折时，迅速远避，防止触电。 ????????                                                            ", 2012-7-23 16:34,2,2,1,微博 weibo.com,ytMPrvQB1
