序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
35,"
                                                                                                    #镇域风采#【“回顾过去 展望未来”的母乳喂养宣传活动】近日，大兴区长子营镇卫生院妇幼保健人员在镇集贸市场开展了主题为“回顾过去 展望未来”的母乳喂养宣传活动，针对母乳喂养过程中的一些问题、母乳喂养的优点及新生儿如何护理的多个问题进行了宣传。 ????????                                            ",是,无, 2012-8-10 09:47,转发,评论,赞,微博 weibo.com,ywtQX7EQf
36,"
                                                                                                    #镇域风采#【“特色新农村”书法笔会】近日，北京市书法协会部分会员和书法爱好者，来到大兴区北臧村镇巴园子村举办了一场“特色新农村”书法笔会，互相交流书法创作，共同弘扬传统书画艺术。 ????????                                            ",是,无, 2012-8-10 08:58,3,评论,赞,微博 weibo.com,ywtxopFNK
37,"
                                                                                                    #镇域风采#【大兴区瀛海镇修编镇志村史】近日，大兴区瀛海镇对镇志村史进行修编，将对已完成的镇志村史约30万字的初样稿进行审阅修编，邀请瀛海镇原生产队文学创作者和老一辈领导参与初稿的核实工作，日均完成审阅核实工作量约一万六千字。预计此次工作将于8月内完成。 ????????                                            ",是,无, 2012-8-9 16:51,2,评论,赞,微博 weibo.com,ywncVxBbJ
38,"
                                                                                                    //@山水怀柔: 此次活动征选范围面对每一个愿意拿起摄影机的民众，大家还等什么，赶紧行动吧，说不定你的作品可以被拍摄成为微电影哦~@北京发布 @文化北京 @青年说                                            ",否,"
                                                                                                    #怀柔发布#【首届怀柔青年微电影季启动】日前，以“青春、梦想、创新”为主题的2012首届怀柔国际青年微电影季上线。活动持续到10月中旬，将通过专业评委和网上票选的结果选出10支团队入复赛。之后将为其提供拍摄基地和1万元的拍摄基金，拍出10支精彩微电影，最终评选各专业最佳奖项和参加高校展映。 ????????                                                            ", 2012-8-1 14:38,1,2,赞,微博 weibo.com,yv8UC7VvK
39,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    O网页链接 首都环保志愿者之歌《绿色的希望》，希望大家都来传递绿色，传递希望！加入环保志愿者请点击：O网页链接 ????????                                                            ", 2012-8-1 10:21,转发,评论,赞,微博 weibo.com,yv7eDnqf4
40,"
                                                                                                    #镇域风采#【军民一家亲 欢乐送军营】在解放军建军85周年即将到来之际，大兴区北臧村镇承办“军民一家亲 欢乐送军营”庆八一军民联欢活动，这场文艺演出不仅有群口相声、武术表演等节目。同时，还邀请了专业演员为在场官兵们表演了花术魔术、歌曲、舞蹈等精彩节目，受到了大家的一致欢迎。 ????????                                            ",是,无, 2012-7-31 17:04,1,1,赞,微博 weibo.com,yv0ro1e44
41,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #重要提醒#今天是抢票活动的最后一天，感谢有这么多的朋友参与到我们的活动中，相信拿到票的朋友一定领略了北京香草世界里薰衣草的魅力，怀柔欢迎你~有时间，过来感受一下怀柔的美，体验一下亲近自然的舒爽！经与景区商议，兑票时间延长至8月19日，请大家及时去兑换，过期不候哦~@北京发布 ????????                                                            ", 2012-7-31 16:24,转发,评论,赞,微博 weibo.com,yv0bj2pHJ
42,"
                                                                                                    #镇域风采#【大兴区庞各庄镇区道路网名称有奖征集】（二）最终被采用的名称将给予作者每条道路奖金人民币叁仟呦！ ????????                                            ",是,无, 2012-7-31 15:43,7,4,赞,微博 weibo.com,yuZUN9OFe
43,"
                                                                                                    #镇域风采#【大兴区庞各庄镇区道路网名称有奖征集】（一）最终被采用的名称将给予作者每条道路奖金人民币叁仟呦！ ????????                                            ",是,无, 2012-7-31 15:43,23,9,赞,微博 weibo.com,yuZUBC3iF
44,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #魅力朝阳#【“最美朝阳”摄影大赛】“最美朝阳”摄影大赛明日开始接受投稿！欢迎广大摄影师和摄影爱好者用镜头捕捉生活中的人、物、事，框住美丽瞬间，展现朝阳区特色景观、特色街区和丰富多彩的朝阳生活！活动详情请点击：O网页链接  ????????                                                            ", 2012-7-31 15:35,转发,1,赞,微博 weibo.com,yuZRvwMVE
45,"
                                                                                                    #雨情播报#【大兴区普降大雨】7月30日，大兴区普降大雨，截止31日早8时，点均降雨量为25.14毫米，最大降雨量为南各庄站31.5毫米。黄村站降雨量22.5毫米，滨河公园站20毫米，南海子郊野公园站20毫米。今年累计降雨量为395.49毫米。雨天路滑，请大家小心出行。 ????????                                            ",是,无, 2012-7-31 15:08,15,2,赞,微博 weibo.com,yuZGrpud1
46,"
                                                                                                    #镇域风采#【幻星社区暑期实践活动】暑假期间，为了让社区小朋友们度过一个健康、快乐的假期，做一个文明、守纪的小公民。大兴区旧宫镇幻星社区开展了暑期实践活动，以促进小朋友们个性全面、和谐、健康地发展。开展了以消防、交通、卫生、防火等为重点的安全教育及社区义务劳动活动。 ????????                                            ",是,无, 2012-7-31 13:47,1,1,赞,微博 weibo.com,yuZ9M8gE6
47,"
                                                                                                    #镇域风采#【暑期消防安全知识宣传】为了丰富社区青少年的暑期生活，旧宫镇清逸西园社区开展了“暑期消防安全知识”宣传活动。通过发放宣传材料、消防安全知识答题等形式，使社区青少年对日常的消防知识有了进一步了解，安全意识有了进一步的提高，深受学生家长的欢迎。 ????????                                            ",是,无, 2012-7-31 11:02,2,评论,赞,微博 weibo.com,yuY4CC4we
48,"
                                                                                                    #镇域风采#【红十字应急救护培训班】近日，大兴区旧宫镇红星北里为大家进行应急救护知识培训。培训课程涉及了多角度、宽视野、全面系统的红十字应急救护知识，内容包括现场急救、心脏骤停与心脏复苏、气道异物阻塞与急救方法、创伤现场救护四项技术、常见意外伤害的现场救护等等。 ????????                                            ",是,无, 2012-7-31 10:17,1,1,赞,微博 weibo.com,yuXMb53oH
49,"
                                                                                                    #镇域风采#【瀛海镇艺术团义务演出】近日，大兴区瀛海镇艺术团在瀛海镇兴海园社区进行义务演出，演出节目大多是艺术团的原创节目，并结合了本镇社会、文化的特点，贴近群众的生活，深受广大群众的喜爱。 ????????                                            ",是,无, 2012-7-31 09:01,2,评论,赞,微博 weibo.com,yuXhxEJKe
50,"
                                                                                                    #镇域风采#【瀛海镇艺术团义务演出】近日，大兴区瀛海镇艺术团在瀛海镇兴海园社区进行义务演出，演出节目大多是艺术团的原创节目，并结合了本镇社会、文化的特点，贴近群众的生活，深受广大群众的喜爱。 ????????                                            ",是,无, 2012-7-30 17:18,1,评论,赞,微博 weibo.com,yuR6NzfEK
51,"
                                                                                                    #镇域风采#【爱心人士 捡拾遗落车牌 盼车主认领】7.21特大暴雨，给大家出行带来许多不便。个别车主在行驶在低洼地带时，车牌遗落。大兴区瀛海镇南宫村同心庄村民赵卫忠在村东口低洼地带捡到3块车牌，放于村值班岗亭内。目前，已有一块车牌被车主认领，另外两块车牌盼望主人来领。 ????????                                            ",是,无, 2012-7-30 15:59,5,评论,赞,微博 weibo.com,yuQAI2be4
52,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【建议收藏——本市下凹式立交桥】从交通北京微博中看到的信息，交通北京的小编为了大家看着不眼晕分了几条发布，小布整理成一条长微博，建议大家收藏。以后再有比较大的雨情时您先查看一下自己回家路上是否要经过这些桥区，看看能否找到更好的绕行路线。感谢交通北京小编辛苦整理。 ????????                                                            ", 2012-7-30 15:55,5,评论,3,微博 weibo.com,yuQyRFxLA
53,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【汛期温馨提示】1.食物：不吃被雨水浸泡过的食品；不吃霉变米面；不吃未洗净的瓜果；不吃生冷食物；不吃受污染的食品；如果暂时没有新鲜烹调的食物，建议食用合格的袋装食品。@首都健康 @北京大兴????????????                                                            ", 2012-7-30 15:37,3,1,赞,微博 weibo.com,yuQrTFrkl
54,"
                                                                                                    #镇域风采#【爱护城市环境??共建美好家园】近日，大兴区黄村镇新凤小区开展了“爱护城市环境??共建美好家园”主题活动，活动中，向居民讲解了爱护环境的各种益处，更与居民进行了良好的互动沟通。通过此次活动，不仅提升了居民爱护环境的意识，更让居民切实融入到社区建设中来。 ????????                                            ",是,无, 2012-7-27 18:04,3,1,赞,微博 weibo.com,yup84mvIJ
55,"
                                                                                                    大兴区所有丢失号牌的朋友请关注一下                                            ",否,"
                                                                                                    7.21雨灾北京大兴区所有丢失号牌至今未找到的请与我联系 大概有40多个 分别为京??津??冀地区的 请大家互相转告 我在:2金辅路 ????????                                                            ", 2012-7-27 16:57,10,3,赞,微博 weibo.com,yuoGxk2zE
56,"
                                                                                                    #镇域风采#【老年性膝骨性关节炎防治的公益宣讲】近日，骨科医院专家到大兴区黄村镇新凤小区开展“老年性膝骨性关节炎防治的公益宣讲”活动，主要包括测量血压、中医咨询、骨科诊疗等公益内容。此类活动的开展，不仅给居民带来了“实惠”，更为新型社区的建设提供了有力保障。 ????????                                            ",是,无, 2012-7-27 16:17,1,评论,赞,微博 weibo.com,yuoqp67Fr
57,"
                                                                                                    #镇域风采#【南海子百问成为校本教材】为使师生了解当地的历史变迁，知道当地传说及历史典故，大兴区瀛海镇第一小学建设展厅以图文并茂的方式向师生讲述皇家苑囿南海子的历史变迁，并邀请大兴区历史文化顾问张有才起草《南海子百问》作为校本教材，进一步增进师生对燕京十景“南苑秋风”的了解。 ????????                                            ",是,无, 2012-7-27 14:26,1,评论,赞,微博 weibo.com,yunHsj6Pb
58,"
                                                                                                    逝者安息，北京加油！ //@蒲红果:逝者安息，北京加油！  //@大虫: 逝者安息，北京加油 @李开复 @潘石屹 @郑渊洁 @姚晨 @杨幂 @刘春 @老沉 @平安北京 @北京消防                                            ",否,"
                                                                                                    【郭金龙王安顺向北京暴雨灾害罹难同胞致哀】今天是7月21日北京暴雨灾害发生的第7天，今天上午，北京市委书记郭金龙，市委副书记、代市长、市政协主席王安顺等市领导到房山区指导救灾。在房山区十渡镇前头港村拒马河边，郭金龙、王安顺等市领导向在灾害中不幸罹难同胞表示哀悼。O网页链接 ????????                                                            ", 2012-7-27 12:23,8,4,370,微博 weibo.com,yumTluoer
59,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【已确认身份的遇难者名单】北京市防汛抗旱指挥部刚刚公布了“7??21”特大自然灾害已确认遇难者身份名单。 ????????                                                            ", 2012-7-26 21:28,5,1,156,政府版微博,yuh2hsIAD
60,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【北京将认真总结反思全力做好善后工作】北京市防汛抗旱指挥部向灾害中的遇难者表示哀悼，向遇难者家属表示慰问，表示要认真总结反思，汲取教训，全力做好善后工作，不断提高防灾抗灾水平。 ????????                                                            ", 2012-7-26 21:28,1,评论,4,政府版微博,yuh2dC9yT
61,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【搜寻工作还在继续】北京市防汛抗旱指挥部新闻发言人说，由于暴雨引发山洪泥石流，给遇难者搜寻工作带来极大困难，遇难者身份确认也需要经过反复调查、核实。到目前为止，有关部门仍在开展搜寻工作。 ????????                                                            ", 2012-7-26 21:28,1,2,2,政府版微博,yuh29tZeN
62,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【61名遇难者遗体发现的地区分布】五环路以内6人，其中核心城区1人，其余均集中在远郊乡镇，特别是山区。具体分布为：房山区38人；朝阳区6人；丰台区5人；石景山区5人；通州区3人；怀柔区1人；密云县1人；大兴区1人；东城区1人。 ????????                                                            ", 2012-7-26 21:28,2,1,18,政府版微博,yuh23gCQ4
63,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    已经确认身份的66名遇难者包括在抢险救援中因公殉职的基层干部5人。另61名遇难者中，男性36人，女性25人。其致亡原因为：溺水46人，触电5人，房屋倒塌3人，泥石流2人，创伤性休克2人，高空坠物2人，雷击1人。 ????????                                                            ", 2012-7-26 21:27,2,评论,40,政府版微博,yuh20ATVK
64,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【北京区域内共发现77具遇难者遗体】本市防汛抗旱指挥部刚刚向媒体发布消息，截至7月26日，北京区域内共发现77具遇难者遗体，其中66名遇难者身份已经确认，11名遇难者身份仍在确认中。目前，未接到新的失踪人员报告。 ????????                                                            ", 2012-7-26 21:27,转发,1,65,政府版微博,yuh1P6L1U
65,"
                                                                                                    扩散一下                                            ",否,微博已被原作者删除, 2012-7-26 17:18,-1,1,赞,微博 weibo.com,yufoH5fzC
66,"
                                                                                                    #镇域风采#【开发区企业到长子营招聘】近日，大兴区长子营镇针对就业困难人员举行了专场招聘会。招聘的单位是来自亦庄开发区的3家企业，招聘工种有保洁、保安、普工等，组织150余“4050”人员前来应聘，共有70余人达成求职意向。针对现在大龄人员有求职意愿的问题，长子营镇计划多召开几次招聘会。 ????????                                            ",是,无, 2012-7-26 16:43,1,评论,赞,微博 weibo.com,yufaxaEPi
67,"
                                                                                                    #镇域风采#【社区书法培训】近日，大兴区西红门镇瑞海南区特别邀请原金海学校校长李长青老师开展了一次别开生面的书法培训，义务到社区为10余名爱好书法的孩子们讲解了书法技法。李老师的讲课内容生动易懂，为孩子们讲解了文字结构和握笔的姿势，并进行了手把手的指导，使大家对书法产生了浓厚的兴趣。 ????????                                            ",是,无, 2012-7-26 14:43,转发,1,赞,微博 weibo.com,yuenDr2Jt
68,"
                                                                                                    #镇域风采#【我爱我家，快乐童年，少儿绘画】炎炎夏日随着暑期的到来，为了丰富社区内少儿暑期活动，使小朋友过一个快乐有意义的暑期。近日，大兴区西红门镇礼域北区在辖区小花园内开展了“我爱我家，快乐童年，少儿绘画”活动。 ????????                                            ",是,无, 2012-7-26 14:02,3,评论,赞,微博 weibo.com,yue7daOKm
69,"
                                                                                                    #五有五提倡#【社区文化节】近日，大兴区黄村镇枣园尚城开展了第二届社区文化节活动。居民朋友们逐一表演了自己的拿手节目，节目大部分都是以“践行北京精神 落实五有五提倡”为主题的原创作品，题材多来自于居民自己身边的故事。 ????????                                            ",是,无, 2012-7-26 11:14,2,评论,赞,微博 weibo.com,yud14dBmM
70,"
                                                                                                    #镇域风采#【我是三羊小主人，争做环保小卫士】近日，大兴区亦庄镇三羊里居委会借着暑期时间组织小区中、小学生开展以“我是三羊小主人，争做环保小卫士”为主题的社区公益活动。小卫士们被分为两组，一组擦拭健身设施，另一组捡拾社区垃圾、铲除小广告活动，每个人都为小区环保工作贡献自己的力量。 ????????                                            ",是,无, 2012-7-26 09:47,1,评论,赞,微博 weibo.com,yucrPCBDe
71,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #微现场#在大兴桥下，大兴公安分局交警与巡警共同巡逻监控，协调排水部门确保道路交通安全。 ????????                                                            ", 2012-7-25 21:02,5,评论,1,微博 weibo.com,yu7raADUd
