序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
24,"
                                                                                                    #民生海淀#日前，设在中关村邮电支局内的车管服务站已正式办公，可办理驾驶证有效期满换证、损毁换证、遗失补证及提交身体条件证明4项业务，并提供其他车管业务问题咨询。附近工作和居住的童鞋有需要可以前去哦 ????????                                            ",是,无, 2012-8-22 14:36,7,2,赞,微博 weibo.com,yykSojrtO
25,"
                                                                                                    各位家有小盆友的童鞋，学习啊，很有用                                            ",否,"
                                                                                                    #安全上学# 安全上学, 从上路的第一步开始 。你可以这样做: 设计家庭成员暗语；确定可以寻求帮助的商店；计算路程...... 这份《安全上下学检查》表，望可以帮助您。@平安南粤 @平安北京 @新闻晨报 @新闻晚报 @上海铁警发布 ????????                                                            ", 2012-8-22 08:50,3,评论,1,微博 weibo.com,yyiC2mGrS
26,"
                                                                                                    #公益海淀#中关村地区社会组织公益行活动在中关村街道社区服务中心门前广场上举行，每月一次的志愿活动已经开展了一年多，在义务理发现场，4把理发椅明显不能满足需求，等待理发的人群自发排起长队等候。 ????????                                            ",是,无, 2012-8-22 08:19,4,6,赞,微博 weibo.com,yyipr4N35
27,"
                                                                                                    还是用有线耳机吧，童鞋们                                            ",否,"
                                                                                                    #健康提示#手机辐射什么时候会最大？工信部电信研究院的一位人士表示，手机刚接通时辐射最大，用户拨接电话时，最好等接通5秒之后再贴近耳边。如使用耳机，有线耳机比蓝牙耳机更安全，蓝牙耳机也会带来轻微辐射。充电状态下，远离手机为佳，更不要放在枕边充电。@南海发布 ????????                                                            ", 2012-8-21 13:48,6,2,赞,微博 weibo.com,yyb8g27vt
28,"
                                                                                                    #大美海淀#8万余株向日葵都向着太阳，游客也绽放出阳光般笑脸，“金色夏日——向日葵文化展”在北京植物园拉开帷幕。金灿灿的黄色钻葵、身材“矮小”的切花向日葵以及被大家熟知的食葵和油葵金灿灿地铺了一地，展览将一直持续到9月中旬。 ????????                                            ",是,无, 2012-8-21 13:44,23,4,赞,微博 weibo.com,yyb6X5qQJ
29,"
                                                                                                    #教育风采#在第27届全国青少年科技创新大赛中, 海淀共有11个青少年科技项目入选参加终评决赛（北京市入选终评的项目共23项）,获得5金5银,且北京市获得英特尔英才奖4项和北京公益学会科技创新奖3项由海淀包揽,最终成绩名列前茅,展现了海淀青少年的蓬勃朝气和强劲创新实力。 ????????                                            ",是,无, 2012-8-21 08:40,6,评论,赞,微博 weibo.com,yy97s00Y4
30,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #北京协和医院国际医疗部门诊全部实行预约挂号#从2012年8月27日起，北京协和医院国际医疗部门诊全面实行挂号预约制，不再接受现场排队挂号，请您至少提前一天（工作日8:00AM-4:00PM）拨打国际医疗部电话69156699预约。@协和尹佳 @协和麻婆 @协和抒扬 @协和王晓军 @首都健康 @健康教育何超 ????????                                                            ", 2012-8-21 08:23,7,评论,5,微博 weibo.com,yy90G6mef
31,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【秋天5大水果冠军挑着吃】1、柚子：碳水化合物最低，糖尿病患者与减肥者佳选，每天食用量别超200克，一天一大瓣即可；2、柑橘：维生素B1冠军，止咳化痰，吃多易上火；3、鲜枣：软化血管，抗癌降压，一天吃8~10个即可；4、石榴：含膳食纤维最高，防便秘治腹泻；5、板栗：富含矿物质。 ????????                                                            ", 2012-8-21 08:23,9,1,赞,微博 weibo.com,yy90mzivD
32,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #出行提示#昌平区立汤路北七家路口，东向西方向行驶不畅，同时影响到南北双向车辆的通行，途经车辆请小心驾驶、有序通行。 ????????                                                            ", 2012-8-21 08:21,2,1,赞,微博 weibo.com,yy8ZO12BD
33,"
                                                                                                    学习知识，安全第一                                            ",否,"
                                                                                                    #安全提示#夏季是电动自行车故障高发期。产生自燃现象，主要是因电路短路引起的。如何防范电动自行车自燃？存车时，尽量放在阴凉地方；高温天气里时速不宜太快，长时间使用的最好中途让电动车“凉快”10-20分钟；充电器尽量不要放车上，路面颠簸、太阳暴晒等会导致充电器发生短路，充电时可能引起自燃 ????????                                                            ", 2012-8-20 14:38,1,1,赞,微博 weibo.com,yy228pcVq
34,"
                                                                                                    大家一起帮帮这位母亲//@海淀区政府网站: 帮转了~                                            ",否,"
                                                                                                    @呆着就呆着 右边黑色滴三星9220就是丢失的手机。。。挂着一只小狐狸，希望好心人归还。海龙打车，五道口清华同方广场下车，请大家帮忙哦手机肯定落在车上，但手机目前已经打不通。手机本身不重要，重要的是里面8个月孩子的相片和视频对母亲很重要!望 @北京交通广播 帮转帮找下，谢谢了 ????????                                                            ", 2012-8-20 14:37,4,2,赞,微博 weibo.com,yy21E03mL
35,"
                                                                                                    #民生海淀#海淀游泳场馆水质GPRS远程在线监测系统启动。此次共从选取10家客流量较大、社会影响较重的游泳场馆作为在线监测的监测点，系统可24小时不间断将水质卫生指标数据传输到远程监控平台。监督部门可即时掌握泳池水质数据变化，对不符合标准的单位可及时进行预警并要求其采取控制措施尽快改善。 ????????                                            ",是,无, 2012-8-20 14:33,3,1,赞,微博 weibo.com,yy202ncdb
36,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【年轻的入殓师】入殓师，一个特殊的岗位，其工作是为逝者整容和装扮；也是一个少数人从事的职业，甚至不少人会对这个群体敬而远之。他们为逝者穿衣、化妆时动作特别轻柔，为了让逝者在生命的终点能够体面。入殓师谢剑：“看到家属认同的目光，就很有成就感。”（人民日报海外版）O网页链接 ????????                                                            ", 2012-8-20 09:20,1,1,1,微博 weibo.com,yxZXa64bE
37,"
                                                                                                    转发微博                                            ",否,微博已被原作者删除, 2012-8-20 09:18,-1,评论,赞,微博 weibo.com,yxZW8yG5n
38,"
                                                                                                    #民生海淀#跨清河高架桥工程主体部分基本完工，工人正在进行引桥的施工。据了解，清河高架桥预计今年年底建成通车，清河地区居民由此进入城区可以避开京藏高速的拥堵，从高架桥通过连接八家东西线路直通五道口的双清路，沿双清路直达中关村。这条跨清河和五环的高架桥全长400米，为双向4车道。 ????????                                            ",是,无, 2012-8-20 09:13,26,9,赞,微博 weibo.com,yxZUhC9Qn
39,"
                                                                                                    转发微博                                            ",否,"
                                                                                                     在工作上，能力不敌态度；在成功上，才华不敌韧度；在知识上，广博不敌深度；在思想上，敏锐不敌高度；在做人上，精明不敌气度；在做事上，速度不敌精度；在看人上，外貌不敌风度；在写作上，文采不敌角度；在方法上，创意不敌适度。 ????????                                                            ", 2012-8-18 08:28,14,2,赞,微博 weibo.com,yxGKRetad
40,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【今夜凉爽舒适 明日南部阵雨】17日17时北京气象信息：刚出三伏的第一天，阴云遮蔽了天空，夜间有小阵雨，对交通出行影响不大，最低气温22℃，感觉凉爽舒适，可以睡个好觉了；明天白天依旧阴云遮日，南部有阵雨，最高气温28℃，大部分时间适宜大家安排出行，但到南部最好还是带上雨具。 ????????                                                            ", 2012-8-17 17:23,1,1,赞,微博 weibo.com,yxAPIyJAe
41,"
                                                                                                    美丽的翠湖                                            ",否,"
                                                                                                    2012年08月16日 北京科教频道《魅力科学》栏目 播出了翠湖专访节目---“北京的最美湿地”，大家有时间都来观赏一下吧[lt羞]O网页链接 @海淀在线 @北京发布 ????????                                                            ", 2012-8-17 16:32,4,3,赞,微博 weibo.com,yxAuNDPcW
42,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    传一张圆明园的天鹅图 ????????                                                            ", 2012-8-17 16:16,5,2,赞,微博 weibo.com,yxAoDAxib
43,"
                                                                                                    终于出伏了，准备秋装，早晚防凉                                            ",否,"
                                                                                                    【今天京城正式出伏】#生活提示#今天京城正式出伏，气温也应景地有所回落，一年中最热的“三伏天”宣告结束。气象部门提醒，随着今年“三伏天”结束，昼夜温差将逐渐加大，傍晚前后气温回落较快。夜间最低气温有时在20℃之下，市民夜间休息要注意保暖。 ????????                                                            ", 2012-8-17 16:14,5,3,赞,微博 weibo.com,yxAnH5rBd
44,"
                                                                                                    学习清洗饮水机啊                                            ",否,"
                                                                                                    #微提示# 如何清洗饮水机？????????????                                                            ", 2012-8-17 09:42,5,评论,赞,微博 weibo.com,yxxOnFlfj
45,"
                                                                                                    #民生海淀# “坐月子饮食原则：控制热量，少盐、少油、少糖为主……”京城首家两岸合资医院北京宝岛妇产医院“首都幸福孕育促进计划”拉开帷幕。其中，北京宝岛妇产医院与北太平庄街道办联办的“幸孕之旅，宝岛伴您行——准妈妈课堂进社区”大型公益活动同时启动，两位专家与孕妇和家属互动交流。 ????????                                            ",是,无, 2012-8-17 09:40,10,评论,赞,微博 weibo.com,yxxNDgQSZ
46,"
                                                                                                    记得带雨具哟                                            ",否,"
                                                                                                    【17日早晨6点北京天气预报】 今天白天多云转阴，偏南风2、3级，最高气温29℃，白天依然有些闷热感，傍晚开始门头沟，房山有阵雨；夜间阴有阵雨，南转北风1、2级，最低气温21℃。外出带上雨具，注意出行安全。 ????????                                                            ", 2012-8-17 07:49,2,4,赞,微博 weibo.com,yxx4ye0ES
47,"
                                                                                                    #民生海淀#安宁庄西路南段道路铺油完工，铺油总面积约为5149平方米。安宁庄西路南段改造工程位于海淀区清河地区，是一条南北方向的城市次干路，起点为上地村南路，终点为朱房村北路。该路的建成通车，较大完善了中心城北部地区路网系统及配套市政基础设施，大力缓解了清河地区交通压力和居民出行条件。 ????????                                            ",是,无, 2012-8-17 07:47,16,5,赞,微博 weibo.com,yxx3LssMF
48,"
                                                                                                    确实立秋了，晚上很舒服，各位童鞋早上加油啊，一天好心情                                            ",否,"
                                                                                                    【16日早晨6时北京天气预报】今天白天晴转多云，北转南风2、3级，最高气温31℃；今天夜间多云，南转北风1、2级，最低气温22℃。 适宜晨练和登山等户外活动。明天将有一次降水天气过程，请关注临近预报。 ????????                                                            ", 2012-8-16 06:26,1,4,赞,微博 weibo.com,yxn6zzYNK
49,"
                                                                                                    骗子又有新花样，擦亮眼睛啊                                            ",否,"
                                                                                                    #微提醒#小心！骗子又有了几种新花样！无论在网上还是在街头“花头经”很多的诈骗案件会不断翻新。警方分析110警情研判，近期诈骗案件出现了新动向，现将案件特点分析如下，提请广大市民注意防范 @常熟公安 @张家港市公安局 @平安园区 @苏州公安 @平安江苏 @扬子晚报 @现代快报 @江苏身边事 @江苏城市????????????                                                            ", 2012-8-15 14:40,8,1,赞,微博 weibo.com,yxgUm90Rg
50,"
                                                                                                    #创新海淀#【蛟龙‘游进’中关村】由中国科学院支持举办《院士大讲堂》开课。担任“蛟龙”号载人潜水器副总设计师朱敏研究员，与在场听众分享了“蛟龙”号研制试验鲜为人知的动人故事，介绍世界深海探测的激烈竞争，共同展望中国深海载人潜水的美好前景，带领大家走进神秘瑰丽的深海世界。 ????????                                            ",是,无, 2012-8-15 14:37,1,1,赞,微博 weibo.com,yxgTvyMBP
51,"
                                                                                                    学习啦                                            ",否,"
                                                                                                    【食红枣注意事项】红枣性温，更是女性补血的佳品。然而食用枣时要注意七大禁忌：1、腐烂变质枣忌食用 2、不宜与维生素同时食用 3、不宜和黄瓜或萝卜一起食用 4、不应和动物肝脏同时食用 5、服用退热药时禁忌食用 6、服苦味健胃药及驱风健胃药时不应食用。 ????????                                                            ", 2012-8-15 10:45,1,评论,赞,微博 weibo.com,yxfn69Mqf
52,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #海淀活动# 【画家们的毕业典礼】[din厉害]近日，北京凤凰岭书院首届中国书画学精英班举行毕业典礼，来自全国各地的画家用作品展的形式画出了自己的毕业答卷。此次展览涵盖了人物、山水、花鸟、书法。据了解，北京凤凰岭书院第二届中国书画学精英班已经开始招生了哟~O网页链接 ????????                                                            ", 2012-8-15 10:44,1,评论,赞,微博 weibo.com,yxfmJ6PTy
53,"
                                                                                                    提醒各位童鞋，最好提前网上弄清价格配置，心里有数，不被忽悠，网购也是重要选择啦！                                            ",否,"
                                                                                                    #二手电脑骗子防范6法#之一 购买前要了解机器配置、确定购买目标、市场行情和产品主要性能。最简便的方法就是在网上找到购买目标的相关配件，看看评价和价位，结合购买目标已使用的时间，大概估算价格。[抛钱]如果咱自己估算出来的价格与目标商品的价格出入太大，那就走为上策。[印迹] ????????                                                            ", 2012-8-15 10:44,转发,1,赞,微博 weibo.com,yxfmEnGo7
54,"
                                                                                                    #民生海淀#【颐和园有支义务指路队】她六岁整，6年时间已经服务游客40万人次，她是北京市唯一一支双语志愿服务团队，每周末休息时间都在颐和园附近服务，有见过他们的么？举手 ????????                                            ",是,无, 2012-8-15 10:28,3,2,赞,微博 weibo.com,yxfgrktm5
55,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    2012年7月永丰、温泉、翠湖、太舟坞四座再生水厂安全稳定运行，月处理总量112.3247万吨，1至7月累计处理760.6153万吨，水质均达到北京市《水污染物排放标准》中的Ⅰ级B标准。 ????????                                                            ", 2012-8-14 09:55,1,1,赞,微博 weibo.com,yx5CmE3RS
56,"
                                                                                                    #海淀新闻#【小海归设计模型建筑】五棵松马路北侧的草坪绿化带上出现一座小型别墅模型建筑，引来许多市民驻足观赏、拍照。设计者则是环境设计专业毕业回国的小海归。看到这一地段绿化带上井盖比较多，于是制作了这座模型，海淀绿化三队表示群众反映好，将上报上级推广。 ????????                                            ",是,无, 2012-8-14 09:52,11,4,赞,微博 weibo.com,yx5BejaHO
57,"
                                                                                                    还在路上的童鞋注意安全哈                                            ",否,"
                                                                                                    #出行提示#目前，我市局部地区已出现降雨，请出行的朋友注意防雨，开车、骑车的朋友注意交通安全。 ????????                                                            ", 2012-8-14 08:47,2,评论,赞,微博 weibo.com,yx5aR41iH
58,"
                                                                                                    #海淀新闻#【圆明园“上演”中式集体婚礼】昨日，圆明园春泽斋装饰一新，10对新人身着中式礼服，乘坐中式小船，在丝竹声里由荷塘中缓缓泛舟至春泽斋。这就是2012圆明园第17届荷花节 “花开并蒂??百年好荷”中式集体婚礼。据悉10对新人是从1111对报名新人中随机挑选出来的，堪称是“百里挑一”。 ????????                                            ",是,无, 2012-8-13 14:22,3,1,赞,微博 weibo.com,ywXWqcxOE
59,"
                                                                                                    #海淀新闻#【中关村清除17万张非法小广告】海淀城管发动志愿者在在中关村四通桥、知春路等路段及过街天桥上清除非法小广告17万余张。小广告90%都是房屋租赁内容，部分是招聘广告。城管部门提示市民，房屋租赁双方应通过正规方式获取房屋信息，不要轻信小广告内容，以免上当受骗。 ????????                                            ",是,无, 2012-8-13 11:32,29,9,赞,微博 weibo.com,ywWP4vNVM
60,"
                                                                                                    #海淀新闻#【这个暑假不平淡】暑假既是青少年自由玩耍的美好时光，也是走出家门，积极参加社会实践的最好机会。参加讲座、参观博物馆或者在家门口一块学习，有没有当年一起做作业的感觉？？[冠军诞生] ????????                                            ",是,无, 2012-8-13 08:56,5,评论,赞,微博 weibo.com,ywVNRotyk
61,"
                                                                                                    #海淀新闻#【实战演练保平安】海淀消防支队双榆树中队联合西郊冷冻厂开展特大化学品灾害事故实战演习。演习中西郊冷冻厂液氨储置室2号罐主阀发生泄漏事故，接警后，双榆树中队紧急出动抢险车、大力车、破拆车、水罐车前往现场，经过稀释堵漏，险情得到有效遏制，应急处置能力得到实战检验。 ????????                                            ",是,无, 2012-8-10 15:20,2,1,赞,微博 weibo.com,yww2ejlwf
62,"
                                                                                                    #海淀新闻#【海淀186人入选“千人计划”“海聚工程”】据悉，今年上半年，海淀新增入选“千人计划”11人，入选“海聚工程”27人。截至目前，海淀区入选“千人计划”64人，入选“海聚工程”122人，居北京市各区县之首，高层人才的发现和引进为核心区建设提供了强有力的人才保障。 ????????                                            ",是,无, 2012-8-10 14:41,4,2,赞,微博 weibo.com,ywvMCA4UZ
63,"
                                                                                                    公共交通前往，可以提前一会出来，方便回家噢                                            ",否,"
                                                                                                    #出行提示#今晚，位于五棵松桥的万事达中心将举办大型演唱会[唱歌]。预计入场和散场期间，周边道路车行缓慢[有鸭梨]，建议前去观看演出的朋友尽量选择公共交通[大巴]，您乘坐地铁一号线五棵松站下车走几分钟就能到。 ????????                                                            ", 2012-8-10 09:23,3,2,赞,微博 weibo.com,ywtHgCf6m
64,"
                                                                                                    #民生海淀#【我区首家区级名老中医工作室揭牌】 海淀区名老中医王少峰传承工作室在北京市中西医结合医院正式揭牌，成为我区首家区级名老中医工作室。预计年内，海淀区名老中医工作室将建成3家，并将同时引入北京市名老中医，为我区医疗卫生系统培训中医人才，患者也可就近享受到优质的中医服务。 ????????                                            ",是,无, 2012-8-10 09:05,13,3,赞,微博 weibo.com,ywtA8z1pB
65,"
                                                                                                    台风凶猛，北京南站京沪高铁停运，全额退款                                            ",否,"
                                                                                                    【23列京沪高铁停运 可全额退票】受“海葵”影响，北京南站所有京沪高铁全部停运。持停运列车和调整运行计划列车车票的旅客可在三日内(含当日)办理全额退票。停运列车中，凡通过互联网订票未取票的旅客，铁路部门将直接退还票款，已自行在网上办理退票手续的旅客，铁路部门也将退还其5%的退票手续费。 ????????                                                            ", 2012-8-9 17:27,3,评论,6,微博 weibo.com,ywnrjhKh4
66,"
                                                                                                    抽烟害处多，抽烟的童鞋力争戒烟啊                                            ",否,"
                                                                                                    【饭后一支烟，害处大无边】有人说：饭后一支烟，赛过活神仙。而医学研究表明，进食后吸烟，危害更大。进食后，消化系统进入全面消化吸收状态，胃肠蠕动频繁、血液循环加快，毛孔张开，排放多余热能和加快组织细胞生物呼吸。这时吸烟，有害物质会被肺部和全身组织大量吸收，给人体带来极大伤害。 ????????                                                            ", 2012-8-9 16:40,7,1,赞,微博 weibo.com,ywn86rdlA
