序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
32,"
                                                                                                    据研究，饮醉1次，就相当于得1次轻度肝炎。正常人平均每日饮酒精40~80克，5年内患慢性酒精性肝病的概率为50%，8~10年就可发生肝硬化，进而引发肝癌。医学专家推测，长期过量饮酒者，平均缩短寿命20~30年，无疑是慢性自杀。中意饮酒的朋友请注意! ????????                                            ",是,无, 2012-8-26 10:27,1,1,赞,皮皮时光机,yyUX9s0jx
33,"
                                                                                                    【六种米养生功效】1.粳米最滋补：健脾胃，补中气，养阴生津。 2.糙米最助消化：降低胆固醇，减少心脏病发作。3.黑米最补肾：滋阴补肾，补肝明目，抗衰美容，防病强身。4.糯米最排毒：富含蛋白质、脂肪、糖类等。5.薏米最养颜：利水渗湿，健脾止泻，清热解毒。6.小米最养胃：益肾气清虚热，利小便。 ????????                                            ",是,无, 2012-8-26 07:17,2,评论,赞,皮皮时光机,yyTI1uB8K
34,"
                                                                                                    【失眠的穴位按摩】睡前，醒后各按揉一分钟，缓解失眠相当有效！试试吧！ ????????                                            ",是,无, 2012-8-25 21:07,转发,评论,赞,皮皮时光机,yyPIrz2GM
35,"
                                                                                                    【生气对身体伤害有多深】①皮肤：生气时，会刺激毛囊，引起毛囊周围的炎症，出现色斑问题。②子宫、乳腺：女人生气伤乳腺和子宫。③甲状腺：老生气会使甲状腺功能失调。④大脑：大量血液涌向大脑，此时血液中含有毒素最多加速脑部衰老。⑤肺：女性情绪冲动时呼吸急促，甚至过度换气，危害肺健康。 ????????                                            ",是,无, 2012-8-25 17:57,1,1,赞,皮皮时光机,yyOtj46Am
36,"
                                                                                                    【健康小知识：五官变化预示健康状态】1、眼睛忽然看不见东西了，这是肝功能衰弱的标志。2、嗅觉越来越不灵了，这是肺功能衰弱的标志。3、嘴唇感觉变迟钝了，这是胰脏功能衰弱的标志。4、耳朵听不清声音了，这是肾功能衰弱的标志。5、味觉迟钝尝不出味道了，这是心功能衰弱的标志。童鞋们要警惕哦！ ????????                                            ",是,无, 2012-8-25 14:47,转发,评论,赞,皮皮时光机,yyNebocuq
37,"
                                                                                                    #中医养生#常吃枸杞子能“坚筋骨、耐寒暑”。是滋补调养和抗衰老的良药。很多人都不知道常吃枸杞子可以美容。这因为，枸杞子可以提高皮肤吸收氧分的能力，另外，还能起到美白作用。《本草纲目》记载：“枸杞，补肾生精，养肝，明目，坚精骨，去疲劳，易颜色，变白，明目安神，令人长寿。” ????????                                            ",是,无, 2012-8-25 11:42,转发,评论,赞,皮皮时光机,yyM16cDVk
38,"
                                                                                                    【养生道】人的健康离不开两大要素：1）足够的气血；2）畅通的经络（包括血管和排泄垃圾的通道）。 足够的气血靠：足够的食物+胆汁+充足优质的睡眠+良好的生活习惯。 畅通的经络需要：清净心。一切七情六欲都会破坏清净心，从而破坏经络的正常运行。精气神足，身体自然健康。 ????????                                            ",是,无, 2012-8-25 09:06,转发,评论,赞,皮皮时光机,yyKZMjnVf
39,"
                                                                                                    孩子注意力不集中有哪些表现下//@北京房山健康教育:转发微博                                            ",否,"
                                                                                                    （下）⑤记不清老师上课教的内容和布置的作业；⑥难以进入午睡状态；⑦在无人监督的情况下，难以独自完成老师布置的课后作业。若上述7条中表现超过3条，那么父母们就应该注意了。孩子小时候注意力不集中，若是未能得到及时纠正，对今后升学后的成绩以及智力发展都会带来很大的负面影响。 ????????                                                            ", 2012-8-24 17:55,1,评论,赞,微博桌面,yyF2e9yJT
40,"
                                                                                                    孩子注意力不集中有哪些表现上//@北京房山健康教育:转发微博                                            ",否,"
                                                                                                    【孩子注意力不集中有哪些表现】（上）孩子注意力不集中常有以下表现：①对他说话时常常目光游离不定，并且记不住对方所说的话；②经常拒绝做一些需要持续用脑的事情；③常常丢三落四，很容易被周围的一丁点儿响动分散注意力；④在幼儿园或学校里难以安心上课，坐上一会儿就会情不自禁地站起来走动。 ????????                                                            ", 2012-8-24 17:55,1,评论,赞,微博桌面,yyF29pdXs
41,"
                                                                                                    良乡医院顺利通过外科医师基地、全科医师基地的复审。                                            ",否,"
                                                                                                    2012年6月15日，北京市卫生局委派的24名专家对我院外科医师、全科医师培训基地进行了实地复评检查，专家组最终评定良乡医院全科医师培训基地、外科医师培训基地达到了“合格”基地标准.良乡医院顺利通过外科医师基地、全科医师基地的复审. ????????                                                            ", 2012-8-24 17:49,转发,评论,赞,微博桌面,yyEZKtNPX
42,"
                                                                                                    每个人都应因人制宜、持之以恒、循序渐进、不断努力，力争达到个人最高目标。                                             ",否,"
                                                                                                    日行一万步是每天必须走一万步吗？日行一万步是正常人每天都应该进行活动的量。可以用你每天各种活动的活动量进行折合和累计。建议6000-10000步。日行一万步是最高目标。专家提倡：贵在坚持、动则有益；多动更好、适度量力。每个人都应因人制宜、持之以恒、循序渐进、不断努力，力争达到个人最高目标。 ????????                                                            ", 2012-8-24 10:11,1,评论,赞,微博桌面,yyBZZnHvN
43,"
                                                                                                    #卫生信息#8月23日下午，房山区佛子庄乡社区卫生服务中心对医院全体医务人员组织开展《合理使用抗生素和激素类药物以及相关法律法规培训》，旨在掌握抗生素的使用规范，培训的内容有：抗生素使用的原则、临床选择、不良反应和联合应用等，培训后组织进行相关考试。 ????????                                            ",是,无, 2012-8-23 18:38,转发,评论,赞,微博桌面,yyvT10bzn
44,"
                                                                                                    #卫生信息#为加强集中空调通风系统的卫生管理，预防和控制空气传播性疾病的传播，保障公众健康，@北京房山卫生监督 对全区集中空调进行了监督检查，并抽取人群相对密集的5家单位，对集中空调设备冷却（凝）水、积尘量、细菌总数、真菌总数进行采样。对在监督检查中发现的问题当场下发卫生监督意见书。 ????????                                            ",是,无, 2012-8-23 11:51,转发,评论,赞,微博桌面,yyte2Ac9W
45,"
                                                                                                    //@北京12320在聆听:选巧克力要先看其标准代号,GB开头为纯可可脂制成,SB开头的代可可脂含量较高,建议优先选GB开头的//@北京西城健康教育: 看到这条微博手边正好有一盒巧克力，赶紧看一下，还好是GB//                                            ",否,"
                                                                                                    【消费警示】选巧克力要先看其标准代号,GB开头为纯可可脂制成,SB开头的代可可脂含量较高,建议优先选GB开头的,其口感和营养都更佳，且没有反式脂肪酸！所以，买巧克力要看清标签，不要被SB巧克力骗了你！[做鬼脸]@北京营养师俱乐部 ????????                                                            ", 2012-8-23 10:17,转发,评论,1,微博桌面,yysBOaacu
46,"
                                                                                                    //@北京12320在聆听://@北京药事: 转发微博                                            ",否,"
                                                                                                    【女童也可能患卵巢癌】这个暑假，南京市妇幼保健院收治了3例卵巢恶性肿瘤的女童（8岁、9岁、12岁）。该院妇科主任苏亦平介绍，卵巢肿瘤可发于任何年龄，包括幼女。在女童的卵巢肿瘤里，恶性肿瘤约占11%。专家提醒，环境和内分泌因素最应被重视，女童勿用成人化妆品，少吃含激素食物。via扬子晚报 ????????                                                            ", 2012-8-23 10:16,转发,评论,赞,微博桌面,yysBm4jYM
47,"
                                                                                                    北京郊区医院影像论坛                                             ",否,"
                                                                                                    分享图片 房山区第一医院主办的北京郊区医院影像论坛 ????????                                                            ", 2012-8-23 10:05,1,评论,赞,微博桌面,yyswYeXG5
48,"
                                                                                                    二手烟中包含4000多种物质，其中包括40多种致癌物质，如被不吸烟的人吸进体内，亦可能和氡气的衰变产物混合一起，对人体健康造成更大的伤害。//@王利芬:吸烟的人走近一米近就能闻到身上的味道，除了影响牙齿脸色身体，在体味上也让自已稍逊，而且还破坏环境，影响家人，所以是多输啊，                                            ",否,"
                                                                                                    如果生活在一个吸烟的家庭，孩子成长到5岁时将吸进大约102包烟！请转发，让吸烟的家长都看看！~~是吃货请关注 @一切与美食有关 ????????                                                            ", 2012-8-23 09:24,1,评论,2,微博桌面,yysgh6Dm2
49,"
                                                                                                    #卫生信息#8月22日，@北京市社区卫生协会 受市医改办委托，到房山区进行“基层医疗卫生机构补偿机制”相关调研。调研组分别与房山区卫生局、财政局、人保局等部门主要领导进行了交流和探讨。随后，调研组分别到河北镇社区卫生服务中心、韩村河镇社区卫生服务中心进行实地考察。 ????????                                            ",是,无, 2012-8-22 16:03,转发,评论,赞,微博桌面,yylrRAK8y
50,"
                                                                                                    #卫生信息#8月21日下午，长阳镇社区卫生服务中心邀请良乡医院护理部主任支文艳、内科护士长进行优质护理相关知识培训。培训班上，支主任围绕“优质护理服务”建设的工作思路及工作方法进行了专题讲座，内科护士长对简易呼吸器的使用进行了实际操作培训。既提高了技能，又开拓了思路。 ????????                                            ",是,无, 2012-8-22 15:31,转发,评论,赞,微博桌面,yyleSo91r
51,"
                                                                                                    #卫生信息#8月20日上午10时，835公交车载着一位重症病人急速驶进了窦店镇社区卫生服务中心。中心医务人员跑到车上查看患者情况。急性病容，测血压90/60mmHg，立即给予患者吸氧处理，随后大家齐力将患者推往急诊室进行抢救。诊断为“持续性室性心动过速”。10时25分将患者转往上级医院继续治疗。 ????????                                            ",是,无, 2012-8-22 14:53,转发,评论,赞,微博桌面,yykZhi93Z
52,"
                                                                                                    #卫生信息#窦店镇社区卫生服务中心加强肠道传染病的防治。夏季是肠道传染病的多发季节，为防止其暴发流行，临床科室再次进行了相关知识的培训。遇到腹泻病人首先要详细询问病史，然后做到有泻必检，达到便检率100%，便培率100%，及时上报。[呵呵] ????????                                            ",是,无, 2012-8-22 14:31,转发,评论,赞,微博桌面,yykQf2Jpi
53,"
                                                                                                    管好“两口”健康长久。[呵呵]                                            ",否,"
                                                                                                    管好“两口”健康长久：出口：养成每天一次大便的良好习惯。1抓住两个自然排便反应：每天早起后的起立反射，吃饭后的胃肠反射。即使没有便意也要去坐一坐，蹲一蹲，逐渐养成条件反射，就能顺畅排便了。2多吃排毒食物：如杂粮、豆类、红薯、蔬菜、水果等3多吃润肠食品：如蜂蜜、黑芝麻、芋头等4多运动。 ????????                                                            ", 2012-8-22 10:17,转发,评论,赞,360安全平台,yyjb9xxsB
54,"
                                                                                                    为了您和他人家庭幸福，请您切忌酒后驾车。[悲催] 健康的生活方式带给您一个充满活力和希望的明天。                                            ",否,"
                                                                                                    刚看见一个博主晒照片，笑谈朋友【一边喝啤酒一边开车】，不免担心。不说现在对酒驾的惩罚力度是多么大，单看120每天的急救工作中，因为酒驾造成事故的案例就不在少数，轻则车损人伤、重则家破人亡！不要存有侥幸心理。拒绝酒驾的意义不在于躲避处罚，而是为了生命安全，自己的，他人的！ ????????                                                            ", 2012-8-21 16:02,转发,评论,赞,微博 weibo.com,yyc0Pm9ZI
55,"
                                                                                                    减轻晕动症的反应。                                            ",否,"
                                                                                                    晕动症（比如晕车晕船）1.获得充足的新鲜空气。2.尽量保持头不动，闭上眼睛，凝视主焦点或是另一个不动的物体。并且坐在感觉运动最小的地方小汽车前部的座位，轮船中间或是轮船前舱的舱位或者机翼上方的座位。不要反座，不要在运动中阅读。3.进食低脂、淀粉类食物，。不要喝酒、抽烟，以免引起恶心。 ????????                                                            ", 2012-8-21 15:31,1,评论,赞,微博 weibo.com,yybOe5QL8
56,"
                                                                                                                                                ",否,"
                                                                                                    8月17日上午，良乡医院社区中心在苏庄三里社区组织家庭保健员进行了常规培训。 “家庭保健员计划”是在每个家庭中选出一个较优秀的成员学习慢性病防治知识，从而能指导管理整个家庭成员的日常生活习惯和防病治病知识。截止目前，良乡医院社区中心已陆续开展了13场次的家庭保健员培训。 ????????                                                            ", 2012-8-21 14:37,转发,评论,赞,微博 weibo.com,yybslc7TZ
57,"
                                                                                                    健康四大基石：合理膳食，适量运动，戒烟限酒，心理平衡，帮助你防控慢性病。研究结果显示，若能早期控制危险因素，约80%的心脏病、中风、2型糖尿病和40%的肿瘤是可以预防的                                            ",否,微博已被原作者删除, 2012-8-21 09:19,-1,评论,赞,微博桌面,yy9nr4RnD
58,"
                                                                                                    #卫生信息#8月20日下午，在房山区精神卫生保健院赵福生主任带领下，全院医务人员参加每月一次的业务学习。赵主任主讲《临床常见精神症状的鉴别诊断》课题，他生动详细地讲述了精神症状的一些常见的临床表现、诱发因素、疾病评估及诊断、一系列的治疗措施等等。医务人员增强临床常见精神疾病知识。 ????????                                            ",是,无, 2012-8-20 17:31,转发,评论,赞,微博桌面,yy3aA31GT
59,"
                                                                                                    #卫生信息#8月19日，房山区精神卫生保健院为全院病友发放了清凉解暑品——西瓜，为病友创造愉悦的就医心情，在炎炎夏日为他们送上一份清凉的人文关怀，在这个骄阳似火，酷暑难当的盛夏，病友在病区里吃着清凉的西瓜，面带着欢乐的笑容和满是感激的情怀。他们脸上流露的笑容，就是对医院最好的感激。 ????????                                            ",是,无, 2012-8-20 16:33,转发,评论,赞,微博桌面,yy2N0wlAS
60,"
                                                                                                    #卫生信息#房山区精神卫生保健院六病区接到一位病人家属送来两面锦旗。病人家属紧紧握住主治医生的手说：“您真是我们一家人的大恩人啊”，深深的向医护人员鞠了一躬。病人入院时有大量生动的幻听幻视现象，病情十分严重，医护人员以精湛的技术、精心治疗、耐心细致的护理，病情有很大转变，痊愈出院。 ????????                                            ",是,无, 2012-8-20 15:58,转发,1,赞,微博桌面,yy2yOhCIH
61,"
                                                                                                    #健康小贴士#夏季蚊虫叮咬止痒：1.可用氨水止痒，也可将肥皂蘸水在红肿处涂抹。2.可涂上风油精等。3.用盐水涂抹或冲泡痒处。4.可用芦荟叶中的汁液止痒。5.将阿斯匹灵药丸磨碎和水涂抹在伤口上。6吃碱性蔬菜（菠菜、芹菜、西红柿等）及饮食，体质血液微碱性，不但蚊子不爱叮，就算被叮之后，也不至太痒! ????????                                            ",是,无, 2012-8-20 14:53,1,1,赞,微博 weibo.com,yy28hxqet
62,"
                                                                                                    #健康小贴士#如何预防脚起水泡：1、穿合脚的鞋子。2、穿对的袜子。有些棉袜会聚汗且易在鞋内滑动，容易起水泡。选择快干质料的袜子。3、穿鞋前在易起水泡处抹上润滑剂。但不是凡士林，因为会融化和变薄。4、修剪脚指甲，使它们不会与鞋或脚趾磨擦。5、如果感觉要起水泡了，立即脱掉鞋子，贴上绷带。 ????????                                            ",是,无, 2012-8-20 11:55,转发,评论,赞,微博桌面,yy0Ybljcq
