序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
11,"
                                                                                                    #房山新闻#【培训家庭保健员】近日，良乡医院社区中心在苏庄三里社区组织家庭保健员进行了常规培训，向家庭保健员讲解常见疾病预防知识，及戒烟限酒、合理膳食、控制体重等健康生活常识，同时对提出疑问者进行单独指导。截止目前，良乡医院社区中心已陆续开展了13场次的家庭保健员培训。 ????????                                            ",是,无, 2012-8-27 15:10,转发,评论,赞,微博 weibo.com,yz6eyye4d
12,"
                                                                                                    #房山新闻#【白草畔景区重新开放】经过排险、修复、重建后，受“7??21”特大自然灾害影响停业的白草畔自然风景区，没有共产党就没有新中国纪念馆于8月15日恢复营业，据统计，恢复营业5天时间，已接待游客500余人。 ????????                                            ",是,无, 2012-8-24 10:24,31,36,赞,微博 weibo.com,yyC5j7VJF
13,"
                                                                                                    #为您播报#【房山区第四届“档案馆日”活动公告】为了进一步提高档案馆公共服务水平，使“档案馆日”活动成为宣传档案文化、扩大档案工作影响、服务社会公众的特色品牌。根据市档案局统一部署，房山区档案馆于2012年9月5日举办第四届“档案馆日”活动。 ????????                                            ",是,无, 2012-8-23 11:08,2,评论,赞,微博 weibo.com,yysWln47w
14,"
                                                                                                    #房山新闻# 8月17日，在市科协的组织筹备下，来自北京大学附属医院等单位的55名经验丰富的医疗专家，组成10个服务小组，分赴房山10处受灾较重的社区与村庄，为受灾群众提供就诊咨询、医疗检查、心理疏导等多项服务。 ????????                                            ",是,无, 2012-8-22 10:53,5,1,赞,微博 weibo.com,yyjpTtswu
15,"
                                                                                                    #为您播报#房山区市政市容管理委员会致广大市民的一封信 ????????                                            ",是,无, 2012-8-21 15:23,8,11,赞,微博 weibo.com,yybKQyW2M
16,"
                                                                                                    #房山新闻#十渡拒马乐园南山高空索道于2010年3月开工建设，索道跨度和垂直高度均是全国之最，目前已通过国家索检中心检测。该高空索道长1060米，海拔750米，垂直高度500米。吊箱最大承载量为30人，单程乘坐时间为3分钟，途中可以饱览十渡大半个景区的风光，到达南山后，可步行顺山路而下，穿孤山寨而出 ????????                                            ",是,无, 2012-8-20 10:37,8,3,赞,微博 weibo.com,yy0sj5N02
17,"
                                                                                                    拒马乐园南山观光索道是十渡风景区全面提升旅游服务档次的重点工程，是十渡依托山水资源，发展休闲度假旅游的有益尝试。                                            ",否,"
                                                                                                    #十渡景区# #房山旅游# 8月19日，经历“7.21”风雨洗礼后，十渡风景区重新开放营业，拒马乐园、孤山寨、东湖港三大主要景点和集观光、体验、采摘于一体的平峪“田园超市”可正常接待游客，景区内宾馆、饭店及80%的民俗户可同期正式迎客。同时，拒马乐园南山观光索道也于当天正式投入运营。 ????????                                                            ", 2012-8-20 10:27,5,1,赞,政府版微博,yy0olzFyt
18,"
                                                                                                    欢迎大家前来观光游玩                                            ",否,"
                                                                                                    #十渡景区# #房山旅游# 近日，十渡景区经过精心的准备推出了“浪漫平峪 田园采摘”、“南山索道 纵览美景”、“挑战人生激情蹦极”、“快乐东湖港 健身大世界”、“神秘孤山寨 探索地质游”等旅游项目，正在以崭新面貌迎接新老宾朋到来。 ????????                                                            ", 2012-8-20 10:21,8,2,赞,政府版微博,yy0lQaVay
19,"
                                                                                                    今日下午宜出行 夜间要防雨                                            ",否,"
                                                                                                    【下午宜出行 夜间要防雨】17日11时北京气象信息：今天阳光不给力，湿度较大，有点轻雾，对交通没有太大的影响。下午多云转阴，傍晚前后，房山、门头沟地区有阵雨，注意防范，夜间阴有阵雨。今天最高气温29℃，最低气温21℃。 ????????                                                            ", 2012-8-17 14:14,6,1,赞,微博搜索,yxzAQjudo
20,"
                                                                                                    地铁9号线将于年内通车                                            ",否,"
                                                                                                    【9号线军博站明年6月地下换乘】地铁9号线将于年内通车，其军博站昨天主体结构完工，下一步将进行装修以及动车调试工作。因换乘通道施工需要，通车后9号线与1号线换乘暂定地上换乘，明年6月改为地下。考虑到乘客换乘时长时间处于狭窄通道内会感到压抑，该站新建两个换乘大厅可直接进出站。 ????????                                                            ", 2012-8-16 15:22,29,5,2,政府版微博,yxqCieLIn
21,"
                                                                                                    从7月24日开始，霞云岭乡庄户台村30多名村民开始上山种植苦荞，苦荞生长期两个多月，10月中旬即可收获，亩产可达150至200公斤，目前已种植苦荞300亩，预计可实现产值90万元。 ????????                                            ",是,无, 2012-8-16 14:55,5,评论,赞,政府版微博,yxqr1ogwU
22,"
                                                                                                    8月15日，北师大良乡附中操场铺胶工作接近尾声，铺设草坪、地面硬化、安装周边栅栏等工作，将在9月1日开学前全部完成。9月1日全区百余所受灾学校将如期开学 ????????                                            ",是,无, 2012-8-16 14:51,13,3,1,政府版微博,yxqpFtYQI
23,"
                                                                                                    房山区调整2条公交线路分别通达城关街道洪寺村安置房和阎村镇公主坟村安置房，方便受灾群众出行                                             ",否,"
                                                                                                    #公交服务#目前，房山区暴雨灾后安置房项目已全部验收交用。为方便受灾群众入住后的出行，房山区交通局对房47路（洪寺—阎仙垡）和房50路（万紫家园—地铁苏庄站）2条公交线路进行了调整。现在，2条公交线路分别通达城关街道洪寺村安置房和阎村镇公主坟村安置房，并增设临时停靠站，方便了受灾群众出行 ????????                                                            ", 2012-8-15 16:25,7,5,赞,政府版微博,yxhAZmsJZ
24,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【首批20个桥区将开建蓄水池】五路居桥、丰益桥、安华桥、广渠门西夕照寺铁路桥、玉泉营北双营铁路桥……2012年汛期结束后，在“7·21”特大自然灾害中出现严重积水的20个桥区即将启动蓄水池建设,计划在2013年汛期前建成，届时桥下排水能力有望从目前的“两年一遇”提高至“十年一遇”。 ????????                                                            ", 2012-8-15 14:19,1,1,赞,政府版微博,yxgM5u3W5
25,"
                                                                                                    8月9日，为期四天的第五届北京国际房车露营展览会在长阳CSD拉开帷幕。除了向观众展示数十款国产、进口房车及各种露营用品和多处旅游目的地外，首届中国房车车模大赛的举行更是吸引了众多露营爱好者参加。 ????????                                            ",是,无, 2012-8-14 12:14,4,3,赞,政府版微博,yx6wNALlR
26,"
                                                                                                    京石二通道方便市民去景点                                            ",否,"
                                                                                                    【京石二通道方便市民去景点】#聚焦北京#京石二通道横跨15条河川，目前已有12处标段动工，建成后，将彻底打开京西南以及河北各地进出中心城的快速路，在本市地域内将设立12个出入口，房山区每个镇都将有出入口，最大限度方便市民去周边景点，同时房山区各镇也将首先“尝到实惠”。 ????????                                                            ", 2012-8-14 10:25,9,3,赞,政府版微博,yx5OvAsE6
27,"
                                                                                                    8月10日起，房山区审计局开始对区内所有接受使用“7.21”特大自然灾害救灾资金和物资的部门与单位实施跟踪审计，掌握此次救灾资金物资的总体规模、来源渠道以及拨付、使用、管理情况，促进救灾资金物资按要求及时到位、有效监管、规范使用。 ????????                                            ",是,无, 2012-8-13 14:17,5,7,赞,微博 weibo.com,ywXUo2X1x
28,"
                                                                                                    城关街道东瓜地村开始修复设施大棚。特大暴雨致使城关街道299栋、328.9亩设施农业受损。目前，城关辖区各涉农企业正有序开展灾后自救，全力做好本企业的设施大棚修复、水淹菌棒清理、防水加固等措施，确保企业生产生活秩序尽快恢复。 ????????                                            ",是,无, 2012-8-12 14:19,2,2,赞,微博 weibo.com,ywOuC7PyY
29,"
                                                                                                    【过渡安置房通公交】区交通局对房47路（洪寺——阎仙垡）和房50路（万紫家园——地铁苏庄站）2条公交线路进行了调整，自8月6日起2条线路分别通达城关街道洪寺村安置房和阎村镇公主坟村安置房，并增设临时停靠站。 ????????                                            ",是,无, 2012-8-12 14:17,2,1,赞,微博 weibo.com,ywOtN0zyM
30,"
                                                                                                    【2012第九届“北京礼物”旅游商品大赛房山分赛启动】房山分赛面向中国境内生产销售和创意设计旅游商品、纪念品的单位及个人，以及房山区内旅游企业、工农业产品生产企业和手工艺人。参赛作品分旅游纪念品、工艺美术品、工农业产品三类进行评奖，地址链接：O网页链接 ????????                                            ",是,无, 2012-8-12 14:14,3,2,赞,微博 weibo.com,ywOszBM77
31,"
                                                                                                    房山区民政局关于2012年面向转业士官公开招考社区工作者面试成绩公布，具体链接：O网页链接，说明：因“7.21”特大自然灾害的发生，原计划安排的2012年面向社会公开招考的大学生社区工作者、面向转业士官招考的社区工作者培训以及具体上岗时间延期，具体时间将会另行通知。 ????????                                            ",是,无, 2012-8-12 14:05,转发,评论,赞,微博 weibo.com,ywOoN1oDp
32,"
                                                                                                    【给无私的爱一本明白放心账】截至8月8日15时，房山区民政局捐赠接收中心“7.21”特大自然灾害物资接收统计表 ????????                                            ",是,无, 2012-8-11 13:26,6,4,赞,微博 weibo.com,ywEIsxhjn
33,"
                                                                                                    【给无私的爱一本明白放心账】截至8月8日15时，房山区民政局捐赠接收中心“7.21”特大自然灾害个人捐款明细 ????????                                            ",是,无, 2012-8-11 13:24,4,1,赞,政府版微博,ywEHJlAFC
34,"
                                                                                                    【给无私的爱一本明白放心账】截至8月8日15时，房山区民政局捐赠接收中心“7.21”特大自然灾害累计发放物资统计表 ????????                                            ",是,无, 2012-8-11 13:23,11,1,赞,政府版微博,ywEHauPpg
35,"
                                                                                                    【给无私的爱一本明白放心账】“7.21”特大自然灾害发生后，面对我区严重灾情，社会各界纷纷伸出援助之手，掀起了为我区捐款捐物的高潮。为不辜负社会各界对房山的关切和关爱，区民政局专门成立了捐款接收和物资接收工作组，建立详细台账。现将截至8月8日15时，区民政局捐赠接收中心接收捐赠情况公示。 ????????                                            ",是,无, 2012-8-11 13:16,2,2,赞,微博 weibo.com,ywEEk2QQS
36,"
                                                                                                    驻区部队为本区捐款 ????????                                            ",是,无, 2012-8-10 14:49,2,评论,赞,政府版微博,ywvPzeTlt
37,"
                                                                                                    幼儿园小朋友奉献爱心 ????????                                            ",是,无, 2012-8-10 14:48,2,1,赞,政府版微博,ywvPrgtZF
38,"
                                                                                                    退伍老兵奉献爱心 ????????                                            ",是,无, 2012-8-10 14:48,1,评论,赞,政府版微博,ywvPcdgZ6
39,"
                                                                                                    社区志愿者对受灾老人进行心理辅导 ????????                                            ",是,无, 2012-8-10 14:47,1,1,赞,政府版微博,ywvOV4RZZ
40,"
                                                                                                    工作人员为受灾群众发放粮食 ????????                                            ",是,无, 2012-8-10 14:46,转发,评论,赞,政府版微博,ywvOEcBBk
41,"
                                                                                                    721特大自然灾害发生后，我区在辖区内重大地质灾害易发地区均设立警示牌，同时派专人看守，避免地质灾害突发，造成人员伤亡。 ????????                                            ",是,无, 2012-8-9 11:18,7,3,赞,政府版微博,ywl1r1aoq
42,"
                                                                                                    北窖村村民韩正芩正在安置房中晾晒衣物。在她身后，施工人员正忙着种草种花，让安置房住得更舒心 ????????                                            ",是,无, 2012-8-9 10:59,6,评论,赞,政府版微博,ywkTM7TZR
43,"
                                                                                                    近日我区召开灾后重建专家座谈会，分别邀请住房、水利、规划、地质、公路等方面的专家，就未来全区如何遵循自然规律，科学、安全地开展灾后重建工作，听取专家建议。与会专家提出，受灾情况评估务必要准确无误；同时要下大决心做河道疏浚；对采空区、泥石流易发区等安全隐患区要长期治理力图根治。 ????????                                            ",是,无, 2012-8-9 10:44,13,5,赞,政府版微博,ywkNM7JrI
44,"
                                                                                                    城关街道东街村民杜好芹说：“在简易帐篷里一家人心总不踏实，住进安置房让我们有了家的感觉。” ????????                                            ",是,无, 2012-8-8 14:50,4,8,赞,政府版微博,ywcYZvAyf
45,"
                                                                                                    安置房中配备了天然气，让村民一搬进新家就能起火做饭 ????????                                            ",是,无, 2012-8-7 18:09,1,1,赞,政府版微博,yw4RsdrH1
46,"
                                                                                                    医务室里配备了50种常用药和一些外伤用药，以及血糖仪、心电图机、输液床、场地消毒喷雾器等医疗器械，为村民的健康提供了基本保障 ????????                                            ",是,无, 2012-8-7 18:08,1,评论,赞,政府版微博,yw4R9iuTA
47,"
                                                                                                    村民不出安置点，就能在小区超市里买到生活用品 ????????                                            ",是,无, 2012-8-7 18:08,4,2,赞,政府版微博,yw4QRzEjy
48,"
                                                                                                    分布在大石窝、佛子庄、韩村河、琉璃河、史家营、张坊、霞云岭等15个乡镇的40个安置点安置房如期竣工。 ????????                                            ",是,无, 2012-8-7 18:05,10,1,赞,政府版微博,yw4PT1GSk
49,"
                                                                                                    安置房小区内医务室、超市、警务站、物业等生活配套设施一应俱全 ????????                                            ",是,无, 2012-8-7 17:58,5,4,赞,政府版微博,yw4N3sYeB
50,"
                                                                                                    在阎村镇安置房小区内建立了社区临时党支部及警务工作站 ????????                                            ",是,无, 2012-8-7 17:57,3,1,赞,政府版微博,yw4Mw6lJz
51,"
                                                                                                    园林所的160名绿化工人连夜为阎村镇安置房小区内外铺设了八千平方米的草皮 ????????                                            ",是,无, 2012-8-7 17:55,4,4,赞,政府版微博,yw4LD8YFc
52,"
                                                                                                    8月5日晚，在房山区阎村镇安置点，佛子庄乡北窖村村民张金锁夫妇在自家的安置房前给年仅半岁的小孙女张嘉馨喂水。当天，北窖村受灾的32户村民提前搬入这里的安置房。 ????????                                            ",是,无, 2012-8-7 16:05,7,8,赞,政府版微博,yw43ejMia
53,"
                                                                                                    8月6日,孩子们在房山区城关街道安置区玩耍 ????????                                            ",是,无, 2012-8-7 15:59,5,1,赞,政府版微博,yw40xnyJR
54,"
                                                                                                    立秋来到天闷热 贴秋膘前先排毒                                            ",否,"
                                                                                                    【立秋来到天闷热 贴秋膘前先排毒】7日07时北京气象信息：今日立秋，夏天过后无病三分虚，民俗有立秋之时吃西瓜，寓意咬秋。也有贴秋膘的风俗，但中医认为要贴秋膘应先清理体内毒素。白天晴转阴，最高气温32℃，最小相对湿度50%，夜间阴转雷阵雨，最低气温25℃，最大相对湿度90%。注意防雷雨。 ????????                                                            ", 2012-8-7 08:54,8,评论,赞,微博 weibo.com,yw1e6b4Z1
55,"
                                                                                                    施工人员正在为城关街道洪寺村安置房项目安装健身器材 ????????                                            ",是,无, 2012-8-6 14:53,4,5,赞,政府版微博,yvU9rnk07
56,"
                                                                                                    “虽然受灾了，但不能在家等靠要。”????8月2日，大石窝镇岩上村的张德伶和老伴把被洪水冲倒的春玉米收回家。 ????????                                            ",是,无, 2012-8-6 14:51,22,7,赞,政府版微博,yvU8JCQbN
57,"
                                                                                                    气象信息                                            ",否,"
                                                                                                    【阴云满天布 阵雨分散落】5日11时北京气象信息：白天的京城阴云密布，上午昌平、门头沟、海淀等地区出现了小阵雨，预计下午还会有分散性阵雨，最高气温31℃，最小相对湿度50%，湿度大，天闷热，防暑祛湿切莫忘。夜间阴转晴，最低气温23℃，最大相对湿度80%。 ????????                                                            ", 2012-8-5 11:23,2,1,赞,微博 weibo.com,yvJlqbBS2
58,"
                                                                                                    2012长阳音乐节延期举办                                            ",否,"
                                                                                                    【关于2012长阳音乐节延期举办的声明】亲爱的朋友，在北京市“7.21”特大自然灾害中，房山是本次灾害的重灾区，目前，全区上下正在将全部精力倾注到灾区重建工作中，经长阳音乐节组委会研究决定，【2012长阳音乐节】将延期举办，具体时间待定。对此，恳请朋友们的谅解！感谢你们长期以来的关注与支持！ ????????                                                            ", 2012-8-4 09:25,21,7,赞,微博 weibo.com,yvz9l9twT
59,"
                                                                                                    今日气象                                            ",否,"
                                                                                                    【白云占据天空上 阵雨傍晚凑热闹】3日7时北京气象信息：白天全市以阴天为主，最高气温28℃，下班时段（傍晚）城中心区为阴天，东部地区有阵雨，外出的人们请带上雨具。白天东部的阵雨基本不会影响正常的生活和工作秩序。夜间阴有阵雨，最低气温23℃。 ????????                                                            ", 2012-8-3 08:50,4,评论,赞,微博 weibo.com,yvpuvrC3z
60,"
                                                                                                    房山23个乡镇175台净水设备陆续安装，为灾区人民提供安全饮用水和生活用水                                            ",否,"
                                                                                                    【房山23个乡镇开装净水设备】市防汛抗旱指挥部救援配送给房山灾区的175台净水设备陆续安装，计划一周时间安装完毕，范围覆盖23个乡镇，为灾区人民提供安全饮用水和生活用水，同时另有25台运抵门头沟。此次配送的净水设备全天可净水处理12吨，按每人每天饮用3升水计算，产水量可满足4000—5000人需求。 ????????                                                            ", 2012-8-1 15:59,11,6,3,微博 weibo.com,yv9rBw3OF
61,"
                                                                                                    昨日雨情通报                                            ",否,"
                                                                                                    #雨情播报#7月31日8时至8月1日8时，全区平均降雨量为30.5毫米，平原最大为崇各庄村44毫米，山区最大为漫水河44毫米。全区累计平均降雨595.4毫米，去年同期384.3毫米。 ????????                                                            ", 2012-8-1 08:42,16,4,1,微博 weibo.com,yv6Aihuct
62,"
                                                                                                    房山区主路已全部通车                                            ",否,"
                                                                                                    【房山区主路已全部通车】截止到29日，房山区已经修复的市政路面达到79%，除长阳大街到京周路段因要配合京广铁路桥等处抢排外，所有城区道路已经全部亮灯。房山区市政市容管理委员会昨日表示，房山区所有市政道路的积水已经全部排除，主路全部具备通车条件，剩余塌陷道路的抢修也将在1个月内完成。 ????????                                                            ", 2012-7-31 17:41,12,5,1,微博 weibo.com,yv0GBwEBk
63,"
                                                                                                    今夜明天小雨为主，请大家关注天气                                            ",否,"
                                                                                                    【今夜明天小雨为主】31日17时北京气象信息：今夜阴有小雨，东南部小到中雨，最低气温19℃，明天白天阴有小雨，最高气温24℃。天气凉爽，雨不大，但道路湿滑，会对上、下班早晚高峰出行有些影响，请注意交通安全。降雨频繁，山区要注意防范山体滑坡、泥石流等地质灾害。 ????????                                                            ", 2012-7-31 17:40,5,2,赞,微博 weibo.com,yv0Gco6Xf
64,"
                                                                                                    保障灾区群众用水安全，确保大灾之后无大疫                                            ",否,"
                                                                                                    7月28日起，由市级专家参与组成的9个生活饮用水卫生监督应急小分队，已分赴房山区180多个村镇，对近600家生活饮用水水质卫生情况开展地毯式排查，全力保障灾区群众饮水安全卫生。 ????????                                                            ", 2012-7-31 09:55,8,1,赞,政府版微博,yuXDjtq3D
65,"
                                                                                                    #雨情通报#7月30日8时至7月31日8时，我区平均降雨量为25.9毫米，平原地区平均降雨24.8毫米，其中最大为崇各庄34毫米，山区平均降雨量为26.9，其中最大为史家营35毫米。 ????????                                            ",是,无, 2012-7-31 09:44,15,3,赞,微博 weibo.com,yuXyNkz09
66,"
                                                                                                    雨水又来京 出行需防范                                            ",否,"
                                                                                                    【雨水又来京 出行需防范】7月30日17时北京气象信息：今天傍晚到明天白天大雨再次袭京，东南部有大到暴雨，并伴有雷电，气温22到25℃。此次降水持续时间较长，明早高峰时段有中到大雨，出门带好雨具，降雨难免会给交通施加压力，请大家提早出门，注意安全，灾区需要特别防范山洪泥石流等地质灾害。 ????????                                                            ", 2012-7-30 17:09,18,5,1,微博 weibo.com,yuR2V193f
67,"
                                                                                                                                                ",否,"
                                                                                                    【志愿者到灾区请乘公交】#关注7??21#截至昨天，已有1000多志愿者通过房山区团委组织到灾区清淤、搬运发放物资等。请大家注意两点情况：到灾区服务最好先和志愿者联合会联系，能够合理安排人手；尽量乘坐公交，大雨后公路地面承水饱和，过份的压力有可能造成塌方。另外，目前灾区的公路也非常的繁忙。 ????????                                                            ", 2012-7-30 16:31,3,1,赞,政府版微博,yuQNPvduS
68,"
                                                                                                    气象信息：白天较闷热 夜间小雨注意防范                                            ",否,"
                                                                                                    【白天较闷热 夜间小雨注意防范】30日7时北京气象信息：今天白天晴转阴，最高气温31℃，但天气较闷热，应注意防暑，可适当喝些盐开水或盐茶水，补充体内失去的盐分，达到防暑功效。傍晚天气转阴，入夜有全市性小雨，请注意防范，最低气温22℃。明天白天阴有小雨，南部中雨，请及时关注气象信息。 ????????                                                            ", 2012-7-30 09:43,7,4,赞,微博 weibo.com,yuO7Ym6rP
69,"
                                                                                                    致志愿进入灾区奉献爱心的各界人士：721特大自然灾害发生以来,社会各界伸出援助之手,在此我们表示感谢。鉴于目前部分灾区道路交通状况不佳,为避免发生交通拥堵,保证人身安全,暂谢绝爱心人士自行前往。如有捐款捐物意向，详见O网页链接；如有参加志愿者队伍意向，详见O网页链接 ????????                                            ",是,无, 2012-7-30 09:13,36,8,赞,政府版微博,yuNW2tJwi
70,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    截至目前，长阳镇碧桂园小区除C区56-58号楼部分住户因家中无人无法检修设备，暂未恢复天然气供应以外，其他住户均已恢复水、电、天然气、有线电视，社区居民生活恢复正常。@Funhill房山 ????????                                                            ", 2012-7-29 15:54,7,2,赞,微博 weibo.com,yuH8b0bWQ
71,"
                                                                                                    社区居民到居委会领取消毒卫生用品 ????????                                            ",是,无, 2012-7-29 11:29,6,2,赞,政府版微博,yuFouEwQa
72,"
                                                                                                    紧急向灾区调送救灾物资 ????????                                            ",是,无, 2012-7-29 11:27,12,3,赞,政府版微博,yuFnP0E1L
73,"
                                                                                                    部队官兵为灾区群众义诊 ????????                                            ",是,无, 2012-7-29 11:26,9,1,赞,政府版微博,yuFnphRoe
74,"
                                                                                                    军民鱼水情 ????????                                            ",是,无, 2012-7-29 11:25,8,2,赞,政府版微博,yuFmY7IAS
75,"
                                                                                                    天空放晴气温升 紫外线很强                                            ",否,"
                                                                                                    【天空放晴气温升 紫外线很强】29日7时北京气象信息：今天白天晴间多云，城区及大部分地区最高气温有望上升至34℃，紫外线照射强度将到达最强，因此，不建议长时间在阳光下直晒，外出要遮阳和涂抹防晒霜，白天气温会一路攀升，建议要采取一些防暑降温措施。夜间晴间多云，最低气温23℃。 ????????                                                            ", 2012-7-29 10:47,5,评论,1,微博 weibo.com,yuF7DdxLH
76,"
                                                                                                    房山区民政局公开发布:招募社区志愿者开展“守望相助 重建家园”社区志愿服务公告。可于2012年7月28日至8月29日间，通过短信，电话，网络三种方式报名。详见O网页链接。房山人民感谢您热心伸出的援助之手！ ????????                                            ",是,无, 2012-7-29 10:44,46,16,赞,微博 weibo.com,yuF6elvGF
77,"
                                                                                                    #雨情通报#7月27日夜，房山区普降中到大雨局部暴雨。至28日8时统计数据显示，全区平均降雨量28.9毫米，其中山区平均降雨量17.6毫米，降雨量最大为漫水河33毫米；平原平均降雨41.8毫米，其中降雨量最大为城关83毫米。为避免连续降雨再次引发的山洪等灾害，共转移安置群众11581人，没有出现人员伤亡。 ????????                                            ",是,无, 2012-7-28 14:52,7,3,赞,政府版微博,yuxikqVfA
78,"
                                                                                                    请大家多多关注天气,注意出行安全                                            ",否,"
                                                                                                    【最新天气情况】目前降雨云带自西北向东南移动缓慢，预计傍晚前后影响北京。 ????????                                                            ", 2012-7-28 13:41,10,3,赞,微博 weibo.com,yuwPHDVhr
79,"
                                                                                                    长阳镇碧桂园小区已于7月26日晚全部恢复生活用电啦！                                            ",否,"
                                                                                                    截至7月26日晚，长阳镇碧桂园小区一全部恢复生活用电，电梯经过技术检修后也将立即恢复使用。目前，正在紧张进行生活用水的设备检修、清洗、消毒、换水，达到条件后将立即供水@Funhill房山 ????????                                                            ", 2012-7-28 10:47,11,6,赞,微博 weibo.com,yuvHb1kvt
80,"
                                                                                                    #房山汛情#刚刚过去的一轮降雨中，房山城关街道降雨74毫米。共转移群众360人，没有出现人员伤亡。 ????????                                            ",是,无, 2012-7-28 01:53,28,12,4,微博 weibo.com,yuscl1cwR
81,"
                                                                                                    抗洪救灾 众志成城 ????????                                            ",是,无, 2012-7-27 21:42,57,12,赞,政府版微博,yuqymlXOt
82,"
                                                                                                    房山——我们在一起！ ????????                                            ",是,无, 2012-7-27 21:14,101,16,赞,政府版微博,yuqne7dBr
83,"
                                                                                                    坚持，不放弃。                                            ",否,"
                                                                                                    【搜寻工作还在继续】北京市防汛抗旱指挥部新闻发言人说，由于暴雨引发山洪泥石流，给遇难者搜寻工作带来极大困难，遇难者身份确认也需要经过反复调查、核实。到目前为止，有关部门仍在开展搜寻工作。 ????????                                                            ", 2012-7-26 21:15,10,8,2,微博 weibo.com,yugWUqtRU
