序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
18,"
                                                                                                    #早安小贴士#早上好！八月份的尾巴，热浪卷土重来。今天最高气温将达到34°C，请朋友们在午后尽量减少出行，出行的朋友请做好防晒防暑工作~~今天空气条件中等，紫外线很强，机动车限行尾号为4和9~一周过半，大家加油！ ????????                                            ",是,无, 2012-8-29 09:15,5,1,赞,微博 weibo.com,yzmLq0ibj
19,"
                                                                                                    #早安小贴士#大家早安！今天北京多云，21-33度，空气质量良好，适宜户外活动，不过要做好防晒和防暑工作哦～今天机动车限行尾号为3和8。未来几天预报没有降雨，想要洗车的朋友，可以好好把握机会啦！[汽车] ????????                                            ",是,无, 2012-8-28 08:59,2,2,赞,iPhone客户端,yzdeAqDQA
20,"
                                                                                                    莫让谣言毁了微博！                                            ",否,"
                                                                                                    【莫让谣言毁了微博】近几天微博上最吸引眼球的事件之一，莫过于“邹恒甫”爆料“北大院长奸淫服务员”事件。“邹恒甫”到底是造谣诽谤还是正义举报，应交司法部门查处，给公众一个交代。微博是个好东西，但如果听任谣言满天飞，不仅会毁了微博这样一个公共空间，更将撕裂社会。O网页链接 ????????                                                            ", 2012-8-27 10:32,1,评论,52,iPhone客户端,yz4q00nni
21,"
                                                                                                    大家早安！新的一周开始啦！今天北京阵雨，21-27度，雷电黄色预警。机动车限行尾号为2和7。快乐的暑期在凉爽的秋风中接近尾声，祝学子们新学期有个良好的开端 ????????                                            ",是,无, 2012-8-27 08:44,3,评论,赞,iPhone客户端,yz3I4osgA
22,"
                                                                                                    #东城资讯#【儿童现代舞舞剧《热带雨林精灵夜》演出信息】时间：8月26日；场馆：中国儿童剧场；简介：一个勤劳而朴实的鞋匠，在他的字典里从来没有假期两个字。默默的专注于工作，对外界新奇的一切事物了解甚少，甚至感到害怕。而他的内心又充满好奇，一段奇遇使他开始了快乐新生活。 ????????                                            ",是,无, 2012-8-26 13:00,转发,评论,赞,皮皮时光机,yyVXnpjb2
23,"
                                                                                                    #东城新闻#【天坛西门将建祭天博物馆】大批天坛文物将与公众有一个见面的场所了。目前祈年殿有文物展示，但场地有限。祭天博物馆建成后，一些常年藏于库房中的文物将与游客见面，目前神乐署内演奏的明清两朝用于祭祀、朝会、宴会的皇家音乐——中和韶乐，也有望搬入祭天博物馆。 ????????                                            ",是,无, 2012-8-26 12:00,7,3,赞,皮皮时光机,yyVyWoH4n
24,"
                                                                                                    #光影东城#【张家口摄影展亮相王府井】近日，“大好河山千古文明??第二届中国??张家口（国际）摄影大展”在北京开幕。精选出的150余幅摄影作品，在王府井步行街向游人展示。 ????????                                            ",是,无, 2012-8-26 11:30,2,2,赞,皮皮时光机,yyVmJ5tKz
25,"
                                                                                                    #健康东城#【血糖自我监测】血糖的自我监测是指导血糖控制达标的重要措施，也是减少低血糖风险的重要手段。指尖毛细血管血糖检测是最理想的方法，但如条件所限不能查血糖，尿糖的检测也是可以接受的。监测有各种注意事项，详情见O网页链接 ????????                                            ",是,无, 2012-8-26 11:00,转发,评论,赞,皮皮时光机,yyVaHePpr
26,"
                                                                                                    #东城新闻#【“我是社区小主人”】近日，前门街道开展了“我是社区小主人”社会实践活动。40多名青少年在家长的带领下，拿着扫帚、簸箕和长木夹子，你扫地、我捡垃圾，给前东社区的小花园“换”了件干净的新衣裳。 ????????                                            ",是,无, 2012-8-26 10:30,2,3,赞,皮皮时光机,yyUYvmVuf
27,"
                                                                                                    #早安小贴士#周日好！今天北京多云转阵雨，22-29°C，空气污染扩散条件中等，紫外线强度较弱。在这大好天气的周末，大家赶快投身大自然参与户外运动，尽情感受运动的快乐吧，以充沛的活力迎接即将开始的新一周！ ????????                                            ",是,无, 2012-8-26 09:58,1,评论,赞,微博 weibo.com,yyULAjj3e
28,"
                                                                                                    #东城资讯#【国家艺术院团优秀剧目展演信息】流行携手古典，听觉与视觉完美融合，脍炙人口的电影原声歌曲，带你回到《阿甘正传》、《这个杀手不太冷》、《哈利波特》、《阿凡达》等经典记忆，这一切就在奥斯卡电影金曲大屏幕视听交响音乐会。时间：8月26日；场馆：保利剧院。 ????????                                            ",是,无, 2012-8-25 16:04,4,1,赞,政府版微博,yyNJDiy64
29,"
                                                                                                    #光影东城#【着迷】东华门大街，附近居民把鸟笼子挂在街边，俩老外被此景深深地吸引了。（北京晨报） ????????                                            ",是,无, 2012-8-25 15:41,3,评论,赞,政府版微博,yyNA8o3DZ
30,"
                                                                                                    #东城新闻#【天坛有望复原“天圆地方”格局】在收回被占用的外坛地域后，天坛拟修复南外坛墙。届时将与天坛西、北、东三侧的外坛墙共同构成“天圆地方”的天坛外墙，从而恢复天坛内外两道坛墙的旧貌。 ????????                                            ",是,无, 2012-8-25 11:02,3,评论,赞,政府版微博,yyLKR7Nh1
31,"
                                                                                                    #东城资讯#【豫剧《兰考往事-焦裕禄》演出信息】时间：8月25至8月26日；场馆：长安大戏院；主演：贾文龙、盛红林、蒿红伟、陈清华、杨国民、李书奇、陈秀兰、宋艳秋、辛艾等。 ????????                                            ",是,无, 2012-8-25 10:28,转发,评论,赞,政府版微博,yyLxiba4l
32,"
                                                                                                    #东城新闻#【东城图书馆迎来办证高峰】近日，东城区第一、第二图书馆办证处异常忙碌，除接待日常办理借阅证的读者外，还为多家单位员工办理“一卡通”借书证。凭卡可任意走进北京市20余家区县级、百余家街道图书馆免费借阅书刊，还可免费上网、聆听各类讲座、参与诵读和研讨活动。 ????????                                            ",是,无, 2012-8-25 09:25,1,5,赞,政府版微博,yyL7OryE9
33,"
                                                                                                    #早安小贴士#大家周末好！今天北京晴，气温19-30°C ，体感温度指数25.8，炎热天气明显缓解，早晚比较凉了。还是提醒您，一定注意多喝水和适当增减衣，充分享受这美好的季节哦！今天我们分享唐朝刘禹锡一句“秋”诗吧：“湖光秋月两相和，潭面无风镜未磨。”是不是很有意境呢？ ????????                                            ",是,无, 2012-8-25 08:31,1,评论,赞,微博 weibo.com,yyKLGcrlX
34,"
                                                                                                    #光影东城#【胡同露天电影】昨晚，市民在方家胡同46号院内一边品尝美食，一边观看“映巷”电影艺术节放映的露天老电影。在本周日电影节闭幕前，这里都会以投影形式，在院内墙上露天放映电影。 ????????                                            ",是,无, 2012-8-24 16:59,4,2,赞,政府版微博,yyEFr3RQx
35,"
                                                                                                    #东城资讯#【河南作家群做客东图】作家：阎连科、李洱、周大新、刘庆邦、柳建伟、朱秀海、邢军纪、邱华栋、何向阳、梁鸿等；主题：文学的魅力与价值；内容：主题演讲、交流互动；时间：8月30日周四下午1：30至4：00；地点：东城区图书馆一层剧场。 ????????                                            ",是,无, 2012-8-24 16:39,1,评论,赞,政府版微博,yyEx9e13O
36,"
                                                                                                    #东城资讯#【《魅力东城》节目预告】本期BTV公共-新闻频道《都市阳光·魅力东城》播出时间：8月27日(周一)13:20，欢迎您到时收看。本期专题将报道：第三届“创意点亮北京”文化艺术节各项活动精彩纷呈。 ????????                                            ",是,无, 2012-8-24 15:58,5,1,赞,政府版微博,yyEgLAGgK
37,"
                                                                                                    #东城新闻#【戒指“咬”手指 消防来帮忙】近日，卡在赵女士手上十几天的戒指终于被花市消防中队的战士成功取下。赵女士曾用洗洁精、香皂水等方法却无济于事，赵女士的妹妹说在《新东城报》看到过类似报道，于是来到中队求助。战士们根据以往处置的“戒指咬手”经验，用液压破拆工具小心地将戒指剪断。 ????????                                            ",是,无, 2012-8-24 15:44,1,评论,赞,政府版微博,yyEaWcWrw
38,"
                                                                                                    #东城新闻#【游客登台展才艺】公园游人中常有不少文艺、体育爱好者，近日在地坛公园北门文化广场举办的“第八届游人艺术节”，为大家提供登上舞台一展才艺的机会。多名游人组成的演出团队，向上千名观众献上了自编自导的合唱、舞蹈等精彩的节目。还辟出互动区，展展览大家的地书作品和手工艺画作等。 ????????                                            ",是,无, 2012-8-24 15:12,转发,评论,赞,政府版微博,yyDYcEh7a
39,"
                                                                                                    回复@markymarky:您好，感谢您的关注！暑假里，东城区第一、第二图书馆仍然为大家提供阅读服务，今年7月13日—8月31日暑假期间开放时间为每周二到周日09:00—17:00。开展了较为丰富的活动，如家长课堂、听孙茂芳爷爷讲故事、科普天地、经典影片放映系列活动等。此外，东城区17个街道也都开设图书馆。                                            ",否,"
                                                                                                    #光影东城#【暑假生活】这幅照片是在王府井新华书店里，不少中小学生席地而坐，专心致志地阅读书籍。这份宁静，您看了是否也会心一笑呢？ ????????                                                            ", 2012-8-24 15:01,1,1,赞,政府版微博,yyDTBe59j
40,"
                                                                                                    #早安小贴士#大家早上好！今天北京晴天，气温18-29℃，微风小于3级。阳光灿烂，但秋天的那份意境已渐渐无处不在，那是秋天独有的宁静，是心与大自然融合的绝佳时刻，即使在都市中的朋友们，愿您依然享受到这份“采菊东篱下，悠然见南山”的优雅宁静。今日机动车限行尾号1和6。 ????????                                            ",是,无, 2012-8-24 09:07,5,评论,赞,微博 weibo.com,yyBzOvGEp
41,"
                                                                                                    #光影东城#【暑假生活】这幅照片是在王府井新华书店里，不少中小学生席地而坐，专心致志地阅读书籍。这份宁静，您看了是否也会心一笑呢？ ????????                                            ",是,无, 2012-8-23 17:28,22,12,赞,微博 weibo.com,yyvqP9OHp
42,"
                                                                                                    #东城新闻#【街道暑期班 孩子读论语】近日，在体育馆路街道社区文化服务中心，数十名辖区的孩子们参加了暑期“趣味体验学习班”。两天的活动中，孩子们集体诵读论语、观看动物保护题材的电影、彼此推荐自己读过的好书，还得到机会向面人技艺大师学捏面人。 ????????                                            ",是,无, 2012-8-23 16:46,3,2,赞,政府版微博,yyv9JetHR
43,"
                                                                                                    #东城新闻#【彻查校园安全】开学在即，东城对全区176所中小学校及幼儿园开展安全大检查。包括安全责任工作和安全保卫制度，彻查校舍安全以及水电气、防火防盗、安全监控等设备，给学生创造良好的校园环境。 ????????                                            ",是,无, 2012-8-23 14:43,转发,评论,赞,政府版微博,yyulTysja
44,"
                                                                                                    #东城教育#【家教专家进社区】近日，《东城区“十二五”时期家庭教育工作规划》正式颁布，并开展“家教专家进社区”活动。这一活动旨在推进社区家庭教育工作向规范化、社会化、科学化方向。一年来，家教专家已为社区家长提供了20余场家教讲座，有效提高了东城区家庭教育的整体水平。（中国妇女报） ????????                                            ",是,无, 2012-8-23 11:29,转发,评论,赞,政府版微博,yyt4OsPmO
45,"
                                                                                                    在这样的节日里，他们才是最打动人心的！                                            ",否,"
                                                                                                    风雨同舟情相依，白头偕老爱相随。8月23日是农历七夕节，东城和平里街道安贞苑社区为社区结婚超过50年的老人举行七夕金婚庆典仪式。社区为老人拍照，制作金婚纪念卡，老人们同饮交杯酒，吃蛋糕，回味当年甜蜜爱情故事，珍惜今生幸福永远。五十载风风雨雨同舟共济，半世纪朝朝暮暮相依扶持@北京市东城 ????????                                                            ", 2012-8-23 11:14,2,1,赞,微博 weibo.com,yysYIf7lN
46,"
                                                                                                    #宜居东城#【让老人活出生命的宽度】如今，空巢老人越来越多。但从2005年开始，和平里街道小黄庄社区里开始活跃着一支爱心大姐服务队，有严谨的行为规范，有良好的评估制度，特别注重在传统节日、空巢老人生日等特殊日子上门服务，平时为老人提供各种志愿服务，爱心队伍现已由最初的6人发展到25人。 ????????                                            ",是,无, 2012-8-23 11:05,3,2,赞,微博 weibo.com,yysVgjjH1
47,"
                                                                                                    #早安小贴士#大家早上好！今天北京晴，微风小于3级，气温16-30℃。今天是中国的情人节七夕，跟大家分享一首古诗吧：“迢迢牵牛星，皎皎河汉女。纤纤擢素手，札札弄机杼。终日不成章，泣涕零如雨。河汉清且浅，相去复几许。盈盈一水间，脉脉不得语。”今天要浪漫哦~今日机动车限行尾号5和0。 ????????                                            ",是,无, 2012-8-23 09:38,2,评论,赞,微博 weibo.com,yyslR6HgF
48,"
                                                                                                    #东城资讯#【话剧《纯属巧合》演出信息】《纯属巧合》讲述了一个叫林志豪的出租车司机，平时胆小谨慎，又爱耍点小聪明。然而就是他，却暗中做出了让人大吃一惊的事情……演出时间：8月14日至8月26日；演出场馆：人艺实验剧场 ????????                                            ",是,无, 2012-8-22 16:10,1,评论,赞,政府版微博,yyluwuQTk
49,"
                                                                                                    #东城资讯#【北京成立首家人流关爱中心】近日，在崇文妇幼保健院成立了北京首家人流关爱中心，提供“一对一”后续关爱免费服务，旨在有效降低重复发生率。今后前往该院的患者可在知情同意和保护隐私的前提下，得到专业人员提供的长期健康指导和免费领取关爱服务包。详情见O网页链接 ????????                                            ",是,无, 2012-8-22 15:58,3,1,赞,政府版微博,yylpv4tfu
50,"
                                                                                                    #东城新闻#【增强自信 快乐成长】近日，体育馆路街道社区文化服务中心里，近60名小学生在接受特殊的心理辅导课。此前调研中，受访青少年最大的心理困惑就是“找不到合适的伙伴”。社区和北京师范大学心理学院合作，通过义务培训，帮助青少年建立社交信心，在轻松愉快的游戏氛围中学会与人交流。 ????????                                            ",是,无, 2012-8-22 15:17,1,1,赞,微博 weibo.com,yyl8We2Ey
51,"
                                                                                                    #东城资讯#【“青春芬芳”绽放中国美术馆】来自全国各省、自治区、直辖市及计划单列市和新疆生产建设兵团文化系统的151件青年艺术人才书法和绘画作品，今天起至8月29日在中国美术馆一层展出。在国画、水彩画和油画的画卷之上，书法诸体俱全、笔触潇洒飘逸，快来大饱眼福哦~ ????????                                            ",是,无, 2012-8-22 11:26,转发,2,赞,微博 weibo.com,yyjDd51sK
52,"
                                                                                                    #光影东城#【和老舍先生说说心里话】8月24日是老舍逝世46周年，先生笔下的“龙须沟”早已旧貌换新颜，建成舒适宜人的金鱼池社区。今年天坛街道在金鱼池为老舍先生树立了一尊铜像、建立了一座老舍纪念馆分馆，近日还以“和老舍先生说说心里话”为题，广泛征集作品。图为一幅书法高仿作品。 ????????                                            ",是,无, 2012-8-22 10:59,4,评论,赞,微博 weibo.com,yyjsbijMg
53,"
                                                                                                    #早安小贴士#大家早上好！今天北京晴，气温17-28℃。午后有点偏热，但全天微风徐徐，早晚尤其凉爽舒适，可以用秋高气爽来形容了！现在正是出去走走逛逛的好时候，大家工作忙碌之余，到院子里、公园里、胡同里，享受一下大自然今天给予我们的馈赠吧！今日机动车限行尾号4和9。 ????????                                            ",是,无, 2012-8-22 09:42,4,评论,赞,政府版微博,yyiXfyDF7
54,"
                                                                                                    #宜居东城#【街道绿化改造 公园增加绿荫】今年东城区对前三门大街、体育馆路、台基厂大街等6条重要道路进行绿化改造。其中，前三门大街绿化提升工程将在本周末完工。著名的明城墙遗址公园的绿地内将植大树，以增加绿荫。在明城墙遗址公园的绿荫下发思古之幽情，将更有味道吧！ ????????                                            ",是,无, 2012-8-21 17:30,1,1,赞,政府版微博,yycAHhkdi
55,"
                                                                                                    #东城人物#【“最美社工”勇擒劫匪感动东城】入户、走访，值班、巡逻，他是为居民调解各种矛盾，想方设法为大家服务的社工；2010年，面对公然抢劫的歹徒，他第一个站出来,坚决地将对方撂倒在地。他叫王策，今年6月，被评为2012·感动东城“见义勇为”道德模范。详情见 O网页链接 ????????                                            ",是,无, 2012-8-21 16:08,15,1,赞,微博 weibo.com,yyc35qfNq
56,"
                                                                                                    #东城新闻#【残疾人无障碍设施工程??满意度调查将启动】今年，我区已为90余户残疾人家庭修建坡道、平整院落，为460余户配装扶手、浴凳和防滑垫等。并将组织无障碍监督队员，深入残疾人家庭，对这些改造工程进行质量跟踪和满意度调查，为残疾人朋友的生活和出行营造安全便捷的良好环境。 ????????                                            ",是,无, 2012-8-21 15:32,1,1,赞,微博 weibo.com,yybOBrMw6
57,"
                                                                                                    #东城新闻#【东城首办全国顶级DJ大赛】昨日，东城区DJ大赛决赛举行，8名选手同台竞技，他们都是全国顶级DJ调音师。这是东城区第三届职业技能大赛的独家竞赛项目，首次在我市职业技能大赛中亮相。 ????????                                            ",是,无, 2012-8-21 12:32,1,2,赞,微博 weibo.com,yyaDE4IBd
58,"
                                                                                                    可以一起来说说那些与青春有关的日子……                                            ",否,"
                                                                                                    #北京市第十三次团代会#即将召开！你一定还记得入团考试时的紧张心情；记得第一次佩戴团徽的激动时刻；记得那些与共青团有关的日子……那么，请同我们一起，分享你与共青团有关的青春故事吧~O网页链接 ????????                                                            ", 2012-8-21 10:17,2,1,2,微博 weibo.com,yy9KFgTWd
59,"
                                                                                                    #健康东城#【东城今年建50个中医健康社区】今年，我区将再建50个中医药特色健康管理社区，届时规模将达89个。这样的社区需达到一定标准，比如社区全科医生团队与居民签订健康管理协议不少于200户等，标准详情见： O网页链接图为社区卫生服务站人员为居民讲解中医保健技能。 ????????                                            ",是,无, 2012-8-21 10:12,2,评论,赞,微博 weibo.com,yy9ILEq4N
60,"
                                                                                                    矮油，真不错~~                                            ",否,"
                                                                                                    今天@北京晨报 32版读者拍客刊登了周日在鲜鱼口北京老字号天兴居拍摄的老两口喝炒肝的照片《回味》。@北京市东城 @北京市东城区旅游发展委员会 @墙根网-北京旅游门户 @广德公 @国安国米 @许丽金石 @方子春 ????????                                                            ", 2012-8-21 10:08,5,5,赞,微博 weibo.com,yy9H6x3XZ
61,"
                                                                                                    #早安小贴士#大家早上好！今天北京晴，北风3-4级，气温17-29℃。温度适宜，但风稍大，户外健身的朋友们请注意选择避风的地点，避免迎风锻炼；紫外线辐射也强，建议涂擦SPF20左右、PA++的防晒护肤品。今日机动车限行尾号3和8。你的付出将照亮你前行的路，新的一天，加油！ ????????                                            ",是,无, 2012-8-21 09:33,2,2,赞,微博 weibo.com,yy9t15CsR
62,"
                                                                                                    #东城新闻#【三街道联办七夕派对】七夕将至，北新桥街道联合东四街道和东直门街道，为辖区“70、80后”单身青年举办了一场以“70、80后的回忆”为主题的单身派对。单身青年们身穿海魂衫，重新回到年少时的情境中：做儿时的游戏，播放出当年的动画片、电视剧片段等，单身男女们顿时拉近了距离。 ????????                                            ",是,无, 2012-8-20 17:25,10,3,赞,微博 weibo.com,yy37ODcQo
63,"
                                                                                                    #光影东城#【梅葆玖鸣锣 天乐园大戏楼重张】近日，随着著名京剧表演艺术家梅葆玖(左一)鸣响铜锣，沉寂26年的前门天乐园戏楼重张开业。位于前门鲜鱼口大街的天乐园始建于1785年，是昆曲艺术家韩世昌和京剧名旦程砚秋的发祥之地，京剧“四大名旦”都曾在此演出。 ????????                                            ",是,无, 2012-8-20 17:09,1,2,赞,政府版微博,yy31stIRy
64,"
                                                                                                    #东城资讯#【东城中医院哮喘特色专科开诊】立秋已至，秋燥伤肺，东城中医院邀请呼吸病专家王德起，采用多种传统中医古法，坐诊“痰、喘、咳、闷”等顽症，包括哮喘、肺气肿、支气管炎等呼吸道疾病。为减轻患者负担，医院安排王德起周一至周六全天出诊，改特需专家号为普通专家号，咨询电话64071099。 ????????                                            ",是,无, 2012-8-20 15:53,2,2,赞,政府版微博,yy2wE9svF
65,"
                                                                                                    #新闻点评#【八旬老人感动读者】近日，和平里街道兴化社区82岁的王中平老人，十年来日复一日每天手拿竹镊子和塑料袋，捡拾路边、草丛和树下的狗粪，他的事迹被多家报纸刊登。感动之余，您是否也发出一声叹息呢？爱狗的同时爱护公共环境，别再让老人为我们这么操心了！同意的爱狗人士们请举手！ ????????                                            ",是,无, 2012-8-20 14:51,7,4,赞,政府版微博,yy27vpad5
66,"
                                                                                                    #东城新闻#【人民美术文化园揭牌】近日，坐落在东城区板桥南巷胡同深处的人民美术文化园揭牌，曾位于这里的“人民美术印刷厂”完成了向文化产业集聚区“人民美术文化园”的转型。目前已吸引了一批优秀的建筑设计、创意设计、服装设计、摄影、动漫游戏等企业入驻，形成了美术特色的文化创意氛围。 ????????                                            ",是,无, 2012-8-20 10:24,3,2,赞,微博 weibo.com,yy0ne6rRc
67,"
                                                                                                    #早安小贴士#大家早上好！今天北京阴转阵雨，气温21-30℃，又是金风送爽新的一天开启啦！夏天的飞鸟，飞到我们窗前唱歌，又飞去了，但在这初秋里依然留下了它的影子！天气还是较热，不过大部分人会有比较舒适的感觉。新的一周，大家加油啦！ ????????                                            ",是,无, 2012-8-20 09:43,3,评论,赞,政府版微博,yy06pmgKv
68,"
                                                                                                    #东城文化#【东城区国家级文保单位之十：正阳门】全国重点文物保护单位，明清京城前门楼古建筑。在北京市中心天安门广场南，俗称前门，是明清北京城内城正南门，始建于明永乐年间（1403-1424年）。原由城楼、箭楼和瓮城组成，1916年拆除瓮城。现存城楼是1900年焚毁后重建的，箭楼是城楼前沿防御性建筑 ????????                                            ",是,无, 2012-8-19 13:30,3,1,赞,皮皮时光机,yxSa0zRiQ
