ID,微博内容
14,#敬请关注#【浙江今天新增4例H7N9，共确诊15例】截至4月14日11:30，浙江省新增4例人感染H7N9禽流感病例。目前，4名患者病重，医院正在积极救治。目前，浙江全省共发现15例人感染H7N9禽流感确诊病例，死亡2例。密切接触者中未发现有异常表现。 ????????
15,#敬请关注#【河南新增2例人感染H7N9禽流感确诊病例 全国确诊51人】河南省卫生厅今天通报：河南省新增2例人感染H7N9禽流感确诊病例。患者马某和张某均为成年男性，一位是开封尉氏县人，从事厨师工作。另一位现居周口市川汇区，农民，与家禽接触机会较多。这是河南首次发现禽流感确诊病例。 ????????
16,加上北京刚刚确认的一例确诊病例，全国共报告人感染H7N9禽流感确诊病例44例，死亡11人。
17,据北京市官方通报，该市昨日发现的首例人感染H7N9禽流感疑似病例，经中国疾控中心复核，该患者被确诊为人感染H7N9禽流感病例。//@安徽发布: 北京现首例人感染H7N9疑似病例
18,#敬请关注#【全国报告H7N9病例43例 其中死亡11人】截至12日18时，全国共报告人感染H7N9禽流感确诊病例43例，其中死亡11人。病例分布于上海(20例，死亡7例)、江苏(12例，死亡1例)、安徽(2例，死亡1例)、浙江(9例，死亡2例)4省市的23个地市级区域。（via@中国新闻网 ) ????????
19,#敬请关注#【合肥一份鸭样品被检测出呈H7N9禽流感阳性】农业部新闻办公室昨发消息称，江苏、浙江、安徽送检的2099份样品中检测到14份家禽H7N9禽流感病原学阳性，其中，我省肥东县徽商城农产品批发市场一份鸭样品检测呈阳性。当地连夜关闭该家禽批发市场，并对市场内扑杀的禽类及其产品进行无害化处理。 ????????
20,#敬请关注#【我省1例人感染H7N9禽流感病例死亡】患者韩某，女，今年35岁，滁州市南谯区居民，3月15日发病，20日转入江苏南京救治，31日被正式确诊为人感染H7N9禽流感病例，患者昨日下午经全力抢救无效后死亡。截至目前，我省共报告2例确诊病例，死亡1人。目前病例处于散发状态，尚未发现人传人。 ????????
21,#敬请关注#【安徽省公布中医药预防春季流感技术方案】根据近期出现的人感染H7N9禽流感患者临床症候特点判断，该病属于中医温病范畴，早使用中医药有利于预防可能出现的疾病传播。昨日省中医药管理局、省中医药学会在总结既往中医药防治流感经验基础上，结合当前流感发病特点与流行病学资料制定了该方案 ????????
22,#敬请关注#【我省启动流感流行应急预案Ⅳ级响应】昨天，安徽省人民政府决定，自4月8日起，正式启动流感流行应急预案Ⅳ级响应，并成立人感染H7N9禽流感疫情防控工作领导小组，认真落实工作预案，强化细化工作措施，统筹组织协调和推进疫情防控工作。 ????????
23,#温馨提示#【禽流感病毒煮沸两分钟以上即可灭活】疾控专家提醒，禽流感病毒对外界环境的抵抗力不强，对高温、紫外线敏感。根据既往对禽流感病毒的了解，禽流感病毒在65摄氏度加热30分钟或是100摄氏度加热2分钟以上即可灭活。小编建议大家，最近还是少吃禽类为好哦~ ????????
24,我省新确诊一例H7N9禽流感病例，患者为亳州人，从事活禽销售与宰杀工作，目前病情稳定。上海确诊人数再添2人，其中一病例为安徽人。
25,#微播江淮#【我省密切开展防控禽流感工作】4月5日，农业部专家组再赴滁州监测，区域由滁州患者活动周边10公里扩大到50公里范围，对象也由鸡扩大到鸭、鹅、鸽子、生猪以及候鸟和野禽。按照部署，我省将加快推进春季集中强制免疫进度，4月30日前完成。同时，严格产地检疫和屠宰检疫，加强流通环节监管。 ????????
26,#敬请关注#【国家卫生计生委发布人感染H7N9禽流感疫情】截至6日17时，全国共报告18例确诊病例，其中死亡6人。病例分布于上海（8例，死亡4例）、江苏（6例）、安徽（1例）、浙江（3例，死亡2例）4省市。目前疫情处于散发状态，尚未发现人传人。6日起，上海、南京、杭州全面暂停活禽交易。 ????????
27,#您好安徽#【世界卫生日】1948年第一届世界卫生大会要求建立“世界卫生日”以纪念世界卫生组织的诞生，时间定为每年的4月7日。今年主题“控制高血压”。近日发现的人感染H7N9禽流感病例，敲响公共卫生警钟，动物病毒所构成的威胁再次醒我们，不仅要注意个人卫生，更要注重健康的生产方式和生活方式。 ????????
28,【钟南山：别盲目吃板蓝根 H7N9尚无大规模流行表现】钟南山：我的研究目前只能看到板蓝根对普通流感的防治。对人感染H7N9禽流感，我没有研究，也没有查到相关研究，无法确认板蓝根对人感染H7N9的预防有效。不建议盲目服用板蓝根。目前，H7N9还没有能够人传人、大规模流行的表现。(via@央视新闻) ????????
29,#微播江淮#【亳州一中成药入选禽流感诊疗防控方案】日前，国家卫计委发布了人感染H7N9禽流感诊疗方案及防控方案。亳州医药企业安徽济人药业研发的疏风解毒胶囊，被列为中成药首选。国家卫计委在方案中提出，在出现发热、咳嗽、少痰、头痛、肌肉关节疼痛等症状时，可选择疏风解毒胶囊等中成药。 ????????
30,#敬请关注#【我省确定22家禽流感定点医院】人感染H7N9禽流感疫情发生后，我省成立了禽流感防控专家组。同时，确定了6家省直医疗机构和16家市级医院为首批患者定点收治医院，按照刚刚公布的《人感染H7N9禽流感医院感染预防与控制技术指南(2013年版)》，各医院应开设发热门诊，筛查疑似患者。 ????????
31,国家卫生和计划生育委员会已要求实行人感染H7N9禽流感病例个案报告制度。各地卫生行政部门要在病例诊断后，及时将病例的基本情况、病例救治经过、密切接触者管理等信息以书面形式报送上报。
32,#温馨提示#【盲目过量服用板蓝根对身体有害】喝板蓝根、按迎香穴……这两天，为了防控禽流感，外地的卫生部门纷纷支招。其中，江苏省卫生厅提出，板蓝根可以起到预防禽流感的作用。但医学专家也建议，板蓝根颗粒冲剂最好不要连续服用超过3天，如果长期服用或是高危人群，最好还是向医生进行咨询。 ????????
33,#微播江淮#【我省今起实行H7N9禽流感疫情日报制】3日全国感染H7N9禽流感病例上升至9人。4日起，包括我省在内已报告确诊病例的省份将启动疫情信息日报告制度，每日10时前，其省级卫生行政部门需将前一日本辖区有关人感染H7N9禽流感病例的信息和疫情防控工作动态上报国家。O网页链接 ????????
34,"#敬请关注#【卫计委：H7N9禽流感最长潜伏期为7天】国家卫计委消息：根据流感的潜伏期及现有H7N9禽流感病毒感染病例的调查结果，H7N9禽流感病毒潜伏期一般为7天以内。一般表现为流感样症状,如发热,咳嗽,少痰,可伴有头痛、肌肉酸痛和全身不适，重症患者病情发展迅速。O网页链接 via@央视新闻 ????????"
35,#温馨提示#【禽流感的几项预防措施】一、加强锻炼，补充营养，加上多休息以增强抵抗力；二、减少与禽类的接触；三、养成良好的个人卫生习惯，室内要多通风，食用禽类要煮熟、煮透；四、若出现重感冒症状应戴上口罩，尽快到医院就诊，并务必告诉医生发病前是否到过禽流感疫区，是否与病禽接触等情况。 ????????
36,#敬请关注#【全国H7N9禽流感病例已达7人 江苏新确诊4人病危】据江苏省卫生厅4月2日通报，江苏省确诊4例人感染H7N9禽流感病例，目前患者病情危重，正在全力抢救。此前，上海和安徽发现3例人感染H7N9禽流感病例，其中上海两名患者抢救无效死亡，安徽省滁州市患者韩某正在南京抢救。 ????????
37,#敬请关注#【卫生部紧急发布人禽流感防治提醒 七项注意可预防】针对“贵州省贵阳市确诊两例人感染高致病性禽流感病例个案”一事（已确认一人死亡，另一人抢救中），今日，卫生部紧急发布了人感染高致病性禽流感防治知识。提醒公众特别是儿童应避免密切接触家禽和野禽。 ????????
38,#敬请关注#【卫生部发防禽流感提醒】针对贵州省确诊两例人感染高致病性禽流感病例个案，卫生部紧急发布了人感染高致病性禽流感防治知识。提醒注意饮食卫生，进食禽肉、蛋类要彻底煮熟，解剖活(死)家禽、家畜及其制品后要彻底洗手。公众特别是儿童应避免密切接触家禽和野禽。O网页链接 ????????
39,【出售H7N9禽流感预防药？警惕！】近日，郎溪县公安局经侦大队接到报案：“10699988”开头的一条短信称，销售由国家疾控中心提供的预防H7N9禽流感药剂。受害者按短信提供的银行账号汇了几百元过去，却没收到药剂，按短信号码回拨也打不通了蜀黍提醒：换汤不换药的诈骗伎俩亲们擦亮眼睛！ ????????
40,【散布禽流感谣言者被拘留】编造、散播谣言，都是违法行为，逃不过法律制裁；同时，谣言，止于智者！
41,【盲目过量服用板蓝根对身体有害】最近，网传板蓝根可预防禽流感，合肥疾控中心工作人员介绍，喝药不是每人都适合。盲目过量服用，反而对身体有害。专家建议，板蓝根颗粒冲剂最好不要连服超3天，如长期服用或高危人群最好咨询医生。多吃蔬果多锻炼，才是提高免疫力的终极法宝哦。O网页链接 ????????
42,【合肥启动人感染H7N9禽流感应急预案】[手套]
43,【一张图读懂H7N9，让知识消除恐慌】什么是H7N9？禽流感变来变去，它究竟有哪些种类？生活中我们怎样预防禽流感。常洗手，不吃禽类肉就够了吗？简明图解，让你读懂H7N9禽流感。via百度百科 ????????
44,#微新闻#【我国三人感染禽流感，两人死亡】国家卫生和计划生育委员会通报：上海和安徽发现三例人感染H7N9禽流感病例，两例上海患者已死亡，一例安徽患者病情严重正在抢救。H7N9禽流感病毒此前只在禽间发现，从未发现过人感染情况。专家认为，目前没有提示该病毒有较强人传人能力。via央视新闻 ????????
45,【[不要]别在冰箱囤鸡蛋：H7N9能在冰箱存活一个月】H7N9禽流感病毒耐冷不耐热，冰箱内冷藏环境能让禽流感病毒最多存活1个月。专家提醒：禽类和蛋类只要煮熟煮透就可放心食用。在食用鸡蛋前，必须先把鸡蛋洗干净。接触过鸡蛋之后勤于洗手，是预防罹患禽流感的最佳方式。@央视新闻 ????????
46,【喝板蓝根防禽流感得厌食症】近日，重庆46岁的赵女士因担心禽流感，每天喝大量的板蓝根冲剂，导致腹胀、吃不下东西等。医学专家称，板蓝根服用过多，会引起消化道不良反应，重则可能引起呕吐腹泻等。提醒大家，任何中药都要在医生指导下服用，不要随意乱喝，更不能随意加大剂量。O网页链接 ????????
47,【女子吸毒被抓 称为提高免疫力】11日晚，福州警方在对一家娱乐场所突击检查时，查获两名吸毒女子。“为什么吸毒？”“最近禽流感很严重，我听朋友们说‘溜冰’能提高免疫力，所以我就吸了。”这是蜀黍听到过最令人无语的理由了…吸毒只会让人免疫力更加低下！该案目前正在审理中。 ????????
48,【河南首次发现2人感染H7N9 全国确诊51人】河南省卫生厅今天通报：河南首次发现2例人感染H7N9禽流感确诊病例。目前，北京(确诊1例)，上海(确诊21例，死亡7人)，浙江(确诊11例，死亡2人)，江苏(确诊14例，死亡1人)，安徽(确诊2例 死亡1人)，河南(今天首次发现2例)。再转卫生部的禽流感预防知识，必知！ ????????
49,"【药房散布禽流感谣言被立案调查】近日，岳阳闹市区一家药房外，LED滚动屏幕上提醒市民""新型禽流感病毒H7N9已经蔓延至岳阳""，并趁机推销板蓝根颗粒、黄芪颗粒等药物。当地食药监部门当即对这种以营利为目的，公开发布不实信息的行为进行了批评教育。目前，该药店因散布不实信息已被工商部门立案调查。????????????"
50,【H7N9禽流感“四不方针”】1、不要怕，目前为止无证据证明人传染人，要传早传了（知晓传播途径）；2、不要近，远离新鲜活鸡市场和鸽子等活禽（远离传染源）；3、不要累，保持充沛体力（增强易感人群抵抗力）；4、不马虎，感冒咳嗽剧烈时及时就医，拍张片子（早期治疗）。[爱心传递]转发周知！(新华网) ????????
51,【北京确诊首例人感染H7N9禽流感病例 目前病情稳定】经中国疾控中心复核，北京确诊首例人感染H7N9禽流感病例。患者为一名7岁女童，她于11日现发热、咽痛等症状入院。目前，患者病情稳定，2名密切接触者未发现流感样症状。全国共报告人感染H7N9禽流感确诊病例增至44例。 ????????
52,【图解：如何躲开禽流感】禽流感继续扩散，生活中如何预防？饮食外出又该注意什么？记住这17个要点，一起预防禽流感。周末更别懈怠！[爱心传递]请扩散收藏，此图有用！@央视新闻????????????
53,【女子高速公路上报警：挡风玻璃上有一坨鸟粪】一女子在高速公路上报警称自己车子坏了，湖州交警火速赶到，见一辆车半个身子在主车道上，女子称“现在不是禽流感嘛，我前挡上有鸟粪，微博上说不能碰，你给我弄掉！”结果，女子享受了免费“除粪”，还收到一张200元违法停车罚单。谈禽色变？没必要啦！ ????????
54,【警惕！7种以感染H7N9为名诈骗案例】近期，部分地方出现不法分子打着“感染H7N9禽流感”之名实施诈骗的相关案例：以子女患H7N9禽流感为名诈骗；冒用上级部门名义诈骗；以检查H7N9禽流感病毒为名诈骗；以“献爱心”形式诈骗；以“代销骗购”的手段诈骗；推销假药诈骗；以＂迎接上级检查＂为名诈骗。????????????
55,【最权威释疑！卫计委与世卫组织H7N9发布会精彩摘录】今天上午，国家卫计委与世界卫生组织联合召开新闻发布会，就人感染H7N9禽流感疫情防控工作答记者问。亮点：人际传播尚无证据；入境口岸无须筛查；食用禽肉必须煮熟；现杀现卖加强监管；达菲类抗病毒药有效，中药供参考。详见长微博。（解放日报） ????????
56,【禽流感病毒煮沸2分钟以上即可灭活】疾控专家提醒，禽流感病毒对外界环境的抵抗力不强，对高温、紫外线敏感。根据既往对禽流感病毒的了解，禽流感病毒在65摄氏度加热30分钟或是100摄氏度加热2分钟以上即可灭活。尽量到正规销售点购买禽类产品，禽肉要煮熟、煮透后再食用。O网页链接 ????????
57,【北京市中医局公布预防H7N9禽流感中药代茶饮处方】北京市中医局昨天发布人感染H7N9禽流感中医药预防方案。专家提醒：使用预防中药应由执业医师开具处方，不要自行判断、选择，服用后若感觉不适者，应立即停药，过敏体质者慎用；必要时对高危人群可以采用中药代茶饮进行预防。（北青网） ????????
58,【世卫组织：H7N9禽流感出现变异，易感染人体】世界卫生组织发言人哈特尔3日说，尚未发现有证据表明H7N9禽流感疫情出现人际传播，但是已经发现该病毒出现变异，变得易于感染人体。中方上报的各病例间不存在互相感染关系。目前，我国已有11人感染，如何预防H7N9禽流感？点击下图，扩散收藏！（央视新闻) ????????
59,【江苏卫生厅：板蓝根冲剂可预防H7N9禽流感】江苏省卫生厅昨日发布人感染H7N9禽流感防治中医方，玉屏风散颗粒、板蓝根冲剂、黄芪口服液等中成药可用于预防，适用于高危人群，现阶段主要是从事禽类养殖、销售、宰杀、加工业者，以及在发病前一周内接触过禽类者。O网页链接 ????????
60,"【H7N9潜伏期7天 卫生计生委发布诊断标准】国家卫生和计划生育委员会网站消息：根据流感的潜伏期及现有H7N9禽流感病毒感染病例的调查结果，H7N9禽流感病毒潜伏期一般为7天以内。一般表现为流感样症状,如发热,咳嗽,少痰,可伴有头痛、肌肉酸痛和全身不适，重症患者病情发展迅速。O网页链接 ????????"
61,【世卫组织：首次发现人感染H7N9禽流感 未发现人际间传播】世界卫生组织发言人法德拉·沙伊卜表示，近日在中国发现的人感染H7N9禽流感是世界首次发现此类病例，目前H7N9还未出现人际间传播，沙伊卜表示，目前对H7N9的知识非常有限，疫情爆发的范围、感染源、传播方式等都还需调查。戳图了解下禽流感吧！ ????????
62,【沪皖3例H7N9禽流感系世界首现人感染 专家提醒做好卫生防备】现国内外尚无针对H7N9禽流感病毒的疫苗。专家提醒一旦出现发热、咳嗽等急性呼吸道感染症状，尤其出现高热、呼吸困难者，应及时就医;保持勤洗手、咳嗽和打喷嚏时遮掩口鼻等个人卫生习惯，避免接触和食用病(死)禽、畜。O我国发生3例人感染H7N9禽流感病例	...展开全文c
63,【我国三人感染禽流感，两人死亡】国家卫生和计划生育委员会通报：上海和安徽发现三例人感染H7N9禽流感病例，两例上海患者已死亡，一例安徽患者病情严重正在抢救。H7N9禽流感病毒此前只在禽间发现，从未发现过人感染情况。专家认为，目前没有提示该病毒有较强人传人能力。@央视新闻 ????????
64,【卫生部紧急发布人禽流感防治提醒】针对“贵阳市确诊两例人禽流感病例个案”一事，卫生部紧急发布了人禽流感防治知识：要注意个人卫生，加强体育锻炼，避免过度劳累；不生食禽肉，避免接触病死禽类，发现有病死禽类等情况要及时向当地有关部门报告；如有发热或流感样症状要及时到正规医院就诊。 ????????
65,预防人感染H7N9禽流感，保持良好个人卫生习惯很重要。
66,目前合肥市已启动H7N9禽流感应急预案，常态化的应急处置小分队24小时待命，12320公共卫生公益热线24小时解答市民咨询。从今天开始，我省也启动疫情信息日报制度。 ????????
67,【本市今天无新增人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会今天（4月30日）下午17:00通报，本市今天没有新增人感染H7N9禽流感确诊病例。 截至目前，本市累计确诊人感染H7N9禽流感病例为33例，其中9例患者正在积极治疗中，11名患者已康复出院，13例患者医治无效死亡。 ????????
68,"【本市今天无新增确诊病例,1例病例死亡】#防控人感染H7N9禽流感# 本市今天（4月29日）无新增人感染H7N9禽流感确诊病例。4月17日确诊的患者陈某经全力抢救无效，于今天（4月29日）上午死亡。截至目前，本市累计确诊病例为33例，其中9例患者正在积极治疗中，11名患者已康复出院，13例患者医治无效死亡。 ????????"
69,"【“五一”假期健康提示】#防控人感染H7N9禽流感#“五一”小长假即将到来，安排出游计划的筒子们看过来：假期出行“五须知”：勤于洗手,预防染病；身体不适,及时就医；禽类食物,烧熟煮透；充足睡眠,增强体力；旅游外出,忌贪“野味”。预防病毒感染，保护自身健康从养成良好生活习惯做起。详见长微博。 ????????"
70,"【本市4月27日无新增病例,2名病人康复出院】#防控人感染H7N9禽流感#市卫计委4月27日下午通报，本市当天没有新增人感染H7N9禽流感病例,81岁的金女士和47岁的张先生康复出院。截至27日17：00，本市累计确诊病例为33例，其中10名患者正在积极治疗中，11名患者已康复出院，12名患者医治无效死亡。 ????????"
71,【五一出游注意预防H7N9】#防控人感染H7N9禽流感# 筒子们，五一出游仍要注意预防流感，千万别大意了。旅游中应尽量避免接触禽类，比如不要参与喂鸟之类的游玩项目，一旦接触禽类后，莫用手触碰口鼻，请立即洗手；就餐时不要吃半生不熟的禽类食物，一定要煮熟煮透；游玩时要避免劳累，保证休息。 ????????
72,【本市4月26日无新增人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会4月26日下午通报，本市当天没有新增人感染H7N9禽流感确诊病例。截至4月26日下午17：00，本市累计确诊人感染H7N9禽流感病例为33例，其中12例患者正在积极治疗中，9名患者已康复出院，12例患者医治无效死亡。 ????????
73,【本市4月25日无新增病例】#防控人感染H7N9禽流感#市卫计委4月25日下午通报，本市当天没有新增人感染H7N9禽流感确诊病例，1例康复出院病人是74岁的朱先生。截至4月25日下午17：00，本市累计确诊人感染H7N9禽流感病例为33例，其中12例患者正在积极治疗中，9名患者已康复出院，12例患者医治无效死亡。 ????????
74,【第二批专家医疗队进驻市公共卫生临床中心】#防控人感染H7N9禽流感#继首批由中山医院和华山医院组建的两组专家医疗队4月上旬进驻市公共卫生临床中心，进行为期两周的医疗支援任务后，第二批两组医疗队由第一人民医院和第六人民医院组建，分别于今天（4月24日）和4月29日进驻，继续加强救治工作。 ????????
75,【本市流感疫情平稳】#防控人感染H7N9禽流感#市、区（县）两级疾控机构对全市130家开设发热门诊的医疗机构开展不明原因肺炎主动搜索，发热伴有肺部炎症病人总数处于正常波动范围。据27家综合性医院流感监测点报告，昨今两天，本市区域内流感疫情平稳。 ????????
76,【本市今天无新增人感染H7N9禽流感病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会今天（4月24日）下午通报，本市今天没有新增人感染H7N9禽流感确诊病例。截至今天下午17:00，本市累计确诊人感染H7N9禽流感病例为33例，其中13例患者正在积极治疗中，8名患者已康复出院，12例患者医治无效死亡。 ????????
77,【本市今天无新增人感染H7N9禽流感病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会今天（4月23日）下午通报，本市今天没有新增人感染H7N9禽流感确诊病例。截至今天下午17:00，本市累计确诊人感染H7N9禽流感病例为33例，其中13例患者正在积极治疗中，8名患者已康复出院，12例患者医治无效死亡。 ????????
78,"【本市今天无新增人感染H7N9禽流感病例,1例病例死亡】#防控人感染H7N9禽流感#本市今天没有新增人感染H7N9禽流感确诊病例。4月12日确诊的病例段某，经全力抢救无效，于4月21日晚死亡。截至今天17:00，本市累计确诊病例为33例，其中13例患者正在积极治疗中，8名患者已康复出院，12例患者医治无效死亡。 ????????"
79,【世卫组织尚未确定需要生产H7N9禽流感疫苗】#防控人感染H7N9禽流感#福田敬二说，制作和生产疫苗有很多步骤。疫情开始时，世卫组织和很多机构就进行了许多工作，但到目前，还没有到制作疫苗这一步。因为还没确定是否需要生产疫苗。如果有必要，疫苗的生产也不是一蹴而就，大约需要4-6个月才可能上市。 ????????
80,【高效、信息公开、协同合作是应对疫情的关键】#防控人感染H7N9禽流感#福田敬二说，上海的相关实验室是高标准运作和管理的，并与国家疾控中心等一起系统化应对。上海是特大型城市，防控经验对于乡村地区不一定适用，但高效应急、信息公开、协作应对是开展公共卫生应急工作的通用做法。 ????????
81,【要持续做好病毒变化监测工作】#防控人感染H7N9禽流感#福田敬二说，病毒在不停变化，会随时发生变异，我们要持续关注病毒的变化，监测工作非常重要。上海已建立起一套强有力和完整的监测系统，随时监测病例的发生，一旦出现不寻常的可疑病例，会做出相应的分析和调查。 ????????
82,【世卫组织：仍没有证据证明H7N9具备持续的人际传播】#防控人感染H7N9禽流感#世卫组织助理总干事福田敬二说，每次发现原本是动物的病毒感染人时，就担心会发展为人际传播。因此无论中国还是全球，都对于此次疫情给予高度关注。但目前还没有证据证明H7N9可以实现持续的人际传播。 ????????
83,【联合考察组反馈考察情况】今天上午，联合考察组在市政府向上海市联防联控机制反馈了本次联合考察情况，积极评价了上海的防控工作，并提出了建设性意见。上海市将根据联合考察组的意见和建议，按照国家统一部署，进一步完善各项防控措施，科学、有效防控人感染H7N9禽流感。 ????????
84,【中国--世界卫生组织人感染H7N9禽流感防控联合考察组来沪考察情况】徐建光介绍：4月20日和4月21日，联合考察组一行对上海防控禽流感疫情工作进行了实地考察，其中包括市公卫临床中心、市疾控中心、确诊病例居住地、三官堂禽蛋批发市场、市动物疫病防控中心等，听取了情况介绍，并同专家进行了交流。 ????????
85,【上海人感染H7N9禽流感最新情况】市卫计委主任徐建光通报：截至4月21日24时，上海共发现33例人感染H7N9禽流感确诊病例，其中8名患者已康复，死亡11例，14例正在积极治疗之中。近十天来，上海人感染H7N9禽流感病例数与前一阶段相比有较明显下降，其中4天无新增病例；目前确诊病例均为4月13日前发病的。 ????????
86,【中国——世界卫生组织人感染H7N9禽流感联合考察组通报情况】#防控人感染H7N9禽流感#联合考察组今天下午举行情况通报会。上海市防控人感染H7N9禽流感疫情联防联控机制、市卫计委、世卫组织卫生安全和环境事务部门、中国疾控中心等有关负责人将通报情况。我们也将向大家及时通报信息。 ????????
87,"【上海今日没有新增人感染H7N9禽流感病例,3例病例康复出院】#防控人感染H7N9禽流感#本市今天又有3例病例康复出院。截止今天下午17：00，本市累计确诊人感染H7N9禽流感病例为33例，其中14例患者正在积极治疗中，8名患者已康复出院，另有11例患者医治无效死亡。今天3位康复出院病人均为男性，详见长微博 ????????"
88,"【上海发现1例外地感染发病后来沪就诊的人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#本市发现1例外地感染发病后来沪就诊的人感染H7N9禽流感确诊病例，目前在本市救治。患者杨某，男，68岁，江苏人，鉴于该病例在江苏省溧阳市当地感染发病,属江苏省人感染H7N9禽流感新增病例。详情见长微博 ????????"
89,"【本市新增1例人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#截至今日17:00,本市新增1例人感染H7N9禽流感确诊病例，患者李某，女，75岁，该病例的密切接触者共有15人目前均未发现异常。截至目前，上海共发现33例确诊病例，其中死亡11例，17例正在隔离治疗之中，5名患者已康复出院。详见长微博。 ????????"
90,【中国—世卫组织人感染H7N9禽流感防控联合考察组”将来沪考察】#防控人感染H7N9禽流感#国家卫生计生委与世界卫生组织共同成立“人感染H7N9禽流感防控联合考察组” 4月20日至22日来沪，对疫情开展联合评估，实地了解疫情发生和防控情况，研究探讨人感染H7N9禽流感病毒防治措施，并指导上海的防控工作。 ????????
