ID,微博内容
19,【7·21特大暴雨城市道路积水分布点】京顺路东新店路口 大红门桥下西 北宫门 一亩园路口 麻峪桥下 肖村桥下 东土城路北口 八角路口 五环主路斜拉桥 分钟寺桥下 玉泉营北铁道桥下 大瓦窑桥下 莲花桥下 景泰桥下 复兴门桥下 方庄桥下 安华桥下 六里桥 正阳桥下 木樨园桥下 赵公口桥下 西直门桥下(2/3) ????????
20,【7·21特大暴雨城市道路积水分布点】京港澳高速南岗洼 八大处路 东土城路北口 金安桥下 北苑路与惠中路交叉口 双屿环岛东侧 左安门桥下 游乐园西门 五路桥下 东宫门 张仪村路口 焦家坟西口 右安门桥北100米南向北 西苑桥下 莲芳桥下 顾家庄桥北 颐和园北宫门 菜户营桥下 广渠门路口 沙河大桥下（1/3） ????????
21,北京这次暴雨灾难中，在房山区大石窝地区出现了一只勇于救援的金毛猎犬。据当地村民说，这条金毛猎犬在湍急的洪水中叼拾灾民的物品，反复的上岸下水上岸下水，这张图片是它在帮助被困灾民叼起掉在水中的鞋，据说它已连续工作了18个小时都没休息。
22,雷雨天气出行，行人更要注意观察，不要与路灯杆、信号灯杆、空调室外机、落地广告牌等金属部分接触。????　　不要靠近或在架空线和变压器下避雨，因为大风有可能将架空电线刮断，而雷击和暴雨容易引起裸线或变压器短路、放电，对人身安全构成威胁。
23,北京自气象记录以来最强暴雨已致37人身亡，14500人转移，城区95处道路积水断路，首都机场525架航班取消。面对暴雨我们应如何应对？雨中雨后应注意哪些问题？暴雨中被困应如何自救吗？下午15点—16点，@北京消防 将做客微访谈，和大家谈谈雨中雨后如何自救求救。希望大家积极关注 O网页链接 ????????
24,北京有气象记录以来最强暴雨已致37人身亡，14500人转移，城区95处道路积水断路，首都机场525架航班取消。面对暴雨我们应如何应对？雨中雨后应注意哪些问题？暴雨中被困应如何自救吗？今天下午15点—16点，@北京消防 将做客微访谈，和大家谈谈雨中雨后如何自救求救。希望大家积极关注哦 ????????
25,我们会尽全力营救被困人员！//@高军: 今日北京骤降暴雨，我的好友@夏芒 和女儿以及其他一众人员被困在北京房山区云居寺，经电话沟通后，在微博发布求助信息，得到众多网友的关注。@平安北京 @北京消防 接到求助后，迅速出警，刚才已经抵达现场，接到了被困的人员！谢谢所有参与救援的人员。
26,请大家放心，北京消防已调派50人消防攻坚组前往现场救援。//@京华时报: #北京暴雨#北京消防已调派警力前往救援，加油！ //@北京消防: 我们已经调派警力前去救援。//@紫云青峰: @平安北京 @北京消防 @BTV莲儿 @北京电视台孔洁 求扩散[爱心传递]//@京京Victor:求扩散~
27,#出行提示#今天中午前后北京将开始出现降雨，强降水将主要集中在傍晚到夜间。预计本市大部分地区的累积雨量将达到暴雨，大家外出要带好雨具，开车的朋友一定要注意行车安全。[霹雳]
28,北京延庆：【驴友冒雨登山 延庆公安紧急救援】在延庆有两座山特别出名，一座是海陀山，一个是后河，那风景美极了，是驴友攀爬和露营的最爱。上周五，三拨驴友爬上了后河，周六北京就天降暴雨，延庆公安全力营救，直到三拨驴友安全下山。O网页链接 ????????
29,致敬！ //@水润京华:【房山区抢险队长在“7.21暴雨”中牺牲】
30,【村主任的不眠之夜】7月21日，张山营镇西大庄科村副主任徐振生接到镇里暴雨紧急通知，凭借经验振生赶紧组织水管员和村内党员对村内排洪沟进行清理与修整。放下铁锹，振生赶紧挨家挨户走访，事前对旧房、低保户和孤寡老人户都进行了安排，正好周末，大多数老人家的孩子都在家，只有焦金海老人…… ????????
31,暴雨后的延庆，有点“秋高气爽”的感觉。
32,由于暴雨期间一些居民经常接触到雨水，建议接触雨水后要用清水充分清洗干净，以免引发各种皮肤炎症。 ????????
33,目前我市已经进入主汛期，未来还将发生暴雨等降雨天气，除对广大市民出行和生活造成困难外，更对传染病流行创造了有利条件。因此延庆县疾控中心在此提醒广大居民朋友， 夏季除做好防汛和出行安全之外，还要注意预防传染病，特别是痢疾、感染性腹泻等肠道传染病。 ????????
34,//@曾晓芃:这是洪灾后的防病要点，暴雨和积水之后要小心传染疫情。根据天气预报，近期北京还会有暴雨天气，请提醒身边的朋友们注意安全。现在全国许多地区都处于汛期，只要大家共同努力，提高防病意识，养成良好卫生习惯，就一定能平安度过
35,//@北京西城南健康教育:灾后警惕传染病//@北京石景山健康教育: 暴雨后预防传染病八条建议【下】  [织]
36,//@北京西城南健康教育:灾后要警惕传染病哦//@北京石景山健康教育: 暴雨后预防传染病八条建议【上】 @北京延庆健康教育 支持
37,昨夜的特大暴雨让北京遭受了60多年来最大的降雨。西柳村也面临着汛情的考验，险情面前再次体现我村团结防汛的决心。从昨日开始至今日雨水过后，我村党支部组织入户走访，让村民时刻感到党组织就在身边。感谢广大村民、暂住人员对我们工作的理解和支持，我们会努力改善村环境发展经济和大家一起努力。 ????????
38,#天气播报#据区气象局预报，受东移冷空气与西南暖湿气流的共同影响，从9月1日下午开始到9月2日上午本区将有一次大雨到暴雨过程，降雨时伴有雷电。预计降雨量可达70至90毫米。请各防汛分指挥部注意防范，请广大群众注意出行安全。 ????????
39,#雨情播报#市气象台发布暴雨蓝色预警信号，预计未来3小时，我区东部累计雨量将超过30毫米，请各防汛分指挥部、各乡镇街道做好应对防范措施。 ????????
40,#出行提示#全市200家A级旅游景区，共有65家在特大暴雨中受损，其中18家因为受损严重或者交通中断而暂时关闭，182家A级旅游景区目前正常开放。详情可查询北京市旅游发展委员会网站O网页链接 ????????
41,【80后供水战士郭云峰奋斗过的地方】长阳供水厂恢复了暴雨后的平静，电缆沟盖板里的水没了，留有少许淤泥。良乡地区的供水也在逐步恢复。我们不会忘记郭云峰，我们的80后供水战士! ????????
42,@水润京华 @Funhill房山 //@北京晨报: 成为“逃脱大师”：遭遇暴雨山洪如何自救 //@头条新闻:转发微博
43,#房山区积极应对7.21特大暴雨_连报#五是加强全区各险情安全调度。时刻雨水情监测预报，及时向各分指挥部发布防汛调度指令，确保全区人民生命财产安全。 ????????
44,#房山区积极应对7.21特大暴雨_连报#四是做好重点交通道路安全。责令交通部门对房易路、108国道等主辅线采取交通管制，通过广电中心发布通告警示群众不要外出，确保生命财产安全。 ????????
45,#房山区积极应对7.21特大暴雨_连报#三是加强山洪泥石流防范。特别关注山洪泥石流易发区、采空采矿区的安全防范，加强监测，按照房山区山洪灾害防御预案，当日16时，山区累计平均降雨达到114.9毫米时，采取坚决果断措施转移群众，截至19时，我区转移受灾群众698户、2372人，其他人员正在陆续组织转移。 ????????
46,#房山区积极应对7.21特大暴雨_连报#二是强化薄弱环节防控。组织力量雨中巡查，重点是城区道路、危旧房屋、低洼院落、在建工地、地下设施、供电设施、排水设施等。各责任单位必须做到责任制落实、布控到位、主动处置、协同联动、抢险有效，确保城市基础设施安全运行。 ????????
47,#房山区积极应对7.21特大暴雨_连报#一是加强应急值守力量。及时启动红色汛情预警一级响应。各防汛指挥部负责人一线指挥，区水务局全体人员到岗到位，实施监测雨情，提前预警，抢险车辆物、资保障到位，确保向区防汛分指挥部报送雨情、汛情、灾情和抢险救灾、指挥调度等信息及时、准确。 ????????
48,【民警车祸舍身救人 当垫脚石助乘客逃生】6月2日，暴雨中一辆中巴车意外冲上路边80度的陡坡，并连续多次反弹，随时可能发生火灾和侧翻。作为乘客的海南劳教所民警林琳第一时间组织救援，让20多名乘客踩其肩膀安全撤离，还垫付了5000元治疗费。日前的两封感谢信，才使其事迹为人所知。#最美警察大家晒# ????????
49,【公路下陷即将坍塌 所长冒险拽出村民】6日，湖北保康县过渡湾镇遭遇特大暴雨侵袭。一直带领民警在现场抢险救援的派出所所长田德鹏发现，一村民身后下陷的公路外侧出现裂痕，随时可能坍塌。但洪水滔滔，村民听不到他的呼喊。千钧一发，他疾跑冲向河边将其拽出。转瞬，公路轰然垮塌。#最美警察大家晒# ????????
50,【上海发出强台风紧急警报 局部地区将有特大暴雨】上海中心气象台称，今年第11号强台风“海葵”将在7日下半夜到8日上午在浙江中北部（舟山到玉环之间）沿海登陆，强度为台风或强台风级别。 9日至10日经过杭嘉湖地区进入江苏南部，逐渐转向东北方向。请大家注意防范，尽量减少户外活动，确保生命安全。 ????????
51,【雨季慎行慎购浸水车】近日，多地接连暴雨，大量车辆被水浸泡发生故障，不少车辆无法完全修复。#警方提示#车辆被水浸后，往往损伤电路元件，如维修不彻底，极易短路自燃。因此在继续使用浸水车，或者在购买二手车时，应着重查验发动机；在签订买卖合同时，对各重要部件情况予以明确（辨别技巧见图）。 ????????
52,【国务院：积极推行长途客车凌晨2至5时停运】《关于加强道路交通安全工作的意见》指出，要积极推行长途客车凌晨2时至5时停运或接驳运输。客车夜间行驶速度不得超过日间限速的80%，严禁夜间通行达不到安全条件的三级以下山区公路。夜间遇暴雨、浓雾等影响安全视距的恶劣天气时，可暂停客运。#警政速递#????????????
53,【不得不知的暴雨预警信号】汛期来临，当我们在谈论各种遇险避难方式时，绝不能忽视的第一步避险举措应是——读懂暴雨预警信号，有的放矢做好应急准备。据气象部门当天预报，7??21北京暴雨的最高预警等级为橙色，仅次于最高级别的红色预警。#警方提示#请牢记暴雨预警信号含义，有备无患，安全第一。 ????????
54,【北京确认暴雨致77人遇难】昨晚，北京市防汛抗旱指挥部公布了“7-21”特大自然灾害遇难人员情况。截至7月26日，北京区域内共发现77具遇难者遗体，其中66名遇难者身份已经确认，11名遇难者身份仍在确认中。已经确认身份的66名遇难者中，包括在抢险救援中因公殉职的5人。O网页链接 ????????
55,【遭遇暴雨山洪如何成为“逃脱大师”】#警方提示#行车被暴雨围困，游玩突遇山洪，怎样办？连日来，多起暴雨中的突发事件让我们再次认识到，防患未然是何等重要。请认真看看下图，关键时刻或许能帮助您成为＂逃脱大师＂。 再次提醒：汛期已到请注意安全。O网页链接 via@新浪图解新闻 ????????
56,【天津警方表示今日因雨坏车被摄录一律不处罚】7月25日凌晨5时至26日7时，天津普降大到暴雨，局地大暴雨。今日上午，天津警方称目前全市300毫米以上严重积水69处，道路积水142处，尚无人员伤亡报告。同时表示，今天在大雨中如发生因雨坏车被摄录，一律不按违章处罚。 http://t.cn/zWo9Uzi#警务动态# ????????
57,【悼念亲人 致敬英雄 】在抗击北京“7.21”暴雨过程中，有4人因公殉职，分别是燕山公安分局向阳路派出所所长李方洪、密云大城子镇镇长李建民、房山韩村河镇副镇长高大辉、房山长阳供水厂抢险队郭云峰。4人在救援被困群众、抗灾抢险时不幸牺牲。让我们燃亮烛光，向英雄致敬，为遇难者默哀…… ????????
58,#北京“7.21”暴雨#警示之三 //@交通安全微发布:【车内外压力相等再打开车门游出去】车辆在深水中，车头会首先下沉，空气会集中到车尾，并逐渐缩小体积，车内人员可把头伸到车尾这个大气泡中呼吸。
59,#北京“7.21”暴雨#警示之二//@交通安全微发布: 【车辆涉水时挂低速1挡或2挡平稳开进开出】
60,【 珍爱生命小心驾驶 雨天行车五项必知】#警方提示#近日，全国各地普降大到暴雨，给大家交通出行带来诸多不便。特别是北京等地的暴雨，让不少司机措手不及，造成了难以弥补的损失和永远的遗憾……在此，根据近年来事故情况，为您整理了雨天行车五项必知， 请大家防患未然，切莫心存侥幸！ ????????
61,#北京“7.21”暴雨#警示之一//@交通安全微发布: 【积水超过轮胎高一半时不要强行涉水】
62,【北京房山派出所长李方洪暴雨中救人牺牲 群众悼念】7月21日，房山凤凰亭村受灾严重，向阳路派出所所长李方洪带领民警奋战数小时，先后救助50余名村民，自己则被电线击倒，光荣牺牲。村民谈到李所长殉职的经过，不禁哽咽落泪。一位群众有手机拍摄了李方洪救人的现场画面。O网页链接 ????????
63,【沉痛悼念李方洪同志】21日的京城暴雨，许多民警不眠不休奋战在第一线救助群众...兄弟们，你们辛苦了！致敬！方洪同志，一路走好！
64,【北京暴雨致多处路段积水断路 7000交警全警上路值勤】今天，北京气象台发布天气预警制度以来第一个暴雨橙色预警，受暴雨影响，市区多座立交桥下积水，交通被迫中断。交管部门启动了一级加强上勤方案，7000名交警全警上路。在一些积水路段，交警站在水中，用自己的身体做标杆，引导车辆顺利通过。 ????????
65,【四川达州6名协警冒雨执勤受表彰】7月10日，四川达州暴雨，当地交警全力以赴紧急应对，在县城某路口，邓薇、潘丽妃、吴佳柳、廖丽兰4名女协警和袁鹏、何飞2名男协警在滂沱大雨中坚守岗位疏导交通，感动了司机和市民。7月12日，达州市公安局交警支队专门对6人予以通报表彰。#感动你我# ????????
66,【“最美女交警”暴雨中徒手撑起侧翻校车 9名儿童获救】近日，湖南岳阳临湘市南泰路，暴雨倾盆，一辆幼儿园校车在行驶中熄火并严重倾斜。千钧一发，交警李珊双手撑起即将侧翻的这辆校车，拼尽全力死死撑住达12分38秒，并组织人员从另一侧车窗将9名儿童全部救出。????#感动你我# ????????
67,【河南洛阳“白领哥”雨中助人】6月23日傍晚，洛阳遭遇暴雨，部分街道积水严重。一位身穿白衬衣、打领带的“白领哥”在雨中卷起裤腿，一次次帮助路过此处的行人顺利通过，用自己的双手和爱心温暖了他人的回家路。这名“白领哥”叫陈磊，是洛阳市一家洗浴城的前厅经理。#美的故事# ????????
68,【消防队员冲入洪水救人牺牲】6月25日下午，呼和浩特市武川县突降暴雨，一辆汽车被洪水围困，司机遇险。县消防大队立即赶赴现场救援，三名战士趟着齐腰深的洪水，奋力将遇险司机救上岸，程骜同志却不幸被洪水吞没，英勇牺牲。亲爱的战友，走好！   ????????
69,【上海“驴友”在温州探险遭遇山洪 2人遇难】昨天下午，一支“驴友”探险队在温州文成县一水库附近遭遇暴雨山洪，4人自救脱险，2人身亡。当时，6人仅携带一部手机，落水后无法使用，脱险的4人回“营地”报警为时已晚。这支“驴友”探险队来自上海，通过QQ结识，遇险的2人身份还在核实中。#治安播报# ????????
70,【暴雨蓝色预警：南方九省区将有暴雨】中央气象台预报，今天8时起24小时内，湖南、江西、浙江、福建、广东、广西、四川、云南、贵州等地部分地区有大到暴雨，局地有大暴雨；内蒙古、山西、河北部分地区大雨，局地暴雨；局部地区并伴有短时雷雨大风。请注意防范灾害，自驾出游注意安全驾驶。#平安资讯# ????????
71,【80后民警执行抓捕任务途中遭遇车祸不幸殉职】6月18日，杭州暴雨如注，杭州市公安局治安支队三大队青年民警嵇小河同志，辞别新婚妻子，冒雨赶赴临安市执行“破案会战”抓捕任务，途经杭徽高速公路时不幸遭遇车祸，英勇牺牲，年仅30岁。向小河同志致以沉痛哀悼！兄弟，一路走好！ ????????
72,//@北京发布://@创新创业中关村: 【请记住，北京遭遇暴雨躲开30处积水区】 #转发#
73,#暴雨中，我们在一起#车辆涉水时一定要小心。万一被困，不要在车内滞留，一定要趁着危险还没有进一步加重时，迅速逃离。 ????????
74,#暴雨中，我们在一起#看着不断上涨的水势，小伙子着急万分，他开始拼命敲打车窗蹬踹车门，急切地想从车内出来。此时，陈卫兵在水中也抓紧了车门，后跨一步，使劲往外拉。终于车门被打开，小伙子瞬间从车内钻了出来。此时，轿车已被淹透。随后，陈卫兵又与消防战士一起，将车推到没有积水的路面。 ????????
75,#暴雨中，我们在一起#陈卫兵立刻趟水冲到汽车旁边，不断敲打车窗，呼喊小伙子开门出来。谁知小伙子不理不睬，将车门反锁还打起了电话！眨眼间，积水漫过了陈卫兵的腰部，小伙子也急了，可此时再推门，却怎么也推不开。（二） ????????
76,#暴雨中，我们在一起#7月21日下午16时许，海淀区杏石口路南平庄铁路桥下积水已达到3.5米，西山派出所副所长陈卫兵在此坚守了4个小时，劝阻车辆不要冒险开车涉水前行。突然，一辆小轿车强行突过了警戒线，丝毫不顾民警喊话急驶而去。汽车冲出了20多米，发动机进水，车辆熄火。顿时水漫到了车窗。（一） ????????
77,#暴雨中，我们在一起#餐厅房顶倒塌，6名群众被困，其中还有一名80多岁的老太太。暴雨中，西三旗派出所民警用手抓起一块块碎玻璃，用肩扛起砸下来的木头，同时不断安慰被困的群众。半个多小时的紧急抢险，民警与消防官兵成功将6名被困人员全部解救出来！ ????????
78,#暴雨中，我们在一起#马连洼派出所紧急协助受灾居民撤离，共撤离居民90余户，200多人，并将10余户无处可去的居民转移到辖区宾馆内暂住，同时开车将一患病老人及其家属共4人护送至亲属家中；为保证不出因暴雨导致的其他意外发生，民警逐一安排出租房房主将电源切断，同时留守民警暴雨中开展巡逻。 ????????
79,北京市气象台预计，受东移南下的冷空气和西南暖湿气流的共同影响，今天（21日) 北京将迎来主汛期的第一场暴雨，降雨将伴有雷电、短时大风等强对流天气。降雨主要在中午前后开始，强降水主要集中在傍晚到夜间。海淀局部地区降水量将超过100毫米。 ????????
80,天色好黄好灰，暴雨在今夜会不会光顾那？希望明天醒来北京一切安好... ????????
81,天津也下大暴雨了，希望一切安好，天津北京挺住，加油 ????????
82,辞职说明了什么？...一场暴雨？ //@甘家口甘东社区: 转发微博。
83,暴雨来袭，注意自身安全... //@北京全攻略: 亲们注意了！
84,//@海淀志愿者联合会: 暴雨中闪光的北京精神，向最美环卫工致敬 //
85,早安北京，暴雨过去了 //@北京全攻略: 早安，北京
86,暴雨不知何时停，只想说北京加油，在北京的人都平安...北京正能量继续发威...[爱心传递] ????????
87,暴雨的灾难... //@老田救援: //@同心站医生于化龙: //@老田救援:转发微博
88,暴雨汛情，注意防汛...[闪电] ????????
89,7月21日的暴雨将垃圾杂物冲入河道，区河道管理所立即进行集中清障及保洁工作，经过十天的奋战终于清理完成。共计清运垃圾杂物500立方米，其中南沙河上庄水库200立方米，崔家窑水库100立方米、金河70立方米、万泉河20立方米、南旱河40立方米、东埠头沟10立方米、北旱河50立方米、北长河10立方米。 ????????
90,# 汛期天气#暴雨蓝色预警：河北天津局地有大暴雨。O网页链接 ????????
91,海淀区河道管理所全力迎战7月21日暴雨，雨前，各管理站及闸坝值守人员全部在岗备勤，对无水河道，提启闸门，腾空上庄水库部分库容。雨中，加强巡视，应急抢险6处，出动抢险人员70余人、抽水泵6台、编织袋3000条。雨后完成水工建筑物损毁的统计，目前正抓紧清除河道内的漂浮物。 ????????
92,"#聚焦暴雨#暴雨中，趴在水中疏通下水道的最美环卫工人——李成友，站在下水道口守井盖的的“灯塔”——康国新，一如他们那些平凡朴实的话:都是份内的事，海淀排水抢险队也在各个积水点排除险情，充当""灯塔""，守卫平安，向他们致敬！ ????????"
93,#聚焦暴雨#【海淀卫生部门监控饮用水情况】为应对暴雨中可能出现的饮用水污染，海淀区卫生局卫生监督所卫生陆续对辖区内农村自建水厂、农村生活饮用水自备水源，开展卫生巡查工作，关闭了一口水源井，并进行排污和清洗消毒，快速有效地控制了受污染水源，水质在较短时间内即恢复正常。 ????????
94,#聚焦暴雨#【海淀首次启动应对极端天气“座席”指挥方案】海淀区接到汛情预警后，立即启动应对汛期极端天气“座席”指挥执行方案。区领导现场办公，召集防汛办、应急办、消防支队、交通支队、公安分局等21家成员单位领导来到应急指挥大厅进行现场指挥，实时通报汛情，保障责任人到岗、物资器材到位。 ????????
95,致敬 //@水润京华:【房山区抢险队长在“7.21暴雨”中牺牲】
96,#大美海淀#【暴雨见精神 大美环卫人】61年一遇的暴雨，给整座城市带来灾难，而那些在暴雨中坚守岗位、志愿服务的人，却成为昨天北京城市上空最亮、最美的颜色！他们才是昨天这个城市最美的人！ ????????
97,8月7日，南苑街道办事处收到辖区单位对政府救灾救济工作的一面感谢锦旗。“7.21”暴雨后，南苑街道辖区多处遭受伤害。在救灾扶困过程中，街道办事处对受灾群众伸出了援助之手，及时妥善安置，维护了辖区单位以及群众的利益，圆满解决了问题。 ????????
98,昨天，南苑街道三营门社区组织辖区青少年开展暑期实践活动，去看望一户多残的老党员周顺。他家因此次暴雨遭到不小的损失，学生们在社区干部的带领下为周老送去了被褥，油毡等物资，老人动情的说：“感谢党和政府的关怀。” ????????
99,因“7.21”特大暴雨，西新华范围内出现面积约六平米，深1米左右。对此，南苑街道高度重视，办事处主管主任卢英博急居民所急，想方设法协调到相关市政维修公司到现场察看。经查此处属于地下人防工事，根据实际情况，并利用混凝土进行路面加固，确保居民房屋和行人生命、财产安全。 ????????
100,家住西南大道89号内8号的崔大爷家在暴雨过后，偏房存在安全隐患，影响居住安全。 8月1日晚19时，已忙碌一天的南苑街道办事处主任田秀文来到崔大爷家中，对崔大爷表示了关心和慰问，要求现场陪同的城管科同志对该房进行加固。 ????????
101,做的好！据南苑街道了解此次大暴雨过后，各个社区领导、干部始终坚持在战斗一线与居民们并肩作战，居民没有食宿社区帮忙解决，每时每刻都是以居民利益为首位。@北京丰台
102,"今天上午,丰台区领导到空军通讯团和武警十一支队进行走访慰问,感谢他们在7.21特大暴雨期间对南苑街道以及各个地区防汛工作的支援与帮助. ????????"
103,7月28日下午，南苑街道三营门社区南苑东路116号居民孙喜兰把一面印有“人民公仆、热心为民”的锦旗送到了南苑街道领导手中，用这种淳朴的方式向街道表达着自己的感激之情。“7.21”暴雨使她家部分房体坍塌、房屋进水，街道干部得知后第一时间赶赴现场，采取了有力措施，最终帮助她解决了困难。 ????????
104,暴雨虽无情，大爱亦无疆。
105,灾后慰问#丰台街道就“7.21”暴雨来到南苑街道进行走访慰问，向南苑街道捐赠了50箱方便面、149箱饮用水、4套抽水泵、4箱榨菜、5箱雨衣。@北京丰台 ????????
106,防汛救灾 身先士卒——记南苑街道7.21抢险救灾感人事迹。南苑街道副主任卢英博始终坚守在抢险救灾的第一线，暴雨，挡不住他对百姓的牵挂，雨中，他冒着大雨趟着齐腰深的水，沉着指挥，疏散受灾群众；疲惫，拖不住他前进的脚步，雨后，几天没好好休息的他，依旧奔波在受灾地区，安置群众。@北京丰台 ????????
107,在此次强降雨救灾中街道领导和社区干部的手机、车辆都没无情的暴雨淹没了。@北京丰台
108,大红门、马家堡街道就“7.21”暴雨先后到南苑街道进行走访慰问，分别向我街道捐赠了10套水泵、100张床和1000套洗漱用品。我街道领导十分感谢兄弟单位对我们救灾工作的支持与援助，表示一定会将救灾物资全部用于到辖区受灾居民，使受灾居民早日渡过难关。????O网页链接 ????????
109,7月25日，南苑街道槐房社区在检查中，发现古船油脂公司西侧马路上一处电力井工地正在施工，吊车臂与电线距离约1米，遇到大风暴雨天气，对人身安全和市政电力设施会造成非常严重的损害。社区发现隐患后，马上通知其暂停施工，避免了一起严重事故的发生。 ????????
110,暴雨天气，不仅给居民们带来了财产损失，更给环境带来了极大的污染，雨水消退后，南苑街道各社区全面做好辖区的卫生防疫工作，动员社区清扫员、垃圾清运员，协同卫生协管员一起对辖区内的污水沟、厕所、垃圾堆等蚊蝇孳生和栖息场所进行统一打药，减少出现疫情的可能性。 ????????
111,槐房社区慰问了“7.21”受灾群众，把慰问物品亲自送到每位群众手中。拿到被子的居民激动地表示：“因为暴雨，家里的被褥都被浸湿了，有了这些被子，就不愁了”。更希望大家振奋精神，共度难关。 ????????
112,此次强降雨，南苑街道工委书记李振茹、办事处主任田秀文亲临一线，指挥救援、安抚居民心情。对此，今天上午召开了“7.21抢险救灾工作通报暨下阶段防汛工作部署会”，会上强调在灾难面前人民的生命安全为首位，重点关注危旧房屋，必要时候做好居民的转移安置工作，全力以赴、众志成城抗暴雨。 ????????
113,暴雨后讲究个人卫生
114,//@北京发布: 回复@夏夜听蝉鸣:非常感谢您的提醒，欢迎继续监督我们的工作！经与中国气象局核实，现在的暴雨等级标准为：100-249.9毫米之间为“大暴雨”，250毫米以上为“特大暴雨”！100～200毫米以下为“大暴雨”是旧的标准。@你好哈哈18 @台风论坛 @李嘉宾L @快晴突風
115,#卫生信息#房山区石楼镇社区卫生服务中心部分职工家中受灾较严重，中心党支部和工会组织召开了“为受灾职工送温暖”座谈会，为职工送上慰问金。暴雨后，家里受灾职工没有请假，没有半句怨言，一直奋战在抗洪抢险第一线。 详见O网页链接 ????????
116,#卫生信息#风雨中的坚守—记长沟卫生院的杨进春副院长“7月21日暴雨来袭之前，他曾多次带领本院医护人员进行防灾防汛应急演练，为实战做好了充足准备，尤其是训练出一只思想过硬，业务精熟、反应迅速的医疗队伍。” ????????
