ID,微博内容
50,【事故后新区出生的第一个宝宝——“新生命”带来“新希望”】#情况通报#大夫让宝宝握住自己的手往上一提，小家伙牢牢地抓住了大夫的双手，非常有力……这是看起来非常普通的一个测试，然而，接受测试的这个小家伙却不简单——在天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生当晚…… ????????
51,【滨海新区区长张勇就事故受损房屋处置问题答问】#情况通报·滨海坚强#就天津港“8.12”瑞海公司危险品仓库特别重大火灾爆炸事故受损房屋善后处置问题，滨海新区区长张勇答记者问
52,【第13场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天下午4点召开】#情况通报## 新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月22日）下午4点左右在滨海新区万丽泰达酒店 召开。@滨海发布 将在现场为您带来最新进展。 ????????
53,【滨海新区天气晴朗】#情况通报# 昨日，盘旋在渤海上空一周多的雾霾散去，滨海新区天气晴朗，万里晴空。在“8·12”火灾爆炸事故发生10天后，新区社会秩序井然，生产生活逐步恢复正常。不少市民纷纷拿出手机、照相机抓拍，并在微信朋友圈等社交媒体晒“滨海蓝”。 ????????
54,【房地产交易中心恢复运营】#情况通报#在“8·12”火灾爆炸事故中损毁严重的滨海新区房地产登记交易中心、滨海新区房屋管理中心、滨海新区保障性住房管理中心三个中心目前已恢复正常运营。 ????????
55,【新区多种安全举措确保学校按时开学】#情况通报#“8·12”特大火灾爆炸事故发生后，新区迅速行动，采取校园卫生防疫、安全隐患排查、新教师岗前培训等多种措施，确保学校能够按时正常开学。 ????????
56,【新区市场价格灾后保持平稳】#情况通报#为防范和应对天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故灾后市场价格异动，连日来，滨海新区发改委增加市场巡查频次和密度。当前新区市场价格平稳，与事故前相比没有明显变化。 ????????
57,【第十二场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天下午4点 半召开】#情况通报##新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月21日） 下午4点30分左右在滨海新区万丽泰达酒店会议中心召开。@滨海发布 将在现场为您带来最新报道 。 ????????
58,【民警24小时坚守岗位，DNA随到随检】#情况通报·滨海坚强#从天津市公安局物证鉴定中心和滨海新区公安局DNA检测室了解到，目前8·12爆炸事故的DNA检测工作正在紧张进行，从事鉴定检测的民 警24小时坚守岗位，对每一份送来的生物检材随到随检，随检随报。@今晚报 ????????
59,【第十一场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天下午4点召开】#情况通报##新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月20日）下午4点左右在滨海新区万丽泰达酒店会议中心召开。@滨海发布 将在现场为您带来最新报道。 ????????
60,【滨海新区公安局每天出动2100人参与救援】#情况通报·滨海坚强#今天上午，媒体记者来到滨海新区公安局了解火灾爆炸事故发生后，警方如何快速处置应对突发事件。据滨海新区公安局指挥室副主任周群介绍，爆炸发生后第一时间，五部警车迅速赶到现场，及时反馈情况、同时设置警戒线并开始抢救伤员@平安天津 ????????
61,【国家紧急医学救援队核心区参与救援】#情况通报#昨日，武警附属医院派出国家紧急医学救援队，赴滨海新区爆炸核心区执行医疗救援任务。 ????????
62,【第十场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天下午4点召开】#情况通报##新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月19日）下午4点左右在滨海新区万丽泰达酒店会议中心召开。@滨海发布 将在现场为您带来最新进展。 ????????
63,【滨海新区人口稠密区未检出氰化物】#情况通报##新闻发布会# 包景岭（ 天津市环保局环境应急专家组组长）介绍，位于人口的稠密区的滨海新区营口道734号是滨海新区常规的降雨点的监测点位，每次降雨都要监测，距离爆炸点7公里，8月18日9点至10点有降水期间，对降雨进行了监测，结果是氰化物未检出。 ????????
64,【第九场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天上午11点召 开】#情况通报##新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月19日）上午 11点左右在滨海新区美华大酒店召开。@滨海发布 将在现场为您带来最新进展。 ????????
65,【新区慈善协会：截至17日收到善款376万】#情况通报#截止到17日下午5时，区慈善协会接受社会各界对天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故捐款376万元，灾难面前，社会各界踊跃捐款，爱心继续汇聚滨海。 ????????
66,【滨海新区房地产登记交易中心恢复运营】#情况通报??滨海坚强#从滨海新区规国局了解到，经过紧急抢修，在爆炸事故中损毁严重的滨海新区房地产登记交易中心、滨海新区房屋管理中心、滨海新区 保障性住房管理中心三个中心都在今天恢复正常运营。 ????????
67,"【滨海新区法院为受伤群众提供法律援助】#情况通报??滨海坚强#天津港“8.12”瑞海公司危险化学品仓库特别重大火灾爆炸事故发生后,滨海新区法院牢固树立大局意识，积极参与抢险救灾工作，邀请心理咨询师对受伤群众进行心理疏导，全力以赴完成好援助任务。@滨海新区法院 ????????"
68,【向遇难者表示沉痛哀悼，向伤亡者家属和受灾群众表示慰问】#新闻发布会#宗国英（天津市委常委、滨海新区区委书记）表示，这次火灾爆炸事故伤亡惨重，损失很大。事故发生在滨海新区区域内，我作为区委书记感到非常痛心，也非常自责。这里我向遇难者表示沉痛的哀悼，向伤亡者的家属和受灾的群众表示慰问 ????????
69,【第八场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天上午11点召开】#情况通报##新闻发布会#发布会由天津市人民政府新闻办公室举办，将于今天（8月18日）上午11点左右在滨海新区美华大酒店召 开。@滨海发布 将在现场为您带来最新实况。 ????????
70,【全城哀悼，滨海祈福，逝者安息，生者坚强！】#情况通报##祈福滨海，天津在行动#今日（8月18日）上午9点，滨海新区举行天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故集体悼念活 动分别在6个不同地方举行，哀悼事故中的遇难者！全城哀悼，滨海祈福，逝者安息，生者坚强！图为事故现场哀悼 ????????
71,【悼念事故中牺牲的消防官兵和遇难者】#情况通报#今天（8月18日）上午举行爆炸事故悼念活动。上午9点开始分别在以下地点举行：滨海新区京门大道街心公园；公安消防开发支队吊唁灵堂（开发区太湖西路靠第二大街南侧）；事故现场；泰达二小；开发区泰达街康翠社区悼念点；泰达医院急诊大厅。
72,【今日新区举行集体悼念活动】#情况通报#今日，滨海新区将举行天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故集体悼念活动，哀悼事故中的遇难者。 ????????
73,【首批27名烈士名单已上报】#情况通报#从滨海新区民政局优抚安置和军休处了解到，关于天津港“8﹒12”特别重大火灾爆炸事故烈士申报和评定工作正在进行中。天津港和滨海新区公安局正在积极准备牺牲烈士的相关材料，但因为涉及人数较多，需要DNA工作全部认定结束后才能确定最终人员名单。（天津日报） ????????
74,【第七场！天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故新闻发布会今天上午11点召开】#情况通报##新 闻发布会#新闻发布会由天津市人民政府新闻办公室举办，将于今天（8月17日）上午11点左右在滨海新区美华大酒店召 开。@滨海发布 将在现场为您带来最新进展。 ????????
75,【李克强：要一视同仁对待现役和非现役牺牲的消防人员】#情况通报#李克强16日下午来到天津滨海新区临时灵堂，向“8.12”火灾爆炸事故中牺牲的消防人员默哀并三鞠躬。他说，牺牲的现役和非现役的消防人员履行同样的职责，也应一视同仁对待，让他们得到同样的抚恤和荣誉。@人民网 ????????
76,【第六场！瑞海公司危险品仓库爆炸事故新闻发布会今天上午10点召开】#情况通报##新闻发布会#由天津市人民政府 新闻办公室举办的瑞海公司危险品仓库爆炸事故第六场新闻发布会将于今天8月16日上午10点左右在滨海新区美华大 酒店召开。滨海发布将在现场为您报道爆炸事故最新进展情况。 ????????
77,【第五场！瑞海公司危险品仓库爆炸事故新闻发布会今天下午5点召开】#情况通报##新闻发布会#由天津市人民政府新闻办公室举办的瑞海公司危险品仓库爆炸事故第五场新闻发布会将于今天8月15日下午5点左右在滨海新区美华大酒店召开，向媒体公布爆炸事故最新进展情况。滨海发布将在现场为您做实时报道。 ????????
78,【第四场！瑞海公司危险品仓库爆炸事故新闻发布会8月15日上午10点召开】#情况通报##新闻发布会#由天津市人民政府新闻办公室举办的瑞海公司危险品仓库爆炸事故第四场新闻发布会今天上午10点在滨海新区美华大酒店召开，向媒体公布爆炸事故最新进展情况。滨海发布正在现场为您做实时报道。 ????????
79,【100余中外媒体记者采访事故救援情况】#情况通报#昨日下午，在新区区委宣传部统一安排组织下，100多名国内外媒体记者对离爆炸事故现场最近的安置点开发区第二小学和泰达医院进行实地采访。 ????????
80,【第三场！瑞海公司危险品仓库爆炸事故新闻发布会今晚6点召开】#情况通报##新闻发布会#由天津市人民政府新闻办公室举办的瑞海公司危险品仓库爆炸事故第三场新闻发布会将于今天下午6点左右在滨海新区美华大酒店召开，向媒体公布爆炸事故最新进展情况。滨海发布将在现场为您做实时报道。 ????????
81,【金融局：简化索赔手续】#情况通报#瑞海公司危险品仓库爆炸事故发生后，天津市金融局联合人民银行天津分行、天津银监局、天津证监局、天津保监局等4家金融监管部门印发《关于金融支持服务滨海新区“8.12”爆炸事故施救工作的紧急通知》，对天津辖区内各金融机构提出要求，全力支持服务施救工作。 ????????
82,【瑞海公司危险品仓库爆炸事故新闻发布会今天上午召开】#情况通报##新闻发布会#由天津市人民政府新闻办公室举 办的瑞海公司危险品仓库爆炸事故第二场新闻发布会将于今天上午10点在滨海新区美华大酒店召开，向媒体公布瑞海 危险品仓库爆炸事故最新进展情况。滨海发布将在现场为您做实时报道。 ????????
83,【今夜，让我们传递正能量】#情况通报#突发爆炸事故，滨海不眠之夜。面对灾难，消防武警官兵逆行而上，书写“我爸就是你爸”的感人故事；志愿车队志愿者，免费接送伤员和家属，搬运医疗设备救援物资；爱心人士排队献血，白衣天使全力救人…今夜，让我们传递正能量，共同为滨海新区祈福！@吉林发布 ????????
84,【明日上午10点将召开仓库爆炸事故发布会】#情况通报#据天津市人民政府新闻办公室官方微博消息，8月14日上午10点，有关方面将在天津滨海新区美华大酒店(滨海新区黄海路10号)召开8·12危险品仓库爆炸事故新闻发布会。届时向媒体发布事故处置进展等情况。
85,【最新：50人死亡数十人失联】#情况通报#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截至今日21时，此次爆炸事故共造成50人死亡，其中消防人员17人；住院治疗701人，其中重症伤员70人。另据天津港集团公司报告，目前有数十人尚无法取得联系，正在积极搜救中。@天津日报 ????????
86,【滨海新区危险品仓库爆炸事故已造成50人死亡】#情况通报#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截至今日18时，此次爆炸事故共造成50人死亡；住院治疗701人，其中重症伤员71人。 ????????
87,【最新：44人遇难，包括12名消防官兵】#情况通报##新闻发布会#截至16时30分，滨海新区危险品仓库爆炸事故导致４４人死亡，包括12名消防员，住院５２１人，其中重症伤员５２人。 图为张勇区长介绍最新情况 ????????
88,【滨海新区危险品仓库爆炸事故已造成44人死亡】#情况通报#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截止今天中午12时，此次爆炸事故共造成44人死亡，其中包括12名消防官兵；住院治疗520人，其中重症伤员66人。 ????????
89,"【武警天津总队1500人和8360部队防化中队投入救援】#情况通报#天津港危险品仓库爆炸事故发生后,武警天津总队1500人（六支队700名、滨海新区支队700名、总队后勤保障力量100名）,紧急赶至事发现场参加抢险救援，主要担负火灾现场外围警戒封控、机动备勤等任务。8360部队防化分队也已赶到现场。@新华视点 ????????"
90,【中石化天津石油所属加油站加气站未受爆炸影响】#情况通报# 昨晚，天津滨海新区瑞海公司危险品仓库发生爆炸。临近的中石化天津石油所属加油站、加气站基本安全，只有两座距离事发地较近的加油站因冲击波影响造成门窗、罩棚受损，两站员工均已安全撤离，无人员伤亡。 ????????
91,【滨海新区主要供水设施未受爆炸影响 供水正常】#情况通报#8月12日晚天津港国际物流中心区域内瑞海公司所属危险品仓库发生爆炸后，滨海新区主要供水设施未受爆炸影响，目前新区供水正常。 @天津日报 ????????
92,【滨海新区主要供水设施未受爆炸影响，供水正常】#情况通报#今天上午从@天津水务 了解到，8月12日晚天津港国际物流中心区域内瑞海公司所属危险品仓库发生爆炸后，滨海新区主要供水设施未受爆炸影响，目前新区供水正常。@北方网 ????????
93,【天津各大采血点、滨海新区塘沽各大医院联系方式】#情况通报#目前，天津滨海新区瑞海公司危险品仓库发生爆炸，已致17人死亡，32人危重，283人入院。凌晨，天津市民开始自发在天津血液中心排队献血。提醒：如需转移伤员，请提前电话联系塘沽各大医院，询问是否还有容量接收。 ????????
94,【灾难面前我们众志成城】#情况通报#昨天晚上11时20分左右，位于滨海新区的天津港瑞海公司所属危险品仓库发生爆炸，给国家和人民群众的生命财产造成巨大损失，在这灾难面前，我们愿逝者安息，生者坚强。我们号召全体市民积极配合抢险救灾现场和政府相关部门工作，做好以下工作。@天津滨海文明 ????????
95,【今早电力已恢复】#情况通报#爆炸后，天津滨海新区220千伏鄱泰一二线停电，南海路110千伏用户变电站一号主变室停运，二号三号主变正常运行，10千伏港清一线所带周边4个小区受到影响。截至今晨3时，停电已恢复，电力抢修车辆和人员在戒严线外待命。 ????????
