ID,微博内容
26,#关注雅安地震#【公交车帮忙，最后一班爱心物资到站！】51路公交车，341路公交车，还有那么多私家车……目前，志愿者和记者们搬运的最后一班物资抵达天回镇仓库了！大家正在热火朝天地搬运，这里，是全城市民的爱，谢谢大家！据@成都晚报 ????????
27,#关注雅安地震#【明天，成都这些地方献血】24日计划采血300人，其中A型血100人，O型血200人，献血点及地址见图片。据@成都市血液中心 ????????
28,#关注雅安地震#【关于灾后心理援助的7个问题，供震后从事心理辅导的志愿者们参考】天崩地陷，亲人离散，地震带给人们的创伤不只在肉体，更在心灵。而此时，他们需要的也不只是面包、水和帐篷，更需一份心灵的抚慰。据@人民日报 ????????
29,#关注雅安地震#【桥坚强！巨石压不垮，炸药伤不倒】芦山县通往宝盛乡唯一的道路上，有一座看似破烂不堪的老桥，地震后塌方落下的巨石砸下，档在桥头。22日，用炸药两次爆破，将这个巨石炸碎，“破桥”仍屹立不倒。现场被简单清理后，几百名归心似箭的乡亲顶着飞溅的石块，跑过2公里塌方路段。据新华网 ????????
30,#关注雅安地震#四川芦山县“4??20”7级强烈地震破裂示意图（逆冲地震，破裂向西南单侧方向）。据@中国地震台网速报 ????????
31,#关注雅安地震#成都市民，你们的心意，灾区人民已经收到！谢谢大家！
32,#关注雅安地震#【扩散：交通部发布的灾区道路抢通示意图】这个重要的图来自交通部路网监测和应急中心！请参加报道的媒体同行和救援人员保存。绿色线路是畅通的，红色和黄色正在抢通。太平镇到大川镇还有3公里坍方正在抢修，预计今晚可抢通。如果明天下大雨容易造成泥石流，请大家千万小心。据@中国之声 ????????
33,#关注雅安地震#如果你是救援队、物资输送爱心车队，需要灾区物资装卸的志愿者帮忙；如果你是在芦山的志愿者，想了解物资接收信息咨询，请随时@成都共青团 求助，有求必回。
34,#关注雅安地震#【@新浪四川 谈一线真实感受】今天下午3:30，他们将做客微访谈O网页链接 和视频访谈O网页链接 。你有什么想知道的么？向他们提问吧。
35,#关注雅安地震#【芦山地震致雅安65名师生伤亡，14名遇难学生】@中国教育报 记者从雅安市教育局获悉，截至4月23日11时30分，芦山7级地震导致雅安市辖区伤亡师生65人。其中，死亡学生14人，教职工受伤9人，受伤学生42人。 ????????
36,"#关注雅安地震#【来，踩着我的肩送伤员】宝兴灵关镇前日多名重伤员急需出山救治。由于塌方加剧,老场乡只剩一条不到20cm的路面。关键时刻,4位村民站在道路下方,每人肩扛一根木棒,搭起了人梯,以便救援人员通过。这样一条人梯,两小时护送了5名伤员。谢谢，你们的肩膀有力，更有温暖。据@成都商报 ????????"
37,#关注雅安地震#【转给震区的人们：严防疫情！】此刻关注雅安灾区，与爱意和慷慨相比，更紧缺的或许是相关经验和知识。震后可能引发疾病：伤寒、腹泻、鼠疫、流行性出血热等，以及常见传染病流脑、麻疹、流感等呼吸道传染病等。防疫重点是水与接触物。一张图看震后防病常识，扩散周知！据@央视新闻 ????????
38,#关注雅安地震# 成都志愿者全媒体平台、@成都晚报联合发起，设立“成都大爱，孩子别怕—— 4.20雅安震灾儿童专项资金”，望大家伸出援手，帮帮这些孩子们。
39,#关注雅安地震#【宝兴，500多顶帐篷到了！】随着省道210线芦山至宝兴段打通后，救灾物资不断地被送抵宝兴县城，之前已有260件帐篷抵达。上午9点50分，宝兴县城刚下起小雨，运送帐篷的另外两辆车就抵达了，总共有500多顶帐篷。这些帐篷将尽快搭建起来，安置好灾民，尽量让灾民不淋雨。据@四川在线 ????????
40,#关注雅安地震#【天全县告急！10余万灾民缺少物资】天全县90%以上房屋成为危房，部分乡村至今电力中断，10余万灾民因缺少物资等待安置，目前急需帐篷、发电机、棉被及油布、大米、食用油、矿泉水等生活必需品，同时需要大量活动板房用于灾后恢复重建过渡安置。紧缺物资清单如图，请大力扩散！据@新华网 ????????
41,#关注雅安地震#【余震不断，生活还在继续】地震已过去3天。截止今日8时，共记录到余震3333次，其中3级以上余震100次：5.0到5.9级4次，4.0到4.9级21次，3.0到3.9级75次，目前最大余震为5.4级。虽然悲痛仍在，但生活还要继续。祝福！据@四川在线 ????????
42,#关注雅安地震#【紧急提醒！！宝兴开始下雨了，注意地质灾害】目前宝兴开始下雨，重庆公安消防总队勘察人员发现多处塌陷、裂缝、渗水险情，如遇强降雨天气，雨水渗入山体，将可能引发滑坡、泥石流等次生灾害。建议宝兴县做好应急预案，防范次生灾害知识请点大图，在宝兴一定注意！扩散！据@人民日报 ????????
43,#关注雅安地震#【绽放在灾区的美丽身影】她是绵竹汉旺镇一名舞蹈老师。汶川5·12地震中，她失去了双腿、婆婆和女儿。但灾难并没有击垮她，戴着假肢依旧舞蹈。芦山地震后，她奔赴抢险救灾一线，送粮、送衣、搭帐篷……她的美丽坚强、乐观淡定令人动容。她是@廖智。女人如花，她是最美一朵。据@央视新闻 ????????
44,"#关注雅安地震#【邛芦路西桥到芦山段交通管制，社会车辆禁入】邛芦路西桥到芦山路段实行交通管制，其中高何到芦山段是重点管制区域。只允许运送伤员、救援队伍和物资装备车辆通行，其他除运送危重伤员车辆及出租车外，一律禁止通行。如有交通开道、保障需要,请拨邛崃交警电话028-88794110。据@成都日报 ????????"
45,#气象与生活#中央气象台预计，未来三天雅安地震灾区多阵性降水容易诱引山地地质灾害。崩塌指陡峭山坡上的岩石体在重力作用下，突然脱离母体，发生崩落、滚动；滑坡指斜坡上的岩石体在重力作用下，沿软弱面整体向下滑动。因暴雨洪水和地震，常发生大面积群发性活动。前方的兄弟姐妹，一定要注意安全！
46,#关注雅安地震#【8点，向雅安地震遇难同胞致哀】4月20日10时，确认10人遇难//16时，遇难人数上升到100人//22时，157人遇难//21日8时，162人遇难//15时， 186人遇难//22日8时，188人遇难//18时，遇难人数192人……逝者安息，生者坚强！据@人民日报 ????????
47,【共同守望，天佑雅安！】#晚安成都#当时钟摇摆，雅安地震已发生超过60小时。救援的关键时刻，我们从未放弃。雅安，请坚持，期待着生命的奇迹 ！黄金救援72小时的最后一夜，让我们聚集在一起，用心为灾区人民点亮红烛，共同祈福！图@Dipsy迪西 ：雅安碧峰峡保护基地内已逐渐情绪恢复的大熊猫… ????????
48,#关注雅安地震#【成都血库震后一天献满，还有5000余人预约】在芦山地震后，无数成都市民涌向街头无偿献血点献血。成都市血液中心介绍，震后一天多的时间，当地血库已经“快要装不下了“，还有5千多名市民填写了鲜血预约登记表。22日成都血液中心表示血液已达需求，只采集0型血，谢谢大家！据@成都商报 ????????
49,#关注雅安地震#【扩散！芦山至宝兴23日起凭证单循环通行】23日起，芦山至宝兴（S210线）实行单循环通行，芦山至龙门、太平、大川实行上午进（7—11点）、下午出。另外，芦山至宝兴23日起凭证通行，主要是物资运输及工程抢险等车辆，外地捐赠物资交由雅安民政部门按需发往灾区。请扩散！据@人民日报 ????????
50,#关注雅安地震#【遇难人数增至192人】据四川省人民政府应急办，截止到今晚18点，地震已造成17个市（州）114 个县的2197814 人受灾，全省已有192人死亡，23人失踪，11470人受伤！这是今天最后一次统计数据。目前，共发生余震2444次。今晚，“黄金72小时”的最后时间，加油！据@央视新闻 ????????
51,#关注雅安地震#【你的臂膀，我的避风港】救护伤者，抚慰受惊者……这些有力的臂膀，在震后满目疮痍的家园中，为他人撑起一片天。一“臂”之力，成为地震灾情中最温情的瞬间。据中新网 ????????
52,#关注雅安地震#【四川芦山地震已造成189人遇难199余万人受灾】四川省民政厅网站消息，四川省雅安市芦山县7.0级地震目前已造成包括雅安在内的19个市州115个县199余万人受灾，189人遇难，26人失踪，12211人受伤，紧急转移60.8万余人。O网页链接 ????????
53,#关注雅安地震#【民政部向四川雅安地震灾区调运200个简易厕所】4月22日下午，民政部根据四川雅安地震灾区需求，在前期紧急调运5万顶救灾帐篷、10万床棉被和1万张折叠床的基础上，紧急调运200个简易厕所，帮助做好受灾群众临时生活安置工作。 ????????
54,#关注雅安地震#这就是中国的士兵和人民，这就是中国的军民鱼水情。据@钱江晚报 ????????
55,#关注雅安地震#伤员正在转入成都，请亮出“生命通道”！成都交警开启3条“生命通道” 禁止社会车辆驶入！生命通道1：南大街（金盾路口）——成雅高速收费站??????生命通道2：瑞联路（2.5环路口）——成飞大道——成温邛高速收费站3：川陕路（将军碑路口——凤凰山机场）。尊重生命，请扩散！据@成都晚报 ????????
56,#关注雅安地震#【芦山高三学生有望明天“转学”成都】高考临近，芦山县教育局昨已对高三年级师生进行集中，有望于23日到成都西南财经大学复课。据悉，目前全县教学点震后不同程度出现墙体开裂，除高三学生外，中小学教学点暂无明确复课时间表，正在积极进行复课准备。同学们，加油！据@新华视点 ????????
57,#关注雅安地震#【芦山今晚有小到中雨，注意防雨防雷电】中央气象台消息，22日夜至23日，芦山灾区将出现小到中雨天气，部分地区有能见度低于5千米以下的轻雾，今晚部分地区可能出现弱雷暴。前方的筒子们请注意轻雾给交通运输带来不利影响，搭建帐篷、板房及大型救灾设施时务必做好防雷措施。据@新华视点 ????????
58,#关注雅安地震#【四川抗震救灾交通管制通告：救灾物资一律第三方转运】四川省公安厅交警总队发出通告，为确保救灾物资顺利运往灾区，一律实行第三方转运的方法，先运输到雅安多营镇华丰物流公司，再组织运往灾区，所有运输车辆应服从交警指挥，严禁擅自驶往灾区。转运联系人唐强，电话13981603155。 ????????
59,#关注雅安地震#【交通运输部：往灾区运水车辆免费通行】交通运输部21日夜紧急下发《关于免收雅安地震供水应急抢险车辆通行费用》的函，北京、河北、辽宁、河南、山西、四川、天津辖区内收费公路经营管理单位对住建部向四川雅安芦山、宝兴等灾区派遣城镇供水应急抢险分队车辆免收通行费。据新华网 ????????
60,#关注雅安地震#【思怡妹妹，快醒醒】11岁女孩黄思怡在地震时被高墙砸中，右腿高位截肢，从小爱跳舞的她，今后再也不能翩翩起舞了……小思怡目前还在昏迷中，脑部留有淤血，将要做开颅手术，父母在华西医院日夜守护，盼着她睁开眼睛……一起来为她祝福吧，小思怡，加油！O网页链接据@央视新闻 ????????
61,#关注雅安地震#【孩子们的愿望，看得人心酸】“我想要回宝兴，我想和亲人呆在一起，无论怎样我都愿意，我想帮父母带点吃的回家”；“我希望和自己的亲人尽快有个家，芦山人都度过难关”……孩子们在灾区帐篷学校里写下的愿望，看得小编心里酸酸的，希望你们能够早日回家。据@央视新闻 ????????
62,#关注雅安地震#【碧峰峡基地大熊猫安全，幼仔受惊吓不肯下树】地震过后，距离震中只有30公里的碧峰峡大熊猫基地一些建筑物被损害。工作人员说，一些小个头的熊猫幼仔因受惊吓过度，甚至爬到树上不肯下来，不过还好都没有受伤。工作人员只能等它们自愿下来，暂时也不会饿坏。O网页链接 据央视 ????????
63,#关注雅安地震#【遇难人数增至188人】四川省应急办今天14点15分最新统计数据：截止今天（22日）中午12点，全省因地震灾害遇难188人（石棉县、什邡市各新增1人）、失踪25人、11470 人受伤，其中重伤968人，在遇难失踪人员中，雅安市死亡169人，失踪25人，受伤10974人。据@央视新闻 ????????
64,#关注雅安地震#【再呼吁：守望就是力量！救灾不必到现场！】目前，各路救援力量盲目涌往雅安灾区方向，道路成稀缺资源，一些救灾物资和大型救援设备阻于路途。救灾不能光靠热情，人海战术反成阻滞。再次呼吁：守望就是力量！救灾不必到现场！扩散周知！据@人民日报 ????????
65,#关注雅安地震#【英雄，我们为你点支红烛】4月20日12时40分，某集团军一辆载有17名官兵救灾车，第一时间赴雅安救灾途中翻车，2名战士不幸牺牲。他们是重庆市梁平县25岁战士杨波(左)、巫溪县22岁战士李堂东(右)。轻声呼唤你们的名字，这是对英雄最好的缅怀。英雄，一路走好！据@经济日报 ????????
66,#关注雅安地震#【转给震区的人们：一张图看震后防病常识】震后可能引发的疾病：霍乱、甲肝、伤寒、痢疾、腹泻、肠炎等；乙脑、黑热病、疟疾等；鼠疫、流行性出血热、炭疽、狂犬病等；破伤风、钩端螺旋体病等；常见传染病，包括流脑、麻疹、流感等呼吸道传染病等。防疫重点是水与接触物。 据@央视新闻 ????????
67,#关注雅安地震#【2224枚硬币的感动】一元硬币1714枚，五角硬币503枚，一角硬币7枚，共计1966.2元……昨日，江苏省南通市，磨刀老人吴锦泉得知四川芦山地震消息后，捐出了两年来磨刀积攒下来的收入。2008年以来，老人累计向汶川地震、玉树地震、甘肃泥石流等捐款23392.2元。向老人致敬！据中新网 ????????
68,#关注雅安地震#【198名俄罗斯救援人员来了，今日赶赴宝兴】198名俄罗斯救援人员将于今日中午分三批抵达成都双流国际机场，随后将赶赴宝兴县灾区展开救援。目前，在宝兴县参与搜救工作的有1000余人的专业队伍，俄罗斯救援人员将是芦山地震后首批赶赴灾区的国外救援队。据@公安消防部队芦山抗震救灾微博 ????????
69,#关注雅安地震#【雅安灾区收治伤员10566人次】四川省卫生厅消息：截至今日7点30分，四川共向灾区派出医疗救援队183支、医务人员1799名，灾区现有9889名医务人员；收治伤员10566人次，已开展手术4766台（次）、治愈出院4283人，现住院诊疗1546人，其中重症及危重症317人。伤者，请挺住！据@成都晚报 ????????
70,#关注雅安地震#【我们都是雅安人】镜头一：网友@蔚蓝的天空_ck 今早在武侯区献血屋看到，自发为灾区人民献血的市民，排起了长队。据@成都市血液中心 ，目前献血的爱心市民人数已达到需求，感谢大家；镜头二：@成都晚报 宽窄巷子捐赠点，一辆辆“电马儿”驮着爱心物资，前来捐赠。成都人，为你们自豪！ ????????
71,#关注雅安地震#“大家打足精神，3个3个往那边冲，注意安全！”成都特警率先挺进“孤岛”宝兴，你们是好样的，一定要安全回来！//@李威佟:视频里有我和我的兄弟们！真实记录我们在震区死亡穿越的全过程！分享给大家！请一定看看！请一定看看！
72,"#关注雅安地震#【地灾红色预警，随时可能滑坡！】中国地质环境监测院昨日下午发布最新""4·20""雅安地震灾区地质灾害预警，从4月21日到24日，芦山县的大川镇、太平镇、双石镇、宝盛乡及宝兴县局部山区发生崩塌滑坡的可能性很大（红色预警）。三大预警区域如图，请前方救灾人员一定要注意安全！据@成都商报 ????????"
73,#关注雅安地震#【成都市民留出生命通道，地铁加开列车】今天早上，成都市民纷纷响应不去现场也可救援的倡议，很多私家车主选乘公交地铁上班。为缓解天府广场换乘站的客流压力，@成都地铁 在上班高峰期间加开了两列列车。抗震救灾期间请大家尽量选乘公共交通，避开救援通道（生命通道如图）！谢谢大家！ ????????
74,#关注雅安地震#【赈灾：全国免费物流运力联系方式汇总】??小件快递：顺丰、邮政、全峰??干线物流：卡行天下、德邦物流、安能物流、传化公路港??成都中转：蚂蚁物流、宅急送四川公司、新杰物流等??四川本地分拨：成都立即送、宅急送等；全国所有社会物流资源联系方式如图.请扩散！据@黄刚-物流与供应链 ????????
75,#关注雅安地震#【雅安地震48小时】在过去的48小时里，我们失去了188个亲人，经历了2000多次余震，灾区宝兴县灵关镇至宝兴县城道路短暂抢通后再度中断，芦山可能下雨……今天是震后第三天，现在还在“黄金72小时”之内！前线的战士加油！雅安挺住！我们为你守望，为你祈福！ 据@央视新闻 ????????
76,#关注雅安地震#【雅安震区三个重灾县已全部实现通电！】今晚20时57分，经电力企业奋力抢修，宝兴县城已部分恢复电网供电。至此，雅安震区芦山、宝兴、天全三个重灾县已全部实现通电，基本保证应急抢险救援用电和居民生活用电。昨晚，宝兴县仅靠4台应急发电机为医院、应急指挥中心维持供电。据@央视新闻 ????????
77,#关注雅安地震#【感人！成都特警边吃手抓饭团边赶赴救援】21日凌晨，成都特警抢险救援突击队徒步强行军进入宝兴。为了在最短的时间内赶到宝兴县实施救援，特警们就这样一边吃着冰凉的手抓饭团一边赶路！最可爱的人，你们辛苦了，保重身体！@成都特巡警 ????????
78,#关注雅安地震#【@成都共青团 招募芦山抗震救灾志愿者】报名方式：1、电话报名，请致电61310913、61312355；2、网络报名，请下载报名表格，邮件至qingnianzyz_420@163.com。表格下载地址：O网页链接
79,#最新消息#中国地震台网正式测定：04月21日22时16分在四川省雅安市芦山县、宝兴县交界（北纬30.3度，东经102.9度）发生4.3级地震，震源深度14千米。
80,#最新消息#中国地震台网自动测定：04月21日22时16分在四川省雅安市芦山县附近（北纬30.4度，东经103.1度）发生4.3级左右地震，最终结果以正式速报为准。据@中国地震台网速报 ????????
81,#关注雅安地震#【中央财政紧急拨付四川抗震救灾资金10亿元】四川芦山地震发生后，中央财政紧急拨付应急救灾综合补助10亿元，用于灾区抢险救灾、受灾群众转移安置和生活救济，地震受伤人员医疗救治，遇难人员家属抚慰，以及公共服务设施应急抢修等方面。据新华网 ????????
82,#关注雅安地震#【哺乳中的红衣妈妈最美！】网友刘守龙和朋友带着救援物资去芦山县途中，记录了这感人一幕。照片中哺乳的红衣女子是成都的志愿者。红衣女子旁是婴儿的奶奶，奶奶表示四个月大的婴儿已经两天没有喝奶，婴儿的母亲在地震中已被倒塌房屋压死。红衣女子得知后便把孩子抱来喂奶…据@央视新闻 ????????
83,#关注雅安地震#【有笑容，就有希望】芦山县，太平镇，在临时扎起的帐篷里，随时可见孩子们天真的笑脸。灾难给他们的家园留下了印记，却未能阻挡笑容在他们脸上绽放。乐观的你们，一定会同芦山一样坚强！据@新华网 ????????
84,#关注雅安地震#他们太累了，让他们好好休息一会。图：@新华视点 ????????
85,#关注雅安地震#【国务院：各单位团体未经批准暂不进入灾区】国务院办公厅21日下发关于有序做好支援四川芦山地震灾区抗震救灾工作通知。此次地震灾区处于河谷地带，空间十分有限，道路狭窄，交通不便，加之余震不断，如大量人员前往灾区，将给救灾和安置工作带来新的困难。O网页链接据央视 ????????
86,#关注雅安地震#【黄金72小时，已经过去36个小时了！】地震已造成186人遇难。大地还在痉挛，时间分分秒秒，对生命的救援高于一切！救人，救人，还是救人，每一个同胞的生命都值得珍惜。一线希望，百倍努力，不放弃，不放弃。芦山，不哭！宝兴，挺住！雅安，加油！据@人民日报 ????????
87,#关注雅安地震#【救援战士被飞石砸中脑部昏迷，生命垂危】今日15：15左右华西医院接收一名受伤武警战士。武警战士宋永科在地震救援过程中被飞石砸中脑部，造成颅脑外伤，现处于昏迷中，生命垂危，医务人员正抢救。祈祷平安！据四川新闻网 ????????
88,#关注雅安地震#【大灾之后不要大疫！】伤病人员陆续救出，简陋环境集体住宿，防疫防病成为关键！警惕蚊虫老鼠、选择可靠水源、谨慎搭建厕所帐篷……大图更多详解，扩散给前方，别让辛苦救出的生命再被疫病夺走！据@人民日报 ????????
89,#关注雅安地震#【它们也是战士！】多少次我们遭遇苦难，总看到它们的身影！它们是搜救犬，它们也是战士，人类最忠实的朋友。谢谢你们！拜托了！据@人民日报 ????????
90,#关注雅安地震#【首趟铁路抢险救援专列抵川】17时47分，首趟抢险救援专列“抢7次”到达成都，送达10车灾区急需棉被。截止18时，全国发往成都铁路局的10趟“抢”字头列车正陆续抵达灾区，共运送帐篷34车，棉被13车，药品19车、1140吨，食品1车、5吨，航空煤油58车、2948吨等救灾物资。据@央视新闻 ????????
91,#最新消息#中国地震台网正式测定：04月21日18时48分在四川省雅安市芦山县（北纬30.3度，东经103.0度）发生4.2级地震，震源深度19千米。
92,【雅安市芦山县附近发生4.3级左右地震】#最新消息#中国地震台网自动测定：04月21日18时48分在四川省雅安市芦山县附近（北纬30.3度，东经103.0度）发生4.3级左右地震，最终结果以正式速报为准。据@中国地震台网速报 ????????
93,#最新消息#中国地震台网自动测定：04月21日18时48分在四川省雅安市芦山县附近（北纬30.3度，东经103.0度）发生4.3级左右地震，最终结果以正式速报为准。据@中国地震台网速报 ????????
94,#关注雅安地震#【成都今日各种血型已充足，谢谢大家的爱心】今天成都7个采血点爆棚，就连预约献血表也被填完。目前@成都市血液中心 各种血型（包括RH阴性血）已充足，不得不实施限制采血措施。很多成都的爱心市民抱憾而归，但如此大爱令人感动。感谢大家。雅安，挺住！我们在一起！@成都日报
95,#关注雅安地震#【地震前的芦山】网友@冰萱1996 发布了一组地震前一个月，航拍的芦山县风光。@吾谷网 说，震前的芦山、宝兴等地正在发展茶叶中药材等现代农业。芦山县，这座有着2300多年历史的古城，曾是三国名将姜维的封地，至今保存有姜维墓碑。这里还有世界上最大的地质“漏斗”和最大的砾岩溶洞。 ????????
96,#关注雅安地震#雅安抗震救灾联系电话汇总，请大力扩散！[爱心传递]据@人民日报 ????????
97,#最新消息#中国地震台网正式测定：04月21日17时05分在四川省雅安市芦山县、成都市邛崃市交界（北纬30.3度，东经103.0度）发生5.4级地震，震源深度17千米。
98,#关注雅安地震#【四川雅安芦山地震遇难人数升至186人】从四川省人民政府应急管理办公室获知，截至今日15点，地震共造成186人死亡，21人失踪，11393人受伤，其中968人重伤。据@央视新闻 ????????
99,#关注雅安地震#【责任与牵挂】五年前，作为一名军人的毕宇参加了汶川地震救灾；五年后，作为成都特警的一员，他昨日随大部队深入灾区抢险救援。收到信息后，同为警察的女友也作为增援部队朝着灾区赶来了。面对同样的灾难场景，与五年前相比，不同的是，他多了一份牵挂…希望每个人都平安！据@平安成都 ????????
100,#关注雅安地震#【特别报道：探访受灾严重的灵关镇】一度成为信息孤岛的宝兴县牵动着每个人的心，进入宝兴县城的道路一路严重塌方，消防战士携带水、轻型救援装置等徒步两个多小时到达宝兴县受灾最严重的灵关镇，立即投入救援。宝兴挺住，我们不会放弃！视频O网页链接据@央视新闻 ????????
101,#关注雅安地震#【我们的子弟兵】图为@麦兜要吃肉 摄于芦山现场，上图：武警四川总队第一支队昨天第一时间赶到灾区现场救援，他们已经连续奋战了三十多个小时！太累了…；下图：武警战士把自己的干粮拿喂给小孩吃，他们的微笑，真伟大！此组图戳中小编泪点，他们笑了，我却哭了...一定要注意安全！ ????????
