序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
31,"
                                                                                                    【区卫计局领导首站东门街道调研2016年计生工作】近日，罗湖区卫计局刘岭副局长率相关科室负责人首站至东门街道调研2016年计生工作。刘局对“全面二孩”政策进行了解读说明，并对2016年的计生工作提出了新的要求和目标，对东门街道计生工作取得的成绩给予了肯定。街道计生分管领导和科长参加此次会议。 ????????                                            ", 2016-1-18 15:30,转发,评论,1,微博 weibo.com,DdHAoo7eT
32,"
                                                                                                    【深圳获全国基层中医药工作先进市】1月14日，在北京召开的全国中医药工作会议上，吴以环副市长作为深圳市创建全国基层中医药工作先进单位领导小组组长，领取了深圳市荣获全国基层中医药工作先进市的奖牌。全国同期获得先进市的城市共19个。O深圳获全国基层中医药工作先进市！ 全市社康... ????????                                            ", 2016-1-15 11:18,转发,评论,赞,微博 weibo.com,DddEzFiTn
33,"
                                                                                                    【宝宝为什么会得黄疸？家长对黄疸认识的5个误区】新生儿黄疸是新生儿时期常见症状之一????为什么会得黄疸？正不正常？需不需要治疗？是很多家长的疑问。下面小编带大家一起看看宝宝为什么会得黄疸？家长对黄疸认识的5个误区→→O宝宝为什么会得黄疸？家长对黄疸认识的5个误区 ????????                                            ", 2016-1-15 10:59,7,评论,5,微博 weibo.com,Dddx4ylRt
34,"
                                                                                                    【急救开放日，等你来报名】发生火灾时，该如何逃生？有人晕倒，如何做心肺复苏？孩子都急了，爸爸妈妈们还在等什么。急救知识和技巧，有深圳市急救中心的专家，手把手来教孩子。现招募50组幸运粉丝家庭参加“小手拉大手、急救天使团”的急救培训活动。心动不如行动→→O放开那个假人，心肺复苏让我来！▌急救开放日... ????????                                            ", 2016-1-14 10:22,转发,1,赞,微博 weibo.com,Dd3RyiPwT
35,"
                                                                                                    【X光、CT、B超、核磁有啥区别？看了这个你就知道啦！】对于X线、CT、B超、核磁共振这些常用的影像学检查，很多人分不清楚。现在，小编把身体比作食物，告诉你这些检查如何发挥不同的作用。快戳网址OX光、CT、B超、核磁有啥区别？看了这个你就知... ????????                                            ", 2016-1-14 10:01,5,评论,赞,微博 weibo.com,Dd3ITnDdv
36,"
                                                                                                    深圳市首家肿瘤随访中心落户南山医院                                            ", 2016-1-13 11:43,转发,评论,赞,iPhone 6,DcUY0b0cH
37,"
                                                                                                    【2016年1月13日至1月19日深圳市流感指数】2016年1月13日至1月19日，深圳市流感指数为Ⅱ级（易发生），未来一周本市将处于流感流行期，流感流行强度较高，流感病例明显增多，提醒市民，在流感指数III级预防建议的基础上：1.避免前往人群密集的公共场所；2.如有流感病征，应戴上口罩并尽早就诊。 ????????                                            ", 2016-1-13 09:50,2,评论,赞,微博 weibo.com,DcUdUtrF6
38,"
                                                                                                    【挥泪送别“深圳最美急救医生”徐粼 】徐医生，一路走好O挥泪送别“深圳最美急救医生”徐粼 | 用生命拯... ????????                                            ", 2016-1-12 18:39,2,2,5,iPhone 6,DcOg13cpl
39,"
                                                                                                    【H5N6病例防控监督检查，大鹏卫监刻不容缓】近日，深圳先后发生两例人感染H5N6病例。针对当前的H5N6病例疫情进展形势，大鹏卫监对辖区活禽交易市场禁售活禽的落实情况和民营医疗机构应急情况进行了重点监督检查，对检查中发现的问题提出监督整改意见，确保各项防控措施有效落实，严防疫情的暴发流行。 ????????                                            ", 2016-1-12 11:43,转发,评论,1,微博 weibo.com,DcLxaFRJe
40,"
                                                                                                    【X射线究竟对胎儿有多大影响？】不少女性在无意中怀孕，却以为是“月经不规律”，其间又恰好做了X 射线类的医学检查，例如在单位体检中做了透视或者胸片，发现怀孕后就很担心是否会影响胎儿。出现这种情况是否有必要终止妊娠？戳网址，科普一下→OX射线究竟对胎儿有多大影响？ ????????                                            ", 2016-1-11 10:41,2,1,2,微博 weibo.com,DcBHD2bjZ
41,"
                                                                                                    【家属为什么不能随意进出抢救室？】家属为什么不能随意进出抢救室？听急诊大夫来告诉你~视频建议在WIFI下观看哦→→O家属为什么不能随意进出抢救室？ ????????                                            ", 2016-1-11 10:37,2,1,赞,微博 weibo.com,DcBG4Ex1F
42,"
                                                                                                    【深圳新生儿出生入户不用核查《计划生育证明》啦！】根据新修订的《深圳经济特区人口与计划生育条例》，我市公安机关办理本市户籍居民婴儿出生登记不再核查《计划生育证明》，即婴儿父母不需先行到计划生育部门办理《计划生育证明》方可申报入户。O深圳新生儿出生入户不用核查《计划生育证明》... ????????                                            ", 2016-1-11 10:26,3,评论,1,微博 weibo.com,DcBBF2uDm
43,"
                                                                                                    【专家教你怎么防H5N6】H5N6发病症状和其它流感雷同，发病后表现为典型的病毒性肺炎，起病急，病程早期均有发热（38℃以上）、咳嗽等呼吸道感染症状。起病5-7天出现呼吸困难等重症肺炎相关表现，并进行性加重，部分发展为急性呼吸窘迫综合征并死亡。戳网址，专家教你怎么防OH5N6“人传人”？专家教你怎么防！ ????????                                            ", 2016-1-8 11:57,转发,评论,赞,微博 weibo.com,Dc9URtFAs
44,"
                                                                                                    #活动预告#2016年1月9日（本周六）9:00 ，深圳少年儿童图书馆一楼多功能厅，南方都市报联合“民断是非”举办辩论赛。邀你一起探讨“紧急救护造成损害，应不应当担责”？市民报名热线：0755-22315549。 O突发疾病“扶不扶，救不救”？“民断是非”邀你来... ????????                                            ", 2016-1-8 11:40,转发,评论,赞,微博 weibo.com,Dc9NU461c
45,"
                                                                                                    【深圳市报告1例H5N6病例】@健康-广东 1月7日通报，深圳市报告1例H5N6病例。患者蔡某，男，25岁，现住深圳市龙岗区。目前患者病情较重，在深圳市的定点医院收治住院。@深圳微博发布厅 ????????                                            ", 2016-1-7 21:49,5,2,2,iPhone 6,Dc4mN2Ryq
46,"
                                                                                                    【北京天坛医院神经外科名医专家来深出诊】北京天坛医院是世界三大神经外科研究中心之一，也是亚洲最大的神经科学培训合作中心。一月上旬，“北京天坛医院深圳脑科中心”将迎来四位天坛专家。为深圳的广大患友提供国际领先水平的治疗和建议。具体出诊时间见：O脑疾病患者福利|北京天坛医院神经外科名医专... ????????                                            ", 2016-1-6 17:39,1,评论,1,微博 weibo.com,DbTj1hsxR
47,"
                                                                                                    【生育“两孩”无需审批，独生子女家庭继续奖励！】1月5日全文公布的《中共中央国务院关于实施全面两孩政策改革完善计划生育服务管理的决定》指出，我国将实行生育登记服务制度，对生育两个以内（含两个）孩子的，不实行审批，由家庭自主安排生育。详见：O生育“两孩”无需审批，独生子女家庭继续奖励！ ????????                                            ", 2016-1-6 17:33,4,6,1,微博 weibo.com,DbTgdvfes
48,"
                                                                                                    【大鹏卫监开展医疗废物管理培训】近年来，对社会产生恶劣影响的非法处置医疗垃圾在新闻报道中屡见不鲜，凸显出对医疗废物的管理出现漏洞。日前，大鹏卫监开展医疗废弃物管理知识培训，辖区17家医疗机构的负责人参加了培训，规范了医疗废弃物管理，有效预防和控制医疗废弃物对人类健康和环境产生危害。 ????????                                            ", 2016-1-6 17:15,转发,评论,2,微博 weibo.com,DbT9e1eOY
49,"
                                                                                                    【1月6日至1月12日深圳市流感指数】2016年1月6日至1月12日，深圳市流感指数为Ⅲ级（较易发生），未来一周本市处于流感活跃期，流感活动增强，流感病例增多，具体防护措施请戳大图↓↓@深圳微博发布厅 ????????                                            ", 2016-1-6 14:29,2,1,赞,微博 weibo.com,DbS3JfSAj
50,"
                                                                                                    【东门街道做好元旦春节集中宣传月活动】为倡导“家庭健康和谐发展、关爱失独伤残家庭”。东门街道三方面做好元旦春节集中宣传月活动。一广泛宣传“一对夫妻生育两个子女”的政策，引导群众合法生育。二开展“春风送温暖”，上门慰问失独家庭、伤残家庭等。三、开展健康讲座和计生知识咨询等宣传活动。 ????????                                            ", 2016-1-5 14:45,转发,2,赞,微博 weibo.com,DbIJwagP4
51,"
                                                                                                    【深圳一例H5N6流感病例患者因抢救无效死亡】12月29日，深圳市疾控中心报告一例H5N6流感病例患者。该患者因抢救无效，于12月30日下午死亡。市疾控中心表示本次深圳出现的病例为偶发个案，截止目前，未发现人传人的情况。疾控专家提醒市民，预防流感，做好“三要”、“三不要”。@深圳微博发布厅 ????????                                            ", 2016-1-5 11:00,2,评论,3,微博 weibo.com,DbHgfwJDE
52,"
                                                                                                    【只要妈妈不吼不叫，就能轻易走进男孩的内心】作为妈妈，无论我们多么爱自己的孩子，如果缺少了良好的教育方式，也无法让他接受我们的爱。每个人都渴望被了解，渴望被爱，男孩也不例外。其实，好妈妈不吼不叫，才能让男孩主动向我们敞开心扉，才能更了解男孩的内心世界。O只要妈妈不吼不叫，就能轻易走进男孩的内心 ????????                                            ", 2016-1-4 17:08,5,1,赞,微博 weibo.com,DbAfc8vpL
53,"
                                                                                                    【高血压患者冬季入院增多，简单9招助你平安度过】①坚持服药②监测血压③注意保暖④减轻体重⑤适量运动⑥健康饮食⑦注意限盐⑧少喝咖啡⑨戒烟戒酒O高血压患者冬季入院增多，简单9招助你平安度过 ????????                                            ", 2016-1-4 17:05,1,评论,1,微博 weibo.com,DbAdSzrgM
54,"
                                                                                                    【石岩街道浪心社区一居民楼地下车库发生火情????3人受伤住院25人留观】3日凌晨2时许，石岩街道浪心社区康荣庭院小区福华阁一楼车库发生火情。2:04分接报后“120”立即调派石岩医院、西丽医院等单位共6台救护车前往事故现场救援。截至上午11:30，共有3人住院、25人留观，伤员病情稳定，暂无生命危险。 ????????                                            ", 2016-1-3 12:00,1,3,1,iPhone 6,DboNDfUMn
55,"
                                                                                                    【1月1日起，深圳名医专家晚8点与您相约“898”】高龄产妇再生育该注意什么？颈椎病的防治怎么做？如何中医养生、预防疾病？2016年1月1日起，深圳电台先锋898全新改版，逢周一至周五晚20点至21点（节假日除外）推出养生类健康节目《健康有道》。欢迎市民朋友收听O1月1日起，深圳名医专家晚8点与您相约“898”|... ????????                                            ", 2015-12-31 19:07,转发,评论,赞,iPhone 6,DaZjphjja
56,"
                                                                                                    【深圳市急救、血液、信息三中心建设项目今天开工！】12月31日，深圳市急救、血液、信息三中心公共卫生服务综合楼在福田区侨香路地块举行了开工仪式，标志着三中心项目将进入全面建设阶段。副市长吴以环出席了开工仪式。O深圳市急救、血液、信息三中心建设项目今天开... ????????                                            ", 2015-12-31 18:13,转发,1,2,iPhone 6,DaYXzoG39
57,"
                                                                                                    【广东省非亲缘造血干细胞捐献突破400例】12月30日上午，来自深圳、东莞的3名志愿捐献者分别在深圳和广州两地捐献造血干细胞，用于挽救北京、上海、四川3位血液病患儿的生命，成为中华骨髓库广东省分库第399、400、401例造血干细胞捐献者。O广东省非亲缘造血干细胞捐献突破400例| 深圳9... ????????                                            ", 2015-12-30 19:38,1,1,2,iPhone 6,DaQ5B2P2F
58,"
                                                                                                    【深圳市吉华医院项目今天开工！大坂田人民有福了】深圳又一家集医疗、教学、科研、预防保健、康复于一体的三级甲等综合医院要开建了！这次是在坂田，先来瞧瞧是神马福O深圳市吉华医院项目今天开工！大坂田人民有福了 ????????                                            ", 2015-12-30 19:30,2,2,4,iPhone 6,DaQ2e9j8u
59,"
                                                                                                    【广东率先落地全面二孩，产妇可享30天奖励假】今天上午召开的省十二届人大常委会第二十二次会议，表决通过了新修订的《广东省人口与计划生育条例》，将于2016年 1月1日起正式实施。据悉，广东成为“普遍二孩”政策率先落地的省份。戳大图↓↓有大家关注的婚育假期、避孕方式等问题的解析哦 ????????                                            ", 2015-12-30 16:52,2,7,3,微博 weibo.com,DaP0q7JYI
60,"
                                                                                                    #招聘信息#罗湖医院集团响应市政府的号召，积极筹划建立首个区属公立医院开办的名医门诊。2015年11月23日正式开诊。现面向国内外聘请专家，专家可以个人，也可以团队方式入驻集团，鼓励专家办理多点执业，合理的利用医疗资源、使专家自身价值得到更多老百姓的认可。详见O【聘】求贤若渴，名医快快来！！！ ????????                                            ", 2015-12-30 16:06,转发,评论,1,微博 weibo.com,DaOHNCjuS
61,"
                                                                                                    【新年马拉松赛前大鹏卫监在行动】2016年深圳大鹏新年马拉松赛将于1月1日在大鹏半岛举行，风光旖旎的山海跑道将广受市民欢迎，大鹏卫监对辖区内大中型住宿业、文化娱乐场所开展为期三周赛前卫生监督专项检查行动，为比赛期间前往参赛及观光的广大市民提供良好的公共卫生环境。 ????????                                            ", 2015-12-30 11:20,1,评论,赞,微博 weibo.com,DaMPq0Xwg
62,"
                                                                                                    【12月30日至1月5日深圳市流感指数】2015年12月30日至2016年1月5日，深圳市流感指数为Ⅲ级（较易发生），未来一周本市处于流感活跃期，流感活动增强，流感病例增多，具体防护措施请戳大图↓↓@深圳微博发布厅 ????????                                            ", 2015-12-30 10:28,转发,评论,1,微博 weibo.com,DaMuwgdAq
63,"
                                                                                                    【“全面两孩”深圳即将落地，福利抢先看】再过两天，“全面两孩”就要全面实施了！很多家庭都在关注这个政策如何落地，深圳结合实际，目前正在做相应的政策衔接，增加医疗服务保障，确保“全面两孩”政策平稳顺利实施。戳网址，看福利??O“全面两孩”深圳即将落地，福利抢先看 ????????                                            ", 2015-12-29 20:15,1,4,赞,iPhone 6,DaGUhmXGH
64,"
                                                                                                    【深圳市报告1例H5N6病例】根据广东省卫生计生委12月29日通报，深圳市报告1例H5N6病例。患者吴某，女，26岁，现住深圳市宝安区。目前患者病情危重，在深圳市的定点医院收治住院。专家研判认为，本次出现的病例为偶发个案，现阶段该病毒传播风险较低。如何做好预防措施？请点击下图了解。 ????????                                            ", 2015-12-29 17:25,16,2,3,360安全浏览器,DaFNkrTsr
65,"
                                                                                                    【鼓励市民打12350举报安全隐患最高奖1000元】12350是深圳公共安全隐患投诉受理平台，整合市应急办、市公安消防局及各区资源，市民发现公共安全隐患拨打12350举报投诉。按照《深圳市公共安全隐患与事故举报奖励暂行办法》，一经查实首个举报人最高奖1000元                                            ", 2015-12-29 09:36,2,5,130,360安全浏览器,DaCIE6N5H
66,"
                                                                                                    【南方医科大学深圳医院今天正式开业】今天上午，南方医科大学深圳医院在医院学术会议中心举行开业仪式，这标志着医院正式投入运营。南方医科大学深圳医院位于宝安区新湖路1333号，总占地面积82412平米，规划总床位2500张。一期工程展开床位1000张，设计日均门诊量8000人次。详见：O南方医科大学深圳医院今天正式开业！ ????????                                            ", 2015-12-28 17:55,1,1,1,iPhone 6,DawyJ8IO8
67,"
                                                                                                    【离“全面两孩”正式实施还有3天！计生法作出5处修改】计生法作出的5处修改：①“全面两孩”明年起正式实施②符合要求者可“再生育”③取消晚婚晚育假、延长生育假④独生子女家庭继续享受奖励补助⑤自主选择计划生育避孕节育措施。修改后的计生法于明年1月1日起实施。O离“全面两孩”正式实施还有3天！计生法作出5处... ????????                                            ", 2015-12-28 17:30,2,9,2,微博 weibo.com,DawoJdtsC
68,"
                                                                                                    【深圳光明“12.20”生产安全事故医疗救治及卫生防疫情况通报】截至27日16时，光明事故累计收治伤者17人，今日新增2人出院，累计出院5人。截至下午14时，灾害区域累计环境消毒面积17.575万平方米、杀虫面积17.92万平方米。对各安置点和救援现场实施监测，无聚集性疫情发生；无突发公共卫生事件报告。 ????????                                            ", 2015-12-27 18:30,转发,评论,赞,iPhone 6,DanmFm8cd
69,"
                                                                                                    【灾后消杀进行时】深圳滑坡事故的卫生应急救援已进入消杀阶段，防化装备充足， 现场疾控工作点可随时满足需要。@深圳微博发布厅 ????????                                            ", 2015-12-27 09:46,1,评论,赞,iPhone 6,DajVQ9yj5
70,"
                                                                                                    【光明滑坡灾害首名幸存者最新救治情况】截至12月25日，光明滑坡灾害中的首名幸存者--田泽明，目前生命体征平稳，神志清晰。入院时，全身多处压痛，伴有皮肤损伤。经过手术治疗后，各项生化指标均有所好转，四肢活动自如。小田加油哦愿你早日康复 ????????                                            ", 2015-12-25 16:40,4,1,1,iPhone 6,Da3MJqRqn
