ID,微博内容
52,【暴雨中媒体工作者尽职履责】在回顾721暴雨时，我们不能忘记那些记录、发现、报道，将情况随时告诉大家的新闻工作者。北京日报、京华时报、新京报、北京晚报、北青报等市属主要报刊编发50余个整版报道。21日一早市属媒体以各种方式提示雨情。北京电视台新闻频道，卫视频道直播??雨中进行时??17小时。 ????????
53,【什邡为北京灾情捐款百万】2008年四川地震后，北京对四川什邡重建家园进行了援助，3年重建2年完成。“7??21”北京暴雨后，什邡人民从媒体上看到北京遭遇强降雨灾情后，立即通过民政部门向北京人民捐款100万元。以表达什邡人民的爱心。 ????????
54,【市民爱心比最强暴雨还要强】21日的强降雨堪称“'最强暴雨”，雨夜中10万参与抢险、救援、排水的干部，无数爱心志愿者和交通参与者乃至普通市民所体现出的“北京精神”，通过电视、报纸、网络、微博的传播震撼着我们的心灵，他们的爱心比“最强暴雨”还要强。 ????????
55,【北京市气象台最新消息】#正在进行#北京市气象台发布消息，解除暴雨蓝色和雷电黄色预警信号。目前影响本市的降雨云团已经东移减弱。目前东部地区仍有分散性降水，预计8点前后降水基本结束。 ????????
56,【晚安北京】7月21日升旗时间5：03，降旗时间19:38。明天雷阵雨转大雨，最高气温31℃。明天下午到夜间北京将出现大到暴雨，雨量分布不均，短时降雨强度很大。将给人们出行带来不便，提醒大家应减少外出，尽量选择公共交通工具出行。气象部门将根据天气变化，适时发布预警信号，请广大市民及时关注。????????????
57,【高温闷热】#北京你好# 今日限行1和6。今早6点最高气温26℃，最大相对湿度82%……难怪一早感觉就特别的闷热啊。说好周五晚上来的雷阵雨又放我们鸽子，说要到周六晚上和他的兄弟们来场狂欢，预计将达到暴雨级别。图片摄于宣武艺园——这是翠鸟么？北京的环境的确在变好，今年拍到不少小动物。 ????????
58,"【晚安北京】7月20日升旗时间5：02，降旗时间19:39。明天白天多云,最高气温32℃。最近两天，入伏以来的桑拿天逐渐凸显，没有改善的趋势。京城出现强降水的时间可能会在21日夜间到22日早上，可能出现大到暴雨，有望彻底缓解现在闷热的情况，不过目前天气形势变化较快，请大家及时关注天气预报。 ????????"
59,市气象台提示：1日下午到夜间，本市将有大雨到暴雨并有雷电，大部分地区雨量30-60毫米，西部超过70毫米，请尽量减少外出和山区旅游，远离泥石流易发区。@北京旅游网官方微博@北京旅游咨询服务中心 ????????
60,【大雨到暴雨将袭京城 注意防范】31日17时北京气象信息：今夜阴云雾气遮蔽京城，最低气温24℃。明天下午到夜间有大雨到暴雨，并伴有雷电，降雨明显，市民请尽量减少外出，如若外出避开低洼积水路段，山区发生地质灾害气象风险较高，注意防范。明天最高气温29℃。@北京联通@北京移动@北京电信@北京发布 ????????
61,【雨水又来京 出行需防范】7月30日17时北京气象信息：今天傍晚到明天白天大雨再次袭京，东南部有大到暴雨，并伴有雷电，气温22到25℃。此次降水持续时间较长，明早高峰时段有中到大雨，出门带好雨具，降雨难免会给交通施加压力，请大家提早出门，注意安全，灾区需要特别防范山洪泥石流等地质灾害。 ????????
62,【阴云密布大雨将要降临】28日7时北京气象信息：昨夜京城经历了新一轮较强降雨，目前雷雨暂歇，小雨飘散，今天白天阵雨转大雨，东部暴雨并伴有雷电，夜间雷雨转多云。建议市民尽量减少出行，请勿去山区游玩，如室内进水，应立即切断电源；车辆遇积水过深时，避免强行通过，防范于未然。气温27至23℃。 ????????
63,【风雨欲来袭京城 加强防范】27日17时北京气象信息：今夜有分散性阵雨或雷阵雨，最低气温24℃。明天午后到前半夜有大雨，东部暴雨，伴有雷电，最高气温27℃。由于前期降水充沛，土壤饱和，房山、门头沟、密云北部、怀柔、平谷东部和北部山区发生泥石流、崩塌等地质灾害风险提高，当地居民注意防范。 ????????
64,【预警信号解除】市气象台23时25分发布解除信息：北京东部地区出现暴雨的可能性明显减小，暴雨蓝色预警信号解除。后半夜仍有阵雨，东部中雨。 ????????
65,【雷雨来袭 注意防范】7月25日17时北京气象信息：今天傍晚阴有阵雨，下班路上请注意交通安全。夜间到明天白天阴有大雨，东部地区有暴雨，并伴有雷电，气温23到28℃。雷雨天气远离高压线，及时关闭门窗，驾车减速慢行，尽量绕行低洼积水路段，雨势强时，尽量减少出门。 ????????
66,【傍晚到夜间还将有明显降雨 注意加强防范】25日11时北京气象信息：目前北京部分地区已经开始下雨，下午有时有阵雨，傍晚到夜间有大雨，东部地区将出现暴雨，气温29到23℃。目前土壤饱和沟渠较满，极易引发内涝，请注意出行安全。驾车不要去低洼地区或山区，以减少安全隐患。 ????????
67,【阴天为主 南部东部有小阵雨】7月24日11时北京气象信息：今天下午阴天间多云，南部、东部有小阵雨，风力二三级，最高气温30℃，湿度较大，闷热感明显，注意解暑祛湿。夜间以阴为主，最低气温24℃。未来几天本市多降雨天气，尽量不要到山区游玩，注意大暴雨过后衍生的次生灾害影响。 ????????
68,【蓝天白云交相映 四级北风需防范】22日11时北京气象信息：昨日一场大暴雨使得京城还有些路段正在断路排水，暴雨过后部分山体泥石会有松动，不建议去山区或低洼地带游玩。预计白天多云转晴，最高气温33℃，紫外线照射强，应避免阳光直晒，做好防护工作。夜间晴间多云，最低气温22℃。 ????????
69,【雨后天晴气爽 出游好时机】22日7时北京气象信息：一场罕见的大暴雨洗刷了京城，赶走了闷热天气，今晨空气倍感清新，预计白天多云转晴，最高气温33℃，可以心旷神怡的逛逛街，或是到郊区游玩儿了，今天紫外线强，外出最好带上遮阳伞，注意防晒； 夜间晴，最低气温22℃，可以睡个好觉了。 ????????
70,【今夜暴雨 防范山洪泥石流及城市积涝 】21日17时北京气象信息：预计傍晚到夜间有暴雨，城区及东部有大暴雨，并伴有雷电，最低气温23℃，暴雨天气雨强较大， 驾车出行请减速，注意交通安全，电闪雷鸣时，关掉家用电器电源，注意防雷电。明天白天阴，东部有小雨转多云。最高气温31℃。 ????????
71,【暴雨黄色预警信号】市气象台15时30分继续发布暴雨黄色预警信号：受强降雨云系的影响，预计北京大部分地区未来3小时雨强将达到30毫米/小时以上，请注意防范山洪泥石流及城市积涝。 ????????
72,【风雨欲来雨满城 加强防护保安全】21日11时北京气象信息：阴云布满京城，市气象台9时30分已发布了暴雨蓝色预警信号，暴雨来势汹汹，午后渐入京城，西南部、东北部有大暴雨，并伴有雷电。雨量较大，可能是汛期以来最大的一次降雨，尽量减少外出，行车注意安全，22日上午降雨将明显减弱为小雨。 ????????
73,【午后到夜间暴雨 伴有雷电】21日7时北京气象信息：今天白天阴天间多云，午后到夜间有暴雨，西南部东北部有大暴雨，并伴有雷电，气温30到21℃。降雨开始时可能伴有雷雨大风。强降水会导致低洼地区及路段出现积水，还可能诱发山区出现山洪泥石流及崩塌灾害，注意防范。今天能宅您就宅吧！ ????????
74,【湿度较大天闷热 明晚暴雨要进京】20日17时北京气象信息：逃脱了火辣辣的太阳，也不觉舒坦，静坐黏糊糊，一动就要湿漉漉，这闷热天儿又像是在憋着雨啊。预计今夜多云，湿度较大，轻雾弥漫，夜间和明晨出行注意交通安全。明天白天多云转阴，傍晚到夜间有暴雨，并伴有雷电，注意防范。气温26到31℃。 ????????
75,【昨夜倾盆大雨 难解今日闷热】11日7时北京气象信息：昨晚的倾盆大雨把北京折腾了个遍，乌云、闪电、暴雨，真是让人猝不及防，可是这场“透心儿凉’的大雨还是没能完全赶走几日的闷热。今天白天晴转阴，降雨云团留在了东北部，最高气温34℃，潮湿闷热，防暑防霉变。夜间多数地区还有雷雨，及早回家。 ????????
76,【昨晚暴雨光临北京城 今日雾弥漫难觅骄阳】9日7时气象信息：昨晚最大降雨在奥体中心，雨量为101.6毫米。目前影响北京的雷雨云带主体已经移出，上午东部地区仍有小阵雨。白天阴天间多云有雾，最高气温30℃，路面湿滑能见度差，部分路段有积水，外出要注意交通安全。夜间阴有雷阵雨，最低气温23℃。 ????????
77,【北京打工的山西小伙儿郭尧塾暴雨中看护无盖井2小时至腿抽筋】北京暴雨期间，一名饭馆工作的男孩一直站在没过膝盖的水里，提醒过往路人：“有个井盖被顶起来了靠边走。谢谢”。不到20岁的郭尧塾老家山西，来北京两年了，“其实我也没做什么，就是怕人掉下去”。 ????????
78,【面对大雨 我们已做好准备】北京市气象台今天11时50分发布暴雨蓝色预警信号：预计今天傍晚至夜间，本市东部将有暴雨。北京消防提醒您：应尽早做好防雨防雷及预防次生灾害准备；注意防范山洪泥石流及城市积涝。面对可能的大雨，北京消防已经全面做好准备！ ????????
79,北京这次暴雨灾难中，在房山区大石窝地区出现了一只勇于救援的金毛猎犬。据当地村民说，这条金毛猎犬在湍急的洪水中叼拾灾民的物品，反复的上岸下水上岸下水，这张图片是它在帮助被困灾民叼起掉在水中的鞋，据说它已连续工作了18个小时都没休息。
80,北京自气象记录以来最强暴雨已致37人身亡，14500人转移，城区95处道路积水断路，首都机场525架航班取消。面对暴雨我们应如何应对？雨中雨后应注意哪些问题？暴雨中被困应如何自救吗？下午15点—16点，@北京消防 将做客微访谈，和大家谈谈雨中雨后如何自救求救。希望大家积极关注 O网页链接 ????????
81,北京有气象记录以来最强暴雨已致37人身亡，14500人转移，城区95处道路积水断路，首都机场525架航班取消。面对暴雨我们应如何应对？雨中雨后应注意哪些问题？暴雨中被困应如何自救吗？今天下午15点—16点，@北京消防 将做客微访谈，和大家谈谈雨中雨后如何自救求救。希望大家积极关注哦 ????????
82,我们会尽全力营救被困人员！//@高军: 今日北京骤降暴雨，我的好友@夏芒 和女儿以及其他一众人员被困在北京房山区云居寺，经电话沟通后，在微博发布求助信息，得到众多网友的关注。@平安北京 @北京消防 接到求助后，迅速出警，刚才已经抵达现场，接到了被困的人员！谢谢所有参与救援的人员。
83,请大家放心，北京消防已调派50人消防攻坚组前往现场救援。//@京华时报: #北京暴雨#北京消防已调派警力前往救援，加油！ //@北京消防: 我们已经调派警力前去救援。//@紫云青峰: @平安北京 @北京消防 @BTV莲儿 @北京电视台孔洁 求扩散[爱心传递]//@京京Victor:求扩散~
84,#出行提示#今天中午前后北京将开始出现降雨，强降水将主要集中在傍晚到夜间。预计本市大部分地区的累积雨量将达到暴雨，大家外出要带好雨具，开车的朋友一定要注意行车安全。[霹雳]
85,【不得不知的暴雨预警信号】汛期来临，当我们在谈论各种遇险避难方式时，绝不能忽视的第一步避险举措应是——读懂暴雨预警信号，有的放矢做好应急准备。据气象部门当天预报，7??21北京暴雨的最高预警等级为橙色，仅次于最高级别的红色预警。#警方提示#请牢记暴雨预警信号含义，有备无患，安全第一。 ????????
86,【北京确认暴雨致77人遇难】昨晚，北京市防汛抗旱指挥部公布了“7-21”特大自然灾害遇难人员情况。截至7月26日，北京区域内共发现77具遇难者遗体，其中66名遇难者身份已经确认，11名遇难者身份仍在确认中。已经确认身份的66名遇难者中，包括在抢险救援中因公殉职的5人。O网页链接 ????????
87,【悼念亲人 致敬英雄 】在抗击北京“7.21”暴雨过程中，有4人因公殉职，分别是燕山公安分局向阳路派出所所长李方洪、密云大城子镇镇长李建民、房山韩村河镇副镇长高大辉、房山长阳供水厂抢险队郭云峰。4人在救援被困群众、抗灾抢险时不幸牺牲。让我们燃亮烛光，向英雄致敬，为遇难者默哀…… ????????
88,#北京“7.21”暴雨#警示之三 //@交通安全微发布:【车内外压力相等再打开车门游出去】车辆在深水中，车头会首先下沉，空气会集中到车尾，并逐渐缩小体积，车内人员可把头伸到车尾这个大气泡中呼吸。
89,#北京“7.21”暴雨#警示之二//@交通安全微发布: 【车辆涉水时挂低速1挡或2挡平稳开进开出】
90,【 珍爱生命小心驾驶 雨天行车五项必知】#警方提示#近日，全国各地普降大到暴雨，给大家交通出行带来诸多不便。特别是北京等地的暴雨，让不少司机措手不及，造成了难以弥补的损失和永远的遗憾……在此，根据近年来事故情况，为您整理了雨天行车五项必知， 请大家防患未然，切莫心存侥幸！ ????????
91,#北京“7.21”暴雨#警示之一//@交通安全微发布: 【积水超过轮胎高一半时不要强行涉水】
92,【北京房山派出所长李方洪暴雨中救人牺牲 群众悼念】7月21日，房山凤凰亭村受灾严重，向阳路派出所所长李方洪带领民警奋战数小时，先后救助50余名村民，自己则被电线击倒，光荣牺牲。村民谈到李所长殉职的经过，不禁哽咽落泪。一位群众有手机拍摄了李方洪救人的现场画面。O网页链接 ????????
93,【北京暴雨致多处路段积水断路 7000交警全警上路值勤】今天，北京气象台发布天气预警制度以来第一个暴雨橙色预警，受暴雨影响，市区多座立交桥下积水，交通被迫中断。交管部门启动了一级加强上勤方案，7000名交警全警上路。在一些积水路段，交警站在水中，用自己的身体做标杆，引导车辆顺利通过。 ????????
