ID,微博内容
62,#共同关注#【10号线进行换乘施工 双井站东南口将封闭】为配合7号线与10号线换乘施工，北京地铁公司定于8月25日开始封闭10号线双井站C（东南）出入口。该出入口封闭期间，地铁站将在站内外张贴通告提示乘客，并调整车站相关导向标识。大家要留意哦！ ????????
63,#魅力朝阳#【 奥园“夏日广场” 文艺节目送凉爽】 奥林匹克公园夏日文化广场昨天在奥运景观大道拉开帷幕，来自海政文工团、吴桥杂技团等专业团体的文艺工作者为观众献上独唱、杂技、舞蹈等精彩的文艺节目，让市民在悠扬的乐声中度过一个凉爽的夏日。（李继辉 摄） ????????
64,#魅力朝阳#【“力学奥林匹克”首次落户中国】昨天，第23届世界力学家大会在国家会议中心开幕。来自66个国家和地区的1500余名代表就力学前沿问题展开交流。这项力学界最具影响力的国际会议始于1924年，四年一次。自钱学森等老一辈科学家开始，我国几代力学人经过20余年努力才获得举办权。 ????????
65,回忆下你与共青团有关的青春故事，与大家一起分享吧！[群体围观]
66,出行注意安全！
67,#人文朝阳#【党员专家送健康】近日，朝阳医院与人民日报社工会、健康时报联合举办了党员专家送健康活动。朝阳医院八个科室十余名党员专家在人民日报社院内为群众义诊。 ????????
68,#给您提个醒#【别让孩子边吃边玩】近日，一个女孩因为被瓜子卡住了气管导致呼吸困难，送到医院时已经昏迷，脸色苍白，嘴唇发紫。医生直接为患儿手术，用了10分钟将卡住孩子气管的一颗酱油瓜子取出。医生提醒，暑假期间，家长一定要注意别让孩子边吃边玩。 ????????
69,关注天气！注意防雷防雨。[闪电]
70,#暑期，学生在社区成长#【奥运村开“快乐暑期”跳蚤市场】奥运村双泉社区组织辖区的中小学生开展了“快乐暑期”跳蚤市场交易会活动。活动当天，孩子们带来自己收藏的书籍、文具、玩具、手工制品等物品，在跳蚤市场上进行交易或者交换。孩子们在得到物品的同时也得到爱心，还锻炼了自己的人际交往能力。 ????????
71,#暑期，学生在社区成长#【平房军营体验军规铁律】平房定福家园南社区组织社区青少年来到驻地武警某部开展暑期活动。整齐划一的队伍、训练有素的战士，让青少年看到了部队威严的军容，以及铁一般的纪律。战士们吃苦耐劳、艰苦朴素的作风对孩子们学会独立，养成良好的生活习惯将起到一定的帮助。 ????????
72,#暑期，学生在社区成长#【 双井邮票赏析感悟“北京精神”】 双井街道举办了“一日集邮夏令营”活动，参与活动的人群中最小的5岁，最大的16岁。在邮票赏析讲座中，孩子们对邮票的分类、识别、鉴赏和意义有了深入了解，老师还拿出体现“爱国、创新、包容、厚德”精神的邮票，通过邮票给大家讲述故事。 ????????
73,“力学奥林匹克”在@国家会议中心 开幕!
74,#朝阳动态##朝阳引导重点产业落户#今年起，朝阳区每年将拨付6亿元专项资金，用于吸引重点产业落户。今后，凡是新迁入、新注册的龙头企业、跨国公司地区总部、金融机构总部、高端文化传媒项目以及上市公司等，均可获得由朝阳区财政支付的房租、贴息、就医、子女入学等方面补贴。 ????????
75,#人文朝阳##技能培训助残疾人自立自强#在残疾人工作者的精心呵护下，朝阳区精神康复人员在街乡温馨家园和职业康复站做手工，学厨艺，糊信封，绕鱼线……极大地缓解了他们的身心疾患，还有的经过持续不断的康复训练，成为温馨家园的综合志愿者，走上了工作岗位，给他们的家庭带来了希望和光明。 ????????
76,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【傅氏幻术】（3/3）傅氏创作的代表作品有“九连环”、“球弹幻术”、“水火宝瓶”等，令人敬佩的是，傅氏四代人接力开展幻术研究工作，出版30余部幻术专著及相关著作，培训专业演员数十名，是一个为弘扬中国幻术坚贞不渝的群体。 ????????
77,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【傅氏幻术】（2/3）以傅志清、傅天正、傅腾龙、傅琰东为首的傅氏一族，热衷钻研中国幻术，百余年来四代人前仆后继，以继承与弘扬中国幻术为己任，开展了一系列活动。经他们挖掘与继承，发展与创新幻术节目数以百计。 ????????
78,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【傅氏幻术】（1/3）幻术是人为制造的幻觉、幻象，运用人为的隐秘技法制造幻觉幻像，展现超自然奇迹的艺术。中国幻术自成一个学派，历史悠久，内容丰富多彩，具有浓郁的民族特色，是中国传统表演艺术中的佼佼者。 ????????
79,#朝阳动态##区投促局优化区域投资环境#充分利用跨国公司协会和朝阳商会，大力帮扶企业、促进企业发展壮大；搭建有针对性的金融服务平台，为中小企业提供融资咨询服务，拓展融资服务渠道；加强以提高政务效能为目标的“一站式”服务工作，完善绿色通道的审核流程。 ????????
80,#人文朝阳##朝阳区文化馆新创意走出国门#伦敦奥运会期间，中国元素不断带给人们惊喜，而这种文化的交流并非只在伦敦才能感受到——由朝阳区文化馆创意制作的“漂亮的兵马俑灯笼”景观装置展，在第25届“英国斯托克顿国际河畔艺术节”上成功展出，得到了当地政府官员、民众及各国游客的热烈反响。 ????????
81,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【彩塑“兔儿爷”】（3/3）其彩绘工艺更是十分细腻，需有很高的功底造诣，素有三分塑七分彩之说，色彩对比强烈，古朴凝重，其制作完全凭艺人用手捏塑儿成，技艺手法多变，有搓、揉、挑、捏、印、拍、剪、色、贴、镶、划、板、插等等。????????????
82,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【彩塑“兔儿爷”】（2/3）改革开放后，工艺美术大师双起翔开始恢复北京兔儿爷的制作，其主要特征是以泥做胎，遍施彩绘，兔首人身，一幅武将之装束，或骑象，或骑麒麟，骑虎，骑狮子，骑鹿，或坐在山顶等等。 ????????
83,#微话题##国色天香——朝阳区非物质文化遗产保护成果展#【彩塑“兔儿爷”】（1/3）北京“兔儿爷”作为中秋节的时令玩具，产生于明代，盛行于清代，曾是旧京城中秋节的标志。兔儿爷不仅是一种泥塑玩具，供给儿童娱乐，借以烘托节日气氛，还是融人、兽、神三者为一体的偶像。 ????????
84,出行朋友请注意
85,飞机火车转乘更方便啦[呵呵]
86,#人文朝阳# 【朝阳中医社区收徒】名医社区收徒，采取一带一、一带二的方式传承中医，在全市各区县尚属首次。今后，朝阳区将把这项工程继续开展下去，为基层培养一批经验丰富的医生，也为祖国中医培养一批后继人才。 ????????
87,#人文朝阳# 【朝阳中医社区收徒】昨天，朝阳区举办“中医药专家下基层暨学术经验继承工程拜师会”，54名来自街道、乡镇社区卫生站的年轻医生拜师学艺，他们拜下的38位名师是来自中日友好医院、朝阳医院等三甲医院及中国中医科学院望京医院、北京中医药大学第三附属医院等专科医院的中医名家。 ????????
88,#商务朝阳#【朝阳引导重点产业落户】今年起，朝阳区每年将拨付6亿元专项资金，引导总部经济、金融机构、高端商务服务、文化传媒等产业落户，从而促进区域产业发展。今后，凡是新迁入、新注册的龙头企业、跨国公司地区总部、金融机构总部、高端文化传媒项目以及上市公司等，均可获得政府财政补贴。 ????????
89,#人文朝阳#【朝阳区物业服务企业实行等级评定——业主可加减“关键分数”】日前，@北京朝阳 发布了“朝阳区率先启动物业评优活动”的微博O网页链接 ，博友们问究竟由谁评定，今天给大家解答一下。 ????????
90,#共同关注#【未来三年限行继续实施】《北京市“十二五”时期交通发展建设规划》近日发布，“十二五”期间，北京将继续实施机动车工作日高峰时段区域限行措施和黄标车限行规定。遇有恶劣天气、重大活动、重要节日等可能引发严重拥堵情况，适时采取重点交通拥堵路段高峰时段机动车单双号行驶措施。[汽车] ????????
91,#共同关注#【今日出伏或有阵雨送凉】今天正式出伏啦！一年中最热的“三伏天”宣告结束，昼夜温差逐渐加大，傍晚时间气温回落较快，夜间休息时要注意保暖哦！据市气象台预报，今天白天多云转阴，西部有阵雨。夜间阴有阵雨，外出带上雨具，注意出行安全哦。[阳光] ????????
92,司机朋友们记下了吗？
93,交管部门电视监控开拍乱停车。 没看到“贴条”并不代表违法停车行为没有被记录。
94,#魅力朝阳# 【百姓大舞台居民显身手】昨天，朝阳区劲松街道百姓大舞台半决赛在麻雀瓦舍文艺汇演中心举行。经过3个月的海选和初赛，34位选手从300名候选人中脱颖而出，参加声乐、综艺、舞蹈、戏曲和儿童5个专组的比拼。最终，共有11位选手晋级年终总决赛。 ????????
95,#人文朝阳#【朝阳区确定120家区级养老（助残）服务商】日前，120家企业签约成为朝阳区养老（助残）服务商。这些企业涵盖生活照料、康复护理、家政服务、精神慰藉、医疗服务、老年教育、文化体育、养老机构等十大行业。从桶装水、蔬菜配送服务到用养老券订阅报纸，无微不至，真正满足老年人的各类需求。 ????????
96,#共同关注#【安贞医院成立脑卒中门诊】每6个人中有1人可能在一生中患脑卒中，在我国成人死亡原因统计中，脑血管疾病成为第一杀手。昨天，安贞医院成立脑卒中门诊，每周五天接诊有脑血管病危险因素的病人进行筛查。超过40岁的市民如果在以下8项高危因素中有3项符合，就应该进行脑卒中筛查。 ????????
97,#魅力朝阳#【科技馆内机器人显身手】10件颇具特色的机器人从“第十二届中国青少年机器人竞赛”中脱颖而出，昨天入驻中国科技馆，进行为期12天的展示。带着孩子们一起去看看吧！图为“壁虎清扫机器人”，它能吸附在高层玻璃上，在遥控器的操作下擦玻璃，清洁无法操作的死角，代替人从事“危险作业”。 ????????
98,还有一周时间活动就要结束啦！有兴趣的博友们赶紧参加吧~有惊喜等着你哦~[群体围观]
99,#共同关注#【小区胡同“选美”】昨天，2012环境优美居住小区街巷胡同评选活动启动，即日起至9月25日，市民可通过网络、短信等方式选出30个“最美”小区和30个街巷胡同。“无积水”首次纳入评选条件。各区县共推荐候选小区街巷胡同291个，朝阳区的候选小区街巷胡同有57个。详情：O网页链接 ????????
100,只要你是20-33岁的单身青年就可以报名参加哦！发私信给@双井13社区 ，注明：姓名、性别、年龄、工作单位和电话。[群体围观]
101,随时保持高度警惕。
102,快开学啦！做好上学的准备吗？先来堂安全课吧
103,#创意朝阳#【设计改变生活—751国际设计节推介会】在本届751国际设计节上，观众除了可以看到一系列不同国家设计师带来的创意作品外，还会欣赏到为庆祝中韩建交20周年在751D??PARK重油罐区特别奉献的韩国新媒体设计展，感受奇特的互动效果。 ????????
104,#创意朝阳#【“设计改变生活”—751国际设计节推介会】由751D??PARK与北京国际设计周联合举办的2012北京国际设计周暨751国际设计节将在金秋九月精彩呈现。在今年的国际设计节活动中，由751老工业资源打造的五大特色建筑空间及园区设计师工作室将全部开放，同时更加注重内容的多样性及互动性。 ????????
105,#暑期安全#【食物忌凉宜新鲜】暑假期间，许多家长会事先为孩子做好午饭，留饭菜也有讲究：最好是当天早上做的，并放入冰箱保存，最好不要留凉拌菜。同时要告诉孩子：过凉的水和食物应该在常温下放5至10分钟再吃；大盒的冰淇淋不要一口气吃完；吃水果之前要洗净，有肚子疼、腹泻等症状要及时联系家长。 ????????
106,"#魅力朝阳#【2012年北京国际啤酒节在蟹岛开幕啦！】8月15日起，""2012北京国际啤酒节""在蟹岛国贸国际会展中心举办。啤酒节将为期17天。此次啤酒节上的啤酒均为现场自酿的德式鲜啤，所有菜肴都是现做现卖，如果你也喜欢热闹，喜欢啤酒，不妨到现场去逛一逛吧，但一定要记得，酒后不开车哦！ ????????"
107,#暑期安全#【公共场所要小心】假期里，孩子们外出的机会大大增加。家长要对孩子加强交通安全教育，告诉他们横过马路一定要走斑马线；不要在马路上相互追逐、嬉闹；不要雨天打伞骑自行车。如果是乘坐公交车，一定要在车停稳之后再上下车，千万不要图一时之快，抢上抢下。 ????????
108,#暑期安全#【煤气使用须谨慎】暑假独自在家的孩子在用煤气热饭菜的时候，不要走远，更不要热上饭菜又去做别的事，以防止火被风吹灭或被水扑灭后漏出煤气造成中毒或引起火灾。用完煤气之后，要仔细检查阀门是否关好。一旦发现煤气泄漏，要打开门窗通风，并迅速撤到室外。 ????????
109,希望更多的人了解这些常识，增强自救能力，防患于未然。
110,昨天，市交管局对外网站发布两则公告，分别公布了小型客车驾照考试实际道路考试路线和重点车型的实际道路考试路线。这意味着驾照考试再增难度，实际路考路线“三选一”正式进入实施阶段。另外本市第一条模拟高速路路段已经建成，即将投入到实际路考中。
111,北京医保患者和新农合患者可报销医事服务费中的40元。
112,朝阳区700余条道路集体“体检”。
113,#暑期安全#【安全用电】家长不在家时，有的孩子需要用微波炉加热饭菜。要告诫孩子：不能用微波炉加热带壳、带皮的食品，如鸡蛋、玉米等；加热的时间不能过长；微波炉启动后，不要贴近炉体观察炉内的食物，并尽量保持一定距离。如不小心造成小面积烫伤，应立即用冷水冲或用冰块、冷毛巾冷敷20分钟左右。 ????????
114,#暑期安全#【陌生人叫门不要开】孩子独自在家遇有陌生人敲门，尽量不要答话，更不要透露自己一人在家的实情，可以用“爸爸正在睡觉”等来吓退陌生人。如需开门，最好先打电话通知家长，并让门外人听到。家长平时应让孩子背熟家长电话，并在家中将求助报警电话粘贴明示，一旦遇到困难，孩子可快速求助。 ????????
115,#暑期安全#暑假一到，家长们的心里却多了好几样操心事儿：自己白天要上班，孩子独自在家，会不会玩火？遇到陌生人敲门会不会应付？如果跑出去跌伤、磕伤又该怎么办？下面这些孩子容易出现的暑期安全隐患及防范知识，家长们是否都教给孩子了呢？ ????????
116,#暑期安全#暑假是美好的、愉快的！暑假里孩子们可以好好的休息，可以融入社会和大自然，可以体验社会、挑战自我。但是，一定要牢记安全第一！孩子的健康安全关系到每一个家庭的幸福安宁。暑假还剩下不到20天，我们提醒您：注意孩子的安全，多一份防范，少一份危险！ ????????
117,从本月至11月，朝阳区开展物业等级评定及三优评价活动，将物业企业评定为A、B、C、D四个等级。如果物业企业被评为D级，将由区主管部门按规定对其进行资质核查。不符合资质要求的，报请市住建委依法处理，并在媒体公开，一年内不推荐接管其他物业项目。
118,#警情通报#【南皋村村北一3岁男童不幸跌入空调地热井】 ????????
119,2012年高校毕业生就业服务网络招聘周即将启动！祝毕业生们能找到称心如意的工作！
120,如果发现路面有鼓包、凹陷等异常情况，请绕行。可拨打抢修电话：88465055
121,#人文朝阳#【社区老人办书法培训班为让孩子们传承国粹】日前，主题为“小手拉大手 和谐忘年交”的暑期书法班在朝阳区高碑店乡半壁店西社区活动站内正式开班。几十位孩子在老师的指导下学习国粹书法。辅导老师来自辖区“文羽墨”书画协会，成员平均年龄超过60岁，其中多数人都举办过个人书画展。 ????????
122,#人文朝阳#日前，朝阳区麦子店街道在蓝色港湾举办“麦子店国际社区文化节公益之夜”，活动现场，驻区的30多家知名企业认领了社区大讲堂、老年拼音班等10多个志愿服务项目。目前麦子店已有6000多名志愿者，为空巢、孤寡、高龄老人及弱势群体提供志愿服务。图为老人上台展示志愿者此前教授的拼音知识。 ????????
123,#共同关注#【四惠交通枢纽站主体完工10月试运行】作为今年的北京市政府重点实事工程，四惠交通枢纽站的建设已进入收尾阶段。目前，四惠交通枢纽站主体工程已完工，预计10月具备试运行条件。届时，从交通枢纽出来的乘客经天桥直接就能进入四惠地铁站站厅层，免去在四惠桥下穿行的麻烦。 ????????
124,#朝阳动态#【朝阳区率先启动物业评优活动】从本月至11月，朝阳区开展物业等级评定及三优评价活动，将物业企业评定为A、B、C、D四个等级。如果物业企业被评为D级，将由区主管部门按规定对其进行资质核查。不符合资质要求的，报请市住建委依法处理，并在媒体公开，一年内不推荐接管其他物业项目。 ????????
